Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Nets,Coordination,Last update,YSF Digital Enabled,DG-ID,Mixed-Mode,Web links,Features,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Wyoming,WyLOCAL,Affiliate,Links,EchoLink,Colorado,Northern Colorado,Downlink Tone,Notes,On-air,D-STAR Enabled,Node,Sources,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,Commands,Worldwide,English,TAC 310,Mountain Reg USA,IRLP,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,P25 Digital Enabled,NAC,Default Reflector,AllStar,Southern Colorado,Denver Regional,Feed,Location Photo
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,143.6,S,,447.525,442.525,146.2,Douglas,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,,CCARC,,,,,,,,,,,,,,Colorado ARES,,,,,146.2,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,143.6,S,,446.925,441.925,,Douglas,On-Air,,,,CCARC,,,,,Rocky Mountain Ham Radio,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,Full-time to the  Colorado TRBO System .,,,,,See the website for programming info.,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,143.7,SSW,,145.445,144.845,88.5,Lake,On-Air,,Colorado Connection,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",CCARC,,,,,,E-power (solar).,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,144.8,SSW,,445.05,440.05,,Adams,On-Air,,K2AD,,CCARC,,,,,http://www.rmham.org/,,,7,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Rocky Mountain Ham Radio,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,
447.125,-5,103.5,WZ0N,"Fairplay, Sacramento Mountain",CO,OPEN,,145.8,S,,447.125,442.125,103.5,Park,On-Air,,WZ0N,,CCARC,,,,,,,,,,,,,,,,,,,103.5,Identifies with an 'S' following WZ0N callsign which identifies the site as Sacramento.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,147.1,SSW,,147.24,147.84,156.7,Lake,Off-Air,,,,CCARC,,,,,,,,,,,,,,,,,,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,147.7,SE,,448.175,443.175,,Morgan,On-Air,,W0FT,,CCARC,,,,,http://www.rmham.org/,,,7,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,88.5,KB0VJJ,Akron,CO,OPEN,,147.7,SE,,145.4,144.6,88.5,Washington,On-Air,Northeastern plains of Colorado.,Colorado Connection,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",CCARC,,,,,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,123,Part of the Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,150.4,E,,147.015,147.615,,Box Butte,On-Air,Local.,N2VHZ,,,,,,,,,,,,,,,,,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,150.5,SSE,,449.975,444.975,100,Douglas,On-Air,,K0JSC,,CCARC,,,,,The Fun Machine,Simulcast and Voted with Cedarwood and Methodist.,,,,,,,,The Fun Machine,Full-time to the  The Fun Machine System .,,,,100,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,150.5,SSE,,147.225,147.825,107.2,Douglas,On-Air,Wide area,Colorado Repeater Association (CRA),"CRA Net, Sunday 9AM",CCARC,,,,,Colorado Repeater Association,Closed autopatch,,,,,,,,CRA VHF Link System,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .",347086,,,107.2,,,,,,,,,,,,,,,,3990,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,150.5,SSE,,448.425,443.425,107.2,Douglas,On-Air,Wide area,Colorado Repeater Association (CRA),,,,,,,http://www.w0cra.org,,,,,,,,,ARESDEC,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,150.9,S,,446.875,441.875,,Douglas,On-Air,,W0VG,,CCARC,,,,,http://www.rmham.org,,,6,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,RMHAM,Full-time to the  Colorado TRBO System .,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,151,E,,146.715,146.115,103.5,Box Butte,On-Air,,TriCity,,,,,,,,,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,152,SW,,447.6,442.6,,Garfield,,40,Ski Country ARC (SCARC),,CCARC,,,,,,50,,,,,,,,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,Link Hub for 146.880.,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,152,SW,,449.85,444.85,131.8,Garfield,On-Air,Glenwood Springs,,Colorado State RACES  Wed 1930 local,CCARC,,,,,http://GMRA.org,e-power  Linked to GMRA Open System,,,,,,,,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,,,,131.8,RACES net Wed 1930 Hrs Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,152,SW,,224.02,222.42,,Garfield,,,SCARC,,CCARC,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,152,SW,,147.3,147.9,107.2,Garfield,Off-Air,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",Roaring Fork Amateur Repeater Cooperative,,CCARC,,,,,,8,,,,,,,,,,266359,,,,Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,152.6,SSW,,447.15,442.15,136.5,Garfield,On-Air,,,,,,,,,,,,,,,,,,,,8150,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,154.3,SSE,,145.19,144.59,131.8,Douglas,On-Air,Wide area coverage at 8300' Pueblo to Ft. Collins+,N0OBA Owner,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,10079,,,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,156.3,S,,146.685,146.085,107.2,Park,On-Air,,Mountain ARC (MARC),MARC/PCRC: Tue at 19:30.,CCARC,,,,,,"Closed autopatch, e-power.",,,,,,,,,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,107.2,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,156.4,S,,147.36,147.96,107.2,Park,On-Air,Wide area.,,,CCARC,,,,,CMRG Repeaters,E-power.,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,3854,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,157.2,S,,446.7625,441.7625,,Park,On-Air,,K7PFJ,,,,,,,,,,0,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,RMHAM,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,158,SSE,,447.725,442.725,100,El Paso,On-Air,Local.,K0NR,,CCARC,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,30,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,160.2,SW,,147.39,147.99,107.2,Garfield,On-Air,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,160.2,SW,,449.725,444.725,179.9,Garfield,On-Air,Wide area.,Roaring Fork Amateur Repeater Cooperative (RFARC),,CCARC,,,,,,EchoLink.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3722,,,,,,,,,,,28434,,,,
147.36,0.6,123,W0FLO,"Chadron, Nebraska National Forest",NE,OPEN,,160.6,NE,,147.36,147.96,123,Dawes,On-Air,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,,WB0CMC,,,,,,,,,,,,,,Pine Ridge Amateur Radio Club,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,160.7,SW,,447.1,442.1,107.2,Garfield,On-Air,,Ski Country ARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,160.7,SW,,449.6,444.6,107.2,Garfield,On-Air,Wide area.,,,CCARC,,,,,http://www.gmra.org,e-power Linked to GMRA open system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,160.7,SW,,146.88,146.28,107.2,Garfield,On-Air,,Ski Country ARC,,CCARC,,,,,,,,,,,,,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,160.7,SW,,146.85,146.25,88.5,Garfield,On-Air,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",Colorado Connection,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,CCARC,,,,,,70,,,,,,,,,,,,,123,Part of the Colorado Connection System of Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,161.3,SSW,,447.05,442.05,136.5,Pitkin,On-Air,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,CCARC,,,,,,,,,,,,,,,,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,161.4,SSW,,146.67,146.07,107.2,Pitkin,On-Air,Wide area.,Ski Country ARC,,CCARC,,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,161.6,S,,449.7,444.7,107.2,Park,,,CMRG,,CCARC,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,162.6,S,,449.325,444.325,103.5,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",KA4EPS,"Sunday 1500 MST
Tuesday 1730 MST",CCARC,,,,,,E-power. Allstar Node 27976,,,,,,,,Amateur Radio Motorcycle Club,,,,,103.5,Node # 27976,,,,,,,,,,,,,,,,,,,,,,,,,,27976,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,162.6,S,,447.675,442.675,179.9,Teller,On-Air,,Mountain Amateur Radio Club (MARC),,CCARC,,,,,,E-power.,,,,,,,,,,,,,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,162.6,S,,146.82,146.22,107.2,Teller,On-Air,,Mountain ARC,MARC/PCRC: Tue at 19:30.,CCARC,,,,,,E-power.,,,,,,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,162.6,S,,145.415,144.815,179.9,Teller,,,MARC,,CCARC,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,162.6,S,,449.025,444.025,141.3,Teller,,,Mountain Amateur Radio Club (MARC),,CCARC,,,,,,Linked.,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,162.6,S,,448.65,443.65,107.2,Teller,On-Air,,Mountain ARC (MARC),MARC/PCRC: Tue at 19:30.,CCARC,,,,,,E-power.,,,,,,,,MARC,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,162.6,S,,927.9,902.9,D205,Teller,On-Air,,MARC,,CCARC,,,,,,,,,,,,,,,,,,,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,163.9,SE,,449.25,444.25,123,Elbert,On-Air,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,,CCARC,,,,,,Full duplex node.,,,,,,,,,,3349,,,123,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,3349,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,164.3,SSE,,147.105,147.705,107.2,Elbert,On-Air,"I-70, E. Arapahoe, Elbert, Lincoln Counties",ARES of Douglas and Elbert Counties,,CCARC,,,,,http://www.w0cra.org/,Linked to CRA 447.150 - Conifer,,,,,,,,Colorado Repeater Association,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,165,SSE,,447.625,442.625,100,El Paso,On-Air,,KD0MDP,,,,,,,,Linked.,,,,,,,,The Fun Machine,Full-time to the  The Fun Machine System .,363976,,,100,,,,,,,,,,,,,,,,7301,,,,,,,,,,,28299,,,,
146.985,-0.6,100,NX7Z,"Wright, Pumpkin Butte",WY,OPEN,,166.7,N,,146.985,146.385,100,Campbell,On-Air,,,,WRCG,,,,,,,,,,,,,,,"Full-time to  
        146.88000 (NX7Z) at Buffalo, Windy Ridge, WY .
 


Full-time to  
        146.73000 (NX7Z) at Sheridan, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,168.7,S,,448.575,443.575,103.5,Park,Off-Air,Western Park County,,,CCARC,,,,,,,,,,,,,,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NE7WY,"Wright, Little Thunder",WY,OPEN,,169,N,,147.06,147.66,100,Campbell,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.62,0,100,W0FLO,Chadron,NE,OPEN,I,169.6,NE,,145.62,145.62,100,Dawes,On-Air,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",Pine Ridge Amateur Radio Club - Ron Cashon -- 308 432-3322,,,,,,,,Voice ID,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,3936,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,171.1,SW,,146.76,146.16,107.2,Garfield,Off-Air,"New Castle, Silt, Rifle and Rulison and areas around Parachute.","N0SWE,  Roaring Fork Amateur Repeater Cooperative",,CCARC,,,,,,E-power.,,,,,,,,,,243117,,,,,,,,,,,,,,,,,,,,DM69cl,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,171.8,SSE,,224.72,223.12,103.5,El Paso,On-Air,Local,w0mog,,,,,,,,,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,172.3,SSE,,447.2,442.2,,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",GGARC,,,,,Open ↑ / Open ↓,,,,,,,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,173.2,S,,146.97,146.37,100,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",CCARC,,,,,PPFMA Repeaters,"Closed autopatch, e-power.",,,,,,,,,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,173.2,S,,448.45,443.45,100,El Paso,On-Air,Wide area.,Pikes Pk FM Assoc,,CCARC,,,,,PPFMA Repeaters,E-power.,,,,,,,,,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,110.9,W7QQA,"Kaycee, Pack Saddle",WY,OPEN,,174.1,NNW,,145.43,144.83,110.9,Johnson,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,175.7,SSE,,146.91,146.31,151.4,El Paso,On-Air,,GGARC,,CCARC,,,,,,E-power.,,,,,,,,,,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,175.7,SSE,,147.39,147.99,103.5,El Paso,On-Air,,W0MOG,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,175.7,SSE,,146.85,146.25,103.5,El Paso,On-Air,,W0RSH,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,175.7,SSE,,147.27,147.87,,El Paso,On-Air,,TRA,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,175.8,SSE,,147.135,147.735,100,El Paso,On-Air,,AA0L,,CCARC,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,175.9,SSE,,447.475,442.475,107.2,El Paso,,,Mountain ARC (MARC),MARC/PCRC: Tue at 1930.,CCARC,,,,,,"Closed autopatch, e-power.",,,,,,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,175.9,SSE,,449.575,444.575,,El Paso,On-Air,,RMHARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,175.9,SSE,,448.25,443.25,123,El Paso,On-Air,Colorado Springs,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,175.9,SSE,,447.025,442.025,123,El Paso,Off-Air,,Colorado Springs ARA,,CCARC,,,,,,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,175.9,SSE,,927.8,902.8,D116,Teller,On-Air,,,,CCARC,,,,,,6,,,,,,,,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,175.9,SSE,,447.35,442.35,151.4,El Paso,On-Air,,GGARC,,CCARC,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,175.9,SSE,,224.06,222.46,,El Paso,,Wide area.,Pikes Peak FM Association (PPFMA),,CCARC,,,,,,"E-power, linked.",,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,175.9,SSE,,448.3,443.3,100,El Paso,On-Air,,AA0L,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,175.9,SSE,,448.6,443.6,114.8,El Paso,,,W0MOG,,CCARC,,,,,,,,,,,,,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,175.9,SSE,,447.55,442.55,123,El Paso,On-Air,,WA6IFI,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,110.9,KD7PPP,"Lander, airport",WY,OPEN,,177.4,WNW,,145.445,144.845,110.9,Fremont,On-Air,Lander and north to Wind River Canyon and south in the Wind River Mountains.,"KC7CJN, WB7CJT",,WRCG,,,,,,,,,,,,,,FCARS,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,178.2,S,,927.725,902.725,D114,Teller,On-Air,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",WA6IFI,,CCARC,,,,,Yahoo Group,12,,,,,,,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
