Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtscRxCode,DtcsPolarity,Mode,TStep,Comment,Distance,Downlink,Uplink,Uplink Tone,County,Call,Use,On-air,Coverage,Sponsor,Features,Coordination,Last update,,Links,Nets,Op Status,Downlink Tone,Notes,Feed,Web links,Affiliate,AllStar,EchoLink,IRLP,Commands,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,YSF Digital Enabled,DG-ID,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,WIRES-X,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Worldwide,North America,Local/Cluster,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA
111,BARC 449.400,449.4,-,5,Tone,91.5,88.5,23,23,NN,FM,5,,24.1,449.4000,"444.4000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",91.5,Boulder,K0DK,OPEN,,,BARC,"2 watts, remote base.",CCARC,"2013-01-08   
     Please help us confirm this repeater!",,,,Off-Air,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,BCARES 1283.862,1283.8625,-,20,,88.5,88.5,23,23,NN,DIG,5,,24.2,1283.8625,"1263.8625  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Boulder,KC0DS,OPEN,,20 mi radius.,Boulder County ARES,E-power.,CCARC,"2013-12-21   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,
113,BCARES 446.863,446.8625,-,5,,88.5,88.5,23,23,NN,DIG,5,,24.2,446.8625,"441.8625  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Boulder,KC0DS,OPEN,,,Boulder County ARES,,CCARC,2017-03-11,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,
114,BCARES 145.387,145.3875,-,0.6,,88.5,88.5,23,23,NN,DIG,5,,24.2,145.3875,144.7875,,Boulder,KC0DS,OPEN,,20 mi radius.,Boulder County ARES,E-power.,CCARC,"2012-11-12   
     Please help us confirm this repeater!",,,,On-Air,,,,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,,,,,,,,,,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,
115,RMHR 446.800,446.8,-,5,,88.5,88.5,23,23,NN,DIG,5,,24.2,446.8000,"441.8000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Boulder,N0SZ,OPEN,,Wide area.,Rocky Mountain Ham Radio,,CCARC,2017-03-11,,Full-time to the  Colorado TRBO System .,,On-Air,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
116,BCARES 1299.500,1299.5,-,20,,88.5,88.5,23,23,NN,DIG,5,,24.2,1299.5000,"1279.5000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Boulder,W0DK,OPEN,,,Boulder County ARES,E-power.,CCARC,"2012-11-12   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,
117,ARA 147.120,147.12,+,0.6,TSQL,88.5,88.5,23,23,NN,FM,5,,24.8,147.1200,147.7200,88.5,Jefferson,N0ARA,OPEN,,Denver metro and east.,Aurora Repeater Association,E-power.,CCARC,2016-01-17,,,,On-Air,88.5,,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,CRA 53.050,53.05,-,1.7,TSQL,107.2,107.2,23,23,NN,FM,5,,24.9,53.0500,"51.3500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,Jefferson,W0CRA,OPEN,,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",Colorado Repeater Association (CRA),"10,000', e-power.",CCARC,2017-10-07,,,,Off-Air,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,CC 145.310,145.31,-,0.6,TSQL,88.5,123,23,23,NN,FM,5,,25.3,145.3100,144.7100,88.5,Gilpin,KB0VJJ,OPEN,,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Colorado Connection,"10,500', e-power.",CCARC,2015-12-06,,Full-time to the  Colorado Connection System .,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",On-Air,123.0,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,RMHR 449.225,449.225,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,,25.3,449.2250,"444.2250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",141.3,Gilpin,N0SZ,OPEN,,Wide area.,Rocky Mountain Ham Radio (RMHR),Emergency Power,CCARC,2015-11-03,,,,On-Air,141.3,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,BARC 146.730,146.73,-,0.6,TSQL,91.5,91.5,23,23,NN,FM,5,,25.7,146.7300,146.1300,91.5,Boulder,K0DK,OPEN,,Local,BARC,12 watts.,CCARC,2017-05-02,,,,Off-Air,91.5,,,http://www.ked-wireless.com/products1.htm,,,115482 K0DK-R,,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,AC0KC 224.960,224.96,-,1.6,,88.5,88.5,23,23,NN,FM,5,,25.7,224.9600,223.3600,CSQ,Weld,AC0KC,OPEN,,,AC0KC,,CCARC,"2012-11-12   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,CARN 449.000,449,-,5,TSQL,136.5,136.5,23,23,NN,FM,5,,26.4,449.0000,"444.0000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",136.5,Clear Creek,WR0AEN,OPEN,,,CARN,,CCARC,2017-03-11,,,,On-Air,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,DPDEEB 147.300,147.3,+,0.6,TSQL,103.5,103.5,23,23,NN,FM,5,,26.7,147.3000,147.9000,103.5,Clear Creek,N0PYY,OPEN,,Wide area.,Denver PD EEB,,CCARC,2017-03-11,,,,On-Air,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,W0CFI 448.675,448.675,-,5,TSQL,100,100,23,23,NN,FM,5,,26.8,448.6750,"443.6750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Denver,W0CFI,OPEN,,Wide area.,W0CFI,,CCARC,"2015-04-03   
     Please help us confirm this repeater!",,,,On-Air,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,DRCR 449.350,449.35,-,5,TSQL,100,100,23,23,NN,FM,5,,27,449.3500,"444.3500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Clear Creek,W0TX,OPEN,,Wide area.,Denver Radio Club,"11,400', e-power.",CCARC,2017-03-11,,,,On-Air,100.0,,,DRC Repeaters,,,4140 W0TX-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,RMHR 446.938,446.9375,-,5,,88.5,88.5,23,23,NN,DIG,5,,27,446.9375,"441.9375  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Clear Creek,N0SZ,OPEN,,,Rocky Mountain Ham Radio,,CCARC,2017-01-13,,Full-time to the  Colorado TRBO System .,,On-Air,,See the website for programming information.,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,7,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,2,2,,,,,,,,,
128,CRRG 146.670,146.67,-,0.6,TSQL,100,100,23,23,NN,FM,5,,27,146.6700,146.0700,100.0,Clear Creek,KB0UDD,OPEN,,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,"11,440', e-power.",CCARC,2016-09-08,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,On-Air,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,DRCR 145.490,145.49,-,0.6,TSQL,100,100,23,23,NN,FM,5,,27,145.4900,144.8900,100.0,Jefferson,W0TX,OPEN,,,"KB0VIU,  Denver Radio Club",E-power.,CCARC,2017-03-11,,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",DRC: Sun at 20:30.,On-Air,100.0,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,RMRL 449.450,449.45,-,5,TSQL,103.5,127.3,23,23,NN,FM,5,,27,449.4500,"444.4500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",103.5,Clear Creek,K1DUN,OPEN,,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,"11,440', e-power, WX.",CCARC,2016-12-23,,,RMRL: Mon at 20:30.,On-Air,127.3,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,CRA 447.575,447.575,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,,27,447.5750,"442.5750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,Clear Creek,W0CRA,OPEN,,Wide area: Denver metro.,Colorado Repeater Association (CRA),,CCARC,2017-11-13,,,,On-Air,107.2,,,http://www.w0cra.org,,,347088,"3291 
          n/a",Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,RMRL 146.940,146.94,-,0.6,TSQL,103.5,103.5,23,23,NN,FM,5,,27,146.9400,146.3400,103.5,Clear Creek,W0WYX,OPEN,,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,"11,440', closed autopatch, e-power.",CCARC,2017-03-11,,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .","Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",On-Air,103.5,,Listen Live,Repeater,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,RMHR 448.225,448.225,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,,27,448.2250,"443.2250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",141.3,Clear Creek,N0SZ,OPEN,,,Rocky Mountain Ham Radio,E-power(gen).,CCARC,2016-05-24,,,,On-Air,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,CRA 145.145,145.145,-,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,,27,145.1450,144.5450,107.2,Clear Creek,W0CRA,OPEN,,Wide area. Denver metro.,Colorado Repeater Assoc,E-power.,CCARC,2017-10-10,,,,On-Air,107.2,,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,WG0N 449.050,449.05,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,,27.8,449.0500,"444.0500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,Denver,WG0N,OPEN,,Wide area.,WG0N,E-power.,CCARC,"2012-11-20   
     Please help us confirm this repeater!",,,,On-Air,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PRA 446.850,446.85,-,5,,88.5,88.5,23,23,NN,DIG,5,,29.2,446.8500,441.8500,,Douglas,K0PRA,OPEN,,,Parker Radio Association,D-Star B module,CCARC,2018-03-18,,,,On-Air,,,,http://parkerradio.org,,,,,,,,,,,,,,,,,,,,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,
137,W0RM 224.600,224.6,-,1.6,Tone,100,88.5,23,23,NN,FM,5,,29.8,224.6000,223.0000,100.0,Gilpin,W0RM,OPEN,Unknown,,W0RM,,CCARC,"2012-11-10   
     Please help us confirm this repeater!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,RMHR 447.750,447.75,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,,30,447.7500,442.7500,141.3,Boulder,N0SZ,OPEN,,,Rocky Mountain Ham Radio,,CCARC,2018-04-24,,,,On-Air,141.3,,,,,,,"3450 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,CRA 447.975,447.975,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,,30,447.9750,"442.9750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,Boulder,W0CRA,OPEN,,Wide area: Boulder/Longmont area.,Colorado Repeater Association (CRA),Closed autopatch.,CCARC,2016-09-08,,,,On-Air,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,CRAVHFLS 145.460,145.46,-,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,,30,145.4600,144.8600,107.2,Boulder,W0CRA,OPEN,,Boulder/Denver Metro,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",CCARC,2017-11-13,,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,On-Air,107.2,,,,CRA VHF Link System,,347086,"3990 
          n/a",Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,RMVHS 224.020,224.02,-,1.6,,88.5,88.5,23,23,NN,FM,5,,30,224.0200,222.4200,,Boulder,W0IA,OPEN,,Denver metro area.,Rocky Mtn VHF Soc,"8,300'.",CCARC,2017-03-11,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,On-Air,,,,RMVHS repeaters,,,217336 W0IA-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,RMHR 445.050,445.05,-,5,,88.5,88.5,23,23,NN,DIG,5,,30,445.0500,"440.0500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Boulder,N0SZ,OPEN,,Wide area,Rocky Mountain Ham Radio,The DMR-MARC Worldwide Network,CCARC,2017-03-11,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,1,1,2,,,,,,
143,RMHR 446.988,446.9875,-,5,,88.5,88.5,23,23,NN,DIG,5,,30,446.9875,"441.9875  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Boulder,N0SZ,OPEN,,,Rocky Mountain Ham Radio,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,2016-12-31,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
144,N0EPA 448.525,448.525,-,5,Tone,151.4,88.5,23,23,NN,FM,5,,30.1,448.5250,"443.5250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",151.4,Boulder,N0EPA,OPEN,,,N0EPA,,CCARC,2017-03-11,,,,On-Air,,,,,,,223853 N0EPA-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,LARC 147.270,147.27,+,0.6,TSQL,100,100,23,23,NN,FM,5,,30.1,147.2700,147.8700,100.0,Boulder,W0ENO,OPEN,,Wide area: Northern Colorado.,Longmont ARC (LARC),"Closed autopatch, e-power, EchoLink.",CCARC,2017-03-11,,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,On-Air,100.0,,,http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,LARC 448.800,448.8,-,5,TSQL,88.5,88.5,23,23,NN,FM,5,,30.1,448.8000,"443.8000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",88.5,Boulder,W0ENO,OPEN,,,Longmont ARC,"30 watts, e-power, EchoLink.",CCARC,2017-03-11,,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",LARC: Sun at 20:00.,On-Air,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,TGHC 146.910,146.91,+,0.6,TSQL,123,127.3,23,23,NN,FM,5,,31.6,146.9100,"147.5100  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",123.0,Boulder,W0JZ,OPEN,,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,,2017-04-09,,,"Summer Tue at 19:30P, Winter 19:00.",On-Air,127.3,There is a MOU With BCARES for repeater use.,,http://goldhilltown.com/,"Town of Gold Hill, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,CARES 447.525,447.525,-,5,TSQL,146.2,146.2,23,23,NN,FM,5,,33.4,447.5250,"442.5250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",146.2,Douglas,N0ESQ,OPEN,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,,CCARC,2015-06-17,,,,On-Air,146.2,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,RMHR 446.925,446.925,-,5,,88.5,88.5,23,23,NN,DIG,5,,33.4,446.9250,"441.9250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Douglas,N0ESQ,OPEN,,,,,CCARC,"2012-06-14   
     Please help us confirm this repeater!",,Full-time to the  Colorado TRBO System .,,On-Air,,See the website for programming info.,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,7,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,2,,,,,,,,,,
150,PCRC 146.895,146.895,-,0.6,TSQL,100,100,23,23,NN,FM,5,,34.5,146.8950,146.2950,100.0,Park,AB0PC,OPEN,,285 corridor in western Jefferson County and northeast Park County (Bailey),AB0RR,"25 watts, e-power.",CCARC,2017-07-05,,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",Wed at 19:30.,On-Air,100.0,,,Park County Radio Club (PCRC),,"45835 
   
     n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,ARESDEC 448.425,448.425,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,,39,448.4250,"443.4250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,Douglas,W0CRA,OPEN,,Wide area,Colorado Repeater Association (CRA),,,2017-11-14,,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,On-Air,107.2,,,http://www.w0cra.org,ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,CRA 147.225,147.225,+,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,,39,147.2250,147.8250,107.2,Douglas,W0CRA,OPEN,,Wide area,Colorado Repeater Association (CRA),Closed autopatch,CCARC,2017-11-13,,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .","CRA Net, Sunday 9AM",On-Air,107.2,,,Colorado Repeater Association,CRA VHF Link System,,347086,"3990 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,TFM 449.975,449.975,-,5,TSQL,100,100,23,23,NN,FM,5,,39.1,449.9750,"444.9750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Douglas,K0JSC,OPEN,,,K0JSC,Simulcast and Voted with Cedarwood and Methodist.,CCARC,2017-04-21,,Full-time to the  The Fun Machine System .,,On-Air,100.0,"Can be linked to Allstar, Echolink and others by a Sysop",,The Fun Machine,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,BCARES 147.030,147.03,+,0.6,Tone,100,88.5,23,23,NN,FM,5,,39.2,147.0300,147.6300,100.0,Boulder,KI0HG,OPEN,,,KI0HG,,CCARC,2017-01-20,,,,On-Air,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,RMHAM 446.875,446.875,-,5,,88.5,88.5,23,23,NN,DIG,5,,41.6,446.8750,441.8750,,Douglas,N0SZ,OPEN,,,W0VG,,CCARC,2018-01-27,,Full-time to the  Colorado TRBO System .,,On-Air,,,,http://www.rmham.org,RMHAM,,,,,,,,,,,,,,,,,,,,,,6,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,2,2,,,,,,,,,
156,N0OBAO 145.190,145.19,-,0.6,TSQL,131.8,131.8,23,23,NN,FM,5,,41.8,145.1900,144.5900,131.8,Douglas,N0XLF,OPEN,,Wide area coverage at 8300' Pueblo to Ft. Collins+,N0OBA Owner,,,2018-02-18,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,On-Air,131.8,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,CC 147.285,147.285,+,0.6,TSQL,88.5,123,23,23,NN,FM,5,,42.3,147.2850,147.8850,88.5,Grand,KB0VJJ,OPEN,,,Colorado Connection,,CCARC,2017-01-06,,Full-time to the  Colorado Connection System .,,On-Air,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,W0IG 447.450,447.45,-,5,Tone,103.5,88.5,23,23,NN,FM,5,,45,447.4500,"442.4500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",103.5,Grand,WA4CCC,OPEN,,,W0IG,,CCARC,"2013-10-26   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,K0NR 447.725,447.725,-,5,TSQL,100,100,23,23,NN,FM,5,,45.2,447.7250,"442.7250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,El Paso,K0NR,OPEN,,Local.,K0NR,"30 watts, closed autopatch, e-power, WX, remote base.",CCARC,2016-12-10,,,,On-Air,100.0,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,LRA 449.575,449.575,-,5,Tone,100,88.5,23,23,NN,FM,5,,45.7,449.5750,444.5750,100.0,Larimer,W0LRA,OPEN,,,Loveland Rptr Assoc,"Closed autopatch, e-power.",CCARC,2018-02-24,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,KN6VV 224.320,224.32,-,1.6,TSQL,100,100,23,23,NN,FM,5,,45.7,224.3200,222.7200,100.0,Larimer,KN6VV,OPEN,,,KN6VV,"Closed autopatch, e-power.",CCARC,"2014-03-03   
     Please help us confirm this repeater!",,,,Off-Air,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,LRA 147.195,147.195,+,0.6,Tone,100,88.5,23,23,NN,FM,5,,46.1,147.1950,147.7950,100.0,Larimer,W0LRA,OPEN,,,Loveland Repeater Assoc,"Closed autopatch, e-power.",CCARC,2016-08-18,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,NCARC 146.850,146.85,-,0.6,TSQL,100,100,23,23,NN,FM,5,,48.4,146.8500,146.2500,100.0,Weld,W0UPS,OPEN,,,Northern Colorado ARC,"E-power, WX.",CCARC,2017-05-08,,,,On-Air,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,K0OJ 449.725,449.725,-,5,Tone,127.3,88.5,23,23,NN,FM,5,,48.4,449.7250,"444.7250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",127.3,Weld,K0OJ,OPEN,,,K0OJ,"Autopatch, WX.",CCARC,"2014-08-21   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,NCARC 448.025,448.025,-,5,TSQL,100,100,23,23,NN,DIG,5,,48.7,448.0250,"443.0250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Larimer,W0UPS,OPEN,,,Northern Colorado ARC,,CCARC,2016-03-21,,,,On-Air,100.0,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
