Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtscRxCode,DtcsPolarity,Mode,TStep,Comment,Distance,Downlink,Uplink,Uplink Tone,County,Call,Use,On-air,Coverage,Sponsor,Features,Coordination,Last update,,Links,Nets,Op Status,Downlink Tone,Notes,Feed,Web links,Affiliate,AllStar,EchoLink,IRLP,Commands,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,YSF Digital Enabled,DG-ID,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,WIRES-X,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Worldwide,North America,Local/Cluster,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA
109,RMHR 145.370,145.37,-,0.6,,88.5,88.5,23,23,NN,DIG,5,,12.9,145.3700,144.7700,,Jefferson,N0SZ,OPEN,,,Rocky Mountain Ham Radio,,CCARC,2017-03-11,,,,On-Air,,See the website for programming information.,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
110,RMHR 445.063,445.0625,-,5,,88.5,88.5,23,23,NN,DIG,5,,6.5,445.0625,"440.0625  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,El Paso,N0SZ,OPEN,,,Rocky Mountain Ham Radio,The DMR-MARC Worldwide Network,CCARC,2017-03-11,,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,1,1,2,,,,,,
111,RMHR 446.800,446.8,-,5,,88.5,88.5,23,23,NN,DIG,5,,24.2,446.8000,"441.8000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Boulder,N0SZ,OPEN,,Wide area.,Rocky Mountain Ham Radio,,CCARC,2017-03-11,,Full-time to the  Colorado TRBO System .,,On-Air,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
112,RMHR 447.850,447.85,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,,23.9,447.8500,"442.8500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",141.3,Clear Creek,AC0KQ,OPEN,,Wide area at 9500',AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,CCARC,"2014-09-21   
     Please help us confirm this repeater!",,,,On-Air,141.3,,,,Rocky Mountain Ham Radio,"29571 
   
     n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,RMHR 449.225,449.225,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,,25.3,449.2250,"444.2250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",141.3,Gilpin,N0SZ,OPEN,,Wide area.,Rocky Mountain Ham Radio (RMHR),Emergency Power,CCARC,2015-11-03,,,,On-Air,141.3,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,RMHR 449.625,449.625,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,,13.2,449.6250,"444.6250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",141.3,Jefferson,W0KU,OPEN,,,Rocky Mountain Ham Radio,E-power,CCARC,2017-03-11,,,,On-Air,141.3,,,,,,,"3750 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,RMRL 145.220,145.22,-,0.6,TSQL,103.5,103.5,23,23,NN,FM,5,,18.1,145.2200,144.6200,103.5,Jefferson,WT0C,OPEN,,Wide area.,Rocky Mtn Radio League,"8,300', closed autopatch, e-power.",CCARC,2016-12-23,,,,On-Air,103.5,Talk-Group of $FFFF.,,Repeater,,,,,,,,,,,,,,,Yes; analog capable.,,293,,,,,,,,,,,,,,,,,,,,,,,
116,RMRL 145.340,145.34,-,0.6,TSQL,103.5,127.3,23,23,NN,FM,5,,18.9,145.3400,144.7400,103.5,Jefferson,KE4GUQ,OPEN,,Wide area.,Rocky Mtn Radio League,E-power.,CCARC,2016-12-23,,,,On-Air,127.3,,,Repeater,,,,"3350 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,RMRL 224.000,224,-,1.6,TSQL,103.5,103.5,23,23,NN,FM,5,,18.2,224.0000,222.4000,103.5,Jefferson,N0MHU,OPEN,,,Rocky Mountain Radio League,"8,300', closed autopatch.",CCARC,2017-03-11,,,,On-Air,103.5,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,RMRL 449.750,449.75,-,5,TSQL,103.5,103.5,23,23,NN,FM,5,,18.1,449.7500,444.7500,103.5,Jefferson,KI0GO,OPEN,,,Rocky Mtn Radio League,"8,300'.",CCARC,2016-12-23,,,,On-Air,103.5,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,RMRL 449.825,449.825,-,5,Tone,103.5,88.5,23,23,NN,FM,5,,13.5,449.8250,"444.8250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",103.5,Boulder,W0WYX,OPEN,,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,"6,000'",CCARC,"2012-11-16   
     Please help us confirm this repeater!",,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",On-Air,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,RMVHFS 449.550,449.55,-,5,Tone,100,88.5,23,23,NN,FM,5,,24.1,449.5500,"444.5500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Boulder,W0IA,OPEN,,Denver metro area.,Rocky Mtn VHF Soc,"8,300'.",CCARC,2017-03-11,,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,On-Air,,,,,,,217336 W0IA-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,TFM 447.625,447.625,-,5,TSQL,100,100,23,23,NN,FM,5,,18.5,447.6250,"442.6250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,El Paso,KD0MDP,OPEN,,,KD0MDP,Linked.,,2015-06-02,,Full-time to the  The Fun Machine System .,,On-Air,100.0,,,,The Fun Machine,"28299 
   
     n/a",363976 CANONCTY,"7301 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,TFM 449.975,449.975,-,5,TSQL,100,100,23,23,NN,FM,5,,26.2,449.9750,"444.9750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Douglas,K0JSC,OPEN,,,K0JSC,Simulcast and Voted with Cedarwood and Methodist.,CCARC,2017-04-21,,Full-time to the  The Fun Machine System .,,On-Air,100.0,"Can be linked to Allstar, Echolink and others by a Sysop",,The Fun Machine,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,TRA 147.270,147.27,+,0.6,,88.5,88.5,23,23,NN,FM,5,,0.3,147.2700,147.8700,,El Paso,,OPEN,,,TRA,E-power.,,2016-08-10,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,W0BG 448.275,448.275,-,5,Tone,156.7,88.5,23,23,NN,FM,5,,8.4,448.2750,"443.2750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",156.7,Arapahoe,W0BG,OPEN,,,W0BG,,CCARC,"2013-01-05   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,W0DMR 446.975,446.975,-,5,,88.5,88.5,23,23,NN,DIG,5,,12.4,446.9750,"441.9750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Jefferson,KB0VGD,OPEN,,Denver Metro Area,W0DMR,,,2016-01-25,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",On-Air,,,,http://www.w0dmr.org/,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
126,W0IG 448.075,448.075,-,5,Tone,123,88.5,23,23,NN,FM,5,,0.3,448.0750,"443.0750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",123.0,Denver,N5EHP,OPEN,,,W0IG,,CCARC,2017-03-11,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,W0JRL 447.175,447.175,-,5,TSQL,100,100,23,23,NN,FM,5,,1.1,447.1750,"442.1750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Denver,W0JRL,OPEN,,,W0JRL,,CCARC,2015-05-15,,,,On-Air,100.0,,,,,"29997 
   
     n/a",201712 W0JRL-R,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,W0LMA 448.925,448.925,-,5,Tone,131.8,88.5,23,23,NN,FM,5,,13.5,448.9250,"443.9250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",131.8,Boulder,W0LMA,OPEN,,,W0LMA,,CCARC,"2012-11-10   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,W0MOG 147.390,147.39,+,0.6,Tone,103.5,88.5,23,23,NN,FM,5,,0.3,147.3900,147.9900,103.5,El Paso,W0MOG,OPEN,,,W0MOG,,CCARC,2016-08-10,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,W0MOG 224.720,224.72,-,1.6,TSQL,103.5,103.5,23,23,NN,FM,5,,4.7,224.7200,223.1200,103.5,El Paso,W0MOG,OPEN,,Local,w0mog,,,2017-04-07,,,,On-Air,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,W0MOG 448.600,448.6,-,5,Tone,114.8,88.5,23,23,NN,FM,5,,0,448.6000,"443.6000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",114.8,El Paso,W0MOG,OPEN,Unknown,,W0MOG,,CCARC,"2012-11-10   
     Please help us confirm this repeater!",,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,W0MOG 927.800,927.8,-,25,DTCS,88.5,88.5,116,116,NN,FM,5,,0,927.8000,"902.8000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",D116,Teller,W0MOG,OPEN,,,,"6,500', 12 watts.",CCARC,"2012-11-10   
     Please help us confirm this repeater!",,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,W0RSH 146.850,146.85,-,0.6,Tone,103.5,88.5,23,23,NN,FM,5,,0.3,146.8500,146.2500,103.5,El Paso,W0RSH,OPEN,,,W0RSH,,CCARC,"2012-11-12   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,W9SLO 449.950,449.95,-,5,TSQL,77,77,23,23,NN,FM,5,,19.2,449.9500,"444.9500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",77.0,Douglas,W9SL,OPEN,,Primarily to the North along I-25 corridor,W9SL Owner,,CCARC,2017-01-22,,,,On-Air,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,WA2YZT 446.837,446.8375,-,5,,88.5,88.5,23,23,NN,DIG,5,,12.9,446.8375,"441.8375  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Jefferson,WA2YZT,OPEN,,,WA2YZT,"200 watts ERP, e-power. Slot 1 is Local and Slot 2 is Den Regional.",CCARC,2017-02-23,,Full-time to the  Colorado TRBO System .,,On-Air,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
136,WA6IFI 447.550,447.55,-,5,Tone,123,88.5,23,23,NN,FM,5,,0,447.5500,"442.5500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",123.0,El Paso,WA6IFI,OPEN,,,WA6IFI,,CCARC,2015-11-13,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,WB0TPT 447.900,447.9,-,5,,88.5,88.5,23,23,NN,FM,5,,0.3,447.9000,"442.9000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",CSQ,Denver,WB0TPT,OPEN,,,WB0TPT,,CCARC,2017-03-11,,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,WB0WDF 1287.700,1287.7,-,20,Tone,67,88.5,23,23,NN,FM,5,,20.1,1287.7000,"1267.7000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",67.0,Teller,WB0WDF,OPEN,,,WB0WDF,,CCARC,"2012-06-18   
     Please help us confirm this repeater!",,,,Testing,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,WB0WDF 224.940,224.94,-,1.6,Tone,67,88.5,23,23,NN,FM,5,,20.1,224.9400,223.3400,67.0,Teller,WB0WDF,OPEN,,,,,CCARC,"2012-06-18   
     Please help us confirm this repeater!",,,,Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,WB0WDF 447.400,447.4,-,5,Tone,67,88.5,23,23,NN,FM,5,,20.1,447.4000,"442.4000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",67.0,Teller,WB0WDF,OPEN,,,WB0WDF,"E-power, Solar, Remote Base",CCARC,"2012-06-15   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,WN7ANT 448.825,448.825,-,5,,88.5,88.5,23,23,NN,DIG,5,,8.4,448.8250,"443.8250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Arapahoe,WN7ANT,OPEN,,,,,,2017-12-13,,,,On-Air,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,30584,,,,,,,,,,,,,,,
142,WQ8M 448.700,448.7,-,5,Tone,146.2,88.5,23,23,NN,FM,5,,16.3,448.7000,"443.7000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",146.2,Douglas,WQ8M,OPEN,,Local North Parker only,,,,2016-11-25,,,,On-Air,,,,,,,,"3415 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,YG 927.725,927.725,-,25,DTCS,88.5,88.5,114,114,NN,FM,5,,10.2,927.7250,"902.7250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",D114,Teller,WA6IFI,OPEN,,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",WA6IFI,"12,340', remote base.",CCARC,2017-03-11,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,On-Air,D114,,,Yahoo Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
