Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Last update,Downlink Tone,Coverage,AllStar,Sponsor,Notes,Coordination,Grid,Affiliate,Links,Web links,Features,EchoLink,IRLP,Nets,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,On-air,Location Photo,Feed,Denver Regional,Mixed-Mode,Commands,YSF Digital Enabled,DG-ID,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Local/Cluster,Northern Colorado,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,126.9,NE,yes,145.19,144.59,131.8,Douglas,On-Air,yes,131.8,Wide area coverage at 8300,,N0OBA Owner,,,,,,,,10079,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,127.1,NNW,yes,447.15,442.15,136.5,Garfield,On-Air,yes,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,128.3,NE,yes,447.2,442.2,,El Paso,Testing,yes,,"Falcon, Black Forest, Peyton Areas",,GGARC,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,128.4,NNE,yes,146.895,146.295,100,Park,On-Air,yes,100,285,45835,AB0RR,,CCARC,,,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",Park County Radio Club (PCRC),25,,,Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,128.5,NNE,yes,447.525,442.525,146.2,Douglas,On-Air,yes,146.2,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,EmComm Colorado,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",CCARC,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,128.5,NNE,yes,446.925,441.925,,Douglas,On-Air,yes,,,,,See the website for programming info.,CCARC,,,Full-time to the  Colorado TRBO System .,Rocky Mountain Ham Radio,,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,128.6,NW,yes,449.65,444.65,151.4,Mesa,On-Air,yes,151.4,Wide area coverage,,Keri Washburn,,CCARC,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,NWS weather alert system.,,8162,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,128.6,NW,yes,145.355,144.755,88.5,Mesa,On-Air,yes,123,"Rifle to the east, several miles east of Green River, Utah to the west.",,Colorado Connection,Colorado Connection system of repeaters,CCARC,,,Full-time to the  Colorado Connection System .,,E-power.,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,129.8,NNW,yes,147.39,147.99,107.2,Garfield,On-Air,yes,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,129.8,NNW,yes,449.725,444.725,179.9,Garfield,On-Air,yes,,Wide area.,28434,Roaring Fork Amateur Repeater Cooperative (RFARC),,CCARC,,,,,EchoLink.,,3722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,132.9,NNW,yes,447.1,442.1,107.2,Garfield,On-Air,yes,,,,Ski Country ARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,132.9,NNW,yes,449.6,444.6,107.2,Garfield,On-Air,yes,,Wide area.,,,,CCARC,,,,http://www.gmra.org,e-power Linked to GMRA open system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,132.9,NNW,yes,146.88,146.28,107.2,Garfield,On-Air,yes,,,,Ski Country ARC,,CCARC,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,132.9,NNW,yes,146.85,146.25,88.5,Garfield,On-Air,yes,123,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,Colorado Connection,Part of the Colorado Connection System of Repeaters,CCARC,,,,,70,,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,133.2,N,yes,146.61,146.01,107.2,Eagle,On-Air,yes,,,,ECHO,,CCARC,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,133.5,NE,yes,447.625,442.625,100,El Paso,On-Air,yes,100,,28299,KD0MDP,,,,The Fun Machine,Full-time to the  The Fun Machine System .,,Linked.,363976,7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,134.6,SSE,yes,442.825,447.825,131.8,Santa Fe,On-Air,yes,,,,Santa Fe ARC,,NMFCC,,,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,134.6,SSE,yes,147.02,147.62,141.3,Santa Fe,On-Air,yes,,,,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,134.6,SSE,yes,146.82,146.22,162.2,Santa Fe,On-Air,yes,,Wide area.,,Santa Fe ARC,,NMFCC,,,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",SFARC Repeaters,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,135.2,N,yes,445.075,440.075,,Eagle,On-Air,yes,,,,K2AD,,CCARC,,Rocky Mountain Ham Radio,,http://www.rmham.org/,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,135.5,N,yes,224.8,223.2,,Eagle,Off-Air,yes,,,,ECHO,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,135.5,N,yes,449.9,444.9,107.2,Eagle,Off-Air,yes,107.2,,,ECHO,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,136.7,N,yes,147.345,147.945,88.5,Eagle,On-Air,yes,123,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,,Colorado Connection,,CCARC,,,Full-time to the  Colorado Connection System .,,9,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,137.9,NNE,yes,147.12,147.72,88.5,Jefferson,On-Air,yes,88.5,Denver metro and east.,,Aurora Repeater Association,,CCARC,,,,http://www.n0ara.org,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,138,NNE,yes,53.05,51.35,107.2,Jefferson,Off-Air,yes,107.2,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",,Colorado Repeater Association (CRA),,CCARC,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,138.6,NW,yes,449.5,444.5,107.2,Mesa,Off-Air,yes,,,,Grand Mesa Repeater Association (GMRA),,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,138.6,NNE,yes,447.5,442.5,88.5,Jefferson,On-Air,yes,88.5,Wide area.,,Aurora Repeater Association,,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,139.2,WNW,yes,449.4,444.4,131.8,Mesa,On-Air,yes,131.8,Wide area via links - Western Colorado - Eastern Utah,,"WA4HND,  Grand Mesa Repeater Association",Closed IRLP out - Ask for a control op,CCARC,,,Full-time to the  GMRA Open System .,http://www.gmra.org,E-power.,,3710,RACES Wed 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,139.3,SSE,yes,147.26,147.86,67,San Miguel,On-Air,yes,,Wide area.,,,,NMFCC,,,Full-time to the  Mega-Link System .,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,139.3,NNE,yes,447.15,442.15,107.2,Jefferson,Off-Air,yes,107.2,Wide area: Denver.,,Colorado Repeater Association (CRA),,CCARC,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,139.3,NNE,yes,224.98,223.38,107.2,Jefferson,Off-Air,yes,107.2,Wide area. Denver.,,Colorado Repeater Association,,CCARC,,,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,"Closed autopatch, e-power.",347086,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,139.3,NNE,yes,1287.9,1267.9,CSQ,Jefferson,Off-Air,yes,,Fort Collins to Colorado Springs.,,Colorado Repeater Association (CRA),,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,139.4,SSE,yes,147.3,147.9,162.2,San Miguel,On-Air,yes,,Wide area.,,Santa Fe ARC,,NMFCC,,,,SFARC Repeaters,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,139.5,NNW,yes,147.3,147.9,107.2,Garfield,Off-Air,yes,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,Roaring Fork Amateur Repeater Cooperative,Single beep courtesy tone when linked and none when unlinked.,CCARC,,,,,8,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,139.5,NNW,yes,224.02,222.42,,Garfield,,yes,,,,SCARC,,CCARC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,139.5,S,yes,444.575,449.575,,Santa Fe,On-Air,yes,,Local Santa Fe,,W5SF,Soon to move to a better location,,,Santa Fe Amateur Radio CLub,,,,,,,yes,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,139.5,NNW,yes,449.85,444.85,131.8,Garfield,On-Air,yes,131.8,Glenwood Springs,,,RACES net Wed 1930 Hrs Local,CCARC,,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,http://GMRA.org,e-power  Linked to GMRA Open System,,,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,139.5,NNW,yes,447.6,442.6,,Garfield,,yes,,40,,Ski Country ARC (SCARC),Link Hub for 146.880.,CCARC,,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,50,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,139.5,S,yes,145.19,144.59,162.2,Bernalillo,On-Air,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,139.5,S,yes,145.21,144.61,,Santa Fe,On-Air,yes,,Local Santa Fe,,W5SF,Soon to move to a better location.,,,Santa Fe Amateur Radio Club,,,,,,,yes,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,139.8,SSW,yes,443.1,448.1,100,Sandoval,On-Air,yes,,Wide area - NW NM.,27748,Sandoval County ARES,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",NMFCC,,ARRL,,http://nmscares.org/,"Linked, e-power.",,,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,140.1,NW,yes,449.3,444.3,107.2,Mesa,On-Air,yes,107.2,Wide Area I-70 West Rifle to Western Utah,,,Closed IRLP out,CCARC,,,,http://www.gmra.org/,e-power Linked to GMRA Open System,,3710,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,140.7,NW,yes,446.9125,441.9125,,Mesa,On-Air,yes,,"Grand Junction, I70",,Bill Frost,Brandmeister network,,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,141.4,S,yes,147.2,147.8,162.2,Santa Fe,On-Air,yes,,,,Santa Fe ARC,,NMFCC,,,,SFARC Repeaters,E-power. Full time link to Tesuque Peak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,141.5,S,yes,449.275,444.275,146.2,Santa Fe,On-Air,yes,,,,Fred Homuth,,,,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,141.8,S,yes,447.775,442.775,100,Santa Fe,On-Air,yes,,Santa Fe,,,,,,,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,142,SE,yes,145.37,144.77,141.3,Mora,Off-Air,yes,,,,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,142,SE,yes,147.2,147.8,67,Mora,On-Air,yes,,,,,,,,,Full-time to the  Mega-Link System .,http://nm5ml.com/,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,142.4,NNE,yes,449.6,444.6,100,Jefferson,On-Air,yes,,,,Denver Radio League,,CCARC,,,,DRL Repeaters,,690473,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,142.4,NNE,yes,146.88,146.28,100,Jefferson,On-Air,yes,,Wide Area,,Denver Radio League,6,CCARC,,,,DRL Repeaters,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,143.5,NW,yes,448.15,443.15,100,Mesa,On-Air,yes,,,,,,CCARC,,,,,,312189,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,145.6,NNE,yes,449,444,136.5,Clear Creek,On-Air,yes,136.5,,,CARN,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,145.8,NNE,yes,446.9375,441.9375,,Clear Creek,On-Air,yes,,,,Rocky Mountain Ham Radio,See the website for programming information.,CCARC,,,Full-time to the  Colorado TRBO System .,Rocky Mountain Ham Radio,,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,2,,,,,RMHAM,,,,,,,,,2,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,145.8,NNE,yes,448.675,443.675,100,Denver,On-Air,yes,100,Wide area.,,W0CFI,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,145.8,NNE,yes,448.225,443.225,141.3,Clear Creek,On-Air,yes,141.3,,,Rocky Mountain Ham Radio,,CCARC,,,,,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,145.8,NNE,yes,449.35,444.35,100,Clear Creek,On-Air,yes,100,Wide area.,,Denver Radio Club,,CCARC,,,,DRC Repeaters,11,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,145.8,NNE,yes,145.145,144.545,107.2,Clear Creek,On-Air,yes,107.2,Wide area. Denver metro.,,Colorado Repeater Assoc,,CCARC,,,,http://www.w0cra.org/info/squaw.html#145145,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,145.8,NNE,yes,146.94,146.34,103.5,Clear Creek,On-Air,yes,103.5,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,Rocky Mtn Radio League,,CCARC,,,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",Repeater,11,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,Listen Live,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,145.8,NNE,yes,145.49,144.89,100,Jefferson,On-Air,yes,100,,,"KB0VIU,  Denver Radio Club",,CCARC,,,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",DRC Repeaters,E-power.,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,145.8,NNE,yes,147.3,147.9,103.5,Clear Creek,On-Air,yes,103.5,Wide area.,,Denver PD EEB,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,145.8,NNW,yes,146.76,146.16,107.2,Garfield,Off-Air,yes,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",,CCARC,DM69cl,,,,E-power.,243117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,145.8,NNE,yes,146.67,146.07,100,Clear Creek,On-Air,yes,100,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,Castle Rock Repeater Group,,CCARC,,,,,11,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,145.8,NNE,yes,447.575,442.575,107.2,Clear Creek,On-Air,yes,107.2,Wide area: Denver metro.,,Colorado Repeater Association (CRA),,CCARC,,,,http://www.w0cra.org,,347088,3291,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,145.8,NNE,yes,449.45,444.45,103.5,Clear Creek,On-Air,yes,127.3,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",,Rocky Mountain Radio League,,CCARC,,,,Repeater,11,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,146.2,NNE,yes,145.175,144.575,D073,Clear Creek,Off-Air,yes,D073,,,Rocky Mountain Ham Radio,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,CCARC,,,,Rocky Mountain Ham Radio,,,,,,,,yes,1,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,146.2,NNE,yes,145.34,144.74,103.5,Jefferson,On-Air,yes,127.3,Wide area.,,Rocky Mtn Radio League,,CCARC,,,,Repeater,E-power.,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,146.8,NNE,yes,449.95,444.95,77,Douglas,On-Air,yes,77,Primarily to the North along I-25 corridor,,W9SL Owner,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,147,SE,yes,444.4,449.4,100,Mora,Off-Air,yes,,,,Mora ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,148.3,SSE,yes,53.2,52.2,107.2,Santa Fe,Off-Air,yes,,,,N9PGQ,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,148.3,SSE,yes,146.84,146.24,107.2,Santa Fe,,yes,,,,N9PGQ,,NMFCC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,148.3,SSE,yes,442.125,447.125,107.2,Santa Fe,,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
