Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,EchoLink,IRLP,Coordination,Last update,Coverage,Sponsor,Web links,Downlink Tone,Grid,Affiliate,Features,Links,AllStar,Notes,Nets,Feed,YSF Digital Enabled,DG-ID,WIRES-X,Commands,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,D-STAR Enabled,Node,Sources,Mixed-Mode,DMR Enabled,Color Code,Wide Network,Local Network,P25 Digital Enabled,NAC,Default Reflector,On-air,Talkgroups,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Worldwide,North America,English,Talkgroup Network,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Worldwide English,Wyoming,WyLOCAL,Location Photo
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,84.3,S,,927.725,902.725,D114,Teller,On-Air,,,CCARC,,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",WA6IFI,Yahoo Group,D114,,,12,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,84.3,S,,147.18,147.78,100,El Paso,On-Air,,,CCARC,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,,,,,E-power (solar).,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,84.3,S,,446.95,441.95,,Teller,On-Air,,,,,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,,,,RMHAM,,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,7,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,2,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,85.6,WSW,,146.61,146.01,107.2,Eagle,On-Air,,,CCARC,,,ECHO,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,85.6,SW,,446.7625,441.7625,,Park,On-Air,,,,,,K7PFJ,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,0,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,,2,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,85.6,SE,,446.7375,441.7375,,Lincoln,On-Air,,,CCARC,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",K0RTS KC0VJD,,,,RMHam,,,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,,,,,,,,,,,,,,,8,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,,2,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,85.7,S,,145.13,144.53,88.5,El Paso,On-Air,,,CCARC,,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Colorado Connection,,123,,,9,Full-time to the  Colorado Connection System .,,Linked into the Colorado Connection System,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,85.7,S,,53.13,51.43,107.2,El Paso,On-Air,,,CCARC,,,Cheyenne Mountain Repeater Group (CMRG),http://www.cmrg.org,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,85.7,S,,927.85,902.85,D114,Teller,On-Air,,,CCARC,,,CMRG,http://www.cmrg.org,,,,9,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,85.7,S,,445.0625,440.0625,,El Paso,Off-Air,,,CCARC,,,Rocky Mountain Ham Radio,,,,,The DMR-MARC Worldwide Network,,,,,,,,,,,,,,,,,,,,1,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,2,1,1,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,85.7,S,,446.9125,441.9125,,El Paso,On-Air,,,,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,85.8,WSW,,449.9,444.9,107.2,Eagle,Off-Air,,,CCARC,,,ECHO,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,85.8,S,,145.375,144.77,,El Paso,Off-Air,,,CCARC,,wide area,Cheyenne Mountain Repeater Group (CMRG),http://www.cmrg.org,,,,,,,Repeater off air for now.,,,,,,,,,,,,,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,85.8,WSW,,224.8,223.2,,Eagle,Off-Air,,,CCARC,,,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,85.8,ESE,,145.4,144.8,88.5,Washington,On-Air,,,CCARC,,Northeastern plains of Colorado.,Colorado Connection,,123,,,,Full-time to the  Colorado Connection System .,,Part of the Colorado Connection system of repeaters,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,85.8,ESE,,448.175,443.175,,Morgan,On-Air,,,CCARC,,,W0FT,http://www.rmham.org/,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,86.1,SW,,447.125,442.125,103.5,Park,On-Air,,,CCARC,,"Covers Fairplay, Alma, and western South Park.",KC0UFO,,103.5,DM69wf,"Park County Radio Club, AB0PC",Emergency automatic generator.,,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.","When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,86.3,S,,145.16,144.56,107.2,El Paso,On-Air,347086,3990,CCARC,,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",Colorado Repeater Association,http://www.w0cra.org/info/cosprgs.html#145160,107.2,,CRA VHF Link System,"Closed autopatch, e-power.","Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,Switch to this repeater at mile marker 170 on I-25.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,86.3,S,,448.1,443.1,107.2,El Paso,On-Air,,,CCARC,,Wide area.,,CMRG Repeaters,107.2,,,"Closed autopatch, e-power.","Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,86.3,S,,147.345,147.945,107.2,El Paso,On-Air,,3854,CCARC,,Wide area.,,http://www.cmrg.org/,107.2,,,"Closed autopatch, e-power.","Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,86.3,S,,146.76,146.16,107.2,El Paso,On-Air,,,CCARC,,,Cheyenne Mountain Repeater Group,,107.2,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,86.3,S,,448,443,107.2,El Paso,On-Air,,,CCARC,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,86.5,SE,,147.06,147.66,103.5,Lincoln,On-Air,791116,3794,CCARC,,"I-70, US-71, US-287, US-40, US-24",BSARC,http://www.bigsandyradio.com/,,,,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,42740,,Big Sandy Net: Wed 19:00,,,Open ↑ / Open ↓,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,87.4,WSW,,145.445,144.845,88.5,Lake,On-Air,,,CCARC,,,Colorado Connection,,,,,E-power (solar).,Full-time to the  Colorado Connection System .,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,87.7,SSW,,447.4,442.4,67,Teller,On-Air,,,CCARC,,,WB0WDF,,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,87.7,SSW,,147.015,147.615,107.2,Teller,On-Air,,,CCARC,,,Mountain ARC,,,,,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,87.7,SSW,,224.94,223.34,67,Teller,Testing,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,87.7,SSW,,145.46,144.86,67,Teller,On-Air,,,CCARC,,,WB0WDF,,,,RGARC,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,87.7,SSW,,1287.7,1267.7,67,Teller,Testing,,,CCARC,,,WB0WDF,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,87.9,SW,,445.05,440.05,,Lake,On-Air,,,CCARC,,,K2AD,http://www.rmham.org/,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,7,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,RMHAM,1,2,2,2,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,88.9,S,,145.265,144.665,100,El Paso,Off-Air,,,CCARC,,Local. Good coverage of I25 in Colorado Springs.,Pikes Peak FM Association,PPFMA Repeaters,100,,,"Closed autopatch, e-power.",,,Repeater has been moved.,,,,Open ↑ / Open ↓,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,88.9,S,,448.8,443.8,100,El Paso,Off-Air,,,CCARC,,,Pikes Peak FM Assoc,PPFMA Repeaters,100,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,89.7,WSW,,445.075,440.075,,Eagle,On-Air,,,CCARC,,,K2AD,http://www.rmham.org/,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,89.8,WSW,,147.345,147.945,88.5,Eagle,On-Air,,,CCARC,,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,Colorado Connection,,123,,,9,Full-time to the  Colorado Connection System .,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,93.4,WSW,,147.24,147.84,156.7,Lake,Off-Air,,,CCARC,,,,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,94.2,NNW,,447.225,442.225,,Albany,On-Air,,,WRCG,,Wide area.,Laramie County EM,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,11,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,Wyoming DMR Project,,,,,,1,2,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,94.2,WNW,,145.16,144.56,88.5,Jackson,On-Air,,,CCARC,,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Colorado Connection,,123,,,8,Full-time to the  Colorado Connection System .,,Part of the Colorado Connection system of repeaters.,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,95.8,E,,145.295,144.695,,Logan,On-Air,,,CCARC,,Wide area,NECARA,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,96.1,SE,,447,442,103.5,Lincoln,On-Air,,,,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",Delbert Noakes (KC0VJD),,,DM89gb,,APRS repeater &amp; I-Gate / Weather station,,,,,,,Open ↑ / Open ↓,30534,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,96.5,SW,,448.575,443.575,103.5,Park,Off-Air,,,CCARC,,Western Park County,,,103.5,,,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,97.4,NNW,,53.03,52.03,,Albany,Off-Air,,,,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,http://www.r-vcr.com/k7uwr/repeater.htm,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,97.9,NW,,147.015,147.615,146.2,Albany,On-Air,82070,,,,Albany County,"Albany County ARES/RACES, University Amateur Radio",http://www.uwyo.edu/uarc/,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,98.5,SE,,449.9,444.9,107.2,Lincoln,On-Air,,,CCARC,,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,100.1,NNW,,146.82,146.22,114.8,Albany,On-Air,,,WRCG,,Wide area.,Shy-Wy Amateur Radio Club,,,,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,100.2,NNW,,146.61,146.01,,Albany,On-Air,,,WRCG,,Laramie Valley  30 mi radius.,University ARC,http://www.uwyo.edu/uarc,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,103.9,SSW,,449,444,67,Fremont,On-Air,,,CCARC,,,WB0WDF,Mega Link,67,,,"E-power (Solar, Wind)",Full-time to the  Mega-Link System .,,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,106,NNE,,147.165,147.765,114.8,Laramie,On-Air,,,WRCG,,,Shy-Wy Amateur Radio Club,,,,,E-power.,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,108,S,,449.975,444.975,100,Fremont,On-Air,,,CCARC,,,K0JSC,http://www.k0jsc.com,100,,The Fun Machine,Simulcast TX / Voted RX with Cedarwood and Salida,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,108.7,SSW,,927.7,902.7,D114,Fremont,On-Air,,,CCARC,,,Royal Gorge ARC,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,108.7,SSW,,53.03,51.33,88.5,Fremont,On-Air,,,CCARC,,,WB0WDF,Http://www.qsl.net/rghc,88.5,,RGARC,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,108.7,SSW,,447.75,442.75,103.5,Fremont,On-Air,,3081,CCARC,,,RGARC,Royal Gorge Amateur Radio Club,103.5,,,E-power (Bat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,108.7,SSW,,223.96,222.36,103.5,Fremont,On-Air,,,CCARC,,"Wide area. 
   Repeater Coverage Map",RGARC,,103.5,,,"E-power (Bat), Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,108.7,SSW,,446.7375,441.7375,,Fremont,On-Air,,,CCARC,,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",,http://www.k0jsc.com,,DM78ii,Rocky Mountain Ham Radio,IPSC Link to the Colorado network on Talk Slot 2.,Full-time to the  Colorado TRBO System .,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,,,,,,,,,,,,,,,7,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,2,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,108.7,SSW,,145.49,144.89,103.5,Fremont,On-Air,,,CCARC,,,Royal Gorge Amateur Radio Club,Royal Gorge Amateur Radio Club,103.5,DM78ik,Colorado ARES Region 5 District 1,E-power (Bat),,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,108.7,SSW,,447.25,442.25,100,Fremont,On-Air,363976,7301,CCARC,,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,K0JSC dot Com,100,DM78ik,,,Full-time to the  The Fun Machine System .,28368,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,109.7,SSW,,447.975,442.975,100,Fremont,On-Air,363976,7301,CCARC,,"Canon City area. 
   Repeater Coverage Map",K0JSC,http://www.k0jsc.com,100,,,Autopatch.,Full-time to the  The Fun Machine System .,28368,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,111,S,,447.95,442.95,88.5,Pueblo,On-Air,,,CCARC,,Wide area.,Pueblo Ham Club,Pueblo Ham Club,,,,E-power.,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,111,S,,146.79,146.19,88.5,Pueblo,On-Air,,,CCARC,,Wide area.,Pueblo HC,Pueblo Ham Club,CSQ,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,111,S,,224.26,222.66,88.5,Pueblo,Off-Air,,,CCARC,,Wide area.,Pueblo Ham Club,PHC repeaters,CSQ,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,111.5,WNW,,147.21,147.81,107.2,Routt,On-Air,,,CCARC,,,SSARC,,107.2,,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,111.6,WNW,,147.165,147.765,88.5,Routt,On-Air,,,,,,Colorado Connection,,123,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
