Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Notes,Coordination,Last update,Downlink Tone,Grid,Affiliate,Links,AllStar,Features,Web links,Coverage,On-air,IRLP,Nets,DMR Enabled,Color Code,Wide Network,EchoLink,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Commands,Denver Regional,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,133,E,yes,147.39,147.99,103.5,El Paso,On-Air,W0MOG,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,133,E,yes,147.27,147.87,,El Paso,On-Air,TRA,,,yes,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,133,E,yes,146.91,146.31,151.4,El Paso,On-Air,GGARC,,CCARC,yes,151.4,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,133.1,NE,yes,146.895,146.295,100,Park,On-Air,AB0RR,,CCARC,yes,100,,,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",45835,25,Park County Radio Club (PCRC),285,,,Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,133.4,ESE,yes,449.975,444.975,100,Pueblo,On-Air,K0JSC,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,CCARC,yes,100,DM78SA18,,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",28368,2,K0JSC dot Com,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",,7301,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",,,,363976,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,134,E,yes,147.135,147.735,100,El Paso,On-Air,AA0L,,CCARC,yes,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,134.3,E,yes,447.95,442.95,88.5,Pueblo,On-Air,Pueblo Ham Club,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,CCARC,yes,,,,,,E-power.,Pueblo Ham Club,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,134.3,E,yes,224.26,222.66,88.5,Pueblo,Off-Air,Pueblo Ham Club,,CCARC,yes,CSQ,,,,,E-power.,PHC repeaters,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,134.3,E,yes,146.79,146.19,88.5,Pueblo,On-Air,Pueblo HC,,CCARC,yes,CSQ,,,,,E-power.,Pueblo Ham Club,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,135,ESE,yes,146.73,146.13,88.5,Huerfano,On-Air,Pueblo Ham Club,,CCARC,yes,,,,,,6,Pueblo Ham Club,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,136.2,E,yes,224.72,223.12,103.5,El Paso,On-Air,w0mog,,,yes,103.5,,,,,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,137.3,NE,yes,147.225,147.825,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),,CCARC,yes,107.2,,CRA VHF Link System,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,Closed autopatch,Colorado Repeater Association,Wide area,,3990,"CRA Net, Sunday 9AM",,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,137.3,NE,yes,449.975,444.975,100,Douglas,On-Air,K0JSC,"Can be linked to Allstar, Echolink and others by a Sysop",CCARC,yes,100,,The Fun Machine,Full-time to the  The Fun Machine System .,,Simulcast and Voted with Cedarwood and Methodist.,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,137.3,NE,yes,448.425,443.425,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),,,yes,107.2,,ARESDEC,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,,http://www.w0cra.org,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,137.9,S,yes,145.41,144.81,100,Santa Fe,Off-Air,W5HO,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,138,SE,yes,446.775,441.775,,Las Animas,On-Air,Cheyenne Mountain Repeater Group (CMRG),,CCARC,yes,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,138.3,W,yes,146.61,146.01,88.5,San Juan,On-Air,Sinbad Desert ARC,11.36,UVHFS,yes,,,,,,Remote base.,http://www.sdarc.us/repeaters/abajo.html,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,3270,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,138.3,WNW,yes,146.76,146.16,88.5,Grand,On-Air,Sinbad Desert ARC,8,UVHFS,yes,,,,,,,http://www.sdarc.us/repeaters/bald.html,Moab and immediate surroundings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,138.3,W,yes,447.4,442.4,,San Juan,,,,UVHFS,yes,,,Cactus-Intertie,,,11,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,138.3,W,yes,447.1,442.1,107.2,San Juan,On-Air,Grand Mesa Repeater Association (GMRA),11,UVHFS,yes,107.2,,,Full-time to the  GMRA Open System .,,E-power.,http://gmra.org,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,138.3,W,yes,223.94,222.34,,San Juan,,Grand Mesa Rptr Assoc,,UVHFS,yes,,,,,,11,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,138.4,NE,yes,446.925,441.925,,Douglas,On-Air,,See the website for programming info.,CCARC,yes,,,,Full-time to the  Colorado TRBO System .,,,Rocky Mountain Ham Radio,,,,,yes,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,138.4,NE,yes,447.525,442.525,146.2,Douglas,On-Air,EmComm Colorado,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",CCARC,yes,146.2,,Colorado ARES,,,,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,138.5,WNW,yes,449.1,444.1,107.2,Grand,On-Air,Grand Mesa Repeater Association (GMRA),,UVHFS,yes,107.2,,,,,8,GMRA Repeaters,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,138.6,SSE,yes,145.19,144.59,,Los Alamos,On-Air,SFARC,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,NMFCC,yes,,,,,,,,Wide Area,,,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,,,,,yes,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,139.1,SSE,yes,146.88,146.28,CSQ,Los Alamos,On-Air,Los Alamos ARC,Located on the Barranca Mesa water tower.,NMFCC,yes,CSQ,,,,,Autopatch,,,,,LAARC: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,139.1,SSE,yes,223.94,222.34,CSQ,Los Alamos,On-Air,,,NMFCC,yes,CSQ,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,139.8,SSE,yes,442,447,100,Los Alamos,On-Air,KA5BIW,,,yes,,,,,,Linked with 224.04 KA5BIW,http://ka5biw.com/ham_radio/repeater.php,,,,,,,,87566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,139.8,SSE,yes,442.425,447.425,,Los Alamos,On-Air,,,,yes,,,,,,,,30,,,,,,,,,,,yes,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,139.8,SE,yes,147.34,147.94,100,Colfax,On-Air,Taos ARC,,NMFCC,yes,,,,,,E-power.,Taos Amateur Radio Club,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,139.8,SSE,yes,444.775,449.775,,Los Alamos,On-Air,WD9CMS,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",NMFCC,yes,,,,,,E-power.,,Los Alamos and surrounding areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,139.8,SSE,yes,224.04,222.44,100,Los Alamos,On-Air,KA5BIW,linked with 442.0 KA5BIW,,yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,140,NE,yes,145.19,144.59,131.8,Douglas,On-Air,N0OBA Owner,,,yes,131.8,,,,,,,Wide area coverage at 8300,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,140.3,SSE,yes,442.25,447.225,,Los Alamos,Off-Air,,TS1 only. Rocky Mountain Ham Radio,NMFCC,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,140.4,SSE,yes,927.9,902.9,,Los Alamos,On-Air,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",NMFCC,yes,,,,,,,,Los Alamos and surrounding areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,140.4,SSE,yes,442.925,447.925,,Los Alamos,On-Air,,,,yes,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,140.4,SSE,yes,144.265,144.265,203.5,Los Alamos,On-Air,,,,yes,,,,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,140.4,NE,yes,447.725,442.725,100,El Paso,On-Air,K0NR,,CCARC,yes,100,,,,,30,http://www.k0nr.com/wordpress/k0nr-repeater/,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,141,SE,yes,447.375,442.375,100,Las Animas,On-Air,KG5JL,,CCARC,yes,,,,,,E-power (batt).,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,141,SE,yes,147.375,147.975,100,Las Animas,Off-Air,K0BV,,CCARC,yes,100,,,,,,,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,141,SE,yes,449.6,444.6,107.2,Las Animas,Off-Air,Cheyenne Mtn Rptr Grp,,CCARC,yes,,,,,,E-power.,CMRG Repeaters,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,143,NE,yes,53.05,51.35,107.2,Jefferson,Off-Air,Colorado Repeater Association (CRA),,CCARC,yes,107.2,,,,,10,,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,143,NE,yes,147.12,147.72,88.5,Jefferson,On-Air,Aurora Repeater Association,,CCARC,yes,88.5,,,,,E-power.,http://www.n0ara.org,Denver metro and east.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,144.5,SE,yes,145.21,144.61,110.9,Colfax,On-Air,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,NMFCC,yes,110.9,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,144.9,NE,yes,1287.9,1267.9,CSQ,Jefferson,Off-Air,Colorado Repeater Association (CRA),,CCARC,yes,,,,,,,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,144.9,NE,yes,224.98,223.38,107.2,Jefferson,Off-Air,Colorado Repeater Association,,CCARC,yes,107.2,,,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,"Closed autopatch, e-power.",,Wide area. Denver.,,3990,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,144.9,NE,yes,447.15,442.15,107.2,Jefferson,Off-Air,Colorado Repeater Association (CRA),,CCARC,yes,107.2,,,,,"Closed autopatch, e-power.",,Wide area: Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,145.7,NE,yes,447.5,442.5,88.5,Jefferson,On-Air,Aurora Repeater Association,,CCARC,yes,88.5,,,,,E-power.,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,146.1,E,yes,447.2,442.2,,El Paso,Testing,GGARC,,,yes,,,Garden of the Gods Amateur Radio Club,,,,,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,147,SE,yes,446.775,441.775,,Colfax,On-Air,Cheyenne Mountain Repeater Group,,NMFCC,yes,,,,,,,http://www.cmrg.org/,,,,,,,,,,,,yes,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,147.2,SE,yes,145.43,144.83,107.2,Las Animas,On-Air,Cheyenne Mountain Repeater Group,,CCARC,yes,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,148.2,NNE,yes,449.35,444.35,100,Clear Creek,On-Air,Denver Radio Club,,CCARC,yes,100,,,,,11,DRC Repeaters,Wide area.,,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,148.2,NNE,yes,449,444,136.5,Clear Creek,On-Air,CARN,,CCARC,yes,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,148.2,NNE,yes,146.94,146.34,103.5,Clear Creek,On-Air,Rocky Mtn Radio League,,CCARC,yes,103.5,,,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,11,Repeater,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,Listen Live,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,148.2,NNE,yes,447.575,442.575,107.2,Clear Creek,On-Air,Colorado Repeater Association (CRA),,CCARC,yes,107.2,,,,,,http://www.w0cra.org,Wide area: Denver metro.,,3291,,,,,347088,,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,148.2,NNE,yes,146.67,146.07,100,Clear Creek,On-Air,Castle Rock Repeater Group,,CCARC,yes,100,,,,,11,,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,148.2,NNE,yes,446.9375,441.9375,,Clear Creek,On-Air,Rocky Mountain Ham Radio,See the website for programming information.,CCARC,yes,,,,Full-time to the  Colorado TRBO System .,,,Rocky Mountain Ham Radio,,,,,yes,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,RMHAM,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,148.2,NNE,yes,448.675,443.675,100,Denver,On-Air,W0CFI,,CCARC,yes,100,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,148.2,NNE,yes,449.45,444.45,103.5,Clear Creek,On-Air,Rocky Mountain Radio League,,CCARC,yes,127.3,,,,,11,Repeater,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,148.2,NNE,yes,145.145,144.545,107.2,Clear Creek,On-Air,Colorado Repeater Assoc,,CCARC,yes,107.2,,,,,E-power.,http://www.w0cra.org/info/squaw.html#145145,Wide area. Denver metro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,148.2,NNE,yes,145.49,144.89,100,Jefferson,On-Air,"KB0VIU,  Denver Radio Club",,CCARC,yes,100,,,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,E-power.,DRC Repeaters,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,148.2,NNE,yes,448.225,443.225,141.3,Clear Creek,On-Air,Rocky Mountain Ham Radio,,CCARC,yes,141.3,,,,,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,148.3,NNE,yes,147.3,147.9,103.5,Clear Creek,On-Air,Denver PD EEB,,CCARC,yes,103.5,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,148.8,S,yes,443.1,448.1,100,Sandoval,On-Air,Sandoval County ARES,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",NMFCC,yes,,,ARRL,,27748,"Linked, e-power.",http://nmscares.org/,Wide area - NW NM.,,,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,149.9,NE,yes,449.6,444.6,100,Jefferson,On-Air,Denver Radio League,,CCARC,yes,,,,,,,DRL Repeaters,,,3345,,,,,690473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,149.9,NE,yes,146.88,146.28,100,Jefferson,On-Air,Denver Radio League,6,CCARC,yes,,,,,,E-power.,DRL Repeaters,Wide Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,150.2,NE,yes,447.625,442.625,100,El Paso,On-Air,KD0MDP,,,yes,100,,The Fun Machine,Full-time to the  The Fun Machine System .,28299,Linked.,,,,7301,,,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,150.7,NE,yes,145.175,144.575,D073,Clear Creek,Off-Air,Rocky Mountain Ham Radio,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,CCARC,yes,D073,,,,,,Rocky Mountain Ham Radio,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,150.7,NE,yes,145.34,144.74,103.5,Jefferson,On-Air,Rocky Mtn Radio League,,CCARC,yes,127.3,,,,,E-power.,Repeater,Wide area.,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
