Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Mixed-Mode,IRLP,AllStar,Coordination,Last update,Coverage,Sponsor,Features,Talkgroups,Colorado,Southern Colorado,Affiliate,Links,Web links,Notes,Nets,Feed,EchoLink,Grid,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,Worldwide,North America,Local/Cluster,Location Photo,On-air,WIRES-X,Talkgroup Network,Denver Regional,Northern Colorado,Commands,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,English,TAC 310,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Europe,Southwest USA,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,110,NW,yes,147.39,147.99,88.5,123,,,,Summit,On-Air,,,,CCARC,yes,Wide area.,Colorado Connection,12,,,,,Full-time to the  Colorado Connection System .,Breckenridge Repeater,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,110.2,SSW,yes,145.25,144.65,123,,,,,Taos,On-Air,,,,NMFCC,yes,,Taos ARC,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,110.6,NNW,yes,447.85,442.85,141.3,141.3,,,,Clear Creek,On-Air,,,29571,CCARC,yes,Wide area at 9500',AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,110.6,NNW,yes,446.975,441.975,,,yes,0,,Jefferson,On-Air,,,,,yes,Denver Metro Area,W0DMR,,,,,,,http://www.w0dmr.org/,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,110.7,NW,yes,145.445,144.845,88.5,,,,,Lake,On-Air,,,,CCARC,yes,,Colorado Connection,E-power (solar).,,,,,Full-time to the  Colorado Connection System .,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,111,NNW,yes,448.625,443.625,100,100,,,,Jefferson,On-Air,,,,CCARC,yes,Denver metro area.,Denver Radio Club,E-power.,,,,,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",DRC Repeaters,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,111.1,NNW,yes,146.985,146.385,100,100,,,,Denver,On-Air,,3346,,CCARC,yes,,El Jebel RADOPS,E-power.,,,,,,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,111.1,NNW,yes,146.64,146.04,100,,,,,Jefferson,On-Air,,,,CCARC,yes,"Wide area. 
   Repeater Coverage Map",Denver Radio League,E-power.,,,,,,DRL Repeaters,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,111.1,NNW,yes,145.28,144.68,100,,,,,Jefferson,On-Air,,,,CCARC,yes,Wide area.,,"Closed autopatch, e-power, linked.",,,,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",Intermountain Repeater Group,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,111.1,NNW,yes,449.525,444.525,CSQ,,,,,Jefferson,On-Air,,,,CCARC,yes,,KE0SJ,E-power.,,,,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,111.2,NW,yes,445.0875,440.0875,,,yes,7,,Fremont,On-Air,,,,,yes,,K2AD,,,,,Rocky Mountain Ham Radio,,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,111.6,SSE,yes,444.8,449.8,77,,,,,Union,Off-Air,,,,NMFCC,yes,Wide area.,Sierra Grande Repeater Club,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,111.6,SSE,yes,147.175,147.775,141.3,,,,,Union,On-Air,,,,NMFCC,yes,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,111.6,SSE,yes,146.85,146.25,100,,,,,Union,Off-Air,,,,NMFCC,yes,Wide area.,Sierra Grande RC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,111.7,NNW,yes,449.3,444.3,100,,,,,Adams,On-Air,,3699,,CCARC,yes,,N1UPS,,,,,,,,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,112,NNW,yes,446.7875,441.7875,,,yes,1,,Jefferson,On-Air,,,,CCARC,yes,,Denver Radio Club,,,,,Brandmeister Network,,http://www.w0tx.org/,,,,,,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,112.1,NNW,yes,448.85,443.85,88.5,88.5,,,,Jefferson,On-Air,,,,CCARC,yes,"Denver metro, central front range",Aurora Repeater Assoc,e-power.,,,,,,ARA Repeaters,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,112.1,NNW,yes,224.74,223.14,88.5,88.5,,,,Jefferson,On-Air,,,,CCARC,yes,,Aurora Repeater Assoc,e-power,,,,,,ARA Repeaters,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,112.1,NNW,yes,224,222.4,103.5,103.5,,,,Jefferson,On-Air,,,,CCARC,yes,,Rocky Mountain Radio League,8,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,112.1,NNW,yes,145.22,144.62,103.5,103.5,,,,Jefferson,On-Air,Yes; analog capable.,,,CCARC,yes,Wide area.,Rocky Mtn Radio League,8,,,,,,Repeater,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,112.1,NNW,yes,927.8375,902.025,,,,,,Jefferson,On-Air,,,45770,CCARC,yes,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,,,,,,The offset is -25.8125,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,112.1,NNW,yes,449.75,444.75,103.5,103.5,,,,Jefferson,On-Air,,,,CCARC,yes,,Rocky Mtn Radio League,8,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,112.1,NNW,yes,147.15,147.75,100,100,,,,Jefferson,On-Air,,,,CCARC,yes,"Denver metro, central front range",Aurora Repeater Assoc (ARA),e-power,,,,,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",ARA Repeaters,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,113.4,SE,yes,146.64,146.04,100,100,,,,Las Animas,Off-Air,,,,CCARC,yes,Wide area: West BACA and East Las Animas counties.,,,,,,,,KZ0DEM Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,113.7,NNW,yes,449.05,444.05,107.2,107.2,,,,Denver,On-Air,,,,CCARC,yes,Wide area.,WG0N,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,113.9,NW,yes,147.24,147.84,156.7,156.7,,,,Lake,Off-Air,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,114.4,NW,yes,146.7,146.1,107.2,,,,,Summit,On-Air,,3972,,CCARC,yes,,GRARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,114.5,N,yes,147.045,147.645,123,CSQ,,,,Adams,On-Air,,,,CCARC,yes,,Northglenn RA,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,117.9,NNW,yes,448.925,443.925,131.8,,,,,Boulder,On-Air,,,,CCARC,yes,,W0LMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,117.9,NNW,yes,449.825,444.825,103.5,,,,,Boulder,On-Air,,,,CCARC,yes,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,6,,,,,,Repeater,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,118.7,SSW,yes,145.39,144.79,100,,,,,Taos,On-Air,,,,NMFCC,yes,Wide area.,Taos ARC,"E-power, linked.",,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,119.6,SSW,yes,444.35,449.35,100,,,,,Colfax,On-Air,,,,NMFCC,yes,,,,,,,,Full-time to the  Mega-Link System .,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,120.3,SSW,yes,147.04,147.64,141.3,,,,,Colfax,On-Air,,,,NMFCC,yes,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,121,NNW,yes,449.225,444.225,141.3,141.3,,,,Gilpin,On-Air,,,,CCARC,yes,Wide area.,Rocky Mountain Ham Radio (RMHR),Emergency Power,,,,,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,121,NNW,yes,145.31,144.71,88.5,123,,,,Gilpin,On-Air,,,,CCARC,yes,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Colorado Connection,10,,,,,Full-time to the  Colorado Connection System .,,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX","Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,121.2,N,yes,447.625,442.625,100,,,,,Adams,On-Air,,,,,yes,Local/North Metro,Intermountain Repeater Group,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,121.7,S,yes,145.21,144.61,110.9,110.9,,,,Colfax,On-Air,,,46298,NMFCC,yes,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,122,N,yes,449.925,444.925,114.8,114.8,,,,Weld,On-Air,,,,CCARC,yes,,KD0RG,,,,,K0UPS Club,,,,,,448035,DN70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,122.9,N,yes,447.3,442.3,107.2,,,,,Weld,On-Air,,3887,,CCARC,yes,,,,,,,,,,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,123.3,SSW,yes,147.14,147.74,67,,,,,Taos,On-Air,,,,,yes,,,11,,,,TaosARC,Full-time to the  Mega-Link System .,http://www.taosarc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,123.5,SW,yes,146.76,146.16,67,,,,,Rio Arriba,On-Air,,,,,yes,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",Taos ARC,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,123.5,SW,yes,147.22,147.82,100,,,,,Rio Arriba,On-Air,,,,NMFCC,yes,Wide area.,New Mexico Mega Link Assoc,10,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,123.6,SE,yes,147.33,147.93,118.8,118.8,,,,Baca,Off-Air,,7142,,CCARC,yes,,Baca County Amateur Emergency Management,,,,,,,KZ0DEM Repeaters,,,,97142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,123.6,SE,yes,147.09,147.69,118.8,118.8,,,,Baca,,,,,CCARC,yes,,BCDEARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,123.6,SE,yes,449.2,444.2,118.8,118.8,,,,Baca,On-Air,,7142,,,yes,provides coverage to central Baca County,Baca County Div of Emerg Mgt Communications,,,,,,,,,,,97142,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,124.3,NNW,yes,146.7,146.1,100,,,,,Boulder,On-Air,,,,CCARC,yes,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,6,,,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,124.3,NNW,yes,146.61,146.01,100,,,,,Boulder,Off-Air,,7007,,CCARC,yes,,Boulder Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,124.3,NNW,yes,448.9,443.9,100,,,,,Boulder,On-Air,,,,CCARC,yes,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,124.4,NNW,yes,224.6,223,100,,,,,Gilpin,,,,,CCARC,yes,,W0RM,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,125.4,SSW,yes,444.975,449.975,123,,,,,Taos,On-Air,,,,NMFCC,yes,,N5TSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,126.7,NNW,yes,449.4,444.4,91.5,,,,,Boulder,Off-Air,,,,CCARC,yes,,BARC,2,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,126.7,NNW,yes,446.8,441.8,,,yes,7,,Boulder,On-Air,,,,CCARC,yes,Wide area.,Rocky Mountain Ham Radio,,,,,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,Rocky Mountain Ham Radio,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,126.7,NNW,yes,446.8625,441.8625,,,,,,Boulder,On-Air,,,,CCARC,yes,,Boulder County ARES,,,,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,126.7,NNW,yes,449.55,444.55,100,,,,,Boulder,On-Air,,,,CCARC,yes,Denver metro area.,Rocky Mtn VHF Soc,8,,,,,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,126.7,NNW,yes,1299.5,1279.5,,,,,,Boulder,On-Air,,,,CCARC,yes,,Boulder County ARES,E-power.,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,126.9,N,yes,224.96,223.36,CSQ,,,,,Weld,On-Air,,,,CCARC,yes,,AC0KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,127,W,yes,147.12,147.72,,,,,,Gunnison,On-Air,,,,CCARC,yes,,W0VTL,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,127,W,yes,449.95,444.95,,,,,,Gunnison,,,,,CCARC,yes,,K5GF,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,127.6,NNW,yes,1283.8625,1263.8625,,,,,,Boulder,On-Air,,,,CCARC,yes,20,Boulder County ARES,E-power.,,,,,,,,,,,,,,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,127.6,NNW,yes,145.3875,144.7875,,,,,,Boulder,On-Air,,,,CCARC,yes,20,Boulder County ARES,E-power.,,,,,,http://bouldercountyares.org/technical/d-star,,,,,,,,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,127.9,NNW,yes,146.76,146.16,100,,,,,Boulder,On-Air,,,,CCARC,yes,Wide area.,Rocky Mtn VHF Soc,5,,,,Boulder County ARES,,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,128.6,NNW,yes,147.285,147.885,88.5,123,,,,Grand,On-Air,,,,CCARC,yes,,Colorado Connection,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,129.1,NNW,yes,146.73,146.13,91.5,91.5,,,,Boulder,Off-Air,,,,CCARC,yes,Local,BARC,12,,,,,,http://www.ked-wireless.com/products1.htm,,,,115482,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,129.1,WSW,yes,146.925,146.325,,,,,,Mineral,Off-Air,,,,CCARC,yes,,Creede ARC,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,130,NE,yes,146.895,146.295,103.5,,,,,Kit Carson,On-Air,,,,CCARC,yes,,Big Sandy ARC,,,,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,131.8,NNW,yes,445.05,440.05,,,yes,1,BrandMeister,Boulder,On-Air,,,,CCARC,yes,Wide area,Rocky Mountain Ham Radio,BrandMeister Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,131.8,NNW,yes,446.9875,441.9875,,,yes,7,,Boulder,On-Air,,,,,yes,,Rocky Mountain Ham Radio,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,131.8,NNW,yes,447.75,442.75,141.3,141.3,,,,Boulder,On-Air,,3450,,CCARC,yes,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,131.8,NNW,yes,224.02,222.42,,,,,,Boulder,On-Air,,,,CCARC,yes,Denver metro area.,Rocky Mtn VHF Soc,8,,,,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",RMVHS repeaters,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,131.8,NNW,yes,447.975,442.975,107.2,107.2,,,,Boulder,On-Air,,,,CCARC,yes,Wide area: Boulder/Longmont area.,Colorado Repeater Association (CRA),Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,131.8,NNW,yes,145.46,144.86,107.2,107.2,,,,Boulder,On-Air,,3990,,CCARC,yes,Boulder/Denver Metro,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",,,,CRA VHF Link System,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,347086,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,132.1,NNW,yes,146.91,147.51,123,127.3,,,,Boulder,On-Air,,,,,yes,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,,,,"Town of Gold Hill, Colorado",,http://goldhilltown.com/,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,132.4,NW,yes,146.61,146.01,107.2,,,,,Eagle,On-Air,,,,CCARC,yes,,ECHO,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,133.1,NNW,yes,447.45,442.45,103.5,,,,,Grand,On-Air,,,,CCARC,yes,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
