Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Sponsor,Affiliate,Web links,Coverage,Features,Links,Notes,Nets,Grid,IRLP,Commands,EchoLink,AllStar,Feed,D-STAR Enabled,Node,Sources,On-air,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Local Network,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,Local/Cluster,WIRES-X,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,73.6,ESE,yes,145.19,144.59,131.8,131.8,Douglas,On-Air,,yes,,,,,,,,,,N0OBA Owner,,,Wide area coverage at 8300,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,73.7,NE,yes,146.7,146.1,100,,Boulder,On-Air,CCARC,yes,,,,,,,,,,Boulder Co ARC,,BARC Repeaters,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,73.9,NE,yes,146.61,146.01,100,,Boulder,Off-Air,CCARC,yes,,,,,,,,,,Boulder Amateur Radio Club,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,73.9,NE,yes,448.9,443.9,100,,Boulder,On-Air,CCARC,yes,,,,,,,,,,Boulder ARC,,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,74.6,WSW,yes,147.33,147.93,107.2,,Delta,On-Air,CCARC,yes,,,,,,,,,,North Fork Repeater Assoc.,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,75.6,NE,yes,445.05,440.05,,,Boulder,On-Air,CCARC,yes,yes,1,BrandMeister,,,,,,,Rocky Mountain Ham Radio,,,Wide area,BrandMeister Network,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,75.6,NE,yes,447.975,442.975,107.2,107.2,Boulder,On-Air,CCARC,yes,,,,,,,,,,Colorado Repeater Association (CRA),,,Wide area: Boulder/Longmont area.,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,75.6,NE,yes,145.46,144.86,107.2,107.2,Boulder,On-Air,CCARC,yes,,,,,,,,,,Colorado Repeater Association (CRA),CRA VHF Link System,,Boulder/Denver Metro,"Closed autopatch, e-power.","Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,3990,Member-only IRLP and Echolink node,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,75.6,NE,yes,224.02,222.42,,,Boulder,On-Air,CCARC,yes,,,,,,,,,,Rocky Mtn VHF Soc,,RMVHS repeaters,Denver metro area.,8,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,75.6,NE,yes,446.9875,441.9875,,,Boulder,On-Air,,yes,yes,7,,,,,,,,Rocky Mountain Ham Radio,,,,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,75.6,NE,yes,447.75,442.75,141.3,141.3,Boulder,On-Air,CCARC,yes,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,75.8,NE,yes,1299.5,1279.5,,,Boulder,On-Air,CCARC,yes,,,,,,,,,,Boulder County ARES,,,,E-power.,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,75.8,NE,yes,446.8625,441.8625,,,Boulder,On-Air,CCARC,yes,,,,,,,,,,Boulder County ARES,,,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,75.8,NE,yes,446.8,441.8,,,Boulder,On-Air,CCARC,yes,yes,7,,,,,,,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,Wide area.,,Full-time to the  Colorado TRBO System .,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,75.8,NE,yes,449.55,444.55,100,,Boulder,On-Air,CCARC,yes,,,,,,,,,,Rocky Mtn VHF Soc,,,Denver metro area.,8,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,75.8,NE,yes,449.4,444.4,91.5,,Boulder,Off-Air,CCARC,yes,,,,,,,,,,BARC,,http://www.ked-wireless.com/products1.htm,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,76.2,E,yes,449.95,444.95,77,77,Douglas,On-Air,CCARC,yes,,,,,,,,,,W9SL Owner,,,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,76.9,ESE,yes,447.725,442.725,100,100,El Paso,On-Air,CCARC,yes,,,,,,,,,,K0NR,,http://www.k0nr.com/wordpress/k0nr-repeater/,Local.,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,77.1,SE,yes,446.7375,441.7375,,,Fremont,On-Air,CCARC,yes,yes,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,Rocky Mountain Ham Radio,http://www.k0jsc.com,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",IPSC Link to the Colorado network on Talk Slot 2.,Full-time to the  Colorado TRBO System .,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,DM78ii,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,77.1,SE,yes,53.03,51.33,88.5,88.5,Fremont,On-Air,CCARC,yes,,,,,,,,,,WB0WDF,RGARC,Http://www.qsl.net/rghc,,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,77.1,SE,yes,223.96,222.36,103.5,103.5,Fremont,On-Air,CCARC,yes,,,,,,,,,,RGARC,,,"Wide area. 
   Repeater Coverage Map","E-power (Bat), Remote Base",,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,77.1,SE,yes,145.49,144.89,103.5,103.5,Fremont,On-Air,CCARC,yes,,,,,,,,,,Royal Gorge Amateur Radio Club,Colorado ARES Region 5 District 1,Royal Gorge Amateur Radio Club,,E-power (Bat),,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",DM78ik,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,77.1,SE,yes,447.75,442.75,103.5,103.5,Fremont,On-Air,CCARC,yes,,,,,,,,,,RGARC,,Royal Gorge Amateur Radio Club,,E-power (Bat),,,,,3081,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,77.1,SE,yes,447.25,442.25,100,100,Fremont,On-Air,CCARC,yes,,,,,,,,,,,,K0JSC dot Com,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,Full-time to the  The Fun Machine System .,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",DM78ik,7301,,363976,28368,Listen Live,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,77.2,SE,yes,446.95,441.95,,,Teller,On-Air,,yes,yes,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,Rocky Mountain Ham Radio,RMHAM,,Monument Hill through Pueblo.,,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,77.2,SE,yes,147.18,147.78,100,,El Paso,On-Air,CCARC,yes,,,,,,,,,,AA0SP,,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",E-power (solar).,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,77.2,SE,yes,927.725,902.725,D114,D114,Teller,On-Air,CCARC,yes,,,,,,,,,,WA6IFI,,Yahoo Group,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",12,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,77.2,SE,yes,927.7,902.7,D114,D114,Fremont,On-Air,CCARC,yes,,,,,,,,,,Royal Gorge ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,77.3,NE,yes,147.03,147.63,100,,Boulder,On-Air,CCARC,yes,,,,,,,,,,KI0HG,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,77.4,E,yes,449.675,444.675,,,Denver,On-Air,CCARC,yes,,,,,,,,,,Colorado Amateur Repeater Network (CARN),,,,,,,,,7708,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,77.4,E,yes,449.65,444.65,,,Denver,On-Air,CCARC,yes,,,,,,,,,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,77.4,E,yes,447.9,442.9,CSQ,,Denver,Off-Air,CCARC,yes,,,,,,,,,,WB0TPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,77.4,E,yes,447.925,442.925,100,100,Denver,On-Air,CCARC,yes,,,,,,,,,,RADOPS El Jebel Shriners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,77.5,E,yes,145.475,144.875,100,,Jefferson,On-Air,CCARC,yes,,,,,,,,,,Intermountain Repeater Group,,Intermountain Repeater Group,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,77.5,E,yes,448.55,443.55,82.5,,Denver,Off-Air,CCARC,yes,,,,,,,,,,HPRA,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,77.5,E,yes,448.075,443.075,123,,Denver,On-Air,CCARC,yes,,,,,,,,,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,77.5,E,yes,146.715,146.115,123,123,Denver,On-Air,CCARC,yes,,,,,,,,,,EARS,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,77.8,E,yes,447.175,442.175,100,100,Denver,On-Air,CCARC,yes,,,,,,,,,,W0JRL,,,,,,,,,,Standard AllStar Link access commands.,201712,29997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,78.2,E,yes,449.3,444.3,100,,Adams,On-Air,CCARC,yes,,,,,,,,,,N1UPS,,,,,,,,,3699,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,78.4,NE,yes,145.3875,144.7875,,,Boulder,On-Air,CCARC,yes,,,,,,,,,,Boulder County ARES,,http://bouldercountyares.org/technical/d-star,20,E-power.,,,,,,,,,,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,78.4,NE,yes,1283.8625,1263.8625,,,Boulder,On-Air,CCARC,yes,,,,,,,,,,Boulder County ARES,,,20,E-power.,,,,,,,,,,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,78.9,NE,yes,146.73,146.13,91.5,91.5,Boulder,Off-Air,CCARC,yes,,,,,,,,,,BARC,,http://www.ked-wireless.com/products1.htm,Local,12,,,,DN70jb,,,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,79.2,NE,yes,448.925,443.925,131.8,,Boulder,On-Air,CCARC,yes,,,,,,,,,,W0LMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,79.2,NE,yes,449.825,444.825,103.5,,Boulder,On-Air,CCARC,yes,,,,,,,,,,Rocky Mountain Radio League,,Repeater,Along the foothills and into Boulder where the 94 repeater is shadowed.,6,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,79.6,E,yes,447.525,442.525,203.5,146.2,Douglas,On-Air,CCARC,yes,,,,,,,,,,EmComm Colorado,Colorado ARES,,"Denver metropolitan area, front range foothills",,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,80.5,SE,yes,447.975,442.975,100,100,Fremont,On-Air,CCARC,yes,,,,,,,,,,K0JSC,,http://www.k0jsc.com,"Canon City area. 
   Repeater Coverage Map",Autopatch.,Full-time to the  The Fun Machine System .,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,7301,,363976,28368,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,80.5,WNW,yes,146.76,146.16,107.2,,Garfield,Off-Air,CCARC,yes,,,,,,,,,,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",E-power.,,,,DM69cl,,,243117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,81,SE,yes,449.975,444.975,100,100,Fremont,On-Air,CCARC,yes,,,,,,,,,,K0JSC,The Fun Machine,http://www.k0jsc.com,,Simulcast TX / Voted RX with Cedarwood and Salida,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,82.1,NE,yes,146.76,146.16,100,,Boulder,On-Air,CCARC,yes,,,,,,,,,,Rocky Mtn VHF Soc,Boulder County ARES,,Wide area.,5,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,82.2,E,yes,147.045,147.645,123,CSQ,Adams,On-Air,CCARC,yes,,,,,,,,,,Northglenn RA,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,82.8,E,yes,448.7,443.7,146.2,,Douglas,On-Air,,yes,,,,,,,,,,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,83.6,SE,yes,224.72,223.12,103.5,103.5,El Paso,On-Air,,yes,,,,,,,,,,w0mog,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,83.7,SE,yes,146.76,146.16,107.2,107.2,El Paso,On-Air,CCARC,yes,,,,,,,,,,Cheyenne Mountain Repeater Group,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,83.7,SE,yes,145.16,144.56,107.2,107.2,El Paso,On-Air,CCARC,yes,,,,,,,,,,Colorado Repeater Association,CRA VHF Link System,http://www.w0cra.org/info/cosprgs.html#145160,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.","Closed autopatch, e-power.","Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",Switch to this repeater at mile marker 170 on I-25.,,,3990,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,83.7,SE,yes,448.1,443.1,107.2,107.2,El Paso,On-Air,CCARC,yes,,,,,,,,,,,,CMRG Repeaters,Wide area.,"Closed autopatch, e-power.","Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,83.7,SE,yes,147.345,147.945,107.2,107.2,El Paso,On-Air,CCARC,yes,,,,,,,,,,,,http://www.cmrg.org/,Wide area.,"Closed autopatch, e-power.","Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,83.7,SE,yes,448,443,107.2,,El Paso,On-Air,CCARC,yes,,,,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,83.9,SE,yes,448.8,443.8,100,100,El Paso,Off-Air,CCARC,yes,,,,,,,,,,Pikes Peak FM Assoc,,PPFMA Repeaters,,,,,,,,,,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,83.9,SE,yes,145.265,144.665,100,100,El Paso,Off-Air,CCARC,yes,,,,,,,,,,Pikes Peak FM Association,,PPFMA Repeaters,Local. Good coverage of I25 in Colorado Springs.,"Closed autopatch, e-power.",,Repeater has been moved.,,,,,,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,84,SE,yes,146.91,146.31,151.4,151.4,El Paso,On-Air,CCARC,yes,,,,,,,,,,GGARC,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,84,SE,yes,448.725,443.725,123,,El Paso,On-Air,CCARC,yes,,,,,,,,,,KA0TTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,84,SE,yes,147.27,147.87,,,El Paso,On-Air,,yes,,,,,,,,,,TRA,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,84,SE,yes,147.39,147.99,103.5,,El Paso,On-Air,CCARC,yes,,,,,,,,,,W0MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,84,SE,yes,146.85,146.25,103.5,,El Paso,On-Air,CCARC,yes,,,,,,,,,,W0RSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,84.1,SE,yes,448.25,443.25,123,,El Paso,Off-Air,CCARC,yes,,,,,,,,,,,,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,84.1,SE,yes,448.3,443.3,100,,El Paso,On-Air,CCARC,yes,,,,,,,,,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,84.1,SE,yes,448.6,443.6,114.8,,El Paso,,CCARC,yes,,,,,,,,,,W0MOG,,,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,84.1,SE,yes,447.35,442.35,151.4,,El Paso,On-Air,CCARC,yes,,,,,,,,,,GGARC,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,84.1,SE,yes,447.55,442.55,123,,El Paso,On-Air,CCARC,yes,,,,,,,,,,WA6IFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,84.1,SE,yes,927.8,902.8,D116,,Teller,On-Air,CCARC,yes,,,,,,,,,,,,,,6,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
