Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Op Status,EchoLink,IRLP,Notes,Nets,Coverage,Downlink Tone,Links,DMR Enabled,Color Code,Wide Network,Affiliate,Web links,Commands,Talkgroups,Colorado,Northern Colorado,YSF Digital Enabled,DG-ID,Grid,Mixed-Mode,D-STAR Enabled,Node,Sources,Denver Regional,AllStar,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,TAC 310,Mountain Reg USA,WIRES-X,Worldwide,English,Feed,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Wyoming,WyLOCAL,Local Network,Southern Colorado,Bandwidth,Local or Reflector,CKRG,KansasLink,Kansas,Location Photo,BYRG
145.415,-0.6,123,W0CUO,"Grand Island, Nebraska State Fair",NE,OPEN,,198.5,ESE,yes,145.415,144.815,123,Hall,,Grand Island Amateur Radio Society (GIARS),,WB0CMC,yes,On-Air,,,,,Hall County / Nebraska State Fair,,,,,,,,,,,,yes,23,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.925,5,100,N0IP,St Libory,NE,OPEN,,198.6,ESE,yes,444.925,449.925,100,Howard,,Brian Schmidt,E-power,WB0CMC,yes,On-Air,,,Replaced repeater.,,"Hall, Howard, and Merrick Counties Interstate 80, HWY 30, HWY 281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,199,SW,yes,446.875,441.875,,Douglas,,W0VG,,CCARC,yes,On-Air,,,,,,,Full-time to the  Colorado TRBO System .,yes,6,,RMHAM,http://www.rmham.org,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,2,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,199,WSW,yes,447.45,442.45,103.5,Grand,,W0IG,,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,199.1,WSW,yes,147.285,147.885,88.5,Grand,,Colorado Connection,,CCARC,yes,On-Air,,,,,,123,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,200.2,SW,yes,147.135,147.735,100,El Paso,,AA0L,6,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,146.2,K0HS,"Custer, Mt Coolidge",SD,OPEN,,200.3,NNW,yes,147.12,147.72,146.2,Custer,,HSARC,,SouDak,yes,On-Air,,,"Antenna and feed line upgraded, coverage improved. Reduced receive sensitivity due to local interference. Testing under way. Look for possible frequency change . . .",,"Custer State Pk, Eastern Custer Co",146.2,,,,,Hot Springs Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,201.1,SW,yes,147.27,147.87,,El Paso,,TRA,E-power.,,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,201.1,SW,yes,146.91,146.31,151.4,El Paso,,GGARC,E-power.,CCARC,yes,On-Air,,,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,201.1,SW,yes,147.39,147.99,103.5,El Paso,,W0MOG,,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,201.1,SW,yes,146.85,146.25,103.5,El Paso,,W0RSH,,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,201.3,SW,yes,449.575,444.575,,El Paso,,RMHARC,,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,201.3,SW,yes,448.3,443.3,100,El Paso,,AA0L,,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,201.3,SW,yes,447.35,442.35,151.4,El Paso,,GGARC,E-power.,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,201.3,SW,yes,224.06,222.46,,El Paso,Unknown,Pikes Peak FM Association (PPFMA),"E-power, linked.",CCARC,yes,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,201.3,SW,yes,447.025,442.025,123,El Paso,,Colorado Springs ARA,"Closed autopatch, e-power, linked, remote base.",CCARC,yes,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,201.3,SW,yes,448.25,443.25,123,El Paso,,,,CCARC,yes,Off-Air,,,,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,201.3,SW,yes,447.475,442.475,107.2,El Paso,Unknown,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,yes,,,,,MARC/PCRC: Tue at 1930.,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,201.3,SW,yes,448.6,443.6,114.8,El Paso,Unknown,W0MOG,,CCARC,yes,,,,,,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,201.3,SW,yes,927.8,902.8,D116,Teller,,,6,CCARC,yes,On-Air,,,,,,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,201.3,SW,yes,447.55,442.55,123,El Paso,,WA6IFI,,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,201.6,WSW,yes,146.895,146.295,100,Park,,AB0RR,25,CCARC,yes,On-Air,,,,Wed at 19:30.,285,100,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,,,,Park County Radio Club (PCRC),,,,,,,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,202,SW,yes,145.415,144.815,179.9,Teller,Unknown,MARC,"Closed autopatch, e-power.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,202,SW,yes,449.025,444.025,141.3,Teller,Unknown,Mountain Amateur Radio Club (MARC),Linked.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,202,SW,yes,146.82,146.22,107.2,Teller,,Mountain ARC,E-power.,CCARC,yes,On-Air,,,,MARC/PCRC: Tue at 19:30.,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,202,SW,yes,448.65,443.65,107.2,Teller,,Mountain ARC (MARC),E-power.,CCARC,yes,On-Air,,,,MARC/PCRC: Tue at 19:30.,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,202.1,SW,yes,447.675,442.675,179.9,Teller,,Mountain Amateur Radio Club (MARC),E-power.,CCARC,yes,On-Air,,,,,,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,202.1,SW,yes,927.9,902.9,D205,Teller,,MARC,,CCARC,yes,On-Air,,,,,,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,202.1,SW,yes,449.325,444.325,103.5,Teller,,KA4EPS,E-power. Allstar Node 27976,CCARC,yes,On-Air,,,Node # 27976,"Sunday 1500 MST
Tuesday 1730 MST","Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",103.5,,,,,Amateur Radio Motorcycle Club,,,,,,,,,,,,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.575,5,162.2,K0HAM,"Ransom, K-Link",KS,OPEN,,202.7,SE,yes,443.575,448.575,162.2,Ness,,N7JYS,,Kansas Repeater Council,yes,On-Air,,,,ARES: Saturdays 21:00 local,Click for coverage map.  40 mi radius.,162.2,"Full-time to  
        442.45000 (N7JYS) at Hays, K-Link, KS .
 


Full-time to the  K-Link System .",,,,K-Link Repeater Network,K-Link Repeater Network,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,202.8,WSW,yes,446.875,441.875,,Clear Creek,,,,,yes,On-Air,,,,,,,,yes,,,RMHAM,http://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,202.8,WSW,yes,146.82,146.22,123,Grand,Unknown,GCARA,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,,KD0PBV,"Grand Island, St. Francis Hospital",NE,OPEN,,203.2,ESE,yes,146.655,146.055,,Hall,,Nebraska Emergency Management Agency,,,yes,On-Air,,,Linked to reflector REF002C,,,,,,,,,,,,,,,,,,yes,KD0PBV (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.95,5,123,KE0HZX,Grand Island,NE,OPEN,,203.6,ESE,yes,443.95,448.95,123,Hall,,Brian Schmidt,,WB0CMC,yes,On-Air,,,,,Hall County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,146.2,WN6QJN,"Custer, Water Tank Hill",SD,OPEN,,203.7,NNW,yes,147.09,147.69,146.2,Custer,,Hot Springs Amateur Radio Club,Autopatch.,SouDak,yes,On-Air,,,,,"US-16, US-16A 20 mi radius.",146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.35,-1.7,,W0CUO,Grand Island,NE,OPEN,,203.9,ESE,yes,53.35,51.65,,Hall,,Grand Island Amateur Radio Society (GIARS),E-power.,,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.48,0,88.5,W0WWV,"Hastings, Hastings Museum",NE,OPEN,I,204.5,ESE,yes,147.48,147.48,88.5,Adams,,KB0ASQ,,,yes,On-Air,,3258,,,Hastings Area Simplex IRLP Node,88.5,,,,,Amateur Radio Association of Nebraska,http://w0wwv.org/,"No special codes. 4-digits to connect, 73 to disconnect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,123,KD0ENX,"Grand Island, Heartland Event Center",NE,OPEN,,204.7,ESE,yes,444.75,449.75,,Hall,,N0DND N0YXV,,WB0CMC,yes,On-Air,,,,,Hall County,,,,,,N0DND N0YXV,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,W0CUO,Grand Island,NE,OPEN,I,204.7,ESE,yes,146.94,146.34,123,Hall,,Grand Island Amateur Radio Society (GIARS),"E-power, linked.",,yes,On-Air,,7479,,"Mon, Wed, Fri at 19:00. 
Nebraska IRLP Net: Sun at 20:30.","Grand Island, Elba, Aurora",,,,,,,http://www.gihams.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,205.1,SW,yes,448.725,443.725,123,El Paso,,KA0TTF,,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,123,KD0ENX,Grand Island,NE,OPEN,EWA,205.4,ESE,yes,147.345,147.945,123,Hall,,,,WB0CMC,yes,On-Air,686210,,,Nebraska Ragchew: Tue at 19:30- wires-x NEBRASKA-HUB ROOM 21659 all nodes welcome.,Hall County.,,Full-time to the  Nebraska Hub System .,,,,,,,,,,yes,23,,Yes; analog capable.,,,,,29607,,,,,,,,,21659,,,,,,,,,,,,,,,,,,,,,,
443.2,5,123,W0WWV,"Hastings, Hastings Dog-Walk Park",NE,OPEN,,205.6,ESE,yes,443.2,448.2,123,Adams,,Amateur Radio Association of Nebraska,E-power.,WB0CMC,yes,On-Air,,,Linked to the W0WWV System. See W0WWV Campbell.,See W0WWV - Campbell,Hastings Area,123,"Full-time to  
        444.47500 (W0WWV) at Campbell, Mid-Rivers E911 Dispatch Center, NE .",,,,,http://w0wwv.org/,,,,,,,EN00tn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.525,0,141.3,KC0EQA,"Hastings, NE",NE,OPEN,EA,206,ESE,yes,147.525,147.525,141.3,Adams,,,,,yes,On-Air,416797,,,Nebraska Ragchew Net Tuesdays at 7:30pm,,141.3,,,,,,http://alertradionebraska.blogspot.com/p/about.html,,,,,,,,,,,,,27553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,CSQ,N0LL,Smith Center,KS,OPEN,,206.1,SE,yes,146.61,146.01,CSQ,Smith,,USCARC,,Kansas Repeater Council,yes,On-Air,,,,ARES: MON @ 21:00 local,Local,,"Full-time to  
        444.47500 (W0WWV) at Campbell, Mid-Rivers E911 Dispatch Center, NE .
 


Full-time to the  W0WWV System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,207.3,SW,yes,145.13,144.53,88.5,El Paso,,Colorado Connection,9,CCARC,yes,On-Air,,,Linked into the Colorado Connection System,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,123,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,207.3,SW,yes,446.9125,441.9125,,El Paso,,Cheyenne Mountain Repeater Group (CMRG),,,yes,On-Air,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,yes,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,207.3,SW,yes,927.85,902.85,D114,Teller,,CMRG,9,CCARC,yes,On-Air,,,,,,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,207.3,SW,yes,445.0625,440.0625,,El Paso,,Rocky Mountain Ham Radio,The DMR-MARC Worldwide Network,CCARC,yes,Off-Air,,,,,,,,yes,1,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,1,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,207.3,SW,yes,53.13,51.43,107.2,El Paso,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,yes,On-Air,,,,,,107.2,,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,207.4,SW,yes,145.375,144.77,,El Paso,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,yes,Off-Air,,,Repeater off air for now.,,wide area,,,,,,,http://www.cmrg.org,,,,,,,,,yes,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,123,W0WWV,"Hastings, KCNT Tower",NE,OPEN,,207.7,ESE,yes,145.13,144.53,123,Adams,,,,WB0CMC,yes,On-Air,,,"Linked full-time to W0WWV 444.475 Campbell, W0WWV System.",,Wide area.,CSQ,"Full-time to  
        444.47500 (W0WWV) at Campbell, Mid-Rivers E911 Dispatch Center, NE .
 


Full-time to the  W0WWV System .",,,,,http://w0wwv.org/,,,,,,,EN00un,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,208.4,SW,yes,146.76,146.16,107.2,El Paso,,Cheyenne Mountain Repeater Group,"Closed autopatch, e-power.",CCARC,yes,On-Air,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,208.4,SW,yes,147.345,147.945,107.2,El Paso,,,"Closed autopatch, e-power.",CCARC,yes,On-Air,,3854,,,Wide area.,107.2,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,,,http://www.cmrg.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,208.4,SW,yes,448,443,107.2,El Paso,,,,CCARC,yes,On-Air,,,,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,208.4,SW,yes,448.1,443.1,107.2,El Paso,,,"Closed autopatch, e-power.",CCARC,yes,On-Air,,,,,Wide area.,107.2,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,208.4,SW,yes,145.16,144.56,107.2,El Paso,,Colorado Repeater Association,"Closed autopatch, e-power.",CCARC,yes,On-Air,347086,3990,Switch to this repeater at mile marker 170 on I-25.,,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",107.2,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,CRA VHF Link System,http://www.w0cra.org/info/cosprgs.html#145160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,209,SW,yes,146.97,146.37,100,El Paso,,Pikes Peak FM Assoc,"Closed autopatch, e-power.",CCARC,yes,On-Air,,,,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.","Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",123,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,209,SW,yes,448.45,443.45,100,El Paso,,Pikes Pk FM Assoc,E-power.,CCARC,yes,On-Air,,,,,Wide area.,,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.6,5,100,KE0KIY,Hays,KS,OPEN,,209,SE,yes,443.6,448.6,100,Ellis,,ECHO ARC,,Kansas Repeater Council,yes,On-Air,,,,,Local.,CSQ,,,,,,,,,,,yes,Open ↑ / Open ↓,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.5,5,141.3,K0ECT,"Garden City, Tennis",KS,OPEN,I,210.1,SSE,yes,442.5,447.5,141.3,Finney,,SKECT,E-power.,Kansas Repeater Council,yes,On-Air,,3885,,,,141.3,Full-time to the  SKECT System .,,,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,210.6,SW,yes,147.18,147.78,100,El Paso,,AA0SP,E-power (solar).,CCARC,yes,On-Air,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,210.6,SW,yes,446.95,441.95,,Teller,,Rocky Mountain Ham Radio,,,yes,On-Air,,,,,Monument Hill through Pueblo.,,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",yes,7,,RMHAM,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,210.6,SW,yes,927.725,902.725,D114,Teller,,WA6IFI,12,CCARC,yes,On-Air,,,,,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",D114,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,,Yahoo Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,211,SW,yes,145.265,144.665,100,El Paso,,Pikes Peak FM Association,"Closed autopatch, e-power.",CCARC,yes,Off-Air,,,Repeater has been moved.,,Local. Good coverage of I25 in Colorado Springs.,100,,,,,,PPFMA Repeaters,,,,,yes,Open ↑ / Open ↓,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,211,SW,yes,448.8,443.8,100,El Paso,,Pikes Peak FM Assoc,,CCARC,yes,Off-Air,,,,,,100,,,,,,PPFMA Repeaters,,,,,yes,Open ↑ / Open ↓,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
