Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Coordination,Last update,Coverage,Web links,Links,Nets,DMR Enabled,Color Code,Wide Network,Affiliate,Notes,Features,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,EchoLink,AllStar,On-air,IRLP,Grid,Commands,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,YSF Digital Enabled,DG-ID,Location Photo,Feed,Denver Regional,Northern Colorado,Local/Cluster,Local Network,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On
147.18,0.6,100,KE5FYL,Grants,NM,OPEN,,147,S,,147.18,147.78,100,100,Cibola,On-Air,Cibola County Amateur Radio Club,NMFCC,,,,"Full-time to  
        444.95000 (KE5FYL) at Grants, La Mosca Peak, NM .",,,,,,PL 100.0 must but placed on both RX &amp; TX to avoid hearing Digital Traffic noise. linked to 444.950 La Mosca peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,CC1,KE5FYL,"Grants, Rogers Rock",NM,OPEN,,147,S,,444.65,449.65,,,Bernalillo,On-Air,Cibola County Amateur Radio Club,NMFCC,,Local,,,,,1,,,,,,,,,,,,,,,,,KE5FYL (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,67,NM5ML,"Grants, La Mosca",NM,OPEN,,147,S,,444.8,449.8,67,,Cibola,On-Air,Mega Link Repeater System,NMFCC,,Wide area,,Full-time to the  Mega-Link System .,,,,,,10,Full time to the New Mexico MegaLink system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,NM5ML,"Grants, Microwave Ridge",NM,OPEN,,147,S,,146.66,146.06,100,,Cibola,On-Air,Mega-Link Rptr System,NMFCC,,Wide area.,,Full-time to the  Mega-Link System .,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,150,NNE,,449.725,444.725,179.9,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative (RFARC),CCARC,,Wide area.,,,,,,,,,EchoLink.,,,,,,,,,,,,,,,,28434,,3722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,150,NNE,,147.39,147.99,107.2,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative,,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,150.7,N,,449.8,444.8,107.2,,Garfield,On-Air,,CCARC,,,GMRA Repeaters,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,151.1,N,,146.88,146.28,107.2,,Garfield,On-Air,Ski Country ARC,CCARC,,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,151.1,N,,447.1,442.1,107.2,,Garfield,On-Air,Ski Country ARC,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,151.1,N,,449.6,444.6,107.2,,Garfield,On-Air,,CCARC,,Wide area.,http://www.gmra.org,,,,,,,,e-power Linked to GMRA open system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,151.1,N,,146.85,146.25,88.5,123,Garfield,On-Air,Colorado Connection,CCARC,,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,Part of the Colorado Connection System of Repeaters,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,152.1,N,,146.76,146.16,107.2,,Garfield,Off-Air,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",CCARC,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,,,,,,,E-power.,,,,,,,,,,,,,,,243117,,,,DM69cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,152.2,SSE,,442.75,447.75,162.2,,Sandoval,On-Air,KC5IPK,NMFCC,,"Rio Rancho, Albuquerque, Corrales.",,,,,,,,,E-power.,,,,,,,,,,,,,,,214956,,,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,152.2,SSE,,443,448,100,,Sandoval,On-Air,Sandoval Co ARES,NMFCC,,Rio Rancho and parts of Santa Fe.,http://www.nmscares.org,"Full-time to  
        147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",,,,,RACES.,,E-power.,,,,,,,,,,,,,,,,27750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,152.2,SSE,,147.1,147.7,100,100,Sandoval,On-Air,Sandoval Co ARES,NMFCC,,,http://www.nmscares.org,"Full-time to  
        443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",,,,,,,"E-power, remote base, Linked to 443.100 and 147.080.",,,,,,,,,,,,,,,,27749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,152.6,SE,,444.35,449.35,100,,Colfax,On-Air,,NMFCC,,,,Full-time to the  Mega-Link System .,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,153.5,NE,,448.575,443.575,103.5,103.5,Park,Off-Air,,CCARC,,Western Park County,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,153.6,SE,,449.275,444.275,146.2,,Santa Fe,On-Air,Fred Homuth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,153.9,SE,,444.575,449.575,,,Santa Fe,On-Air,W5SF,,,Local Santa Fe,,,,,,,Santa Fe Amateur Radio CLub,Soon to move to a better location,,,,,,,,,,,,,,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,153.9,SE,,145.21,144.61,,,Santa Fe,On-Air,W5SF,,,Local Santa Fe,,,,,,,Santa Fe Amateur Radio Club,Soon to move to a better location.,,,,,,,,,,,,,,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,153.9,SE,,145.19,144.59,162.2,,Bernalillo,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,154,SE,,447.775,442.775,100,,Santa Fe,On-Air,,,,Santa Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,154.5,NNE,,447.15,442.15,136.5,,Garfield,On-Air,,,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,155,SE,,147.2,147.8,162.2,,Santa Fe,On-Air,Santa Fe ARC,NMFCC,,,SFARC Repeaters,,,,,,,,E-power. Full time link to Tesuque Peak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,155,SSE,,442.35,447.35,100,,Sandoval,On-Air,WA5OLD,NMFCC,,,,,,,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,155.4,SE,,147.02,147.62,141.3,,Santa Fe,On-Air,NMEMA ARC,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,155.5,SE,,442.825,447.825,131.8,,Santa Fe,On-Air,Santa Fe ARC,NMFCC,,,,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,155.5,SE,,146.82,146.22,162.2,,Santa Fe,On-Air,Santa Fe ARC,NMFCC,,Wide area.,SFARC Repeaters,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,155.8,SSE,,443.4,448.4,100,,Sandoval,On-Air,Sandia Vista ARC,NMFCC,,,http://sandiavista.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,155.8,SE,,147.04,147.64,141.3,,Colfax,On-Air,NMEMA ARC,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,156.6,E,,449.625,444.625,107.2,,Custer,On-Air,,CCARC,,,CMRG Repeaters,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,156.6,E,,224.32,222.72,88.5,,Custer,Off-Air,Pueblo Ham Club,CCARC,,,PHC repeaters,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.4,5,CC4,KG5SLG,"Rio Rancho, NM 528 and Corrales Rd",NM,OPEN,,156.6,SSE,,442.4,447.4,,,Sandoval,On-Air,,NMFCC,,"Rio Rancho, Bernalillo,Albuquerque and plus Northeast heights of Albuquerque",,,,,4,,,Dmr color code 4,"Brandmeister, DMR CC 4, D-Star, Fusion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,156.6,E,,447.175,442.175,88.5,,Pueblo,Off-Air,Pueblo HC,CCARC,,Wide area: Southeast Colorado.,Pueblo Ham Club,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,157,ESE,,449.75,444.75,100,100,Las Animas,On-Air,N0ZSN,CCARC,,,The Fun Machine,Full-time to the  The Fun Machine System .,,,,,The Fun Machine,,,,,,,,,,,,,,,,,363976,28368,,7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,100,K5CPU,"Rio Rancho, Intel Corp",NM,OPEN,,157.1,SSE,,444.7,449.7,100,,Sandoval,On-Air,New Mexico Intel Emergency Amateur Service,NMFCC,,Albuquerque and vicinity,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,157.4,SSE,,147.08,147.68,100,,Sandoval,On-Air,Sandoval County ARES,NMFCC,,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",http://www.nmscares.org,,Sandoval County ARES: Mon at 19:30.,,,,ARRL,25,"Linked, e-power.",,,,,,,,,,,,,,,,28176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,162.2,NM5HD,Rio Rancho,NM,OPEN,I,157.6,SSE,,145.37,144.77,162.2,,Sandoval,On-Air,Adrian Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC1,N5QD,Corrales,NM,OPEN,,157.6,SSE,,443.2,448.2,,,Sandoval,On-Air,,,,,http://brandmeister.network/?page=repeater&amp;id=313513,,,,1,,,,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,158.5,ESE,,145.355,144.755,100,,Huerfano,On-Air,N0JPX,CCARC,,,,,,,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,,159.6,SSE,,443.65,448.65,,,Bernalillo,On-Air,NM5SH,NMFCC,,Albuquerque Metro,NM5SH QSL.net,,,,1,,,,Brandmeister,,,,,,,,,,,,,,,,,,,DM65pd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,159.9,SSE,,223.9,222.3,,,Bernalillo,On-Air,,,,,,,,,,,,,"E-power (solar), Autopatch, Remote base.",,,,,,,,,,,,,,,87120,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,160,N,,224.02,222.42,,,Garfield,,SCARC,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,160,N,,449.85,444.85,131.8,131.8,Garfield,On-Air,,CCARC,,Glenwood Springs,http://GMRA.org,Full-time to the  GMRA Open System .,Colorado State RACES  Wed 1930 local,,,,Grand Mesa Repeater Assoc,RACES net Wed 1930 Hrs Local,e-power  Linked to GMRA Open System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,160,N,,447.6,442.6,,,Garfield,,Ski Country ARC (SCARC),CCARC,,40,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,,Link Hub for 146.880.,50,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,160.1,N,,147.3,147.9,107.2,,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,CCARC,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,,,,,,Single beep courtesy tone when linked and none when unlinked.,8,,,,,,,,,,,,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,160.6,SE,,147.34,147.94,100,,Colfax,On-Air,Taos ARC,NMFCC,,Wide area.,Taos Amateur Radio Club,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,161.3,W,,448.6,443.6,100,,San Juan,On-Air,Utah VHF Society,UVHFS,,Wide Area.,http://utahvhfs.org/snowlink.html,"Full-time to  
        448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ .
 


Full-time to the  Intermountain Intertie System .",UVHFS: Tue at 20:00.,,,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,161.4,NNE,,147.24,147.84,156.7,156.7,Lake,Off-Air,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,162.2,KD5SAR,Zuni,NM,OPEN,,161.7,SSW,,145.43,144.83,162.2,,McKinley,On-Air,MCARES,NMFCC,,Wide are: Southern McKinley County.,,,,,,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.48,-1.6,100,K6LIE,"Albuquerque, Northeast Heights area",NM,OPEN,I,162.6,SSE,,224.48,222.88,100,,Bernalillo,On-Air,K6LIE,NMFCC,,Entire Albuquerque Area,,,,,,,High Desert ARC of New Mexico,Moved to new location and added PL,,,,,,,,,,,,,,,,,,,3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,162.9,SSE,,443.75,448.75,100,,Bernalillo,Off-Air,"WA6CCB, K5RKE",NMFCC,,,,,Bosque Youth Amateur Radio Net: M-F at 17:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,163,SSE,,51.7,50.7,156.7,,Bernalillo,Off-Air,K5RKE,NMFCC,,,,,,,,,,Off the air until spring 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.3,5,CC1,K5KRE,"Albuquerque, Sandia Crest",NM,OPEN,,163,SSE,,443.3,448.3,,,Bernalillo,Testing,K5RKE,NMFCC,,Wide area.,http://brandmeister.network/?page=repeater&amp;id=313510,,,,1,,Mac Pass Repeater Group,Timeslot 1 3135 (New Mexico) 31302 (MPRG 2) Timeslot 2 31301 (MPRG 1),A Motorola SLR5700 on the BrandMeister worldwide network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,163.1,E,,446.7375,441.7375,,,Fremont,On-Air,,CCARC,,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",http://www.k0jsc.com,Full-time to the  Colorado TRBO System .,,,7,,Rocky Mountain Ham Radio,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,IPSC Link to the Colorado network on Talk Slot 2.,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,DM78ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,163.1,E,,223.96,222.36,103.5,103.5,Fremont,On-Air,RGARC,CCARC,,"Wide area. 
   Repeater Coverage Map",,,,,,,,,"E-power (Bat), Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,163.1,E,,53.03,51.33,88.5,88.5,Fremont,On-Air,WB0WDF,CCARC,,,Http://www.qsl.net/rghc,,,,,,RGARC,Split site Fremont peak transmitter and 8 mile mountain reciever.,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,163.1,E,,447.25,442.25,100,100,Fremont,On-Air,,CCARC,,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",K0JSC dot Com,Full-time to the  The Fun Machine System .,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,363976,28368,,7301,DM78ik,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,163.1,E,,447.75,442.75,103.5,103.5,Fremont,On-Air,RGARC,CCARC,,,Royal Gorge Amateur Radio Club,,,,,,,,E-power (Bat),,,,,,,,,,,,,,,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,163.1,E,,145.49,144.89,103.5,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,,,Royal Gorge Amateur Radio Club,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,,,Colorado ARES Region 5 District 1,,E-power (Bat),,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,163.2,E,,927.7,902.7,D114,D114,Fremont,On-Air,Royal Gorge ARC,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,CC7,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,,163.2,SSE,,442.9,447.9,,,Bernalillo,On-Air,"Rocky Mountain Ham Radio, NM",NMFCC,,,http://www.rmham.org/wordpress/mototrbo-radio-site-information,Full-time to the  Colorado TRBO System .,,,7,,,"Colorado Wide: CC 7, TS 1, TG 700 Colorado South: CC 7, TS 2, TG 719",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,163.3,E,,449,444,67,67,Fremont,On-Air,WB0WDF,CCARC,,,Mega Link,Full-time to the  Mega-Link System .,,,,,,North of the Royal Gorge Bridge.,"E-power (Solar, Wind)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,,W5MPZ,"Albuquerque, Sandia Crest",NM,OPEN,,163.4,SSE,,443.8,448.825,,,Bernalillo,On-Air,Sandia National Laboratories ARC,NMFCC,,Wide area;,,,,,,,,,,,,,,,,,,,,,,W5MPZ (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,K5FSB,"Albuquerque, Sandia Peak",NM,OPEN,,163.6,SSE,,442.6,447.6,100,,Bernalillo,On-Air,URFMSI,NMFCC,,Wide area.,http://www.urfmsi.org/wp/repeaters/analog/gary-diamond-repeater,,,,,,,"Voting receiver. 10,680'",Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,163.6,SSE,,444.325,449.325,100,,Bernalillo,On-Air,,NMFCC,,Wide area.,,Full-time to the  Mega-Link System .,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,163.6,SSE,,442.75,447.75,162.2,,Bernalillo,On-Air,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,163.6,SSE,,145.33,144.73,100,,Bernalillo,On-Air,Amateur Radio Caravan Club of New Mexico,NMFCC,,Wide area.,http://caravanradio.org/,"Full-time to  
        444.00000 (W5CSY) at Albuquerque, Sandia Crest, NM .",AACC: Sun at 0900.,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,163.6,SSE,,442.1,447.1,162.2,,Bernalillo,On-Air,Albuquerque Gas Balloon Assoc,,,Wide area.,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,3676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,163.6,SSE,,145.29,144.69,100,,Bernalillo,On-Air,New Mexico Mega Link Assoc,NMFCC,,,http://nm5ml.com/,Full-time to the  Mega-Link System .,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
