Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,Coverage,Links,Affiliate,IRLP,Notes,Nets,Web links,On-air,Commands,EchoLink,DMR Enabled,Color Code,Wide Network,AllStar,D-STAR Enabled,Node,Sources,Grid,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Local/Cluster,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Worldwide English,N. Colorado,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Wyoming,WyLOCAL
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,163.8,ESE,yes,145.375,144.77,,,El Paso,Off-Air,Cheyenne Mountain Repeater Group (CMRG),,CCARC,yes,wide area,,,,Repeater off air for now.,,http://www.cmrg.org,,,,,,,,yes,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,163.8,ESE,yes,53.13,51.43,107.2,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,CCARC,yes,,,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,163.8,ESE,yes,446.9125,441.9125,,,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,,yes,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,yes,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,163.8,ESE,yes,145.13,144.53,88.5,123,El Paso,On-Air,Colorado Connection,9,CCARC,yes,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Full-time to the  Colorado Connection System .,,,Linked into the Colorado Connection System,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,163.8,ESE,yes,445.0625,440.0625,,,El Paso,Off-Air,Rocky Mountain Ham Radio,The DMR-MARC Worldwide Network,CCARC,yes,,,,,,,,,,,yes,1,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,164.1,SE,yes,145.175,144.575,141.3,,Taos,Off-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,164.1,SE,yes,146.76,146.16,67,,Taos,On-Air,Taos ARC,11,,yes,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,164.7,ESE,yes,448.725,443.725,123,,El Paso,On-Air,KA0TTF,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,164.8,E,yes,447.875,442.875,107.2,107.2,Jefferson,On-Air,N6LXX,,CCARC,yes,"I-70,I-76,I-25,I-225",Full-time to the  N6LXX System .,N6LXX,,,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,164.8,E,yes,53.17,51.47,107.2,CSQ,Jefferson,On-Air,N6LXX,,CCARC,yes,"I-70,I-76,I-25,I-225",Full-time to the  N6LXX System .,N6LXX,,,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,165.2,E,yes,145.19,144.59,131.8,131.8,Douglas,On-Air,N0OBA Owner,,,yes,Wide area coverage at 8300,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,165.8,E,yes,449.625,444.625,141.3,141.3,Jefferson,On-Air,Rocky Mountain Ham Radio,E-power,CCARC,yes,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,166,E,yes,1299.9,1299.9,,,Jefferson,On-Air,Colorado D-Star,,,yes,,,,,,,Colorado D-Star,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,166,E,yes,446.9625,441.9625,,,Jefferson,On-Air,Colorado D-Star,,CCARC,yes,,,,,,,Colorado D-Star,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,166,E,yes,145.37,144.77,,,Jefferson,On-Air,Rocky Mountain Ham Radio,,CCARC,yes,,,,,See the website for programming information.,,Rocky Mountain Ham Radio,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,166,E,yes,1283.9625,1263.9625,,,Jefferson,On-Air,Colorado D-Star,,CCARC,yes,,,,,,,Colorado D-Star,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,166,E,yes,145.25,144.65,,,Jefferson,On-Air,Colorado D-Star,,CCARC,yes,,,,,,,Colorado D-Star,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,166.1,E,yes,446.8375,441.8375,,,Jefferson,On-Air,WA2YZT,200,CCARC,yes,,Full-time to the  Colorado TRBO System .,,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,166.7,ESE,yes,448.6,443.6,114.8,,El Paso,,W0MOG,,CCARC,yes,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,166.7,ESE,yes,448.3,443.3,100,,El Paso,On-Air,AA0L,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,166.7,ESE,yes,447.35,442.35,151.4,,El Paso,On-Air,GGARC,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,166.7,ESE,yes,146.91,146.31,151.4,151.4,El Paso,On-Air,GGARC,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,166.7,ESE,yes,927.8,902.8,D116,,Teller,On-Air,,6,CCARC,yes,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,166.7,ESE,yes,448.25,443.25,123,,El Paso,Off-Air,,,CCARC,yes,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,166.7,ESE,yes,447.55,442.55,123,,El Paso,On-Air,WA6IFI,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,166.7,ESE,yes,147.39,147.99,103.5,,El Paso,On-Air,W0MOG,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,166.7,ESE,yes,146.85,146.25,103.5,,El Paso,On-Air,W0RSH,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,166.7,ESE,yes,224.06,222.46,,,El Paso,,Pikes Peak FM Association (PPFMA),"E-power, linked.",CCARC,yes,Wide area.,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,166.7,ESE,yes,447.475,442.475,107.2,,El Paso,,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,yes,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,MARC/PCRC: Tue at 1930.,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,166.7,ESE,yes,447.025,442.025,123,,El Paso,Off-Air,Colorado Springs ARA,"Closed autopatch, e-power, linked, remote base.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,166.7,ESE,yes,449.575,444.575,,,El Paso,On-Air,RMHARC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,166.7,ESE,yes,147.27,147.87,,,El Paso,On-Air,TRA,E-power.,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,167.2,E,yes,447.725,442.725,100,100,El Paso,On-Air,K0NR,30,CCARC,yes,Local.,,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,167.5,E,yes,927.7875,902.7875,156.7,,Jefferson,On-Air,N0PYY,,,yes,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,167.5,E,yes,53.09,51.39,107.2,,Jefferson,On-Air,Denver Radio Club,E-power.,CCARC,yes,Metro Denver area.,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,167.5,E,yes,448.125,443.125,107.2,,Jefferson,On-Air,Denver PD EEB,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,167.5,E,yes,448.975,443.975,123,,Jefferson,On-Air,FRG,Linkable VHF/UHF Remote Base,CCARC,yes,Wide area.,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,167.8,ESE,yes,147.135,147.735,100,,El Paso,On-Air,AA0L,6,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,168.4,ESE,yes,224.72,223.12,103.5,103.5,El Paso,On-Air,w0mog,,,yes,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,168.5,E,yes,147.33,147.93,100,,Jefferson,On-Air,Denver Radio Club,E-power.,CCARC,yes,Metro Denver and the foothills.,,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,168.5,E,yes,449.775,444.775,100,100,Jefferson,On-Air,Denver Radio Club,,CCARC,yes,Metro Denver,,,,,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,168.5,E,yes,224.38,222.78,100,100,Jefferson,On-Air,Denver Radio Club,,CCARC,yes,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,168.7,E,yes,446.975,441.975,,,Jefferson,On-Air,W0DMR,,,yes,Denver Metro Area,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",http://www.w0dmr.org/,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,169.4,NW,yes,145.49,144.89,136.5,,Duchesne,On-Air,,E-power.,UVHFS,yes,"Duchesne, UT area.",,Sinbad Desert ARC (SDARC),,5,,http://sdarc.us/repeaters/flat-top.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,169.8,NNE,yes,145.16,144.56,88.5,123,Jackson,On-Air,Colorado Connection,8,CCARC,yes,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Full-time to the  Colorado Connection System .,,,Part of the Colorado Connection system of repeaters.,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,170.1,SE,yes,145.355,144.755,100,,Huerfano,On-Air,N0JPX,"E-power, linked.",CCARC,yes,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,170.2,E,yes,448.75,443.75,100,100,Jefferson,On-Air,,E-power.,CCARC,yes,Local.,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,170.3,E,yes,447.825,442.825,D073,D073,Jefferson,On-Air,Denver Radio Club,,CCARC,yes,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,170.6,ESE,yes,448.975,443.975,100,100,Pueblo,On-Air,,,CCARC,yes,,Full-time to the  The Fun Machine System .,,7301,Off air.  Will return to service,,http://www.k0jsc.com,,,363976,,,,28368,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,171.4,NE,yes,146.91,147.51,123,127.3,Boulder,On-Air,,,,yes,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,"Town of Gold Hill, Colorado",,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",http://goldhilltown.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,171.8,E,yes,448.35,443.35,,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),,CCARC,yes,Denver Metro and surrounding,,,,,,http://www.DWARC.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,171.8,E,yes,147.21,147.81,100,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,,yes,,,,3241,,,http://www.dwarc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,173.3,NE,yes,146.7,146.1,100,,Boulder,On-Air,Boulder Co ARC,6,CCARC,yes,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,173.5,NE,yes,448.9,443.9,100,,Boulder,On-Air,Boulder ARC,6,CCARC,yes,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,173.5,NE,yes,146.61,146.01,100,,Boulder,Off-Air,Boulder Amateur Radio Club,,CCARC,yes,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,174,NE,yes,147.03,147.63,100,,Boulder,On-Air,KI0HG,,CCARC,yes,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,174.1,NE,yes,446.9875,441.9875,,,Boulder,On-Air,Rocky Mountain Ham Radio,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,yes,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,174.1,NE,yes,145.46,144.86,107.2,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",CCARC,yes,Boulder/Denver Metro,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",CRA VHF Link System,3990,,,,,Member-only IRLP and Echolink node,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,174.1,NE,yes,447.975,442.975,107.2,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),Closed autopatch.,CCARC,yes,Wide area: Boulder/Longmont area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,174.1,NE,yes,445.05,440.05,,,Boulder,On-Air,Rocky Mountain Ham Radio,BrandMeister Network,CCARC,yes,Wide area,,,,,,,,,,yes,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,174.1,NE,yes,447.75,442.75,141.3,141.3,Boulder,On-Air,Rocky Mountain Ham Radio,,CCARC,yes,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,174.1,NE,yes,224.02,222.42,,,Boulder,On-Air,Rocky Mtn VHF Soc,8,CCARC,yes,Denver metro area.,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,,,RMVHS repeaters,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,174.2,SE,yes,449.75,444.75,100,100,Las Animas,On-Air,N0ZSN,,CCARC,yes,,Full-time to the  The Fun Machine System .,The Fun Machine,7301,,,The Fun Machine,,,363976,,,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,174.2,E,yes,449.95,444.95,77,77,Douglas,On-Air,W9SL Owner,,CCARC,yes,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,175.2,NE,yes,1299.5,1279.5,,,Boulder,On-Air,Boulder County ARES,E-power.,CCARC,yes,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,175.2,NE,yes,446.8625,441.8625,,,Boulder,On-Air,Boulder County ARES,,CCARC,yes,,,,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,175.2,NE,yes,446.8,441.8,,,Boulder,On-Air,Rocky Mountain Ham Radio,,CCARC,yes,Wide area.,Full-time to the  Colorado TRBO System .,Rocky Mountain Ham Radio,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,Rocky Mountain Ham Radio,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,175.3,NE,yes,449.4,444.4,91.5,,Boulder,Off-Air,BARC,2,CCARC,yes,,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,175.3,NE,yes,449.55,444.55,100,,Boulder,On-Air,Rocky Mtn VHF Soc,8,CCARC,yes,Denver metro area.,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
