Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Links,EchoLink,IRLP,Coordination,Last update,YSF Digital Enabled,DG-ID,WIRES-X,Affiliate,Features,Mixed-Mode,Notes,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Grid,Web links,AllStar,Nets,Talkgroups,Colorado,Denver Regional,On-air,Commands,Feed,Southern Colorado,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,Northern Colorado,Location Photo,Talkgroup Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Worldwide English,English,Texas,COMM 1,Texas/Oklahoma Regional USA,Kansas,Bandwidth,Local or Reflector,CKRG,KansasLink,Wyoming,WyLOCAL
443.675,5,162.2,K0HAM,"Dodge City, K-Link",KS,OPEN,,157.2,SE,yes,443.675,448.675,162.2,162.2,Ford,On-Air,Click for coverage map.  45 mi radius.,"NV8Q, WV0S",Full-time to the  K-Link System .,,,Kansas Repeater Council,yes,,,,Affiliate of the K-Link Repeater Network,"Linked to K-Link Repeater Network. 
AllStar 46012.",,,,,,,,,,K-Link Repeater Network,"Priva 
   
     n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,157.2,NW,yes,1283.9625,1263.9625,,,Jefferson,On-Air,,Colorado D-Star,,,,CCARC,yes,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,157.2,NW,yes,1299.9,1299.9,,,Jefferson,On-Air,,Colorado D-Star,,,,,yes,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,157.2,NW,yes,145.25,144.65,,,Jefferson,On-Air,,Colorado D-Star,,,,CCARC,yes,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,157.2,NW,yes,446.9625,441.9625,,,Jefferson,On-Air,,Colorado D-Star,,,,CCARC,yes,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,157.2,NW,yes,446.8375,441.8375,,,Jefferson,On-Air,,WA2YZT,Full-time to the  Colorado TRBO System .,,,CCARC,yes,,,,,200,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,157.3,NW,yes,145.37,144.77,,,Jefferson,On-Air,,Rocky Mountain Ham Radio,,,,CCARC,yes,,,,,,,See the website for programming information.,,,,yes,7,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,157.6,WNW,yes,145.34,144.74,103.5,127.3,Jefferson,On-Air,Wide area.,Rocky Mtn Radio League,,,3350,CCARC,yes,,,,,E-power.,,,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,157.6,NW,yes,927.7875,902.7875,156.7,,Jefferson,On-Air,Golden and Denver.,N0PYY,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,157.6,WNW,yes,145.175,144.575,D073,D073,Clear Creek,Off-Air,,Rocky Mountain Ham Radio,,,,CCARC,yes,,,,,,Yes; analog capable.,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,,,,yes,1,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,157.6,NW,yes,449.625,444.625,141.3,141.3,Jefferson,On-Air,,Rocky Mountain Ham Radio,,,3750,CCARC,yes,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,157.7,NW,yes,448.125,443.125,107.2,,Jefferson,On-Air,,Denver PD EEB,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,157.7,NW,yes,448.975,443.975,123,,Jefferson,On-Air,Wide area.,FRG,,,,CCARC,yes,,,,,Linkable VHF/UHF Remote Base,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,158.1,WNW,yes,146.895,146.295,100,100,Park,On-Air,285,AB0RR,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,,CCARC,yes,,,,,25,,,,,,,,,,Park County Radio Club (PCRC),45835,Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,158.5,NW,yes,446.975,441.975,,,Jefferson,On-Air,Denver Metro Area,W0DMR,,,,,yes,,,,,,,,,,,yes,0,,,http://www.w0dmr.org/,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,123,KU0L,Dodge City,KS,OPEN,,158.5,SE,yes,147.03,147.63,123,,Ford,On-Air,30,KU0L,,,,,yes,,,,,Autopatch,,,,,,,,,,,,RACES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,123,KU0L,Dodge City,KS,OPEN,,158.5,SE,yes,442.375,447.375,123,,Ford,On-Air,US-50,,,,,Kansas Repeater Council,yes,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,158.5,NW,yes,448.925,443.925,131.8,,Boulder,On-Air,,W0LMA,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,158.5,NW,yes,449.825,444.825,103.5,,Boulder,On-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,,,,CCARC,yes,,,,,6,,,,,,,,,,Repeater,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,141.3,K0ECT,Jetmore,KS,OPEN,,159.1,ESE,yes,444.5,449.5,141.3,141.3,Hodgeman,On-Air,,SKECT,Full-time to the  SKECT System .,,,Kansas Repeater Council,yes,,,,,E-power,,,,,,,,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,163.2,NW,yes,449.75,444.75,103.5,103.5,Jefferson,On-Air,,Rocky Mtn Radio League,,,,CCARC,yes,,,,,8,,,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,163.2,NW,yes,224.74,223.14,88.5,88.5,Jefferson,On-Air,,Aurora Repeater Assoc,,,,CCARC,yes,,,,,e-power,,,,,,,,,,ARA Repeaters,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,163.2,NW,yes,145.22,144.62,103.5,103.5,Jefferson,On-Air,Wide area.,Rocky Mtn Radio League,,,,CCARC,yes,,,,,8,Yes; analog capable.,Talk-Group of $FFFF.,,,,,,,,Repeater,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,163.3,NW,yes,448.85,443.85,88.5,88.5,Jefferson,On-Air,"Denver metro, central front range",Aurora Repeater Assoc,,,,CCARC,yes,,,,,e-power.,,,,,,,,,,ARA Repeaters,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,163.3,NW,yes,224,222.4,103.5,103.5,Jefferson,On-Air,,Rocky Mountain Radio League,,,,CCARC,yes,,,,,8,,,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,163.3,NW,yes,147.15,147.75,100,100,Jefferson,On-Air,"Denver metro, central front range",Aurora Repeater Assoc (ARA),"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,CCARC,yes,,,,,e-power,,,,,,,,,,ARA Repeaters,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,163.7,WNW,yes,146.985,146.385,100,100,Denver,On-Air,,El Jebel RADOPS,,,3346,CCARC,yes,,,,,E-power.,,,,,,,,,,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,163.7,WNW,yes,145.28,144.68,100,,Jefferson,On-Air,Wide area.,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,CCARC,yes,,,,,"Closed autopatch, e-power, linked.",,"PL is usually off, allowing use by older transceivers.",,,,,,,,Intermountain Repeater Group,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,163.7,WNW,yes,449.525,444.525,CSQ,,Jefferson,On-Air,,KE0SJ,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,CCARC,yes,,,,,E-power.,,,,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,163.7,WNW,yes,448.625,443.625,100,100,Jefferson,On-Air,Denver metro area.,Denver Radio Club,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,CCARC,yes,,,,,E-power.,,,,,,,,,,DRC Repeaters,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,163.7,WNW,yes,146.64,146.04,100,,Jefferson,On-Air,"Wide area. 
   Repeater Coverage Map",Denver Radio League,,,,CCARC,yes,,,,,E-power.,,8,,,,,,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,,N5AKN,Forgan,OK,OPEN,,163.9,SE,yes,147.39,147.99,,,Beaver,,70,N5AKN,,,,ORSI,yes,,,,,WX.,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.55,5,141.3,K0ECT,Dodge City,KS,OPEN,,164.2,SE,yes,444.55,449.55,141.3,,Ford,On-Air,,SKECT,Full-time to the  SKECT System .,,,Kansas Repeater Council,yes,,,,,,,,,,,,,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,164.5,WNW,yes,927.8375,902.025,,,Jefferson,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,,CCARC,yes,,,,,,,The offset is -25.8125,,,,,,,,,45770,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,164.5,WNW,yes,446.7875,441.7875,,,Jefferson,On-Air,,Denver Radio Club,,,,CCARC,yes,,,,Brandmeister Network,,,,,,,yes,1,,,http://www.w0tx.org/,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,151.4,N7UVW,McCook,NE,OPEN,,165.3,NE,yes,444.5,449.5,151.4,,Frontier,On-Air,20,dirt,,,,,yes,,,,Dirt Truckin,link comm rlc 1,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,162.2,N7UVW,McCook,NE,OPEN,,165.3,NE,yes,444.8,449.8,162.2,,Red Willow,On-Air,50,N7UVW,,,,,yes,,,,Dirt Truckin,Link Com RLC-1 Controller,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,K0TAJ,"McCook, 180' tower S. of McCook",NE,OPEN,,165.7,NE,yes,147.27,147.87,,,Red Willow,On-Air,50,McCook ARA,,,,,yes,,,,,Fusion Repeater,,,,,,,,,,,,Monday Nights at 7PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,166.2,WNW,yes,447.85,442.85,141.3,141.3,Clear Creek,On-Air,Wide area at 9500',AC0KQ,,,,CCARC,yes,,,,Rocky Mountain Ham Radio,AllStar node repeater providing wide area coverage along the Front Range,,,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,166.5,WNW,yes,449,444,136.5,136.5,Clear Creek,On-Air,,CARN,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,167,WNW,yes,147.3,147.9,103.5,103.5,Clear Creek,On-Air,Wide area.,Denver PD EEB,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,167,WNW,yes,448.675,443.675,100,100,Denver,On-Air,Wide area.,W0CFI,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,167.3,WNW,yes,449.45,444.45,103.5,127.3,Clear Creek,On-Air,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,,,,CCARC,yes,,,,,11,,,,,,,,,,Repeater,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,167.3,WNW,yes,146.67,146.07,100,100,Clear Creek,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,,,,CCARC,yes,,,,,11,,,,,,,,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,167.3,WNW,yes,448.225,443.225,141.3,141.3,Clear Creek,On-Air,,Rocky Mountain Ham Radio,,,,CCARC,yes,,,,,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,167.3,WNW,yes,145.145,144.545,107.2,107.2,Clear Creek,On-Air,Wide area. Denver metro.,Colorado Repeater Assoc,,,,CCARC,yes,,,,,E-power.,,,,,,,,,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,167.3,WNW,yes,447.575,442.575,107.2,107.2,Clear Creek,On-Air,Wide area: Denver metro.,Colorado Repeater Association (CRA),,347088,3291,CCARC,yes,,,,,,,,,,,,,,,http://www.w0cra.org,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,167.3,NW,yes,146.76,146.16,100,,Boulder,On-Air,Wide area.,Rocky Mtn VHF Soc,,,,CCARC,yes,,,,Boulder County ARES,5,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,167.3,WNW,yes,145.49,144.89,100,100,Jefferson,On-Air,,"KB0VIU,  Denver Radio Club","Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,CCARC,yes,,,,,E-power.,,,,,,,,,,DRC Repeaters,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,167.3,WNW,yes,449.35,444.35,100,100,Clear Creek,On-Air,Wide area.,Denver Radio Club,,4140,,CCARC,yes,,,,,11,,,,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,167.4,WNW,yes,446.9375,441.9375,,,Clear Creek,On-Air,,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,,,CCARC,yes,,,,,,,See the website for programming information.,,,,yes,7,,,Rocky Mountain Ham Radio,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,2,,,,,,,2,,RMHAM,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,167.4,WNW,yes,146.94,146.34,103.5,103.5,Clear Creek,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,CCARC,yes,,,,,11,,,,,,,,,,Repeater,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,Autopatch: 911* / Off 0*.,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.7,5,162.2,N0NM,"Hill City, K-Link",KS,OPEN,A,167.6,E,yes,443.7,448.7,162.2,,Graham,On-Air,Click for coverage map.  45 mi radius.,"N0NM, N0KOM",Linkable to the  K-Link System . Linkable to the  Western Kansas Intertie System .,,,Kansas Repeater Council,yes,,,,Western Kansas Inter-Tie K-Link Repeater Network,E-power.,,"Use PL 131.8 for WesKan Intertie 
Use PL 162.2 for K-Link",,,,,,,,K-Link Repeater Network,46425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,167.7,NW,yes,146.85,146.25,100,100,Weld,On-Air,,Northern Colorado ARC,,,,CCARC,yes,,,,,"E-power, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,167.8,NW,yes,449.725,444.725,127.3,,Weld,On-Air,,K0OJ,,,,CCARC,yes,,,,,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,162.2,N0KOM,"Lenora, K-Link",KS,OPEN,I,168,E,yes,146.88,146.28,162.2,162.2,Norton,On-Air,Click for coverage map.  50 mi radius.,N0KOM,Full-time to the  K-Link System .,,7426,Kansas Repeater Council,yes,,,,,"e-power, K-Link. 
IRLP node 7426.",,"IRLP prefix = A 
Disconnect = 73 
Dial 9335 when finished.",,,,,,,,K-Link Repeater Network,,ARES: Sat @ 21:00 local,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,168.8,NW,yes,146.61,146.01,100,,Boulder,Off-Air,,Boulder Amateur Radio Club,,,7007,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,168.8,NW,yes,448.9,443.9,100,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,,,,CCARC,yes,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,169,NW,yes,146.7,146.1,100,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,,,,CCARC,yes,,,,,6,,,,,,,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,169.1,NW,yes,147,147.6,100,100,Weld,On-Air,,Weld ARS,,,3839,CCARC,yes,yes,Open ↑ / Open ↓,,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,169.1,NW,yes,448.475,443.475,100,,Weld,On-Air,,Weld Amateur Radio Society (WARS),,,3839,CCARC,yes,,,,,,,,,,,,,,,http://www.warsco.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,169.1,NW,yes,449.325,444.325,,,Weld,On-Air,,Colorado Amateur Repeater Network (CARN),,,,CCARC,yes,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,169.5,NW,yes,1283.8625,1263.8625,,,Boulder,On-Air,20,Boulder County ARES,,,,CCARC,yes,,,,,E-power.,,,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,169.5,NW,yes,145.3875,144.7875,,,Boulder,On-Air,20,Boulder County ARES,,,,CCARC,yes,,,,,E-power.,,,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,170.1,NW,yes,448.525,443.525,151.4,,Boulder,On-Air,,N0EPA,,223853,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,170.1,NW,yes,147.27,147.87,100,100,Boulder,On-Air,Wide area: Northern Colorado.,Longmont ARC (LARC),"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,CCARC,yes,,,,,"Closed autopatch, e-power, EchoLink.",,,,,,,,,,http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,170.1,NW,yes,448.8,443.8,88.5,88.5,Boulder,On-Air,,Longmont ARC,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,,CCARC,yes,,,,,30,,,,,,,,,,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,170.2,NW,yes,449.4,444.4,91.5,,Boulder,Off-Air,,BARC,,,,CCARC,yes,,,,,2,,,,,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
