Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,D-STAR Enabled,Node,Sources,IRLP,Coverage,Web links,EchoLink,AllStar,Commands,Mixed-Mode,YSF Digital Enabled,DG-ID,Affiliate,Notes,WIRES-X,Links,Nets,DMR Enabled,Color Code,Wide Network,Grid,Feed,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,On-air,Local Network,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Location Photo,Wyoming,WyLOCAL
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,69,S,yes,927.85,902.85,D114,,Teller,On-Air,CMRG,9,CCARC,yes,,,,,,http://www.cmrg.org,,,,,,,,,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,69,S,yes,446.9125,441.9125,,,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,,yes,yes,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,69,S,yes,445.0625,440.0625,,,El Paso,Off-Air,Rocky Mountain Ham Radio,The DMR-MARC Worldwide Network,CCARC,yes,,,,,,,,,,,,,,,,,,yes,1,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,1,,,2,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,69,S,yes,145.13,144.53,88.5,123,El Paso,On-Air,Colorado Connection,9,CCARC,yes,,,,,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,,,,,,,,,Linked into the Colorado Connection System,,Full-time to the  Colorado Connection System .,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,69,S,yes,53.13,51.43,107.2,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,CCARC,yes,,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,69.1,S,yes,145.375,144.77,,,El Paso,Off-Air,Cheyenne Mountain Repeater Group (CMRG),,CCARC,yes,yes,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,wide area,http://www.cmrg.org,,,,,,,,Repeater off air for now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,69.3,S,yes,447.4,442.4,67,,Teller,On-Air,WB0WDF,"E-power, Solar, Remote Base",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,69.3,S,yes,224.94,223.34,67,,Teller,Testing,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,69.3,S,yes,145.46,144.86,67,,Teller,On-Air,WB0WDF,"E-power, 100% Solar",CCARC,yes,,,,,,,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,69.3,S,yes,1287.7,1267.7,67,,Teller,Testing,WB0WDF,,CCARC,yes,,,,,,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,69.3,S,yes,147.015,147.615,107.2,,Teller,On-Air,Mountain ARC,E-power.,CCARC,yes,,,,,,,,,,,,,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,69.5,S,yes,147.345,147.945,107.2,107.2,El Paso,On-Air,,"Closed autopatch, e-power.",CCARC,yes,,,,3854,Wide area.,http://www.cmrg.org/,,,,,,,,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,69.5,S,yes,145.16,144.56,107.2,107.2,El Paso,On-Air,Colorado Repeater Association,"Closed autopatch, e-power.",CCARC,yes,,,,3990,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",http://www.w0cra.org/info/cosprgs.html#145160,347086,,,,,,CRA VHF Link System,Switch to this repeater at mile marker 170 on I-25.,,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,69.5,S,yes,448.1,443.1,107.2,107.2,El Paso,On-Air,,"Closed autopatch, e-power.",CCARC,yes,,,,,Wide area.,CMRG Repeaters,,,,,,,,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,69.5,S,yes,146.76,146.16,107.2,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group,"Closed autopatch, e-power.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,69.5,S,yes,448,443,107.2,,El Paso,On-Air,,,CCARC,yes,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,71.2,WSW,yes,145.445,144.845,88.5,,Lake,On-Air,Colorado Connection,E-power (solar).,CCARC,yes,,,,,,,,,,,,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,71.5,WSW,yes,445.05,440.05,,,Lake,On-Air,K2AD,,CCARC,yes,,,,,,http://www.rmham.org/,,,,,,,Rocky Mountain Ham Radio,,,,,yes,7,,,,,,,,,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,2,2,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,72,S,yes,448.8,443.8,100,100,El Paso,Off-Air,Pikes Peak FM Assoc,,CCARC,yes,,,,,,PPFMA Repeaters,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,72,S,yes,145.265,144.665,100,100,El Paso,Off-Air,Pikes Peak FM Association,"Closed autopatch, e-power.",CCARC,yes,,,,,Local. Good coverage of I25 in Colorado Springs.,PPFMA Repeaters,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,Repeater has been moved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,72.2,E,yes,448.2,443.2,,,Morgan,On-Air,,Mixed Mode,CCARC,yes,,,,,,Rocky Mountain Ham Radio,,,,,,,NEAHR,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,Full-time to the  Colorado TRBO System .,,yes,7,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,73.2,W,yes,146.61,146.01,107.2,,Eagle,On-Air,ECHO,11,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,73.9,W,yes,224.8,223.2,,,Eagle,Off-Air,ECHO,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,73.9,W,yes,449.9,444.9,107.2,107.2,Eagle,Off-Air,ECHO,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,77.2,WSW,yes,147.24,147.84,156.7,156.7,Lake,Off-Air,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,77.3,WNW,yes,147.075,147.675,88.5,123,Grand,On-Air,Colorado Connection,,CCARC,yes,,,,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,,,,,,,,Part of the Colorado Connection system of Repeaters,,Full-time to the  Colorado Connection System .,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,77.7,SW,yes,448.575,443.575,103.5,103.5,Park,Off-Air,,,CCARC,yes,,,,,Western Park County,,,,,,,,,,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,77.8,W,yes,445.075,440.075,,,Eagle,On-Air,K2AD,,CCARC,yes,,,,,,http://www.rmham.org/,,,,,,,Rocky Mountain Ham Radio,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,78.2,W,yes,147.345,147.945,88.5,123,Eagle,On-Air,Colorado Connection,9,CCARC,yes,,,,,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,,,,,,,,,,,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,85.2,SSW,yes,449,444,67,67,Fremont,On-Air,WB0WDF,"E-power (Solar, Wind)",CCARC,yes,,,,,,Mega Link,,,,,,,,North of the Royal Gorge Bridge.,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,85.6,SE,yes,446.7375,441.7375,,,Lincoln,On-Air,K0RTS KC0VJD,,CCARC,yes,,,,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",,,,,,,,RMHam,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,,yes,8,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,86.4,SE,yes,147.06,147.66,103.5,,Lincoln,On-Air,BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",CCARC,yes,,,,3794,"I-70, US-71, US-287, US-40, US-24",http://www.bigsandyradio.com/,791116,42740,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,Big Sandy Net: Wed 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,89.8,S,yes,449.975,444.975,100,100,Fremont,On-Air,K0JSC,Simulcast TX / Voted RX with Cedarwood and Salida,CCARC,yes,,,,,,http://www.k0jsc.com,,,,,,,The Fun Machine,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,90.1,NNE,yes,449.3,444.3,,,Laramie,On-Air,WU7G,,,yes,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,90.2,S,yes,53.03,51.33,88.5,88.5,Fremont,On-Air,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",CCARC,yes,,,,,,Http://www.qsl.net/rghc,,,,,,,RGARC,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,90.2,S,yes,447.75,442.75,103.5,103.5,Fremont,On-Air,RGARC,E-power (Bat),CCARC,yes,,,,3081,,Royal Gorge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,90.2,S,yes,223.96,222.36,103.5,103.5,Fremont,On-Air,RGARC,"E-power (Bat), Remote Base",CCARC,yes,,,,,"Wide area. 
   Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,90.2,S,yes,927.7,902.7,D114,D114,Fremont,On-Air,Royal Gorge ARC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,90.2,S,yes,447.25,442.25,100,100,Fremont,On-Air,,,CCARC,yes,,,,7301,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",K0JSC dot Com,363976,28368,,,,,,,,Full-time to the  The Fun Machine System .,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,DM78ik,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,90.2,S,yes,446.7375,441.7375,,,Fremont,On-Air,,IPSC Link to the Colorado network on Talk Slot 2.,CCARC,yes,,,,,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",http://www.k0jsc.com,,,,,,,Rocky Mountain Ham Radio,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,Full-time to the  Colorado TRBO System .,,yes,7,,DM78ii,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,yes,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,90.2,S,yes,145.49,144.89,103.5,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,E-power (Bat),CCARC,yes,,,,,,Royal Gorge Amateur Radio Club,,,,,,,Colorado ARES Region 5 District 1,,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,91.4,S,yes,447.975,442.975,100,100,Fremont,On-Air,K0JSC,Autopatch.,CCARC,yes,,,,7301,"Canon City area. 
   Repeater Coverage Map",http://www.k0jsc.com,363976,28368,,,,,,,,Full-time to the  The Fun Machine System .,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,91.4,N,yes,449.9375,444.9375,,,Laramie,On-Air,,,WRCG,yes,,,,,,https://www.rmham.org/wordpress/,,,,,,,,,,Full-time to the  Rocky Mountain Ham System .,,yes,7,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,92.3,SE,yes,449.9,444.9,107.2,,Lincoln,On-Air,,,CCARC,yes,,,,,,,,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,93.5,SE,yes,447,442,103.5,,Lincoln,On-Air,Delbert Noakes (KC0VJD),APRS repeater &amp; I-Gate / Weather station,,yes,,,,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,30534,,,,,,DM89gb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,95.9,SSE,yes,146.79,146.19,88.5,CSQ,Pueblo,On-Air,Pueblo HC,E-power.,CCARC,yes,,,,,Wide area.,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,95.9,SSE,yes,447.95,442.95,88.5,,Pueblo,On-Air,Pueblo Ham Club,E-power.,CCARC,yes,,,,,Wide area.,Pueblo Ham Club,,,,,,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,95.9,SSE,yes,224.26,222.66,88.5,CSQ,Pueblo,Off-Air,Pueblo Ham Club,E-power.,CCARC,yes,,,,,Wide area.,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,96,SW,yes,146.745,146.145,100,,Chaffee,Off-Air,CLARA,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,96.1,N,yes,146.775,146.175,114.8,,Laramie,On-Air,Shy-Wy Amateur Radio Club,"E-power, WX.",WRCG,yes,,,,,,,,,,,,,,,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .","Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,96.7,NW,yes,145.16,144.56,88.5,123,Jackson,On-Air,Colorado Connection,8,CCARC,yes,,,,,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",,,,,,,,,Part of the Colorado Connection system of repeaters.,,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,97.2,N,yes,449.9,444.9,100,100,Laramie,On-Air,N7JJY,,,yes,,,,,From 5 miles to 25 miles,,,,,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,97.2,N,yes,145.235,144.635,114.8,,Laramie,On-Air,N7GT,,WRCG,yes,,,,,Local: Cheyenne.,,,,,,,,,25,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,97.2,N,yes,147.105,147.705,114.8,91.5,Laramie,On-Air,ShyWyArc,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,98.1,N,yes,448.95,443.95,151.4,151.4,Laramie,On-Air,,,WRCG,yes,,,,,Local,,,,,,,,,Brandmiester and analog.,,,,yes,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,98.4,N,yes,448.15,443.15,100,,Laramie,Off-Air,KB7SWR,,WRCG,yes,,,,,,,,,,,,,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,98.5,E,yes,145.4,144.8,88.5,123,Washington,On-Air,Colorado Connection,,CCARC,yes,,,,,Northeastern plains of Colorado.,,,,,,,,,Part of the Colorado Connection system of repeaters,,Full-time to the  Colorado Connection System .,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,98.5,E,yes,448.175,443.175,,,Morgan,On-Air,W0FT,,CCARC,yes,,,,,,http://www.rmham.org/,,,,,,,Rocky Mountain Ham Radio,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,99.2,SSW,yes,446.8125,441.8125,,,Chaffee,On-Air,RMHAM,,,yes,,,,,,,,,,,,,,,,,,yes,0,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,99.2,SSW,yes,446.975,441.975,,,Chaffee,On-Air,Crestone Amateur Radio Emergency Services,,CCARC,yes,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,KD0QPG,,,,,,,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,100.2,S,yes,448.975,443.975,100,100,Pueblo,On-Air,,,CCARC,yes,,,,7301,,http://www.k0jsc.com,363976,28368,,,,,,Off air.  Will return to service,,Full-time to the  The Fun Machine System .,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,100.9,SSE,yes,147,147.6,,,Pueblo,On-Air,Carl Higbee,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
