Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,AllStar,Last update,Sponsor,Features,Links,Coordination,Affiliate,EchoLink,IRLP,Web links,Notes,Grid,Nets,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Feed,Location Photo,YSF Digital Enabled,DG-ID,Mixed-Mode,On-air,Worldwide,North America,Local/Cluster,Denver Regional,Commands,P25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Northern Colorado,English,Europe,TAC 310,DCI Bridge,Southwest USA,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Texas,COMM 1,Texas/Oklahoma Regional USA
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,111.9,SSW,yes,444.775,449.775,,,Los Alamos,On-Air,Los Alamos and surrounding areas,,yes,WD9CMS,E-power.,,NMFCC,,,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,112.4,SSW,yes,442.925,447.925,,,Los Alamos,On-Air,,,yes,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,112.4,SSW,yes,927.9,902.9,,,Los Alamos,On-Air,Los Alamos and surrounding areas,,yes,,,,NMFCC,,,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,112.4,SSW,yes,144.265,144.265,203.5,,Los Alamos,On-Air,,,yes,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,112.5,SSW,yes,442.25,447.225,,,Los Alamos,Off-Air,,,yes,,,,NMFCC,,,,,TS1 only. Rocky Mountain Ham Radio,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,112.7,W,yes,147.135,147.735,100,100,La Plata,On-Air,,,yes,,,,CCARC,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,113.2,SSW,yes,145.19,144.59,,,Los Alamos,On-Air,Wide Area,,yes,SFARC,,,NMFCC,,,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,,,,yes,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,113.2,SSW,yes,223.94,222.34,CSQ,CSQ,Los Alamos,On-Air,,,yes,,E-power.,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,114.1,SSW,yes,147.24,147.84,67,,Sandoval,On-Air,Wide area.,,yes,,9,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,114.2,NNE,yes,145.415,144.815,179.9,,Teller,,,,yes,MARC,"Closed autopatch, e-power.",,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,114.2,NNE,yes,146.82,146.22,107.2,,Teller,On-Air,,,yes,Mountain ARC,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",CCARC,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,114.2,NNE,yes,449.325,444.325,103.5,103.5,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",27976,yes,KA4EPS,E-power. Allstar Node 27976,,CCARC,Amateur Radio Motorcycle Club,,,,Node # 27976,,"Sunday 1500 MST
Tuesday 1730 MST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,114.2,NNE,yes,449.025,444.025,141.3,,Teller,,,,yes,Mountain Amateur Radio Club (MARC),Linked.,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,114.2,NNE,yes,927.9,902.9,D205,D205,Teller,On-Air,,,yes,MARC,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,114.2,NNE,yes,448.65,443.65,107.2,,Teller,On-Air,,,yes,Mountain ARC (MARC),E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",CCARC,MARC,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,114.2,NNE,yes,447.675,442.675,179.9,179.9,Teller,On-Air,,,yes,Mountain Amateur Radio Club (MARC),E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,114.7,NNE,yes,224.72,223.12,103.5,103.5,El Paso,On-Air,Local,,yes,w0mog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,114.7,WSW,yes,147.06,147.66,100,,San Juan,On-Air,,,yes,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,115.8,SSE,yes,145.37,144.77,141.3,,Mora,Off-Air,,,yes,NMEMA ARC,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,115.8,SSE,yes,147.2,147.8,67,,Mora,On-Air,,,yes,,8,Full-time to the  Mega-Link System .,,,,,http://nm5ml.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,116.5,S,yes,442.825,447.825,131.8,,Santa Fe,On-Air,,,yes,Santa Fe ARC,Autopatch.,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,116.5,S,yes,147.02,147.62,141.3,,Santa Fe,On-Air,,,yes,NMEMA ARC,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,116.5,S,yes,146.82,146.22,162.2,,Santa Fe,On-Air,Wide area.,,yes,Santa Fe ARC,"Autopatch, e-power.","Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",NMFCC,,,,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,116.7,SSW,yes,145.175,144.575,141.3,,Sandoval,Off-Air,,,yes,NMEMA ARC,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,117,WNW,yes,447.2,442.2,107.2,107.2,Montrose,On-Air,Delta/Montrose,,yes,,9,Full-time to the  GMRA Open System .,CCARC,Grand Mesa Repeater Assoc,,3710,GMRA Repeaters,Closed IRLP out - Ask for a control op,,RACES Net Wed at 1930 Hrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,117,WNW,yes,448.65,443.65,,151.4,Montrose,On-Air,Wide area.,,yes,KB0YNA,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,117.6,W,yes,146.67,146.07,100,,La Plata,On-Air,Wide area.,,yes,Durango ARC,11,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",CCARC,,,,DARC Repeaters,Linked active in the summer months only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,118.6,SSW,yes,145.41,144.81,100,,Santa Fe,Off-Air,,,yes,W5HO,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,118.9,S,yes,147.26,147.86,67,,San Miguel,On-Air,Wide area.,,yes,,11,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,119,W,yes,145.37,144.77,100,100,La Plata,On-Air,,,yes,,E-power.,,CCARC,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,119,S,yes,147.3,147.9,162.2,,San Miguel,On-Air,Wide area.,,yes,Santa Fe ARC,"E-power, linked.",,NMFCC,,,,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,119.7,SSE,yes,444.4,449.4,100,,Mora,Off-Air,,,yes,Mora ARC,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,120.1,WSW,yes,1292.3,1272.3,,,San Juan,On-Air,,,yes,San Juan County,,,NMFCC,,,,,,,,,,,,,,yes,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,120.4,WNW,yes,449.7,444.7,107.2,107.2,San Miguel,On-Air,Wide Area via links - Western Colorado - Eastern Utah,,yes,Grand Mesa Repeater Association ( GMRA ),E-power.,Full-time to the  GMRA Open System .,CCARC,,,3710,,Closed IRLP out - Ask for a control Op,,RACES: Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,120.8,N,yes,447.125,442.125,103.5,103.5,Park,On-Air,"Covers Fairplay, Alma, and western South Park.",,yes,KC0UFO,Emergency automatic generator.,,CCARC,"Park County Radio Club, AB0PC",,,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",DM69wf,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,122.1,NNE,yes,447.2,442.2,,,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",,yes,GGARC,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,122.2,WSW,yes,147.28,147.88,67,,San Juan,On-Air,Wide area.,,yes,,6,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,122.4,SE,yes,147.175,147.775,141.3,,Union,On-Air,,,yes,NMEMA ARC,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,122.4,SE,yes,444.8,449.8,77,,Union,Off-Air,Wide area.,,yes,Sierra Grande Repeater Club,E-power.,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,122.4,WSW,yes,147.1,147.7,100,,San Juan,On-Air,,,yes,San Juan connection,,Full-time to the  San Juan Connection System .,NMFCC,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,122.4,SE,yes,146.85,146.25,100,,Union,Off-Air,Wide area.,,yes,Sierra Grande RC,E-power.,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,122.4,NNE,yes,446.875,441.875,,,Douglas,On-Air,,,yes,W0VG,,Full-time to the  Colorado TRBO System .,CCARC,RMHAM,,,http://www.rmham.org,,,,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,2,,,,,RMHAM,2,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,123.2,S,yes,145.21,144.61,,,Santa Fe,On-Air,Local Santa Fe,,yes,W5SF,,,,Santa Fe Amateur Radio Club,,,,Soon to move to a better location.,,,,,,,,,yes,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,123.2,S,yes,145.19,144.59,162.2,,Bernalillo,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,123.2,S,yes,444.575,449.575,,,Santa Fe,On-Air,Local Santa Fe,,yes,W5SF,,,,Santa Fe Amateur Radio CLub,,,,Soon to move to a better location,,,,,,,,,yes,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,124.5,NNE,yes,447.725,442.725,100,100,El Paso,On-Air,Local.,,yes,K0NR,30,,CCARC,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,125.1,WSW,yes,146.74,146.14,100,,San Juan,On-Air,,,yes,Totah ARC,"Closed autopatch, e-power.",,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,125.1,S,yes,147.2,147.8,162.2,,Santa Fe,On-Air,,,yes,Santa Fe ARC,E-power. Full time link to Tesuque Peak.,,NMFCC,,,,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,125.1,WSW,yes,447.45,442.45,107.2,,San Juan,On-Air,,,yes,KB5ITS,"E-power, remote base.",,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,125.2,N,yes,147.24,147.84,156.7,156.7,Lake,Off-Air,,,yes,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,125.2,WSW,yes,442.25,447.25,,,San Juan,On-Air,,,yes,,,,NMFCC,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,1,1,,,,,,,AZ-TrboNet,,1,2,2,2,2,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,125.2,N,yes,445.05,440.05,,,Lake,On-Air,,,yes,K2AD,,,CCARC,Rocky Mountain Ham Radio,,,http://www.rmham.org/,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,2,,,,,RMHAM,2,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,125.2,WSW,yes,146.88,146.28,100,,San Juan,On-Air,,,yes,,,Full-time to the  San Juan Connection System .,NMFCC,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,125.3,W,yes,442.375,447.375,100,,Montezuma,On-Air,,,yes,San Juan Connection,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,125.8,S,yes,449.275,444.275,146.2,,Santa Fe,On-Air,,,yes,Fred Homuth,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,126,WSW,yes,1291.1,1271.1,,,Bernalillo,On-Air,,,yes,San Juan County,DV only,,NMFCC,,,,,,,,,,,,,,yes,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,126,S,yes,447.775,442.775,100,,Santa Fe,On-Air,Santa Fe,,yes,,,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,126,NNE,yes,145.19,144.59,131.8,131.8,Douglas,On-Air,Wide area coverage at 8300,,yes,N0OBA Owner,,,,,10079,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,126.1,WSW,yes,145.115,144.515,,,San Juan,On-Air,,,yes,,,,,,,,,,,,,,,,,,yes,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,126.2,NNE,yes,449.975,444.975,100,100,Douglas,On-Air,,,yes,K0JSC,Simulcast and Voted with Cedarwood and Methodist.,Full-time to the  The Fun Machine System .,CCARC,The Fun Machine,,,The Fun Machine,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,126.3,NNE,yes,448.425,443.425,107.2,107.2,Douglas,On-Air,Wide area,,yes,Colorado Repeater Association (CRA),,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,ARESDEC,,,http://www.w0cra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,126.3,NNE,yes,147.225,147.825,107.2,107.2,Douglas,On-Air,Wide area,,yes,Colorado Repeater Association (CRA),Closed autopatch,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",CCARC,CRA VHF Link System,347086,3990,Colorado Repeater Association,,,"CRA Net, Sunday 9AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,126.4,N,yes,145.445,144.845,88.5,,Lake,On-Air,,,yes,Colorado Connection,E-power (solar).,Full-time to the  Colorado Connection System .,CCARC,,,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,126.7,SW,yes,145.49,144.89,100,,Rio Arriba,On-Air,,,yes,Totah ARC,Closed autopatch.,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,127.7,WSW,yes,146.92,146.32,100,,San Juan,On-Air,,,yes,San Juan County OEM,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,127.8,WSW,yes,448.65,443.65,127.3,,San Juan,On-Air,,,yes,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,128.5,NNE,yes,447.625,442.625,100,100,El Paso,On-Air,,28299,yes,KD0MDP,Linked.,Full-time to the  The Fun Machine System .,,The Fun Machine,363976,7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,128.9,NNW,yes,447.05,442.05,136.5,136.5,Pitkin,On-Air,Aspen-Snowmass areas.,,yes,Roaring Fork Amateur Repeater Cooperative,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,129.6,WNW,yes,146.79,146.19,107.2,107.2,Montrose,On-Air,,,yes,KC0UXX,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,129.6,WNW,yes,146.91,146.31,107.2,107.2,Montrose,On-Air,,,yes,,E-Power,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,130,S,yes,146.84,146.24,107.2,,Santa Fe,,,,yes,N9PGQ,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,130,S,yes,53.2,52.2,107.2,,Santa Fe,Off-Air,,,yes,N9PGQ,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,130,S,yes,442.125,447.125,107.2,,Santa Fe,,,,yes,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,130.6,NNE,yes,447.525,442.525,146.2,146.2,Douglas,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,yes,EmComm Colorado,,,CCARC,Colorado ARES,,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
