Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Northern Colorado,County,Op Status,Affiliate,Features,Links,Notes,Web links,Coordination,Last update,Downlink Tone,Coverage,Sponsor,Nets,Grid,EchoLink,YSF Digital Enabled,DG-ID,Mixed-Mode,IRLP,D-STAR Enabled,Node,Sources,AllStar,Feed,Commands,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Denver Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,English,On-air,Local Network,Southern Colorado,Wyoming,WyLOCAL,Location Photo
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,89.4,WSW,yes,446.7875,441.7875,,yes,1,,,,,Jefferson,On-Air,Brandmeister Network,,,,http://www.w0tx.org/,CCARC,yes,,,Denver Radio Club,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,89.4,WSW,yes,146.985,146.385,100,,,,,,,Denver,On-Air,,E-power.,,,,CCARC,yes,100,,El Jebel RADOPS,RADOPS: Sun at 19:00.,,,,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,89.4,WSW,yes,145.28,144.68,100,,,,,,,Jefferson,On-Air,,"Closed autopatch, e-power, linked.","Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .","PL is usually off, allowing use by older transceivers.",Intermountain Repeater Group,CCARC,yes,,Wide area.,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,89.4,WSW,yes,449.525,444.525,CSQ,,,,,,,Jefferson,On-Air,,E-power.,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,Intermountain Repeater Group,CCARC,yes,,,KE0SJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,89.4,WSW,yes,146.64,146.04,100,,,,,,,Jefferson,On-Air,,E-power.,,8,DRL Repeaters,CCARC,yes,,"Wide area. 
   Repeater Coverage Map",Denver Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,89.4,WSW,yes,927.8375,902.025,,,,,,,,Jefferson,On-Air,,,,The offset is -25.8125,,CCARC,yes,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,,,,,,,,,45770,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,89.6,WSW,yes,449.225,444.225,141.3,,,,,,,Gilpin,On-Air,,Emergency Power,,"Emcomm Affiliated, Open repeater",,CCARC,yes,141.3,Wide area.,Rocky Mountain Ham Radio (RMHR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,89.6,WSW,yes,145.31,144.71,88.5,,,,,,,Gilpin,On-Air,,10,Full-time to the  Colorado Connection System .,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,CCARC,yes,123,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Colorado Connection,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,91,WSW,yes,145.34,144.74,103.5,,,,,,,Jefferson,On-Air,,E-power.,,,Repeater,CCARC,yes,127.3,Wide area.,Rocky Mtn Radio League,,,,,,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,91,WSW,yes,145.175,144.575,D073,yes,1,,,,,Clear Creek,Off-Air,,,,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,Rocky Mountain Ham Radio,CCARC,yes,D073,,Rocky Mountain Ham Radio,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,91.1,W,yes,449.8,444.8,123,,,,,,,Larimer,On-Air,,E-Power,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,CCARC,yes,,,Estes Valley ARC,ARES D-10: Thu at 19:00.,,625757,,,,7268,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,91.1,SE,yes,146.895,146.295,103.5,,,,,,,Kit Carson,On-Air,,,,,,CCARC,yes,,,Big Sandy ARC,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,91.7,SW,yes,447.5,442.5,88.5,,,,,,,Jefferson,On-Air,,E-power.,,,,CCARC,yes,88.5,Wide area.,Aurora Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,92.8,WSW,yes,224.6,223,100,,,,,,,Gilpin,,,,,,,CCARC,yes,,,W0RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,93.8,SSW,yes,447.625,442.625,100,,,,,,,El Paso,On-Air,The Fun Machine,Linked.,Full-time to the  The Fun Machine System .,,,,yes,100,,KD0MDP,,,363976,,,,7301,,,,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,94.3,WSW,yes,447.85,442.85,141.3,,,,,,,Clear Creek,On-Air,Rocky Mountain Ham Radio,AllStar node repeater providing wide area coverage along the Front Range,,,,CCARC,yes,141.3,Wide area at 9500',AC0KQ,,,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,94.4,WSW,yes,447.15,442.15,107.2,,,,,,,Jefferson,Off-Air,,"Closed autopatch, e-power.",,,,CCARC,yes,107.2,Wide area: Denver.,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,94.4,WSW,yes,224.98,223.38,107.2,,,,,,,Jefferson,Off-Air,,"Closed autopatch, e-power.","Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,CCARC,yes,107.2,Wide area. Denver.,Colorado Repeater Association,,,347086,,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,94.4,WSW,yes,1287.9,1267.9,CSQ,,,,,,,Jefferson,Off-Air,,,,,,CCARC,yes,,Fort Collins to Colorado Springs.,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,96.8,WSW,yes,147.12,147.72,88.5,,,,,,,Jefferson,On-Air,,E-power.,,,http://www.n0ara.org,CCARC,yes,88.5,Denver metro and east.,Aurora Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,96.8,S,yes,449.9,444.9,107.2,,,,,,,Lincoln,On-Air,BSAR,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,96.9,WSW,yes,53.05,51.35,107.2,,,,,,,Jefferson,Off-Air,,10,,,,CCARC,yes,107.2,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,97.1,NW,yes,448.15,443.15,100,,,,,,,Laramie,Off-Air,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,WRCG,yes,,,KB7SWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,97.3,WSW,yes,449.05,444.05,107.2,,,,,,,Denver,On-Air,,E-power.,,,,CCARC,yes,107.2,Wide area.,WG0N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,97.5,WSW,yes,449,444,136.5,,,,,,,Clear Creek,On-Air,,,,,,CCARC,yes,136.5,,CARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,97.5,SW,yes,446.925,441.925,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Douglas,On-Air,,,Full-time to the  Colorado TRBO System .,See the website for programming info.,Rocky Mountain Ham Radio,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,97.5,SW,yes,447.525,442.525,146.2,,,,,,,Douglas,On-Air,Colorado ARES,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,CCARC,yes,146.2,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,97.6,SW,yes,145.19,144.59,131.8,,,,,,,Douglas,On-Air,,,,,,,yes,131.8,Wide area coverage at 8300,N0OBA Owner,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,97.7,WSW,yes,147.3,147.9,103.5,,,,,,,Clear Creek,On-Air,,,,,,CCARC,yes,103.5,Wide area.,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,97.8,WSW,yes,448.675,443.675,100,,,,,,,Denver,On-Air,,,,,,CCARC,yes,100,Wide area.,W0CFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,97.9,WSW,yes,145.49,144.89,100,,,,,,,Jefferson,On-Air,,E-power.,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,DRC Repeaters,CCARC,yes,100,,"KB0VIU,  Denver Radio Club",DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,97.9,WSW,yes,448.225,443.225,141.3,,,,,,,Clear Creek,On-Air,,E-power(gen).,,,,CCARC,yes,141.3,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,97.9,WSW,yes,449.45,444.45,103.5,,,,,,,Clear Creek,On-Air,,11,,,Repeater,CCARC,yes,127.3,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,97.9,WSW,yes,447.575,442.575,107.2,,,,,,,Clear Creek,On-Air,,,,,http://www.w0cra.org,CCARC,yes,107.2,Wide area: Denver metro.,Colorado Repeater Association (CRA),,,347088,,,,3291,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,97.9,WSW,yes,446.9375,441.9375,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,Clear Creek,On-Air,,,Full-time to the  Colorado TRBO System .,See the website for programming information.,Rocky Mountain Ham Radio,CCARC,yes,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,RMHAM,,,,,,,2,,,,,,,,,,2,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,97.9,WSW,yes,146.67,146.07,100,,,,,,,Clear Creek,On-Air,,11,,,,CCARC,yes,100,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,97.9,WSW,yes,449.35,444.35,100,,,,,,,Clear Creek,On-Air,,11,,,DRC Repeaters,CCARC,yes,100,Wide area.,Denver Radio Club,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,97.9,WSW,yes,145.145,144.545,107.2,,,,,,,Clear Creek,On-Air,,E-power.,,,http://www.w0cra.org/info/squaw.html#145145,CCARC,yes,107.2,Wide area. Denver metro.,Colorado Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,97.9,WSW,yes,146.94,146.34,103.5,,,,,,,Clear Creek,On-Air,,11,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,Repeater,CCARC,yes,103.5,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,Listen Live,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,98.3,SW,yes,447.725,442.725,100,,,,,,,El Paso,On-Air,,30,,,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,yes,100,Local.,K0NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,99.1,SW,yes,449.975,444.975,100,,,,,,,Douglas,On-Air,The Fun Machine,Simulcast and Voted with Cedarwood and Methodist.,Full-time to the  The Fun Machine System .,"Can be linked to Allstar, Echolink and others by a Sysop",The Fun Machine,CCARC,yes,100,,K0JSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,99.1,SW,yes,147.225,147.825,107.2,,,,,,,Douglas,On-Air,CRA VHF Link System,Closed autopatch,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,Colorado Repeater Association,CCARC,yes,107.2,Wide area,Colorado Repeater Association (CRA),"CRA Net, Sunday 9AM",,347086,,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,99.1,SW,yes,448.425,443.425,107.2,,,,,,,Douglas,On-Air,ARESDEC,,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,http://www.w0cra.org,,yes,107.2,Wide area,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,100.4,N,yes,444.125,449.125,114.8,,,,,,,Scotts Bluff,On-Air,,Linked to Albin (147.165) and Cheyenne (146.775),,,,,yes,,Wide area,SBCEMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,100.7,SSW,yes,447.2,442.2,,,,,,,,El Paso,Testing,Garden of the Gods Amateur Radio Club,,,,,,yes,,"Falcon, Black Forest, Peyton Areas",GGARC,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,104.9,SW,yes,446.875,441.875,,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,Douglas,On-Air,RMHAM,,Full-time to the  Colorado TRBO System .,,http://www.rmham.org,CCARC,yes,,,W0VG,,,,,,,,,,,,,,,,,,,RMHAM,,,,,,,2,,,,,,,,,,2,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,106.2,WSW,yes,146.895,146.295,100,,,,,,,Park,On-Air,,25,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,Park County Radio Club (PCRC),CCARC,yes,100,285,AB0RR,Wed at 19:30.,,,,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,106.8,WSW,yes,147.285,147.885,88.5,,,,,,,Grand,On-Air,,,Full-time to the  Colorado Connection System .,,,CCARC,yes,123,,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,107.4,SSW,yes,224.72,223.12,103.5,,,,,,,El Paso,On-Air,,,,,,,yes,103.5,Local,w0mog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,107.5,W,yes,447.45,442.45,103.5,,,,,,,Grand,On-Air,,,,,,CCARC,yes,,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,109.6,SW,yes,447.675,442.675,179.9,,,,,,,Teller,On-Air,,E-power.,,,,CCARC,yes,179.9,,Mountain Amateur Radio Club (MARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,109.6,SW,yes,449.025,444.025,141.3,,,,,,,Teller,,,Linked.,,,,CCARC,yes,,,Mountain Amateur Radio Club (MARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,109.6,SW,yes,146.82,146.22,107.2,,,,,,,Teller,On-Air,,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,CCARC,yes,,,Mountain ARC,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,109.6,SW,yes,449.325,444.325,103.5,,,,,,,Teller,On-Air,Amateur Radio Motorcycle Club,E-power. Allstar Node 27976,,Node # 27976,,CCARC,yes,103.5,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",KA4EPS,"Sunday 1500 MST
Tuesday 1730 MST",,,,,,,,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,109.6,SW,yes,448.65,443.65,107.2,,,,,,,Teller,On-Air,MARC,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,CCARC,yes,,,Mountain ARC (MARC),MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,109.6,SW,yes,145.415,144.815,179.9,,,,,,,Teller,,,"Closed autopatch, e-power.",,,,CCARC,yes,,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,109.6,SW,yes,927.9,902.9,D205,,,,,,,Teller,On-Air,,,,,,CCARC,yes,D205,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,110.6,NW,yes,447.225,442.225,,yes,11,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Albany,On-Air,Wyoming DMR Project,,,,,WRCG,yes,,Wide area.,Laramie County EM,,,,,,,,,,,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,1,2,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,111.1,SSW,yes,147.135,147.735,100,,,,,,,El Paso,On-Air,,6,,,,CCARC,yes,,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,111.7,SSW,yes,147.39,147.99,103.5,,,,,,,El Paso,On-Air,,,,,,CCARC,yes,,,W0MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,111.7,SSW,yes,146.91,146.31,151.4,,,,,,,El Paso,On-Air,,E-power.,,,,CCARC,yes,151.4,,GGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,111.7,SSW,yes,147.27,147.87,,,,,,,,El Paso,On-Air,,E-power.,,,,,yes,,,TRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,111.7,SSW,yes,146.85,146.25,103.5,,,,,,,El Paso,On-Air,,,,,,CCARC,yes,,,W0RSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,112,SSW,yes,449.575,444.575,,,,,,,,El Paso,On-Air,,,,,,CCARC,yes,,,RMHARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,112,SSW,yes,447.55,442.55,123,,,,,,,El Paso,On-Air,,,,,,CCARC,yes,,,WA6IFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,112,SSW,yes,447.025,442.025,123,,,,,,,El Paso,Off-Air,,"Closed autopatch, e-power, linked, remote base.",,,,CCARC,yes,,,Colorado Springs ARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,112,SSW,yes,448.6,443.6,114.8,,,,,,,El Paso,,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,CCARC,yes,,,W0MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,112,SSW,yes,447.35,442.35,151.4,,,,,,,El Paso,On-Air,,E-power.,,,,CCARC,yes,,,GGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
