Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,Web links,Coverage,Affiliate,Links,Notes,Location Photo,EchoLink,IRLP,AllStar,Nets,Feed,Grid,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Mixed-Mode,YSF Digital Enabled,DG-ID,Worldwide,North America,Local/Cluster,On-air,Commands,Denver Regional,Talkgroup Network,Northern Colorado,WIRES-X,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,English,TAC 310,N. Colorado,Europe,DCI Bridge,Southwest USA,Worldwide English,Mountain Reg USA,Texas,COMM 1,Texas/Oklahoma Regional USA
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,111.9,N,yes,449.525,444.525,CSQ,,Jefferson,On-Air,KE0SJ,E-power.,CCARC,yes,Intermountain Repeater Group,,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,112.4,NNW,yes,146.61,146.01,107.2,,Eagle,On-Air,ECHO,11,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,112.8,N,yes,927.7875,902.7875,156.7,,Jefferson,On-Air,N0PYY,,,yes,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,112.8,N,yes,446.7875,441.7875,,,Jefferson,On-Air,Denver Radio Club,,CCARC,yes,http://www.w0tx.org/,,Brandmeister Network,,,,,,,,,,yes,1,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,112.8,N,yes,448.125,443.125,107.2,,Jefferson,On-Air,Denver PD EEB,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,112.8,N,yes,448.975,443.975,123,,Jefferson,On-Air,FRG,Linkable VHF/UHF Remote Base,CCARC,yes,,Wide area.,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,112.8,N,yes,927.8375,902.025,,,Jefferson,On-Air,,,CCARC,yes,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,The offset is -25.8125,,,,45770,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,113.1,N,yes,147.21,147.81,100,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,,yes,http://www.dwarc.com,,,,,,,3241,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,113.2,N,yes,448.35,443.35,,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),,CCARC,yes,http://www.DWARC.com,Denver Metro and surrounding,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,113.5,NNE,yes,449.15,444.15,,,Arapahoe,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,113.7,N,yes,449.75,444.75,103.5,103.5,Jefferson,On-Air,Rocky Mtn Radio League,8,CCARC,yes,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,113.7,N,yes,145.22,144.62,103.5,103.5,Jefferson,On-Air,Rocky Mtn Radio League,8,CCARC,yes,Repeater,Wide area.,,,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,113.7,NNE,yes,449.65,444.65,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,113.7,NNE,yes,447.9,442.9,CSQ,,Denver,Off-Air,WB0TPT,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,113.7,N,yes,147.15,147.75,100,100,Jefferson,On-Air,Aurora Repeater Assoc (ARA),e-power,CCARC,yes,ARA Repeaters,"Denver metro, central front range",,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,113.7,N,yes,224.74,223.14,88.5,88.5,Jefferson,On-Air,Aurora Repeater Assoc,e-power,CCARC,yes,ARA Repeaters,,,,,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,113.7,N,yes,224,222.4,103.5,103.5,Jefferson,On-Air,Rocky Mountain Radio League,8,CCARC,yes,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,113.7,NNE,yes,449.675,444.675,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,,,,,,,7708,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,113.7,NNE,yes,447.925,442.925,100,100,Denver,On-Air,RADOPS El Jebel Shriners,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,113.7,N,yes,448.85,443.85,88.5,88.5,Jefferson,On-Air,Aurora Repeater Assoc,e-power.,CCARC,yes,ARA Repeaters,"Denver metro, central front range",,,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,113.8,NNE,yes,146.715,146.115,123,123,Denver,On-Air,EARS,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,113.8,NNE,yes,448.075,443.075,123,,Denver,On-Air,W0IG,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,113.8,NNE,yes,448.55,443.55,82.5,,Denver,Off-Air,HPRA,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,113.8,NNE,yes,145.475,144.875,100,,Jefferson,On-Air,Intermountain Repeater Group,E-power.,CCARC,yes,Intermountain Repeater Group,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,114.8,N,yes,446.975,441.975,,,Jefferson,On-Air,W0DMR,,,yes,http://www.w0dmr.org/,Denver Metro Area,,,,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,yes,0,,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,114.9,NNW,yes,224.8,223.2,,,Eagle,Off-Air,ECHO,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,114.9,NNW,yes,449.9,444.9,107.2,107.2,Eagle,Off-Air,ECHO,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,114.9,NNE,yes,447.175,442.175,100,100,Denver,On-Air,W0JRL,,CCARC,yes,,,,,,,201712,,29997,,,,,,,,,,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,115.3,NNE,yes,448.275,443.275,156.7,,Arapahoe,On-Air,W0BG,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,115.3,NNE,yes,448.4,443.4,94.8,,Arapahoe,On-Air,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,115.3,NNE,yes,448.5,443.5,100,,Denver,On-Air,Castle Rock Repeater Group,E-power.,CCARC,yes,,Greater Denver area.,,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,115.3,NNE,yes,448.825,443.825,,,Arapahoe,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,30584,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,116.3,NNW,yes,445.075,440.075,,,Eagle,On-Air,K2AD,,CCARC,yes,http://www.rmham.org/,,Rocky Mountain Ham Radio,,,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,116.3,SSE,yes,145.21,144.61,110.9,110.9,Colfax,On-Air,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,NMFCC,yes,,,,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,117.8,NNW,yes,147.345,147.945,88.5,123,Eagle,On-Air,Colorado Connection,9,CCARC,yes,,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,,Full-time to the  Colorado Connection System .,,,,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,118.1,SW,yes,145.43,144.83,136.5,,Rio Arriba,On-Air,SJC EMCOMM,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,119.8,N,yes,449.3,444.3,100,,Adams,On-Air,N1UPS,,CCARC,yes,,,,,,,43699,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,120.2,W,yes,147.375,147.975,156.7,,San Juan,On-Air,,13,CCARC,yes,http://www.sjcham.com,Wide area.,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,120.2,W,yes,147.27,147.87,127.3,,Ouray,On-Air,,,CCARC,yes,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,121.1,W,yes,447.2,442.2,107.2,107.2,Montrose,On-Air,,9,CCARC,yes,GMRA Repeaters,Delta/Montrose,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,Closed IRLP out - Ask for a control op,,,3710,,RACES Net Wed at 1930 Hrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,121.1,N,yes,145.31,144.71,88.5,123,Gilpin,On-Air,Colorado Connection,10,CCARC,yes,,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",,Full-time to the  Colorado Connection System .,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,121.1,W,yes,448.65,443.65,,151.4,Montrose,On-Air,KB0YNA,,,yes,,Wide area.,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,121.1,N,yes,449.225,444.225,141.3,141.3,Gilpin,On-Air,Rocky Mountain Ham Radio (RMHR),Emergency Power,CCARC,yes,,Wide area.,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,121.1,NNE,yes,448.15,443.15,141.3,141.3,Denver,On-Air,K0GUR,E-power (batt).  2 meter and 70cm channel steerable remote bases.,CCARC,yes,k0jsc.com,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",,Full-time to the  The Fun Machine System .,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,,24340,,29436,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",Listen Live,DM79pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,121.8,W,yes,444,449,67,,San Juan,On-Air,,,,yes,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,121.8,W,yes,447.525,442.525,127.3,,San Juan,On-Air,KB5ITS,E-power.,CCARC,yes,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,121.8,W,yes,145.325,144.725,127.3,,San Juan,On-Air,,Solar powered,CCARC,yes,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,122.1,N,yes,147.285,147.885,88.5,123,Grand,On-Air,Colorado Connection,,CCARC,yes,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,123.2,N,yes,224.6,223,100,,Gilpin,,W0RM,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,123.4,S,yes,147.34,147.94,100,,Colfax,On-Air,Taos ARC,E-power.,NMFCC,yes,Taos Amateur Radio Club,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,123.7,NNE,yes,147.045,147.645,123,CSQ,Adams,On-Air,Northglenn RA,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,123.8,NE,yes,449.25,444.25,123,123,Elbert,On-Air,K0UPS Club c/o N1UPS,Full duplex node.,CCARC,yes,,"I-70 Limon, Co area.",,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,3349,3349,,,,,,,,,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,124.6,E,yes,447,442,103.5,,Lincoln,On-Air,Delbert Noakes (KC0VJD),APRS repeater &amp; I-Gate / Weather station,,yes,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,,,,,,DM89gb,,,,,,,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,,,,,30534,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,125.1,N,yes,448.925,443.925,131.8,,Boulder,On-Air,W0LMA,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,125.1,N,yes,449.825,444.825,103.5,,Boulder,On-Air,Rocky Mountain Radio League,6,CCARC,yes,Repeater,Along the foothills and into Boulder where the 94 repeater is shadowed.,,,,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,125.1,NW,yes,447.15,442.15,136.5,,Garfield,On-Air,,,,yes,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,125.6,WNW,yes,147.33,147.93,107.2,,Delta,On-Air,North Fork Repeater Assoc.,,CCARC,yes,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,126.5,N,yes,447.45,442.45,103.5,,Grand,On-Air,W0IG,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,127.7,N,yes,146.7,146.1,100,,Boulder,On-Air,Boulder Co ARC,6,CCARC,yes,BARC Repeaters,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,127.8,N,yes,146.61,146.01,100,,Boulder,Off-Air,Boulder Amateur Radio Club,,CCARC,yes,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,127.8,N,yes,448.9,443.9,100,,Boulder,On-Air,Boulder ARC,6,CCARC,yes,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,130.3,N,yes,449.4,444.4,91.5,,Boulder,Off-Air,BARC,2,CCARC,yes,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,130.3,N,yes,446.8,441.8,,,Boulder,On-Air,Rocky Mountain Ham Radio,,CCARC,yes,Rocky Mountain Ham Radio,Wide area.,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,130.3,N,yes,446.8625,441.8625,,,Boulder,On-Air,Boulder County ARES,,CCARC,yes,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,130.3,N,yes,1299.5,1279.5,,,Boulder,On-Air,Boulder County ARES,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,130.3,N,yes,449.55,444.55,100,,Boulder,On-Air,Rocky Mtn VHF Soc,8,CCARC,yes,,Denver metro area.,,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,130.5,SE,yes,444.8,449.8,77,,Union,Off-Air,Sierra Grande Repeater Club,E-power.,NMFCC,yes,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,130.5,SE,yes,146.85,146.25,100,,Union,Off-Air,Sierra Grande RC,E-power.,NMFCC,yes,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,130.5,SE,yes,147.175,147.775,141.3,,Union,On-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,130.8,S,yes,147.12,147.72,67,,Taos,On-Air,Taos Amateur Radio Club,E-power.,NMFCC,yes,http://taosarc.org/,Wide area.,ARRL,,,,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,130.8,S,yes,51.5,51.5,100,,Taos,On-Air,Taos ARC,,,yes,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,130.8,S,yes,224.4,222.8,225.7,,Taos,On-Air,Taos ARC,,NMFCC,yes,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,130.9,S,yes,449.875,444.875,123,,Taos,Off-Air,Taos ARC,"Linked to 147.34, E-Power.",NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,131.1,WSW,yes,147.27,147.87,127.3,,San Juan,On-Air,KB5ITT,E-power.,CCARC,yes,,Wide area.,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,132.1,N,yes,145.3875,144.7875,,,Boulder,On-Air,Boulder County ARES,E-power.,CCARC,yes,http://bouldercountyares.org/technical/d-star,20,,,,,,,,,,,,,,,,,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,132.1,N,yes,1283.8625,1263.8625,,,Boulder,On-Air,Boulder County ARES,E-power.,CCARC,yes,,20,,,,,,,,,,,,,,,,,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
