Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Affiliate,Features,Notes,Last update,Uplink Tone,Downlink Tone,WIRES-X,Mixed-Mode,Grid,Sponsor,Links,EchoLink,IRLP,AllStar,Nets,Web links,Feed,Coordination,Talkgroups,Colorado,Southern Colorado,Worldwide,North America,Local/Cluster,On-air,Denver Regional,Commands,Location Photo,Talkgroup Network,Northern Colorado,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,English,Worldwide English,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,111.3,NNW,yes,145.19,144.59,,,,,,,,,Arapahoe,On-Air,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,Autopatch (please contact trustee).,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",yes,151.4,131.8,,,,N0OBA,,10079,,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,115.5,NW,yes,449.6,444.6,,,,,,,,,Jefferson,On-Air,,,,,yes,100,,,,,Denver Radio League,,690473,3345,,,DRL Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,115.5,NW,yes,146.88,146.28,,,,,,,,,Jefferson,On-Air,Wide Area,,E-power.,6,yes,100,,,,,Denver Radio League,,,,,,DRL Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,116.2,NW,yes,447.5,442.5,,,,,,,,,Jefferson,On-Air,Wide area.,,E-power.,,yes,88.5,88.5,,,,Aurora Repeater Association,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,116.8,NNW,yes,449.15,444.15,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,Arapahoe,On-Air,,,,,yes,,,,,,Colorado Amateur Repeater Network (CARN),,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,119.3,NNW,yes,448.4,443.4,,,,,,,,,Arapahoe,On-Air,,,,,yes,94.8,,,,,,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,119.3,NNW,yes,448.275,443.275,,,,,,,,,Arapahoe,On-Air,,,,,yes,156.7,,,,,W0BG,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,119.3,NNW,yes,448.5,443.5,,,,,,,,,Denver,On-Air,Greater Denver area.,,E-power.,,yes,100,,,,,Castle Rock Repeater Group,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,119.3,NNW,yes,448.825,443.825,,,,,,,yes,Open ↑ / Open ↓,Arapahoe,On-Air,,,,,yes,,,30584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,121.4,NNW,yes,448.15,443.15,,,,,,,,,Denver,On-Air,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",,E-power (batt).  2 meter and 70cm channel steerable remote bases.,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,yes,141.3,141.3,,,DM79pt,K0GUR,Full-time to the  The Fun Machine System .,24340,,29436,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",k0jsc.com,Listen Live,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,122.7,NW,yes,447.15,442.15,,,,,,,,,Jefferson,Off-Air,Wide area: Denver.,,"Closed autopatch, e-power.",,yes,107.2,107.2,,,,Colorado Repeater Association (CRA),,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,122.7,NW,yes,1287.9,1267.9,,,,,,,,,Jefferson,Off-Air,Fort Collins to Colorado Springs.,,,,yes,CSQ,,,,,Colorado Repeater Association (CRA),,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,122.7,NW,yes,224.98,223.38,,,,,,,,,Jefferson,Off-Air,Wide area. Denver.,,"Closed autopatch, e-power.",,yes,107.2,107.2,,,,Colorado Repeater Association,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",347086,3990,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,123.2,W,yes,449.975,444.975,,,,,,,,,Chaffee,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,2,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,yes,100,100,,,DM68xk,,Full-time to the  The Fun Machine System .,363976,7301,28368,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",K0JSC.COM,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,123.3,W,yes,145.295,144.695,,,,,,,,,Chaffee,On-Air,Wide area.,,,,yes,107.2,,,,DM78ik,Cheyenne Mtn Repeater Group,,,,,,CMRG Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,123.3,W,yes,147.285,147.885,,,,,,,,,Chaffee,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",,11,,yes,88.5,123,,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,123.4,W,yes,446.8125,441.8125,,,,yes,0,,,,Chaffee,On-Air,,,,,yes,,,,,,RMHAM,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,123.4,SE,yes,147.35,147.95,,,,,,,,,Cimarron,On-Air,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",,,,yes,88.5,88.5,,,,CAPROCK / DUST BOWL INTERTIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,123.4,W,yes,446.975,441.975,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Chaffee,On-Air,,Crestone Amateur Radio Emergency Services,,,yes,,,,,,Crestone Amateur Radio Emergency Services,,,,,,KD0QPG,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,123.6,NW,yes,146.895,146.295,,,,,,,,,Park,On-Air,285,,25,,yes,100,100,,,,AB0RR,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,,45835,Wed at 19:30.,Park County Radio Club (PCRC),,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,123.7,W,yes,449.925,444.925,,,,,,,,,Chaffee,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",Colorado ARES,E-power (Bat),Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,yes,103.5,103.5,,,,,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,123.7,W,yes,449.65,444.65,,,,,,,,,Chaffee,On-Air,Wide area.,,E-power.,,yes,107.2,,,,,,,,,,,CMRG Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,124,NNW,yes,447.9,442.9,,,,,,,,,Denver,Off-Air,,,,,yes,CSQ,,,,,WB0TPT,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,124,NNW,yes,447.925,442.925,,,,,,,,,Denver,On-Air,,,,,yes,100,100,,,,RADOPS El Jebel Shriners,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,124,NNW,yes,449.675,444.675,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,Denver,On-Air,,,,,yes,,,,,,Colorado Amateur Repeater Network (CARN),,,7708,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,124,NNW,yes,449.65,444.65,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,Denver,On-Air,,,,,yes,,,,,,Colorado Amateur Repeater Network (CARN),,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,124.1,NNW,yes,448.55,443.55,,,,,,,,,Denver,Off-Air,,,E-power.,,yes,82.5,,,,,HPRA,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,124.1,NNW,yes,448.075,443.075,,,,,,,,,Denver,On-Air,,,,,yes,123,,,,,W0IG,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,124.1,NNW,yes,145.475,144.875,,,,,,,,,Jefferson,On-Air,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,E-power.,,yes,100,,,,,Intermountain Repeater Group,,,,,,Intermountain Repeater Group,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,124.1,NW,yes,147.12,147.72,,,,,,,,,Jefferson,On-Air,Denver metro and east.,,E-power.,,yes,88.5,88.5,,,,Aurora Repeater Association,,,,,,http://www.n0ara.org,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,124.1,NNW,yes,146.715,146.115,,,,,,,,,Denver,On-Air,,,E-power.,,yes,123,123,,,,EARS,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,124.5,NW,yes,53.05,51.35,,,,,,,,,Jefferson,Off-Air,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",,10,,yes,107.2,107.2,,,,Colorado Repeater Association (CRA),,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,125.1,NNW,yes,447.175,442.175,,,,,,,,,Denver,On-Air,,,,,yes,100,100,,,,W0JRL,,201712,,29997,,,,CCARC,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,125.6,NW,yes,449.775,444.775,,,,,,,yes,Open ↑ / Open ↓,Jefferson,On-Air,Metro Denver,,,,yes,100,100,,Yes; analog capable.,,Denver Radio Club,,,,,,Denver Radio Club,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,125.6,NW,yes,147.33,147.93,,,,,,,,,Jefferson,On-Air,Metro Denver and the foothills.,,E-power.,Not recommeded to use tone squelch on this repeater.,yes,100,,,,,Denver Radio Club,,,,,SATERN: Thu at 19:30.,DRC Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,125.6,NW,yes,224.38,222.78,,,,,,,,,Jefferson,On-Air,,,,,yes,100,100,,,,Denver Radio Club,,,,,,DRC Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,126.3,NW,yes,448.75,443.75,,,,,,,,,Jefferson,On-Air,Local.,N0ELY,E-power.,,yes,100,100,,,,,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,126.3,WNW,yes,448.575,443.575,,,,,,,,,Park,Off-Air,Western Park County,,,,yes,103.5,103.5,,,,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,126.3,E,yes,444.6,449.6,,,,,,,,,Wallace,On-Air,"US-40 
   Repeater Coverage Map",,,Dial 9335 to access K-Link,yes,146.2,,,,,WA0VJR,,,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,127.1,NW,yes,447.825,442.825,,,,,,,,,Jefferson,On-Air,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",yes,D073,D073,,,,Denver Radio Club,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,127.6,NW,yes,447.875,442.875,,,,,,,,,Jefferson,On-Air,"I-70,I-76,I-25,I-225",N6LXX,,,yes,107.2,107.2,,,,N6LXX,Full-time to the  N6LXX System .,,,29913,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,127.6,NW,yes,53.17,51.47,,,,,,,,,Jefferson,On-Air,"I-70,I-76,I-25,I-225",N6LXX,,,yes,107.2,CSQ,,,,N6LXX,Full-time to the  N6LXX System .,,,29883,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,127.7,WNW,yes,446.7625,441.7625,,,,yes,0,,,,Park,On-Air,,RMHAM,,,yes,,,,,,K7PFJ,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,127.8,NW,yes,53.09,51.39,,,,,,,,,Jefferson,On-Air,Metro Denver area.,,E-power.,,yes,107.2,,,,,Denver Radio Club,,,,,,DRC Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,128.8,NW,yes,145.175,144.575,,,,yes,1,,,,Clear Creek,Off-Air,,,,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,yes,D073,D073,,Yes; analog capable.,,Rocky Mountain Ham Radio,,,,,,Rocky Mountain Ham Radio,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,128.8,NW,yes,147.21,147.81,,,,,,,,,Jefferson,On-Air,,,,,yes,100,100,,Yes; analog capable.,,Denver Water Amateur Radio Club,,,3241,,,http://www.dwarc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,128.8,NW,yes,448.35,443.35,,,,,,,yes,Open ↑ / Open ↓,Jefferson,On-Air,Denver Metro and surrounding,,,,yes,,,,,,Denver Water Amateur Radio Club (DWARC),,,,,,http://www.DWARC.com,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,128.8,NW,yes,145.34,144.74,,,,,,,,,Jefferson,On-Air,Wide area.,,E-power.,,yes,103.5,127.3,,,,Rocky Mtn Radio League,,,3350,,,Repeater,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,131.2,NW,yes,446.9625,441.9625,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Jefferson,On-Air,,,,,yes,,,,,,Colorado D-Star,,,,,,Colorado D-Star,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,131.2,NW,yes,446.8375,441.8375,,,,yes,7,,,,Jefferson,On-Air,,,200,See website for more info on CC/TS/TG programming.  www.rmham.org,yes,,,,,,WA2YZT,Full-time to the  Colorado TRBO System .,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,131.2,NW,yes,1299.9,1299.9,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,Jefferson,On-Air,,,,,yes,,,,,,Colorado D-Star,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,131.2,NW,yes,1283.9625,1263.9625,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Jefferson,On-Air,,,,,yes,,,,,,Colorado D-Star,,,,,,Colorado D-Star,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,131.2,NW,yes,145.37,144.77,,,,yes,7,,,,Jefferson,On-Air,,,,See the website for programming information.,yes,,,,,,Rocky Mountain Ham Radio,,,,,,Rocky Mountain Ham Radio,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,131.2,NW,yes,145.25,144.65,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Jefferson,On-Air,,,,,yes,,,,,,Colorado D-Star,,,,,,Colorado D-Star,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,131.3,NNW,yes,449.3,444.3,,,,,,,,,Adams,On-Air,,,,,yes,100,,,,,N1UPS,,43699,3699,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,131.5,NW,yes,449.625,444.625,,,,,,,,,Jefferson,On-Air,,,E-power,,yes,141.3,141.3,,,,Rocky Mountain Ham Radio,,,3750,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,131.9,SW,yes,145.25,144.65,,,,,,,,,Taos,On-Air,,,,,yes,123,,,,,Taos ARC,,,,,,Taos Amateur Radio Club,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,132.1,WSW,yes,146.64,146.04,,,,,,,,,Rio Grande,On-Air,Low level local coverage,,,,yes,77,77,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,132.2,NW,yes,927.7875,902.7875,,,,,,,,,Jefferson,On-Air,Golden and Denver.,,,,yes,156.7,,,,,N0PYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,132.2,NW,yes,448.125,443.125,,,,,,,,,Jefferson,On-Air,,,,,yes,107.2,,,,,Denver PD EEB,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,132.2,NW,yes,448.975,443.975,,,,,,,,,Jefferson,On-Air,Wide area.,,Linkable VHF/UHF Remote Base,,yes,123,,,,,FRG,,,,42845,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,132.5,WSW,yes,447.1,442.1,,,,,,,,,Saguache,On-Air,,,,,yes,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,132.8,NNW,yes,147.045,147.645,,,,,,,,,Adams,On-Air,,,E-power.,,yes,123,CSQ,,,,Northglenn RA,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,133.3,NNW,yes,449.925,444.925,,,,,,,,,Weld,On-Air,,K0UPS Club,,,yes,114.8,114.8,,,DN70,KD0RG,,448035,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,133.6,NW,yes,446.975,441.975,,,,yes,0,,,,Jefferson,On-Air,Denver Metro Area,,,,yes,,,,,,W0DMR,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",http://www.w0dmr.org/,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,133.9,NNW,yes,447.625,442.625,,,,,,,,,Adams,On-Air,Local/North Metro,,,,yes,100,,,,,Intermountain Repeater Group,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,133.9,SSW,yes,145.21,144.61,,,,,,,,,Colfax,On-Air,,,,,yes,110.9,110.9,,,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,,,46298,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,136.5,NW,yes,448.625,443.625,,,,,,,,,Jefferson,On-Air,Denver metro area.,,E-power.,,yes,100,100,,,,Denver Radio Club,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,DRC: Sun at 20:30.,DRC Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,136.6,NW,yes,145.28,144.68,,,,,,,,,Jefferson,On-Air,Wide area.,,"Closed autopatch, e-power, linked.","PL is usually off, allowing use by older transceivers.",yes,100,,,,,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,,Sun at 19:30. Everyone welcome.,Intermountain Repeater Group,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,136.6,NW,yes,146.64,146.04,,,,,,,,,Jefferson,On-Air,"Wide area. 
   Repeater Coverage Map",,E-power.,8,yes,100,,,,,Denver Radio League,,,,,,DRL Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,136.6,WNW,yes,146.745,146.145,,,,,,,,,Chaffee,Off-Air,,,E-power.,,yes,100,,,,,CLARA,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,136.6,NW,yes,146.985,146.385,,,,,,,,,Denver,On-Air,,,E-power.,,yes,100,100,,,,El Jebel RADOPS,,,3346,,RADOPS: Sun at 19:00.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,136.6,NW,yes,449.525,444.525,,,,,,,,,Jefferson,On-Air,,,E-power.,,yes,CSQ,,,,,KE0SJ,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,Intermountain Repeater Group,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
