Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,Sponsor,Coverage,Features,Downlink Tone,Grid,Affiliate,Links,AllStar,Notes,Nets,DMR Enabled,Color Code,Wide Network,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Colorado,Southern Colorado,IRLP,On-air,EchoLink,Commands,P25 Digital Enabled,NAC,Default Reflector,Location Photo,Feed,Denver Regional,YSF Digital Enabled,DG-ID,Mixed-Mode,Northern Colorado,Local/Cluster,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,138.7,S,,147.1,147.7,100,Sandoval,On-Air,http://www.nmscares.org,NMFCC,,Sandoval Co ARES,,"E-power, remote base, Linked to 443.100 and 147.080.",100,,,"Full-time to  
        443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",27749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,139,SSE,,147.08,147.68,100,Sandoval,On-Air,http://www.nmscares.org,NMFCC,,Sandoval County ARES,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.","Linked, e-power.",,,ARRL,,28176,25,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,139.5,S,,442.35,447.35,100,Sandoval,On-Air,,NMFCC,,WA5OLD,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,140,WNW,,146.61,146.01,88.5,San Juan,On-Air,http://www.sdarc.us/repeaters/abajo.html,UVHFS,,Sinbad Desert ARC,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Remote base.,,,,,,11.36,,,,,,,,,,,,,,,,,,,3270,,64264,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,140,WNW,,447.4,442.4,,San Juan,,,UVHFS,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",11,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,140,WNW,,447.1,442.1,107.2,San Juan,On-Air,http://gmra.org,UVHFS,,Grand Mesa Repeater Association (GMRA),Wide area.,E-power.,107.2,,,Full-time to the  GMRA Open System .,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,140,WNW,,223.94,222.34,,San Juan,,,UVHFS,,Grand Mesa Rptr Assoc,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",11,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,140.6,NNW,,449.3,444.3,107.2,Mesa,On-Air,http://www.gmra.org/,CCARC,,,Wide Area I-70 West Rifle to Western Utah,e-power Linked to GMRA Open System,107.2,,,,,Closed IRLP out,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,141,ESE,,446.775,441.775,,Colfax,On-Air,http://www.cmrg.org/,NMFCC,,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,141.3,ESE,,145.43,144.83,107.2,Las Animas,On-Air,CMRG Repeaters,CCARC,,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.4,5,CC4,KG5SLG,"Rio Rancho, NM 528 and Corrales Rd",NM,OPEN,,142,S,,442.4,447.4,,Sandoval,On-Air,,NMFCC,,,"Rio Rancho, Bernalillo,Albuquerque and plus Northeast heights of Albuquerque","Brandmeister, DMR CC 4, D-Star, Fusion",,,,,,Dmr color code 4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,142,NNW,,446.9125,441.9125,,Mesa,On-Air,,,,Bill Frost,"Grand Junction, I70",,,,,,,Brandmeister network,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC1,N5QD,Corrales,NM,OPEN,,142.2,S,,443.2,448.2,,Sandoval,On-Air,http://brandmeister.network/?page=repeater&amp;id=313513,,,,,Brandmeister,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,142.3,NNE,,147.24,147.84,156.7,Lake,Off-Air,,CCARC,,,,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,100,K5CPU,"Rio Rancho, Intel Corp",NM,OPEN,,142.6,S,,444.7,449.7,100,Sandoval,On-Air,,NMFCC,,New Mexico Intel Emergency Amateur Service,Albuquerque and vicinity,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,142.7,NE,,147.015,147.615,107.2,Teller,On-Air,,CCARC,,Mountain ARC,,E-power.,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,142.7,NE,,145.46,144.86,67,Teller,On-Air,,CCARC,,WB0WDF,,"E-power, 100% Solar",,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,142.7,NE,,447.4,442.4,67,Teller,On-Air,,CCARC,,WB0WDF,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,142.7,NE,,1287.7,1267.7,67,Teller,Testing,,CCARC,,WB0WDF,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,142.7,NE,,224.94,223.34,67,Teller,Testing,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,KE5FYL,"Grants, La Mosca Peak",NM,OPEN,,143.1,SSW,,444.95,449.95,,Bernalillo,On-Air,,NMFCC,,Cibola County Amateur Radio Club,Wide area.,,,,,"Full-time to  
        147.18000 (KE5FYL) at Grants, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,
146.98,-0.6,141.3,NM5EM,"Grants, Mt Taylor",NM,OPEN,,143.1,SSW,,146.98,146.38,141.3,Cibola,On-Air,,,,New Mexico Emergency Management Association Amateur Radio Club,,,141.3,,,,,Located inside the state of NM radio building.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,143.1,NNE,,447.125,442.125,103.5,Park,On-Air,,CCARC,,KC0UFO,"Covers Fairplay, Alma, and western South Park.",Emergency automatic generator.,103.5,DM69wf,"Park County Radio Club, AB0PC",,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.","When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,143.3,E,,448.975,443.975,100,Pueblo,On-Air,http://www.k0jsc.com,CCARC,,,,,100,,,Full-time to the  The Fun Machine System .,28368,Off air.  Will return to service,,,,,,,,,,,,,,,,,,,7301,,363976,,,,,,Listen Live,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,143.9,ESE,,147.28,147.88,100,Colfax,On-Air,,NMFCC,,,Wide area.,8,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,162.2,NM5HD,Rio Rancho,NM,OPEN,I,144.1,S,,145.37,144.77,162.2,Sandoval,On-Air,,,,Adrian Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,7706,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,144.2,E,,146.73,146.13,88.5,Huerfano,On-Air,Pueblo Ham Club,CCARC,,Pueblo Ham Club,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WB5EKP,"Grants,  Mt Taylor",NM,OPEN,,144.2,SSW,,146.94,146.34,100,Cibola,On-Air,,,,Upper Rio FM Society,Wide area.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,145,NNE,,445.05,440.05,,Lake,On-Air,http://www.rmham.org/,CCARC,,K2AD,,,,,Rocky Mountain Ham Radio,,,,,,7,,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,1,2,,,,,,,,,,2,,,,2,,,,,,,,
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,145.1,SSE,,443.75,448.75,100,Bernalillo,Off-Air,,NMFCC,,"WA6CCB, K5RKE",,,,,,,,,Bosque Youth Amateur Radio Net: M-F at 17:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,145.2,SSE,,51.7,50.7,156.7,Bernalillo,Off-Air,,NMFCC,,K5RKE,,,,,,,,Off the air until spring 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.3,5,CC1,K5KRE,"Albuquerque, Sandia Crest",NM,OPEN,,145.2,SSE,,443.3,448.3,,Bernalillo,Testing,http://brandmeister.network/?page=repeater&amp;id=313510,NMFCC,,K5RKE,Wide area.,A Motorola SLR5700 on the BrandMeister worldwide network,,,Mac Pass Repeater Group,,,Timeslot 1 3135 (New Mexico) 31302 (MPRG 2) Timeslot 2 31301 (MPRG 1),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,CC7,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,,145.4,SSE,,442.9,447.9,,Bernalillo,On-Air,http://www.rmham.org/wordpress/mototrbo-radio-site-information,NMFCC,,"Rocky Mountain Ham Radio, NM",,,,,,Full-time to the  Colorado TRBO System .,,"Colorado Wide: CC 7, TS 1, TG 700 Colorado South: CC 7, TS 2, TG 719",,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,145.6,NNW,,449.5,444.5,107.2,Mesa,Off-Air,,CCARC,,Grand Mesa Repeater Association (GMRA),,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,,W5MPZ,"Albuquerque, Sandia Crest",NM,OPEN,,145.7,SSE,,443.8,448.825,,Bernalillo,On-Air,,NMFCC,,Sandia National Laboratories ARC,Wide area;,,,,,,,,,,,,,W5MPZ (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,145.8,SSE,,444.325,449.325,100,Bernalillo,On-Air,,NMFCC,,,Wide area.,10,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,145.8,SSE,,442.75,447.75,162.2,Bernalillo,On-Air,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,7855,,,,,,,,,,,,,,,,,,,,,
444,5,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,145.8,SSE,,444,449,100,Bernalillo,On-Air,http://www.caravanradio.org,NMFCC,,Amateur Radio Caravan Club of New Mexico,Wide area.,E-power.,,,,"Full-time to  
        145.33000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,145.8,SSE,,442.1,447.1,162.2,Bernalillo,On-Air,,,,Albuquerque Gas Balloon Assoc,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,3676,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,145.8,SSE,,145.33,144.73,100,Bernalillo,On-Air,http://caravanradio.org/,NMFCC,,Amateur Radio Caravan Club of New Mexico,Wide area.,E-power.,,,,"Full-time to  
        444.00000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,145.8,SSE,,145.29,144.69,100,Bernalillo,On-Air,http://nm5ml.com/,NMFCC,,New Mexico Mega Link Assoc,,10,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,K5FSB,"Albuquerque, Sandia Peak",NM,OPEN,,145.8,SSE,,442.6,447.6,100,Bernalillo,On-Air,http://www.urfmsi.org/wp/repeaters/analog/gary-diamond-repeater,NMFCC,,URFMSI,Wide area.,Closed autopatch.,,,,,,"Voting receiver. 10,680'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.48,-1.6,100,K6LIE,"Albuquerque, Northeast Heights area",NM,OPEN,I,145.9,S,,224.48,222.88,100,Bernalillo,On-Air,,NMFCC,,K6LIE,Entire Albuquerque Area,,,,High Desert ARC of New Mexico,,,Moved to new location and added PL,,,,,,,,,,,,,,,,,,,3285,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,146,NNE,,145.445,144.845,88.5,Lake,On-Air,,CCARC,,Colorado Connection,,E-power (solar).,,,,Full-time to the  Colorado Connection System .,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,,146.5,S,,443.65,448.65,,Bernalillo,On-Air,NM5SH QSL.net,NMFCC,,NM5SH,Albuquerque Metro,Brandmeister,,DM65pd,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,146.5,S,,223.9,222.3,,Bernalillo,On-Air,,,,,,"E-power (solar), Autopatch, Remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,87120,United States,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,146.8,SE,,145.37,144.77,141.3,Mora,Off-Air,,NMFCC,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,146.8,SE,,147.2,147.8,67,Mora,On-Air,http://nm5ml.com/,,,,,8,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,146.9,E,,446.9875,441.9875,,Pueblo,Off-Air,Rocky Mountain Ham Radio,CCARC,,,,,,,RMHAM,Full-time to the  Colorado TRBO System .,,,,,6,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,146.9,E,,147.24,147.84,103.5,Pueblo,Off-Air,,CCARC,,TARA,Pueblo and Fremont Counties,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,146.9,E,,447.275,442.275,100,Pueblo,On-Air,The Fun Machine,CCARC,,,,,100,,The Fun Machine,Full-time to the  The Fun Machine System .,,"Moved to Pueblo.  Now called ""Pueblo Metro""","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,147.4,NNE,,146.685,146.085,107.2,Park,On-Air,,CCARC,,Mountain ARC (MARC),,"Closed autopatch, e-power.",107.2,,,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,147.4,NNE,,147.36,147.96,107.2,Park,On-Air,CMRG Repeaters,CCARC,,,Wide area.,E-power.,107.2,,,,,,,,,,,,,,,,,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,100,K5BIQ,"Albuquerque, BCFD Fire Station 35",NM,OPEN,,147.5,S,,145.13,144.53,100,Bernalillo,On-Air,http://bc-ares.org/wordpress/,NMFCC,,BERNCO OEM,,,100,,,"Full-time to  
        145.15000 (K5BIQ) at Tijeras, Cedro Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,67,K5URR,"Grants, MW Ridge",NM,OPEN,,147.5,SSW,,146.64,146.04,67,Bernalillo,On-Air,http://www.urfmsi.org,NMFCC,,URFMSI,Wide Area,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.85,5,103.5,KC0QIZ,Albuquerque,NM,OPEN,EI,147.6,S,,443.85,448.85,103.5,Bernalillo,On-Air,,NMFCC,,KC0QIZ,,,,,,,,,,,,,,,,,,,,,,,,,,,3818,,881226,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,147.7,E,,447.7,442.7,210.7,Pueblo,Off-Air,,CCARC,,,,,210.7,,,,29228,,,,0,,,,,,,,,,,,,,,,7389,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,147.7,E,,145.115,144.515,88.5,Pueblo,Off-Air,,CCARC,,Pueblo Ham Club,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,147.7,E,,449.725,444.725,100,El Paso,On-Air,,CCARC,,N0PWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,147.7,E,,449.975,444.975,100,Pueblo,On-Air,K0JSC dot Com,CCARC,,K0JSC,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",2,100,DM78SA18,,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",28368,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",,,,,,,,,,,,,,,,,,7301,,363976,,,,,,Listen Live,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,147.7,E,,146.655,146.055,123,Pueblo,On-Air,,CCARC,,K0ST,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,147.7,E,,146.88,146.28,88.5,Pueblo,On-Air,,CCARC,,Pueblo HC,Wide area.,E-power.,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,100,KC5WDV,"Gallup, Gibson Peak",NM,OPEN,,148,SW,,147.26,147.86,100,McKinley,On-Air,,NMFCC,,KC5WDV,,VHF/UHF Remote Bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,148.1,N,,449.725,444.725,179.9,Garfield,On-Air,,CCARC,,Roaring Fork Amateur Repeater Cooperative (RFARC),Wide area.,EchoLink.,,,,,28434,,,,,,,,,,,,,,,,,,,,3722,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,148.1,N,,147.39,147.99,107.2,Garfield,On-Air,,,,Roaring Fork Amateur Repeater Cooperative,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,148.4,NE,,449.7,444.7,107.2,Park,,,CCARC,,CMRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,148.9,E,,147,147.6,,Pueblo,On-Air,,CCARC,,Carl Higbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,149,N,,447.15,442.15,136.5,Garfield,On-Air,,,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,,,,,,,,8150,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,149.4,NW,,147.355,146.755,88.5,Mesa,On-Air,,CCARC,,Colorado Connection,,,123,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,149.6,NNW,,147.39,147.99,107.2,Mesa,,,CCARC,,KE0TY,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,149.6,NNW,,449.775,444.775,173.8,Mesa,On-Air,,CCARC,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,7573,,7572,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,149.6,NNW,,449,444,,Mesa,On-Air,,CCARC,,KB0SW,,,107.2,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,149.6,NNW,,145.22,144.62,107.2,Mesa,,,CCARC,,KE0TY,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,149.6,NNW,,146.82,146.22,107.2,Mesa,On-Air,,CCARC,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,149.6,NNW,,447.5,442.5,114.8,Mesa,,,CCARC,,KC0ARV,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
