Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,EchoLink,IRLP,Web links,Coordination,Last update,Coverage,Commands,On-air,Links,YSF Digital Enabled,DG-ID,WIRES-X,Affiliate,Features,Mixed-Mode,Notes,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,AllStar,Nets,Grid,Feed,Talkgroup Network,Talkgroups,Worldwide,North America,English,TAC 310,DCI Bridge,Texas,COMM 1,Local/Cluster,Texas/Oklahoma Regional USA,Colorado,Southern Colorado,Denver Regional,Amarillo WIRES-X,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Southwest USA,Hytera USA,Parrott,Audio Test,Location Photo,P25 Digital Enabled,NAC,Default Reflector,Northern Colorado,Kansas,CKRG,KansasLink,Bandwidth,BYRG,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,200.2,NW,yes,448.4,443.4,94.8,,Arapahoe,On-Air,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,200.2,NW,yes,448.275,443.275,156.7,,Arapahoe,On-Air,W0BG,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,201.2,NW,yes,448.15,443.15,141.3,141.3,Denver,On-Air,K0GUR,24340,,k0jsc.com,CCARC,yes,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",,,Full-time to the  The Fun Machine System .,,,,,E-power (batt).  2 meter and 70cm channel steerable remote bases.,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,,,,,,,29436,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",DM79pt,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE0KIY,Hays,KS,OPEN,,201.6,E,yes,147.18,147.78,100,100,Ellis,On-Air,ELLIS CO,,,,Kansas Repeater Council,yes,Local 35 mi radius.,,,,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,,KB0DZB,Oberlin,KS,OPEN,,201.6,NNE,yes,145.19,144.59,,,Decatur,On-Air,TRI-STATE.,,,,Kansas Repeater Council,yes,Local,,,,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,88.5,N5WO,Vici,OK,OPEN,,203.1,SE,yes,444.95,449.95,88.5,,Dewey,,WX Watch,,,,ORSI,yes,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,88.5,WU5Y,Tulia,TX,OPEN,,204.1,SSE,yes,147.36,147.96,88.5,,Swisher,,,,,,TVHFS,yes,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,100,N0VPX,Pawnee Rock,KS,OPEN,,205.4,E,yes,146.835,146.235,100,100,Barton,On-Air,"N0VPX, Central Kansas Repeater Group.",,,http://www.ckrgclub.com,Kansas Repeater Council,yes,Wide area.,,,,yes,Open ↑ / Open ↓,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,CC1,K0USY,Hays,KS,OPEN,,205.5,E,yes,444,449,,,Ellis,On-Air,,,,http://k0usy.strikingly.com/,Kansas Repeater Council,yes,15,,,Full-time internet linked to the  KS-DMR (3120) System .,,,,K0USY Group,,,Click here for DMR TG info.,,,,yes,1,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  English  1  13      Kansas  2  3120    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
444.825,5,114.8,N0ECQ,Hays,KS,OPEN,,205.5,E,yes,444.825,449.825,114.8,114.8,Ellis,On-Air,,,,,Kansas Repeater Council,yes,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,205.6,NW,yes,449.675,444.675,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,7708,,CCARC,yes,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,205.6,NW,yes,449.65,444.65,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,,,CCARC,yes,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,205.6,NW,yes,447.925,442.925,100,100,Denver,On-Air,RADOPS El Jebel Shriners,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,205.6,NW,yes,447.9,442.9,CSQ,,Denver,Off-Air,WB0TPT,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,205.7,NW,yes,145.475,144.875,100,,Jefferson,On-Air,Intermountain Repeater Group,,,Intermountain Repeater Group,CCARC,yes,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,205.7,NW,yes,448.55,443.55,82.5,,Denver,Off-Air,HPRA,,,,CCARC,yes,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,205.7,NW,yes,448.075,443.075,123,,Denver,On-Air,W0IG,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,205.7,NW,yes,146.715,146.115,123,123,Denver,On-Air,EARS,,,,CCARC,yes,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Santa Rosa, Moon Ranch",NM,OPEN,,205.9,SW,yes,147.04,147.64,141.3,,Guadalupe,On-Air,NMEMA ARC,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,206.1,NW,yes,447.15,442.15,107.2,107.2,Jefferson,Off-Air,Colorado Repeater Association (CRA),,,,CCARC,yes,Wide area: Denver.,,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,206.1,NW,yes,224.98,223.38,107.2,107.2,Jefferson,Off-Air,Colorado Repeater Association,347086,3990,,CCARC,yes,Wide area. Denver.,,,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,206.1,NW,yes,1287.9,1267.9,CSQ,,Jefferson,Off-Air,Colorado Repeater Association (CRA),,,,CCARC,yes,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.6,5,100,KE0KIY,Hays,KS,OPEN,,206.3,E,yes,443.6,448.6,100,CSQ,Ellis,On-Air,ECHO ARC,,,,Kansas Repeater Council,yes,Local.,,,,yes,Open ↑ / Open ↓,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,162.2,N0KOM,"Lenora, K-Link",KS,OPEN,I,206.3,NE,yes,146.88,146.28,162.2,162.2,Norton,On-Air,N0KOM,,7426,K-Link Repeater Network,Kansas Repeater Council,yes,Click for coverage map.  50 mi radius.,,,Full-time to the  K-Link System .,,,,,"e-power, K-Link. 
IRLP node 7426.",,"IRLP prefix = A 
Disconnect = 73 
Dial 9335 when finished.",,,,,,,,ARES: Sat @ 21:00 local,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,206.5,NNW,yes,448.2,443.2,,,Morgan,On-Air,,,,Rocky Mountain Ham Radio,CCARC,yes,,,,Full-time to the  Colorado TRBO System .,,,,NEAHR,Mixed Mode,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,,yes,7,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,206.7,NW,yes,447.175,442.175,100,100,Denver,On-Air,W0JRL,201712,,,CCARC,yes,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,29997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,CC1,N0VPX,Pawnee Rock,KS,OPEN,,206.9,E,yes,444.325,449.325,,,Barton,On-Air,"N0VPX, Central Kansas Repeater Group",,,http://www.ckrgclub.com,Kansas Repeater Council,yes,Wide area. 50 mi radius.,,,Full-time internet linked to the  CKRG System .,yes,Open ↑ / Open ↓,,,,,,,,,yes,1,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,207.1,WNW,yes,448.575,443.575,103.5,103.5,Park,Off-Air,,,,,CCARC,yes,Western Park County,,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,207.3,NW,yes,146.895,146.295,100,100,Park,On-Air,AB0RR,,,Park County Radio Club (PCRC),CCARC,yes,285,,,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,,,,25,,,,,,,,,45835,Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,207.7,NW,yes,147.12,147.72,88.5,88.5,Jefferson,On-Air,Aurora Repeater Association,,,http://www.n0ara.org,CCARC,yes,Denver metro and east.,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.45,5,162.2,N7JYS,"Hays, K-Link",KS,OPEN,A,207.9,E,yes,442.45,447.45,162.2,162.2,Ellis,On-Air,N7JYS,,,K-Link Repeater Network,Kansas Repeater Council,yes,Click for coverage map.  35 mi radius.,,,"Full-time to  
        444.95000 (AB0UO) at Russell, K-Link, KS .
 


Full-time to  
        443.57500 (K0HAM) at Ransom, K-Link, KS .
 


Full-time to the  K-Link System . Linkable to the  NEKSUN (K0HAM) System .",,,,Affiliate of the K-Link Repeater Network,E-Power.,,,,,,,,,42940,ARES: Sat at 21:00.,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,CC7 131.8,N7JYS,Hays,KS,OPEN,I,207.9,E,yes,147.045,147.645,131.8,131.8,Ellis,On-Air,N7JYS,,3917,,Kansas Repeater Council,yes,"Ellis, Hays, Wakeeney. 35 mi radius.",,,Full-time internet linked to the  CKRG System . Full-time internet linked to the  KansasLink System . Linkable to the  Western Kansas Intertie System .,yes,Open ↑ / Open ↓,,,E-power,Yes; analog capable.,MMDVM Mixed-mode.,,,,yes,7,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time    KansasLink  2  31203  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,2,,,,,,,,1,,,,,,,,,yes,293,yes,,,1,2,,,,,,,,
927.0375,-25,131.8,KD0EZQ,"Hays, Catherine Road",KS,OPEN,IA,207.9,E,yes,927.0375,902.0375,131.8,,Ellis,On-Air,N7JYS,,3917,,,yes,,,,,,,,Western Kansas Intertie,Emergency power,,Allstar 2578,,,,,,,2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,
224.28,-1.6,131.8,N7JYS,Hays,KS,OPEN,A,207.9,E,yes,224.28,222.68,131.8,131.8,Ellis,On-Air,N7JYS,,,,,yes,50,,,,,,,Western Kansas Intertie,Internet linking,,,,,,,,,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,208.1,NW,yes,53.05,51.35,107.2,107.2,Jefferson,Off-Air,Colorado Repeater Association (CRA),,,,CCARC,yes,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,208.2,NW,yes,224.38,222.78,100,100,Jefferson,On-Air,Denver Radio Club,,,DRC Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,208.2,NW,yes,147.33,147.93,100,,Jefferson,On-Air,Denver Radio Club,,,DRC Repeaters,CCARC,yes,Metro Denver and the foothills.,,,,,,,,E-power.,,Not recommeded to use tone squelch on this repeater.,,,,,,,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,208.2,NW,yes,449.775,444.775,100,100,Jefferson,On-Air,Denver Radio Club,,,Denver Radio Club,CCARC,yes,Metro Denver,,,,yes,Open ↑ / Open ↓,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,208.4,WSW,yes,147.02,147.62,141.3,,Santa Fe,On-Air,NMEMA ARC,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,208.4,WSW,yes,146.82,146.22,162.2,,Santa Fe,On-Air,Santa Fe ARC,,,SFARC Repeaters,NMFCC,yes,Wide area.,,,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,208.4,WSW,yes,442.825,447.825,131.8,,Santa Fe,On-Air,Santa Fe ARC,,,,NMFCC,yes,,,,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6725,5,CC1,K0USY,Hays,KS,OPEN,,208.7,E,yes,444.6725,449.6725,,,Ellis,On-Air,,,,,,yes,18,,,Full-time internet linked to the  KS-DMR (3120) System .,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,208.7,NW,yes,448.75,443.75,100,100,Jefferson,On-Air,,,,,CCARC,yes,Local.,,,,,,,N0ELY,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,209.5,NW,yes,447.825,442.825,D073,D073,Jefferson,On-Air,Denver Radio Club,,,,CCARC,yes,,,,,,,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,209.8,WNW,yes,446.7625,441.7625,,,Park,On-Air,K7PFJ,,,,,yes,,,,,,,,RMHAM,,,,,,,yes,0,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,210.4,NW,yes,447.875,442.875,107.2,107.2,Jefferson,On-Air,N6LXX,,,,CCARC,yes,"I-70,I-76,I-25,I-225",,,Full-time to the  N6LXX System .,,,,N6LXX,,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,210.4,NW,yes,53.17,51.47,107.2,CSQ,Jefferson,On-Air,N6LXX,,,,CCARC,yes,"I-70,I-76,I-25,I-225",,,Full-time to the  N6LXX System .,,,,N6LXX,,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,210.4,NW,yes,53.09,51.39,107.2,,Jefferson,On-Air,Denver Radio Club,,,DRC Repeaters,CCARC,yes,Metro Denver area.,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.45,5,103.5,W5ALZ,Waynoka,OK,OPEN,,210.5,ESE,yes,443.45,448.45,103.5,103.5,Woods,On-Air,,,,http://kanoklaintertiesystem.org/,ORSI,yes,,,,Full-time to the  Kan-Okla Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,211,NW,yes,147.21,147.81,100,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,3241,http://www.dwarc.com,,yes,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,211,NW,yes,448.35,443.35,,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),,,http://www.DWARC.com,CCARC,yes,Denver Metro and surrounding,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,211,NNW,yes,449.925,444.925,114.8,114.8,Weld,On-Air,KD0RG,448035,,,CCARC,yes,,,,,,,,K0UPS Club,,,,,,,,,,,,DN70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,212.1,NW,yes,145.175,144.575,D073,D073,Clear Creek,Off-Air,Rocky Mountain Ham Radio,,,Rocky Mountain Ham Radio,CCARC,yes,,,,,,,,,,Yes; analog capable.,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,212.1,NW,yes,145.34,144.74,103.5,127.3,Jefferson,On-Air,Rocky Mtn Radio League,,3350,Repeater,CCARC,yes,Wide area.,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,212.3,NNW,yes,447.625,442.625,100,,Adams,On-Air,Intermountain Repeater Group,,,Intermountain Repeater Group,,yes,Local/North Metro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,212.7,NW,yes,449.3,444.3,100,,Adams,On-Air,N1UPS,43699,3699,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,213.7,NW,yes,147.045,147.645,123,CSQ,Adams,On-Air,Northglenn RA,,,,CCARC,yes,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,213.8,NW,yes,446.8375,441.8375,,,Jefferson,On-Air,WA2YZT,,,,CCARC,yes,,,,Full-time to the  Colorado TRBO System .,,,,,200,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,213.9,SW,yes,53.2,52.2,107.2,,Santa Fe,Off-Air,N9PGQ,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,213.9,NW,yes,1299.9,1299.9,,,Jefferson,On-Air,Colorado D-Star,,,Colorado D-Star,,yes,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,213.9,NW,yes,1283.9625,1263.9625,,,Jefferson,On-Air,Colorado D-Star,,,Colorado D-Star,CCARC,yes,,,,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,213.9,NW,yes,145.37,144.77,,,Jefferson,On-Air,Rocky Mountain Ham Radio,,,Rocky Mountain Ham Radio,CCARC,yes,,,,,,,,,,,See the website for programming information.,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,213.9,NW,yes,446.9625,441.9625,,,Jefferson,On-Air,Colorado D-Star,,,Colorado D-Star,CCARC,yes,,,,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,213.9,SW,yes,442.125,447.125,107.2,,Santa Fe,,,,,,NMFCC,yes,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,213.9,NW,yes,145.25,144.65,,,Jefferson,On-Air,Colorado D-Star,,,Colorado D-Star,CCARC,yes,,,,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,213.9,SW,yes,146.84,146.24,107.2,,Santa Fe,,N9PGQ,,,,NMFCC,yes,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
