Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Features,Coordination,Last update,Uplink Tone,DMR Enabled,Color Code,Wide Network,Coverage,Affiliate,Links,Notes,Web links,EchoLink,IRLP,Downlink Tone,Grid,Commands,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Nets,On-air,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,AllStar,YSF Digital Enabled,DG-ID,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Feed,WIRES-X,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Location Photo
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,107.9,SE,yes,147.06,147.66,,,,Lincoln,On-Air,BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",CCARC,yes,103.5,,,,"I-70, US-71, US-287, US-40, US-24",,,,http://www.bigsandyradio.com/,791116,3794,,,,,,,,,,Big Sandy Net: Wed 19:00,,,,,Yes; analog capable.,42740,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,107.9,S,yes,927.7,902.7,,,,Fremont,On-Air,Royal Gorge ARC,,CCARC,yes,D114,,,,,,,,,,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,108.3,S,yes,449.975,444.975,,,,Fremont,On-Air,K0JSC,Simulcast TX / Voted RX with Cedarwood and Salida,CCARC,yes,100,,,,,The Fun Machine,Full-time to the  The Fun Machine System .,,http://www.k0jsc.com,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,109.2,ESE,yes,448.175,443.175,,,,Morgan,On-Air,W0FT,,CCARC,yes,,yes,7,,,Rocky Mountain Ham Radio,,,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,109.2,ESE,yes,145.4,144.8,,,,Washington,On-Air,Colorado Connection,,CCARC,yes,88.5,,,,Northeastern plains of Colorado.,,Full-time to the  Colorado Connection System .,Part of the Colorado Connection system of repeaters,,,,123,,,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,109.4,SSW,yes,446.975,441.975,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",Chaffee,On-Air,Crestone Amateur Radio Emergency Services,,CCARC,yes,,,,,,Crestone Amateur Radio Emergency Services,,,KD0QPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,109.4,SSW,yes,446.8125,441.8125,,,,Chaffee,On-Air,RMHAM,,,yes,,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,109.5,S,yes,447.975,442.975,,,,Fremont,On-Air,K0JSC,Autopatch.,CCARC,yes,100,,,,"Canon City area. 
   Repeater Coverage Map",,Full-time to the  The Fun Machine System .,,http://www.k0jsc.com,363976,7301,100,,,,,,,,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,28368,,,,,,,,,Listen Live,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,113.7,WSW,yes,447.6,442.6,,,,Garfield,,Ski Country ARC (SCARC),50,CCARC,yes,,,,,40,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",Link Hub for 146.880.,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,113.7,WSW,yes,449.85,444.85,,,,Garfield,On-Air,,e-power  Linked to GMRA Open System,CCARC,yes,131.8,,,,Glenwood Springs,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,RACES net Wed 1930 Hrs Local,http://GMRA.org,,,131.8,,,,,,,,,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,113.7,WSW,yes,224.02,222.42,,,,Garfield,,SCARC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,113.7,WSW,yes,147.3,147.9,,,,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,8,CCARC,yes,107.2,,,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,Single beep courtesy tone when linked and none when unlinked.,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,114.5,SSW,yes,147.285,147.885,,,,Chaffee,On-Air,Colorado Connection,11,CCARC,yes,88.5,,,,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",,Full-time to the  Colorado Connection System .,,,,,123,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,114.5,SSW,yes,145.295,144.695,,,,Chaffee,On-Air,Cheyenne Mtn Repeater Group,,CCARC,yes,107.2,,,,Wide area.,,,,CMRG Repeaters,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,114.7,NNE,yes,147.165,147.765,,,,Laramie,On-Air,Shy-Wy Amateur Radio Club,E-power.,WRCG,yes,114.8,,,,,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,115.1,SSW,yes,449.925,444.925,,,,Chaffee,On-Air,,E-power (Bat),CCARC,yes,103.5,,,,"Upper Arkansas and Platte Rivers, and the SLV",Colorado ARES,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,115.1,SSW,yes,449.65,444.65,,,,Chaffee,On-Air,,E-power.,CCARC,yes,107.2,,,,Wide area.,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,115.4,SSW,yes,449.975,444.975,,,,Chaffee,On-Air,,2,CCARC,yes,100,,,,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,Full-time to the  The Fun Machine System .,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,K0JSC.COM,363976,7301,100,DM68xk,,,,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,,,28368,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,116.1,SE,yes,449.9,444.9,,,,Lincoln,On-Air,,,CCARC,yes,107.2,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,116.2,SE,yes,447,442,,,,Lincoln,On-Air,Delbert Noakes (KC0VJD),APRS repeater &amp; I-Gate / Weather station,,yes,103.5,,,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,,,,DM89gb,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,30534,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,116.6,E,yes,145.295,144.695,,,,Logan,On-Air,NECARA,"Autopatch, e-power.",CCARC,yes,,,,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,116.7,WSW,yes,147.39,147.99,,,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative,,,yes,107.2,,,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,116.7,WSW,yes,449.725,444.725,,,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative (RFARC),EchoLink.,CCARC,yes,179.9,,,,Wide area.,,,,,,3722,,,,,,,,,,,,,,,,28434,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,118.4,SW,yes,447.65,442.65,,,,Gunnison,On-Air,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",CCARC,yes,151.4,,,,Gunnison valley and along East and west on Highway 50.,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,118.5,SSE,yes,224.26,222.66,,,,Pueblo,Off-Air,Pueblo Ham Club,E-power.,CCARC,yes,88.5,,,,Wide area.,,,,PHC repeaters,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,118.5,SSE,yes,447.95,442.95,,,,Pueblo,On-Air,Pueblo Ham Club,E-power.,CCARC,yes,88.5,,,,Wide area.,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,118.5,SSE,yes,146.79,146.19,,,,Pueblo,On-Air,Pueblo HC,E-power.,CCARC,yes,88.5,,,,Wide area.,,,,Pueblo Ham Club,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,119,SSW,yes,145.325,144.725,,,,Chaffee,On-Air,Chaffee Lake Amateur Repeater Association,,,yes,100,,,,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,119.3,WSW,yes,449.6,444.6,,,,Garfield,On-Air,,e-power Linked to GMRA open system,CCARC,yes,107.2,,,,Wide area.,,,,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,119.3,WSW,yes,146.88,146.28,,,,Garfield,On-Air,Ski Country ARC,,CCARC,yes,107.2,,,,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,119.3,WSW,yes,146.85,146.25,,,,Garfield,On-Air,Colorado Connection,70,CCARC,yes,88.5,,,,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,,Part of the Colorado Connection System of Repeaters,,,,123,,,,,,,,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,119.3,WSW,yes,447.1,442.1,,,,Garfield,On-Air,Ski Country ARC,,CCARC,yes,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,121.7,SSE,yes,448.975,443.975,,,,Pueblo,On-Air,,,CCARC,yes,100,,,,,,Full-time to the  The Fun Machine System .,Off air.  Will return to service,http://www.k0jsc.com,363976,7301,100,,,,,,,,,,,,,,,28368,,,,,,,,,Listen Live,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,123.1,SSE,yes,147,147.6,,,,Pueblo,On-Air,Carl Higbee,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,124.8,WNW,yes,146.97,146.37,,,,Moffat,On-Air,Northwest Colorado Amateur Radio Association,,CCARC,yes,88.5,,,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,124.8,WNW,yes,145.265,144.665,,,,Moffat,,NW Colorado ARC,E-power.,CCARC,yes,107.2,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,126.7,SSE,yes,447.7,442.7,,,,Pueblo,Off-Air,,,CCARC,yes,210.7,yes,0,,,,,,,,7389,210.7,,,,,,,,,,,,,,Yes; analog capable.,29228,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,126.7,SSE,yes,449.725,444.725,,,,El Paso,On-Air,N0PWZ,,CCARC,yes,100,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,126.7,SSE,yes,146.88,146.28,,,,Pueblo,On-Air,Pueblo HC,E-power.,CCARC,yes,88.5,,,,Wide area.,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,126.7,SSE,yes,146.655,146.055,,,,Pueblo,On-Air,K0ST,,CCARC,yes,123,,,,,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,126.7,SSE,yes,145.115,144.515,,,,Pueblo,Off-Air,Pueblo Ham Club,E-power.,CCARC,yes,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,128.2,SSE,yes,446.9875,441.9875,,,,Pueblo,Off-Air,,,CCARC,yes,,yes,6,,,RMHAM,Full-time to the  Colorado TRBO System .,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,128.3,SSE,yes,147.24,147.84,,,,Pueblo,Off-Air,TARA,,CCARC,yes,103.5,,,,Pueblo and Fremont Counties,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,128.3,SSE,yes,447.275,442.275,,,,Pueblo,On-Air,,,CCARC,yes,100,,,,,The Fun Machine,Full-time to the  The Fun Machine System .,"Moved to Pueblo.  Now called ""Pueblo Metro""",The Fun Machine,,,100,,,,,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,129.1,NE,yes,147,146.4,,,,Banner,On-Air,Tri-City Radio Amateur Club,,,yes,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,129.7,NNW,yes,147.24,147.84,,,,Carbon,On-Air,CCARS,,WRCG,yes,100,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,130.3,S,yes,147.06,147.66,,,,Custer,On-Air,http://www.qsl.net/rghc,E-power,CCARC,yes,77,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,130.3,S,yes,927.775,902.775,,,,Custer,On-Air,Royal Gorge Amateur Radio Club,,CCARC,yes,D116,,,,,,,System uses digital PL,,,,D116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,130.3,S,yes,919.1,894.1,,,,Pueblo,Off-Air,Pueblo HC,,CCARC,yes,88.5,,,,Wide area.,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,130.3,S,yes,448.15,443.15,,,,Custer,On-Air,Royal George ARC,E-power.,CCARC,yes,103.5,,,,,,,,http://www.qsl.net/rghc,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,130.3,S,yes,448.325,443.325,,,,Custer,On-Air,,,,yes,100,,,,,The Fun Machine,Full-time to the  The Fun Machine System .,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,134.7,SW,yes,147.12,147.72,,,,Gunnison,On-Air,W0VTL,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,134.7,SW,yes,449.95,444.95,,,,Gunnison,,K5GF,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,136.5,S,yes,224.32,222.72,,,,Custer,Off-Air,Pueblo Ham Club,11,CCARC,yes,88.5,,,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,136.5,S,yes,447.175,442.175,,,,Pueblo,Off-Air,Pueblo HC,11,CCARC,yes,88.5,,,,Wide area: Southeast Colorado.,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,136.5,S,yes,449.625,444.625,,,,Custer,On-Air,,E-power.,CCARC,yes,107.2,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,138,WSW,yes,146.76,146.16,,,,Garfield,Off-Air,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",E-power.,CCARC,yes,107.2,,,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,,,243117,,,DM69cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,141.9,N,yes,224.68,223.08,,,,Platte,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,141.9,N,yes,146.88,146.28,,,,Platte,On-Air,GPARA,,WRCG,yes,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,141.9,N,yes,449.625,444.625,,,,Platte,On-Air,,,,yes,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,143.1,NE,yes,444.125,449.125,,,,Scotts Bluff,On-Air,SBCEMA,Linked to Albin (147.165) and Cheyenne (146.775),,yes,114.8,,,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,143.2,SSE,yes,449.975,444.975,,,,Pueblo,On-Air,K0JSC,2,CCARC,yes,100,,,,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,K0JSC dot Com,363976,7301,100,DM78SA18,,,,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",,,,,,28368,,,,,,,,,Listen Live,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,147,WSW,yes,147.33,147.93,,,,Delta,On-Air,North Fork Repeater Assoc.,,CCARC,yes,107.2,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,150.1,SE,yes,146.895,146.295,,,,Kit Carson,On-Air,Big Sandy ARC,,CCARC,yes,103.5,,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,152.8,WSW,yes,449.8,444.8,,,,Garfield,On-Air,,8,CCARC,yes,107.2,,,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,152.8,WSW,yes,449.5,444.5,,,,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),E-power.,CCARC,yes,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,154.1,NNE,yes,145.475,144.875,,,,Scotts Bluff,On-Air,RWMC,e-power.,,yes,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,154.1,NNE,yes,444.825,449.825,,,,Scotts Bluff,On-Air,W0KAV/KW0R,"Autopatch, e-power.",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,154.2,NNE,yes,445.1,445.1,,,,Scotts Bluff,On-Air,,,,yes,100,,,,,,,This is a simplex IRLP node.,,,3942,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,156.4,WSW,yes,145.355,144.755,,,,Mesa,On-Air,Colorado Connection,E-power.,CCARC,yes,88.5,,,,"Rifle to the east, several miles east of Green River, Utah to the west.",,Full-time to the  Colorado Connection System .,Colorado Connection system of repeaters,,,,123,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,156.4,WSW,yes,449.65,444.65,,,,Mesa,On-Air,Keri Washburn,NWS weather alert system.,CCARC,yes,151.4,,,,Wide area coverage,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,8162,151.4,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,157.5,NNE,yes,147.075,147.675,,,,Scotts Bluff,On-Air,Tri-City Radio Amateur Club,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
