Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Affiliate,Features,Notes,Last update,Uplink Tone,Downlink Tone,WIRES-X,Mixed-Mode,Sponsor,Links,EchoLink,IRLP,Coordination,Web links,On-air,Commands,Grid,AllStar,Nets,Feed,Talkgroups,Colorado,Southern Colorado,Denver Regional,Worldwide,North America,Local/Cluster,Location Photo,P25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Northern Colorado,English,TAC 310,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,N. Colorado,Mountain Reg USA,Worldwide English,Amarillo WIRES-X,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Southwest USA,Hytera USA,Parrott,Audio Test,Kansas,Bandwidth,CKRG,KansasLink
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,164.5,NW,,927.8375,902.025,,,,,,,,,Jefferson,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,The offset is -25.8125,,,,,,,,,,CCARC,,,,,45770,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,165,NW,,448.675,443.675,,,,,,,,,Denver,On-Air,Wide area.,,,,,100,100,,,W0CFI,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,165,NW,,147.3,147.9,,,,,,,,,Clear Creek,On-Air,Wide area.,,,,,103.5,103.5,,,Denver PD EEB,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,165.1,NW,,447.85,442.85,,,,,,,,,Clear Creek,On-Air,Wide area at 9500',Rocky Mountain Ham Radio,AllStar node repeater providing wide area coverage along the Front Range,,,141.3,141.3,,,AC0KQ,,,,CCARC,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,165.3,NW,,447.575,442.575,,,,,,,,,Clear Creek,On-Air,Wide area: Denver metro.,,,,,107.2,107.2,,,Colorado Repeater Association (CRA),,347088,3291,CCARC,http://www.w0cra.org,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,165.3,NW,,448.225,443.225,,,,,,,,,Clear Creek,On-Air,,,E-power(gen).,,,141.3,141.3,,,Rocky Mountain Ham Radio,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,165.3,NW,,446.9375,441.9375,,,,,7,,,,Clear Creek,On-Air,,,,See the website for programming information.,,,,,,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,,,CCARC,Rocky Mountain Ham Radio,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,2,,,,,,,,RMHAM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,165.3,NW,,146.67,146.07,,,,,,,,,Clear Creek,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,11,,,100,100,,,Castle Rock Repeater Group,,,,CCARC,,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,165.3,NW,,449.45,444.45,,,,,,,,,Clear Creek,On-Air,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",,11,,,103.5,127.3,,,Rocky Mountain Radio League,,,,CCARC,Repeater,,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,165.3,NW,,145.145,144.545,,,,,,,,,Clear Creek,On-Air,Wide area. Denver metro.,,E-power.,,,107.2,107.2,,,Colorado Repeater Assoc,,,,CCARC,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,165.3,NW,,145.49,144.89,,,,,,,,,Jefferson,On-Air,,,E-power.,,,100,100,,,"KB0VIU,  Denver Radio Club","Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,CCARC,DRC Repeaters,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,165.3,NW,,146.94,146.34,,,,,,,,,Clear Creek,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,11,,,103.5,103.5,,,Rocky Mtn Radio League,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,CCARC,Repeater,,Autopatch: 911* / Off 0*.,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,165.3,NW,,449.35,444.35,,,,,,,,,Clear Creek,On-Air,Wide area.,,11,,,100,100,,,Denver Radio Club,,4140,,CCARC,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,,K0BAI,Ensign,KS,OPEN,,165.5,ESE,,444.375,449.375,,,,,,,,,Gray,Off-Air,Local,,,,,,,,,K0BAI,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.0125,5,CC14,KD5ROK,Dumas,TX,OPEN,,167,SSE,,443.0125,448.0125,,,,,14,,,,Moore,On-Air,,,,Time Slot #2 - Group Call 10 = West Texas Local,,,,,,,,,,,http://www.dmr-marc.net/,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  Full-Time    North America  1  3      English  1  13  PTT    TAC 310  1  310  PTT    DCI Bridge  1  3100  Full-Time    Texas  1  3148      COMM 1  1  3777215      Local/Cluster  2  2  Full-Time    Texas  2  3148  PTT    Texas/Oklahoma Regional USA  2  3175  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,1,1,2,,,,,Lonestar,,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,88.5,N5LTZ,Dumas,TX,OPEN,,167,SSE,,444.35,449.35,,,,,,,,,Moore,On-Air,40,Caprock Intertie,350,,,88.5,,,,,Full-time to the  Caprock Intertie System .,,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,167.3,WNW,,146.745,146.145,,,,,,,,,Chaffee,Off-Air,,,E-power.,,,100,,,,CLARA,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,,N5AKN,Forgan,OK,OPEN,,167.5,SE,,147.39,147.99,,,,,,,,,Beaver,,70,,WX.,,,,,,,N5AKN,,,,ORSI,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,169.1,NW,,449.05,444.05,,,,,,,,,Denver,On-Air,Wide area.,,E-power.,,,107.2,107.2,,,WG0N,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,88.5,KC5WBK,Spearman,TX,OPEN,,170.8,SE,,443.2,448.2,,,,,,,,,Hansford,On-Air,,,,,,88.5,,,,KY5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,88.5,N5DFQ,Spearman,TX,OPEN,,170.8,SE,,442,447,,,,,,,,,Hansford,,,,"E-power, linked, WX.",,,88.5,,,,Dustbowl Amateur Radio Club,,,,TVHFS,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,88.5,N5DFQ,Spearman,TX,OPEN,,170.8,SE,,147.04,147.64,,,,,,,,,Hansford,,,,"E-power, linked, WX.",,,88.5,,,,Dustbowl Amateur Radio Club,,,,TVHFS,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,171.1,SSW,,145.37,144.77,,,,,,,,,Mora,Off-Air,,,,,,141.3,,,,NMEMA ARC,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,171.1,SSW,,147.2,147.8,,,,,,,,,Mora,On-Air,,,8,,,67,,,,,Full-time to the  Mega-Link System .,,,,http://nm5ml.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,172,NW,,448.9,443.9,,,,,,,,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,6,,,100,,,,Boulder ARC,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,172,NW,,146.61,146.01,,,,,,,,,Boulder,Off-Air,,,,,,100,,,,Boulder Amateur Radio Club,,,7007,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,172,W,,145.325,144.725,,,,,,,,,Chaffee,On-Air,wide area,,,,,100,,,,Chaffee Lake Amateur Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,172.1,NW,,146.7,146.1,,,,,,,,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,6,,,100,,,,Boulder Co ARC,,,,CCARC,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,172.2,NW,,146.76,146.16,,,,,,,,,Boulder,On-Air,Wide area.,Boulder County ARES,5,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,100,,,,Rocky Mtn VHF Soc,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,172.7,NW,,449.225,444.225,,,,,,,,,Gilpin,On-Air,Wide area.,,Emergency Power,"Emcomm Affiliated, Open repeater",,141.3,141.3,,,Rocky Mountain Ham Radio (RMHR),,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,172.7,NW,,145.31,144.71,,,,,,,,,Gilpin,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",,10,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,88.5,123,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,CCARC,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,173.6,WNW,,447.125,442.125,,,,,,,,,Park,On-Air,"Covers Fairplay, Alma, and western South Park.","Park County Radio Club, AB0PC",Emergency automatic generator.,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,103.5,103.5,,,KC0UFO,,,,CCARC,,,,DM69wf,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,173.6,NW,,1283.8625,1263.8625,,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Boulder,On-Air,20,,E-power.,,,,,,,Boulder County ARES,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,173.6,NW,,145.3875,144.7875,,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,Boulder,On-Air,20,,E-power.,,,,,,,Boulder County ARES,,,,CCARC,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,173.7,NW,,449.55,444.55,,,,,,,,,Boulder,On-Air,Denver metro area.,,8,,,100,,,,Rocky Mtn VHF Soc,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",217336,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,173.7,NW,,449.4,444.4,,,,,,,,,Boulder,Off-Air,,,2,,,91.5,,,,BARC,,,,CCARC,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,173.8,NW,,1299.5,1279.5,,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,Boulder,On-Air,,,E-power.,,,,,,,Boulder County ARES,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,173.8,NW,,446.8,441.8,,,,,7,,,,Boulder,On-Air,Wide area.,Rocky Mountain Ham Radio,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,,,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,,,CCARC,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,173.8,NW,,446.8625,441.8625,,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,Boulder,On-Air,,,,,,,,,,Boulder County ARES,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,174.5,WSW,,147.22,147.82,,,,,,,,,Rio Arriba,On-Air,Wide area.,,10,,,100,,,,New Mexico Mega Link Assoc,Full-time to the  Mega-Link System .,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,174.6,WSW,,146.76,146.16,,,,,,,,,Rio Arriba,On-Air,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,11,,,67,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.675,5,162.2,K0HAM,"Dodge City, K-Link",KS,OPEN,,175,ESE,,443.675,448.675,,,,,,,,,Ford,On-Air,Click for coverage map.  45 mi radius.,Affiliate of the K-Link Repeater Network,"Linked to K-Link Repeater Network. 
AllStar 46012.",,,162.2,162.2,,,"NV8Q, WV0S",Full-time to the  K-Link System .,,,Kansas Repeater Council,K-Link Repeater Network,,,,"Priva 
   
     n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,175.1,NW,,146.73,146.13,,,,,,,,,Boulder,Off-Air,Local,,12,,,91.5,91.5,,,BARC,,115482,,CCARC,http://www.ked-wireless.com/products1.htm,,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,175.9,WNW,,147.39,147.99,,,,,,,,,Summit,On-Air,Wide area.,,12,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx",,88.5,123,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,CCARC,Breckenridge Repeater,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,88.5,K5IS,Perryton,TX,OPEN,,176,SE,,146.64,146.04,,,,,,,,,Ochiltree,,,,,,,88.5,,,,,,,,TVHFS,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,123,KU0L,Dodge City,KS,OPEN,,176.1,ESE,,442.375,447.375,,,,,,,,,Ford,On-Air,US-50,,Autopatch.,,,123,,,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,123,KU0L,Dodge City,KS,OPEN,,176.1,ESE,,147.03,147.63,,,,,,,,,Ford,On-Air,30,,Autopatch,,,123,,,,KU0L,,,,,,,,,,RACES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,176.6,NW,,448.8,443.8,,,,,,,,,Boulder,On-Air,,,30,,,88.5,88.5,,,Longmont ARC,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,,CCARC,,,,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,176.6,NW,,448.525,443.525,,,,,,,,,Boulder,On-Air,,,,,,151.4,,,,N0EPA,,223853,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,176.6,NW,,147.27,147.87,,,,,,,,,Boulder,On-Air,Wide area: Northern Colorado.,,"Closed autopatch, e-power, EchoLink.",,,100,100,,,Longmont ARC (LARC),"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,CCARC,http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,176.8,N,,145.295,144.695,,,,,,,,,Logan,On-Air,Wide area,,"Autopatch, e-power.",,,,,,,NECARA,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,176.9,NW,,445.0875,440.0875,,,,,7,,,,Fremont,On-Air,,Rocky Mountain Ham Radio,,,,,,,,K2AD,,,,,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,177,NW,,224.6,223,,,,,,,,,Gilpin,,,,,,,100,,,,W0RM,,,,CCARC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.55,5,141.3,K0ECT,Dodge City,KS,OPEN,,178.9,ESE,,444.55,449.55,,,,,,,,,Ford,On-Air,,,,,,141.3,,,,SKECT,Full-time to the  SKECT System .,,,Kansas Repeater Council,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.575,5,162.2,K0HAM,"Ransom, K-Link",KS,OPEN,,179.4,E,,443.575,448.575,,,,,,,,,Ness,On-Air,Click for coverage map.  40 mi radius.,K-Link Repeater Network,,,,162.2,162.2,,,N7JYS,"Full-time to  
        442.45000 (N7JYS) at Hays, K-Link, KS .
 


Full-time to the  K-Link System .",,,Kansas Repeater Council,K-Link Repeater Network,,,,,ARES: Saturdays 21:00 local,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,179.6,NW,,447.75,442.75,,,,,,,,,Boulder,On-Air,,,,,,141.3,141.3,,,Rocky Mountain Ham Radio,,,3450,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,179.6,NW,,145.46,144.86,,,,,,,,,Boulder,On-Air,Boulder/Denver Metro,CRA VHF Link System,"Closed autopatch, e-power.",,,107.2,107.2,,,Colorado Repeater Association (CRA),"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",347086,3990,CCARC,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,179.6,NW,,447.975,442.975,,,,,,,,,Boulder,On-Air,Wide area: Boulder/Longmont area.,,Closed autopatch.,,,107.2,107.2,,,Colorado Repeater Association (CRA),,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,179.6,NW,,445.05,440.05,,,,,1,BrandMeister,,,Boulder,On-Air,Wide area,,BrandMeister Network,,,,,,,Rocky Mountain Ham Radio,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,179.6,NW,,224.02,222.42,,,,,,,,,Boulder,On-Air,Denver metro area.,,8,,,,,,,Rocky Mtn VHF Soc,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",217336,,CCARC,RMVHS repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,179.6,NW,,446.9875,441.9875,,,,,7,,,,Boulder,On-Air,,,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,,,,,Rocky Mountain Ham Radio,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,179.8,WNW,,445.05,440.05,,,,,7,,,,Lake,On-Air,,Rocky Mountain Ham Radio,,,,,,,,K2AD,,,,CCARC,http://www.rmham.org/,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,2,,,,,,,,RMHAM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,179.8,WSW,,146.76,146.16,,,,,,,,,Taos,On-Air,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,11,,,67,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,179.8,WSW,,145.175,144.575,,,,,,,,,Taos,Off-Air,,,,,,141.3,,,,NMEMA ARC,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
