Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update,Downlink Tone,Nets,Notes,Links,IRLP,On-air,Affiliate,EchoLink,D-STAR Enabled,Node,Sources,AllStar,Commands,DMR Enabled,Color Code,Wide Network,Location Photo,Grid,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,YSF Digital Enabled,DG-ID,Mixed-Mode,Local,Denver Regional,Northern Colorado,P25 Digital Enabled,NAC,Default Reflector
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,148,SE,yes,447.45,442.45,107.2,San Juan,On-Air,,KB5ITS,"E-power, remote base.",,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,148,SE,yes,146.74,146.14,100,San Juan,On-Air,,Totah ARC,"Closed autopatch, e-power.",,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,148,S,yes,146.82,146.22,100,Apache,On-Air,,Totah ARC,,,ARCA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,100,N7NKK,"Panguitch, Mount Dutton",UT,OPEN,,149.6,WSW,yes,147.16,147.76,100,Garfield,On-Air,Wide area: South-central Utah in the general area of Panguitch and the western portion of Garfield County.,ERC,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,149.7,N,yes,147.04,147.64,136.5,Uintah,On-Air,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Borderline ARC,E-power.,,UVHFS,yes,,,8,Full-time to the  Sinbad Desert (SDARC) System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-1,CC1,KC7WST,Woodland Hills,UT,OPEN,,150.1,NW,yes,449.8,448.8,,Utah,On-Air,Utah County,KC7WSU,,http://www.dmr-utah.net,UVHFS,yes,,,,,,,Yeahmon Amateur Radio Club (YARC),,,,,,,yes,1,yes,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,DMR-UTAH,1,1,1,,2,,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,
447.3,-5,77,WB7RPF,Woodland Hills,UT,OPEN,,150.2,NW,yes,447.3,442.3,77,Utah,On-Air,,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,150.3,SE,yes,145.115,144.515,,San Juan,On-Air,,,,,,yes,,,,,,,,,yes,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,150.4,SE,yes,1291.1,1271.1,,Bernalillo,On-Air,,San Juan County,DV only,,NMFCC,yes,,,,,,,,,yes,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,150.5,N,yes,145.49,144.89,136.5,Uintah,On-Air,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.","W7BYU,  Borderline ARC","Autopatch, 8,506', linked to (147.320).",,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,151,SE,yes,146.925,146.325,,Mineral,Off-Air,,Creede ARC,,,CCARC,yes,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,136.5,K7HEN,"Heber City, Strawberry Peak",UT,OPEN,,151.3,NW,yes,147.16,147.76,136.5,Wasatch,Off-Air,,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,152.2,E,yes,447.05,442.05,136.5,Pitkin,On-Air,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,,CCARC,yes,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.8,-0.6,100,N6EZO,Mapleton,UT,OPEN,,152.7,NW,yes,146.8,146.2,100,Utah,On-Air,,,,,UVHFS,yes,,,,,,,ERC CERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.075,-5,131.8,N7FQ,Salem,UT,OPEN,,152.8,NW,yes,447.075,442.075,131.8,Utah,Off-Air,Utah County from Alpine to Payson.,,,http://www.n7fq.com/,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,88.5,WB7REL,"Salina, Beesting Peak",UT,OPEN,,152.8,NW,yes,449.3,444.3,88.5,Sevier,Off-Air,Wide area.,W7DHH,"Remote base, 10,020'.",http://www.sanpeteso.org/skyline/skyline_files/frame.html,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,100,NV7V,Payson,UT,OPEN,,153.9,NW,yes,447,442,100,Utah,On-Air,Metro Utah County,,WX.,http://nv7v.org,UVHFS,yes,100,Mountain View Stake net: Sun at 20:00.,"Bulletins from ARRL, Amateur Radio Newsline, Rain Report, Handiham and QSO today are transmitted all day Saturdays.",147.4,,,,,,,,,"ABC time 
AAAA voice test records your voice and then replays it.  Start speaking when the repeater says ""ready"". 
Send CC followed by whatever tone you wish to test.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7UCA,"Payson, Mountain View Hospital",UT,OPEN,,154,NW,yes,447.125,442.125,100,Utah,Off-Air,Wasatch Front from Payson to Tremonton.,Utah Co ARES,4,http://ucares.org,UVHFS,yes,,,,,,,UCARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.325,-5,114.8,N7KYY,Springville,UT,OPEN,,154.2,NW,yes,447.325,442.325,114.8,Utah,On-Air,Utah County from Alpine to Payson.,,4,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,154.5,SE,yes,448.65,443.65,127.3,San Juan,On-Air,,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,154.6,SE,yes,146.92,146.32,100,San Juan,On-Air,,San Juan County OEM,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,KB7M,Payson,UT,OPEN,I,154.8,NW,yes,448.025,443.025,100,Utah,On-Air,Utah County from Alpine to Payson.,,Remote base.,,UVHFS,yes,,,,,4482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,186.2,WD7N,Springville,UT,OPEN,,155.2,NW,yes,447.475,442.475,186.2,Utah,On-Air,Utah County from Alpine to Payson.,,4,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,167.9,KB7YOT,Provo,UT,OPEN,,159.7,NW,yes,449.825,444.825,167.9,Utah,Off-Air,Utah County from Alpine to Payson.,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,K7UCS,"Goshen, West Mountain",UT,OPEN,,160.4,NW,yes,147.34,147.94,100,Utah,On-Air,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar Valley and its surrounding communities.,Utah Co ARES,E-power.,http://www.ucares.org,UVHFS,yes,,UCARES: Tues at 21:00.,,,,,,,,,,,,,,,,DN40cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,100,N6QWU,"Payson, West Mountain",UT,OPEN,E,160.4,NW,yes,448.25,443.25,100,Utah,Off-Air,Wide area: Utah County from Alpine to Payson.,,,,UVHFS,yes,,,,,,,,355674,,,,,,,,,,DN40cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,WA7FFM,"Goshen,  West Mountain",UT,OPEN,,160.4,NW,yes,448.95,443.95,,Utah,,Utah County from Alpine to Payson.,,6,,UVHFS,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,100,WA7UAH,"Goshen, West Mountain",UT,OPEN,,160.4,NW,yes,147.02,147.62,100,Utah,On-Air,Utah County from Alpine to Payson.,ERC,Autopatch.,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.425,-5,,N7EVC,Provo,UT,OPEN,,160.7,NW,yes,447.425,442.425,,Utah,Off-Air,Utah County from Alpine to Payson.,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,N7BYU,"Provo, BYU",UT,OPEN,E,161,NW,yes,145.33,144.73,100,Utah,On-Air,Utah County from Alpine to Payson.,"KI7TD,  BYU ARC","Closed autopatch, linked.",BYU Repeaters,UVHFS,yes,,BYU ARC: Thu at 21:00.,,,,,,96806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,167.9,N7BYU,"Provo, BYU",UT,OPEN,E,161,NW,yes,449.075,444.075,167.9,Utah,On-Air,Utah County from Alpine to Payson.,"KI7TD,  BYU ARC",4,BYU Repeaters,UVHFS,yes,,,,,,,,96806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,161.7,SE,yes,147.36,147.96,100,San Juan,On-Air,,,,http://www.sjcham.com,NMFCC,yes,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,146.2,WA7FFM,"Provo, UVRMC",UT,OPEN,,161.7,NW,yes,449.85,444.85,146.2,Utah,On-Air,,Utah Valley Regional Medical Center,4,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,162.4,ESE,yes,447.65,442.65,151.4,Gunnison,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,CCARC,yes,151.4,,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,,WA7YZR,"Provo, Edgemont SC",UT,OPEN,,163.3,NW,yes,147.22,147.82,,Utah,Off-Air,Utah County from Alpine to Payson.,"KR7D, ARC of Utah Valley",4,,UVHFS,yes,,,,"Full-time to  
        145.25000 (K7UVA) at Provo, Sundance, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,100,WA7GIE,"Roosevelt, Mirror Lake",UT,OPEN,,163.5,NNW,yes,147.38,147.98,100,Duchesne,On-Air,Wide area.,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,164.1,SE,yes,1292.3,1272.3,,San Juan,On-Air,,San Juan County,,,NMFCC,yes,,,,,,,,,yes,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,164.1,SE,yes,146.61,146.01,123,Archuleta,On-Air,,,,http://durangoarc.org/,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.47,-0.6,100,N7BSA,"Orem, QTH AC7DM",UT,OPEN,E,165.5,NW,yes,145.47,144.87,100,Utah,,Utah County from Alpine to Payson.,Explorer Post 1973,Autopatch.,,UVHFS,yes,,,,,,Unknown,,46049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,K7UVA,"Provo, Sundance",UT,OPEN,,165.6,NW,yes,145.25,144.65,100,Utah,On-Air,Utah County from Alpine to Payson and Heber,Utah Valley Amateur Radio Club,,https://uvarc.club/,UVHFS,yes,,,,"Full-time to  
        147.22000 (WA7YZR) at Provo, Edgemont SC, UT .",,,Utah Valley Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,165.7,SE,yes,147.1,147.7,100,San Juan,On-Air,,San Juan connection,,http://www.sjcham.com,NMFCC,yes,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,162.2,KD7RBR,"Orem, Point of the Mountain",UT,OPEN,,166.1,NW,yes,447.6,442.6,162.2,Utah,On-Air,,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.88,-1.6,156.7,N7IMF,Orem,UT,CLOSED,,166.1,NW,yes,224.88,223.28,156.7,Utah,On-Air,Wasatch Front from Payson to Tremonton.,Utah High Desert ARC,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,166.1,SE,yes,147.28,147.88,67,San Juan,On-Air,Wide area.,,6,,NMFCC,yes,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K7UCA,"Orem,  Timpanogos Hospital",UT,OPEN,,166.7,NW,yes,447.275,442.275,100,Utah,Off-Air,Wasatch Front from Payson to Tremonton.,Utah Co ARES,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,,KC7KRY,"Eureka,  Eureka Peak",UT,OPEN,,166.7,NW,yes,447.875,442.875,,Juab,,Wide area.,,,,UVHFS,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,146.2,KC7MVI,"Eureka,  Eureka Peak",UT,OPEN,,166.7,NW,yes,448.225,443.225,146.2,Juab,Off-Air,Wide area: Utah County from Alpine to Payson.,Utah Valley Comm College,"Autopatch, 4,300'.",,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,N7ZOI,Midway,UT,OPEN,,168.3,NW,yes,449.95,444.95,,Wasatch,On-Air,Heber city and surrounding communities.,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,,K8BKT,Pleasant Grove,UT,OPEN,,170.1,NW,yes,449.775,444.775,,Utah,On-Air,,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.88,-1.6,156.7,KB7YOT,Pleasant Grove,UT,OPEN,,170.1,NW,yes,223.88,222.28,156.7,Utah,,,,,,UVHFS,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.35,-0.6,123,W6DZL,Bryce Canyon,UT,OPEN,,170.3,WSW,yes,145.35,144.75,123,Garfield,On-Air,"Wide Area: Covers much of south-central Utah and parts of northern Arizona from Page, Arizona on the east to Zion National Park on the west.",,Emergency Power,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,203.5,KB7WQD,"Delta, Notch Peak",UT,OPEN,,171.3,WNW,yes,147.38,147.98,203.5,Millard,On-Air,"West-central Utah around Delta, Tusher Mountains, Monroe &amp; Clear Creek Canyon.","Nyle Stott, KB7WQD",8,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,171.5,NE,yes,146.97,146.37,88.5,Moffat,On-Air,,Northwest Colorado Amateur Radio Association,,,CCARC,yes,123,,,Full-time to the  Colorado Connection System .,,,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,N7ZOI,"Midway, Wilson Peak",UT,OPEN,,171.5,NW,yes,147.2,147.8,88.5,Wasatch,On-Air,Heber city and surrounding communities.,,8,,UVHFS,yes,,HVARC: Wed at 20:00.,,"Full-time to  
        449.52500 (K7JL) at Brighton, Scott's Peak, UT .",,,High Valley ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,171.5,NE,yes,145.265,144.665,107.2,Moffat,,,NW Colorado ARC,E-power.,,CCARC,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,173.8,K7UCS,"Provo, Lake Mountain",UT,CLOSED,,172.4,NW,yes,449.675,444.675,173.8,Utah,On-Air,Utah County from Alpine to Payson.,Utah Co ARES,7,,UVHFS,yes,,,7,"Full-time to  
        448.32500 (K7UCS) at Provo, Lake Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,100,KA7EGC,"Provo, Lake Mountain",UT,OPEN,,172.4,NW,yes,447.875,442.875,100,Utah,Off-Air,Salt Lake Valley communities from Salt Lake City to Draper.,,7,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.475,-5,100,WA7GIE,"Provo, Lake Mountain",UT,OPEN,I,172.4,NW,yes,449.475,444.475,100,Utah,On-Air,Wide area: Utah County from Alpine to Payson.,,7,,UVHFS,yes,,,,"Full-time to  
        449.42500 (WA7GIE) at Salt Lake City, Nelson Peak, UT .",5620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,,NT3ST,"American Fork, KD7BBC QTH",UT,OPEN,,172.8,NW,yes,447.975,442.975,,Utah,On-Air,20,,,https://nt3st.zzt.net,UVHFS,yes,,,,,,,,,yes,NT3ST (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,173.3,ESE,yes,145.325,144.725,100,Chaffee,On-Air,wide area,Chaffee Lake Amateur Repeater Association,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,114.8,N7IMF,"Lehi, Lake Mountain",UT,OPEN,,173.4,NW,yes,448.7,443.7,114.8,Salt Lake,Off-Air,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper.,,7,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,,W7SP,"Provo, Lake Mountain",UT,OPEN,EI,173.6,NW,yes,146.76,146.16,,Utah,On-Air,"Wide area: Via mobile (50 watts, 1/4 wave or better): This repeater covers the Utah and Salt Lake Valleys, south along I-15 as far south as Filmore (spotty coverage,) portions of the west desert, and points north to the Idaho border. Very spotty coverage eastwards into the Wasatch. Via handie-talkie: Coverage is good in Utah county, marginal in many parts of Salt Lake county, particularly in the southern part of the valley.  Map . 90 mi radius.",Utah ARC,Closed autopatch.,http://utaharc.org/rptr/76rpt.html,UVHFS,yes,,Wednesday at 19:00,7,,3352,,,703269,,,,,"While anyone may Dial In to this node, only UARC members will be given the ""prefix code"" that will allow them to Dial Out into the IRLP network.",,,,,DN40ag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.23,-0.6,131.8,K7UCS,"Provo, Lake Mountain",UT,OPEN,,173.7,NW,yes,145.23,144.63,131.8,Utah,On-Air,Utah County from Alpine to Payson.,Utah Co ARES,E-power.,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,141.3,K7UCS,"Provo, Lake Mountain",UT,OPEN,,173.7,NW,yes,147.28,147.88,141.3,Utah,On-Air,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar valley and its surrounding communities.,Utah Co ARES,E-power.,,UVHFS,yes,,,,"Full-time to  
        449.67500 (K7UCS) at Provo, Lake Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.78,-0.6,100,K7UVA,"Orem, Lake Mountain",UT,OPEN,E,173.7,NW,yes,146.78,146.18,100,Utah,On-Air,"Utah County, Salt Lake County",UVARC (Utah Valley Amateur Radio Club),,http://uvarc.club/,UVHFS,yes,,Ladies Net: Tue 19:00 Youth Net: Thu 18:30 New Ham Net: Thu 19:00 Family History Net: Sat 20:00,,"Full-time to  
        448.20000 (K7UVA) at Orem, Lake Mountain, UT .
 


Full-time to  
        224.56000 (K7UVA) at Orem, Lake Mountain, UT .",,,UVARC (Utah Valley Amateur Radio Club),762028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.56,-1.6,100,K7UVA,"Orem, Lake Mountain",UT,OPEN,E,173.7,NW,yes,224.56,222.96,100,Utah,On-Air,"Utah County, Salt Lake County, Juab County",UVARC (Utah Valley Amateur Radio Club),10,http://uvarc.club,UVHFS,yes,,Ladies Net: Tue 19:00 Youth Net: Thu 18:30 New Ham Net: Thu 19:00 Family History Net: Sat 20:0,,"Full-time to  
        448.20000 (K7UVA) at Orem, Lake Mountain, UT .
 


Full-time to  
        146.78000 (K7UVA) at Orem, Lake Mountain, UT .",,,UVARC (Utah Valley Amateur Radio Club),762028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,K7UVA,"Orem, Lake Mountain",UT,OPEN,E,173.7,NW,yes,448.2,443.2,100,Utah,On-Air,"Utah County, Salt Lake County, Juab County",UVARC (Utah Valley Amateur Radio Club),10,http://uvarc.club,UVHFS,yes,,"Ladies' Net Tue 1900, Youth Net Thu 1830, New Ham Net Thu 1900, Family History Net Sat 20:00",,"Full-time to  
        146.78000 (K7UVA) at Orem, Lake Mountain, UT .
 


Full-time to  
        224.56000 (K7UVA) at Orem, Lake Mountain, UT .",,,UVARC (Utah Valley Amateur Radio Club),762028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.42,-1.6,156.7,W7WJC,"Provo, Lake Mountain",UT,OPEN,,173.7,NW,yes,224.42,222.82,156.7,Utah,On-Air,,Utah County Radio Club,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,103.5,K7UCS,"Provo, Lake Mountain",UT,CLOSED,,173.8,NW,yes,448.325,443.325,103.5,Utah,Off-Air,Wide area: Utah County from Alpine to Payson.,Utah Co ARES,7,,UVHFS,yes,,,,"Full-time to  
        449.67500 (K7UCS) at Provo, Lake Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,131.8,K7UCS,"Provo, Lake Mountain",UT,OPEN,,173.8,NW,yes,449.975,444.975,131.8,Utah,On-Air,Wide area: Utah County from Alpine to Payson. Utah Valley and Spanish Fork Canyon.,Utah Co ARES,7,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.7,-1.6,107.2,KE7AU,"Provo, Lake Mountain",UT,OPEN,,173.8,NW,yes,224.7,223.1,107.2,Utah,Off-Air,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar valley and its surrounding communities.,,7,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,131.8,KA7EGC,"American Fork, Utah Lake",UT,OPEN,,174,NW,yes,449.175,444.175,131.8,Utah,On-Air,Utah Valley.,,,,UVHFS,yes,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,77,WX7Y,"Draper, Lake Mountain",UT,OPEN,EI,174.2,NW,yes,147.08,147.68,77,Salt Lake,On-Air,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,Sinbad Desert ARC,,http://sdarc.us,UVHFS,yes,,,,,3270,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
