Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update,Downlink Tone,Web links,Commands,On-air,Grid,Links,YSF Digital Enabled,DG-ID,Mixed-Mode,Nets,Notes,Affiliate,DMR Enabled,Color Code,Wide Network,EchoLink,IRLP,AllStar,Local Network,Talkgroups,Worldwide English,North America,Simplex,TAC 310,TAC 311,DCI Bridge,Echo Test,Hytera USA Reflector,MPRG 2,NW7RG-USA,USA - Area 7 4647,Local/Cluster,Montana,MPRG,D-STAR Enabled,Node,Sources,BGV,Parrot,WIRES-X,Talkgroup Network,Idaho,Bandwidth,P25 Digital Enabled,NAC,Default Reflector,Feed
223.9,-1.6,,AK2O,"Chewelah, Stranger Mountain",WA,OPEN,,202.3,NW,,223.9,222.3,,Stevens,On-Air,Wide area.,SRG,,IACC,,,,,,,,,,,NW Regional/International Net: Weekdays 0700.  Weather Nets: Weekdays 0545 &amp; 1645.  Wednesday Evening Net: Wed at 1900.  Whitman/Latah County ARES Net: Thur at 1830.  KBARA Tech-Net: Thur at 1930.  Stanley Steamer Net: Sat at 0700.  Road Runners Net: Sun at 0700.  Spokane Region Storehouse ERC Net: Sun at 1930.,Hub repeater links KBARA and the Evergreen Intertie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,K1RR,"Chewelah, Stranger Mountain",WA,OPEN,I,202.3,NW,,147.36,147.96,,Stevens,On-Air,,Kamiak Butte Amateur Repeater Assoc,,IACC,,,Kamiak Butte Amateur Repeater Assoc,,,,,,,,"NW Regional/International Net: Weekdays 0700. 
Weather Nets: Weekdays 0545 and 1645. 
Wednesday Evening Net: Wed at 1900. 
Whitman/Latah County ARES Net: Thur at 1830. 
Stanley Steamer Net: Sat at 0700. 
Road Runners Net: Sun at 0700. 
Spokane Region Storehouse ERC Net: Sun at 1930.",,Evergreen Intertie,,,,,3638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.375,5,88.5,K7HR,"East Glacier, Mt Baldy",MT,OPEN,,202.9,NNE,,443.375,448.375,88.5,Glacier,Off-Air,,HARK,"E-power, remote base.",,,,http://www.cutbankairport.org/highline-radio/local-information/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,103.5,K7HR,"East Glacier, Mt Baldy",MT,OPEN,,202.9,NNE,,146.7,146.1,103.5,Glacier,On-Air,,,E-power.,,,,,,,,"Full-time to  
        147.14000 (K7KTR) at Plains, MT .
 


Full-time to  
        146.62000 (KA5LXG) at Bigfork, MT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,N7MHE,"Moses Lake, Wheeler Rd",WA,OPEN,,203.7,WNW,,146.7,146.1,100,Grant,On-Air,Moses Lake.,N7MHE,,IACC,,,,,,,,,,,,Low level repeater located on top of a building in Moses Lake.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,,WR7VHF,"Chewelah, Chewelah Peak",WA,OPEN,,204.8,NNW,,145.43,144.83,,Stevens,On-Air,,Inland Empire VHF Radio Amateurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,,N7LZM,"John Day, Fall Mountain",OR,OPEN,,205.4,WSW,,147.22,147.82,,Grant,Off-Air,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,W7OHI,Almira,WA,OPEN,,210.8,NW,,147,147.6,100,Lincoln,On-Air,,LCRG,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.23,-0.6,100,WA7FDR,"Island Park, Sawtell Peak",ID,OPEN,,213.1,SE,,145.23,144.63,100,Fremont,On-Air,"Wide area. Yellowstone, Rexburg, Idaho Falls, and upper Snake River basin.",,9,UVHFS,,,,,,,"Full-time to  
        146.85000 (WA7FDR) at Howe, Jumpoff Peak, ID .
 


Full-time to the  Intermountain Intertie System .",,,,,100,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.42,-1.6,103.5,KB7WPU,Hartline,WA,OPEN,,216.2,NW,,224.42,222.82,103.5,Grant,Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,100,KB7WPU,Hartline,WA,OPEN,E,216.2,NW,,147.14,147.74,100,Grant,Off-Air,,KB7WPU,,,,,,,,,,,,,,,,,,,377349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.45,5,100,KB7WPU,Hartline,WA,OPEN,,216.2,NW,,444.45,449.45,100,Grant,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KE7JFA,Roberts,ID,OPEN,EI,218.9,SE,,448.8,443.8,100,Jefferson,On-Air,Idaho Falls and some surrounding areas.,,,,,100,,,,,,,,,,Email me for list of speed dial commands if needed.,,,,,319230,3628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,K7ENE,"Menan, Menan Buttes",ID,OPEN,,220.7,SE,,146.88,146.28,100,Madison,On-Air,,ERC,,UVHFS,,,,,,,,,,,ERC: Wed at 21:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.5,0,100,KF7VSX,"Colville Indian Reservation, Keller Butte",WA,OPEN,,221.2,NW,,446.5,446.5,100,Ferry,On-Air,,Lake Roosevelt High School Amateur Radio Club,,,,77,,,,,,,,,,Simplex (record and re-transmit) repeater running only 4w (UHF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.5,0,100,KF7VSX,"Elmer City, Keller Butte",WA,OPEN,,221.2,NW,,146.5,146.5,100,Ferry,On-Air,,Lake Roosevelt High School Amateur Radio Club,,,,77,,,,,,,,,,"Simplex (record and re-transmit) repeater running only 4.75 w (VHF) 
Location in Ferry County about 2.4 miles east of Okanogan county line",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.62,-0.6,100,K7JAR,"Colville, Monumental Mountain",WA,OPEN,,221.6,NNW,,146.62,146.02,100,Stevens,On-Air,Wide area.,Panorama Land ARC,"E-power, linked.",IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.86,-0.6,100,KE7NRA,"Grand Coulee, Grand Coulee Dam",WA,OPEN,,222.7,NW,,146.86,146.26,100,Okanogan,On-Air,,Coulee Dam Radio Club,Linked with the McClure and Pitcher repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W7JVO,"Burns, Sharps Ridge",OR,OPEN,,226.3,SW,,147.3,147.9,162.2,Harney,On-Air,"Burns, Highway 205, Highway 78.",High Desert Amateur Radio Group (HiDARG),"E-power (solar), APRS.",ORRC,,,,,,,Full-time to the  HiDARG System .,,,,HiDARG: Tue at 19:00.,4,ARRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live
448.6,-5,100,K7WIP,"Rexburg, BYU-Idaho Campus",ID,OPEN,I,226.5,SE,,448.6,443.6,100,Madison,On-Air,Portions of Hwy 20 and Hwy 33.,"Peter Stilling, K7WIP",,W7ZRQ,,100,http://www.byui.edu/societies/amateur-radio-society/repeaters,,,,,,,,,,Brigham Young University Idaho,,,,,7186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,K7BYI,"Rexburg, BYU-Idaho Campus",ID,OPEN,EI,226.7,SE,,145.41,144.81,100,Madison,On-Air,"Rexburg area, covers portions of US Hwy 20 and State Hwy 33","Peter Stilling, K7WIP",,W7ZRQ,,100,http://www.byui.edu/societies/amateur-radio-society/repeaters,,,,,,,,BYU-Idaho Amateur Radio Society Net: Tuesday @ 2000,,Brigham Young University - Idaho,,,,893936,7186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,N7UNY,"Rexburg, Water Tower",ID,OPEN,,226.9,SE,,146.7,146.1,100,Madison,On-Air,,,5,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,,KG7WZG,Idaho Falls,ID,OPEN,,232.3,SE,,448.9,443.9,,Bonneville,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG7WZG (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
448.175,-5,100,K6LOV,"Iona,  Iona Hill",ID,OPEN,,234.3,SE,,448.175,443.175,100,Bonneville,On-Air,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,,K7EFZ,"Iona, Iona Hill",ID,OPEN,,234.3,SE,,146.64,146.04,,Bonneville,On-Air,,Eagle Rock ARC,e-power.,UVHFS,,,,,,,,,,,,Learned this evening that the autopatch has been disabled indefinitely - too much FM radio interference at that location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,WB6EVM,Blackfoot,ID,PRIVATE,,237.4,SE,,447.95,442.95,,Bingham,On-Air,Bingham County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,103.5,KF7HPT,"Burns, Radar Hill",OR,OPEN,,240.2,SW,,146.76,146.16,103.5,Harney,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,,K7EFZ,"Idaho Falls, Peterson Hill",ID,OPEN,,241.8,SE,,146.74,146.14,,Bonneville,On-Air,Eagle Rock Amateur Radio  (ERARC),,,UVHFS,,,http://www.erarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,WA4VRV,"Idaho Falls, Quality Inn",ID,OPEN,,242.2,SE,,443,448,100,Bonneville,On-Air,Wide area,WA4VRV,"E-power, EX (NOAA Weather SAME Alerts)",UVHFS,,100,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.425,0,,N5DJ,Cut Bank,MT,OPEN,,242.6,NE,,444.425,444.425,,Glacier,On-Air,,N5DJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.325,5,,K7IQA,Cut Bank,MT,OPEN,,242.6,NE,,443.325,448.325,,Glacier,On-Air,Local Area Coverage.,K7IQA,,,,,http://www.cutbankairport.org/highline-radio/local-information/,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0,,N5DJ,Cut Bank,MT,OPEN,,242.6,NE,,147.3,147.3,,Glacier,On-Air,,N5DJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.2,0,,N5DJ,Cut Bank,MT,OPEN,,242.6,NE,,442.2,442.2,,Glacier,On-Air,,N5DJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,,N7XAY,Republic,WA,OPEN,,250.1,NW,,145.19,144.59,,Ferry,,"Part of a 5 repeater system covering Republic, Tonasket, Okanogan, Grand Coulee and Twisp WA.",,Open autopatch.,,,,,Ask on the air for autopatch instructions.,Unknown,,"Full-time to  
        147.32000 (WA7MV) at Omak, Tunk Mountain, WA .",,,,ARES: Wed and Sun at 18:00.,"Repeater has been linked with 440.800 on Mclure Mt., Twisp, Wa. and is part of a 5 repeater linked system.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,100,WA7MV,"Omak, Tunk Mountain",WA,OPEN,,259,NW,,147.32,147.92,100,Okanogan,On-Air,Wide area.,Methow Valley Amateur Radio Club,E-power.,,,,http://mvhams.org/,,,,"Full-time to  
        145.19000 (N7XAY) at Republic, WA .",,,,Okanogan County Net: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.11,-1.7,100,WA7MV,"Omak, Tunk Mountain",WA,OPEN,,259,NW,,53.11,51.41,100,Okanogan,On-Air,Limited at this time due to low transmitter power.,Methow Valley Amateur Radio Club,,IACC,,,http://mvhams.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
