Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Last update,Downlink Tone,EchoLink,IRLP,Notes,Affiliate,Web links,Coordination,On-air,DMR Enabled,Color Code,Wide Network,Local Network,Talkgroups,Worldwide English,North America,TAC 310,TAC 311,DCI Bridge,Parrot,Hytera USA Reflector,MPRG 2,BGV,NW7RG-USA,USA - Area 7 4647,Local/Cluster,Montana,MPRG,Mixed-Mode,Links,Simplex,Echo Test,Nets,Commands,Grid,YSF Digital Enabled,DG-ID,AllStar,Bandwidth,WIRES-X,Talkgroup Network,Idaho,D-STAR Enabled,Node,Sources,P25 Digital Enabled,NAC,Default Reflector
146.74,-0.6,100,W7ECA,"Great Falls, Highwood Baldy Mountain",MT,OPEN,E,215.2,NE,,146.74,146.14,100,Chouteau,On-Air,Wide area:  75 mi radius.,Great Falls Area ARC,7,,,37656,,EchoLink transmits IDer over the link.,,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to  
        146.79000 (N7ARA) at Zortman, MT .",,,,"Info (link commands and club announcements) - 1*. 
EchoLink * + [node number].
Drop any and all links - #.",,,,,,,,,,,,,,
444.075,5,100,K7MEE,"Sandpoint, Schweitzer Mountain",ID,OPEN,A,219.3,NNW,,444.075,449.075,100,Bonner,Off-Air,"Bonner County, ID, into Boundary &amp; Kootenai Co., ID, Pend Orielle and parts of Spokane Co., WA, parts of Sanders Co., MT",Bonner County,E-power.,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,"Full-time to  
        145.23000 (K7MEE) at Sandpoint, Schweitzer Mountain, ID .",,,,,,,,27010,,,,,,,,,,
145.23,-0.6,100,K7MEE,"Sandpoint, Schweitzer Mountain",ID,OPEN,,219.3,NNW,,145.23,144.63,100,Bonner,Off-Air,"Bonner County, ID reaching into Boundary &amp; Kootenai Co., ID, Pend Oreille and parts of Spokane Co., WA and Sanders Co., MT",Bonner County,E-power.,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,"Full-time to  
        444.07500 (K7MEE) at Sandpoint, Schweitzer Mountain, ID .",,,,,,,,,,,,,,,,,,
146.73,-0.6,123,W7TAR,"Teton Village, Rendezvous Mountain",WY,OPEN,I,219.5,SE,,146.73,146.13,123,Teton,On-Air,Wide area.,Teton Amateur Radio Repeater Assoc (TARRA),,,118.8,,3464,,Jackson Hole Area ARC,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,JHAARC: Mon at 20:00. Also on IRLP Reflector 9454,,,,,,,,,,,,,,,
147.12,0.6,100,WB7TBM,"Newport, Cooks Mountain",WA,OPEN,,222.1,NW,,147.12,147.72,100,Pend Orielle,Off-Air,,Thatuna Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,100,KB7TBN,"Newport, Cooks Mountain",WA,OPEN,,222.1,NW,,444.575,449.575,100,Pend Orielle,,,PCARC,3,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,123,KA7ENA,"Deer Park, Scoop Mountain",WA,OPEN,,226.4,NW,,444.65,449.65,123,Spokane,Off-Air,,KA7ENA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DN17dw,,,,,,,,,,,,,
444.95,5,110.9,WA7UOJ,"Deer Park, Scoop Mountain",WA,OPEN,,226.4,NW,,444.95,449.95,110.9,Spokane,Off-Air,,WA7UOJ,Linked,,110.9,,,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,DN17dw,,,,,,,,,,,,,
146.91,-0.6,,W7TAR,"Jackson, Snow King Mountain",WY,OPEN,I,229.1,SE,,146.91,146.31,,Teton,On-Air,Wide Area,Teton Amateur Radio Repeater Assoc (TARRA),,,,,3464,,Jackson Hole Area ARC,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,JHAARC: Mon at 20:00. Also on IRLP Reflector 9454,,,,,,,,,,,,,,,
447.7,-5,123,W7TAR,"Jackson, Snow King Mountain",WY,OPEN,I,229.1,SE,,447.7,442.7,123,Teton,On-Air,Wide Area,Teton Amateur Radio Repeater Assoc (TARRA),Closed IRLP,,118.8,,3464,,Jackson Hole Area ARC,TARRA,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,JHAARC: Mon at 20:00. Also on IRLP Reflector 9454,,,,,,,,,,,,,,,
444.675,5,114.8,WB7UCI,Loon Lake,WA,PRIVATE,,230.8,NW,,444.675,449.675,114.8,Stevens,,,WB7UCI,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,77,N7KAM,"Coolin, Priest Lake",ID,OPEN,,231.2,NNW,,145.41,144.81,77,Bonner,On-Air,"Priest River to North of the Lake:  Low to medium power mobile
Some portable coverage is available at the South end of the lake.

Indian Creek Campground: portable coverage in most areas.

Lionhead Campground:  Medium power mobile coverage; poor portable",N7KAM,,,,,,,,http://www.wildrepeaters.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,,W7OHI,"Davenport, Teel Hill",WA,OPEN,,233.6,NW,,147.04,147.64,,Lincoln,On-Air,,LCRP,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.725,5,,W7GHJ,"Chewelah, Chewelah Peak",WA,OPEN,E,241.6,NW,,443.725,448.725,,Stevens,On-Air,"South end of Colville to Clayton, Chewelah, Valley, Springdale. With a good antenna &amp; propagation can be hit from Deer Park &amp; Spokane. 20 mi radius.",North East Washington Amateur Radio Club [NEWARC],,,,979409,,"~50' AGL on a Mt. +9 db gain Antenna, Moderate coverage. Echolink [conferences allowed]",,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,"Standard EchoLink commands. [We have quick dial DTMF commands also, if you would like to know them, or have your repeater added, email us]",,,,,,,,,,,,,,
145.43,-0.6,,WR7VHF,"Chewelah, Chewelah Peak",WA,OPEN,,246.2,NW,,145.43,144.83,,Stevens,On-Air,,Inland Empire VHF Radio Amateurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,,,Star Valley Ranch,WY,OPEN,,246.5,SE,,449.65,444.65,,Lincoln,On-Air,,KK6WLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,
448.2,-5,123,KN6LL,Thayne,WY,OPEN,,247.7,SE,,448.2,443.2,123,Lincoln,On-Air,,John Sherwood,WIRES-X,,123,,,Switches between C4FM and Analog on the link but FM is always active locally. Usually on America Link (21080),,,WRCG,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,
223.9,-1.6,,AK2O,"Chewelah, Stranger Mountain",WA,OPEN,,248.3,NW,,223.9,222.3,,Stevens,On-Air,Wide area.,SRG,,,,,,Hub repeater links KBARA and the Evergreen Intertie.,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,NW Regional/International Net: Weekdays 0700.  Weather Nets: Weekdays 0545 &amp; 1645.  Wednesday Evening Net: Wed at 1900.  Whitman/Latah County ARES Net: Thur at 1830.  KBARA Tech-Net: Thur at 1930.  Stanley Steamer Net: Sat at 0700.  Road Runners Net: Sun at 0700.  Spokane Region Storehouse ERC Net: Sun at 1930.,,,,,,,,,,,,,,,
147.36,0.6,,K1RR,"Chewelah, Stranger Mountain",WA,OPEN,I,248.3,NW,,147.36,147.96,,Stevens,On-Air,,Kamiak Butte Amateur Repeater Assoc,,,,,3638,,Evergreen Intertie,Kamiak Butte Amateur Repeater Assoc,IACC,,,,,,,,,,,,,,,,,,,,,,,,,"NW Regional/International Net: Weekdays 0700. 
Weather Nets: Weekdays 0545 and 1645. 
Wednesday Evening Net: Wed at 1900. 
Whitman/Latah County ARES Net: Thur at 1830. 
Stanley Steamer Net: Sat at 0700. 
Road Runners Net: Sun at 0700. 
Spokane Region Storehouse ERC Net: Sun at 1930.",,,,,,,,,,,,,,,
145.25,-0.6,CSQ,N7BFS,"Chewelah, Stensgar Mountain",WA,OPEN,,248.3,NW,,145.25,144.65,CSQ,Stevens,On-Air,"Stevens county, Lincoln county, Spokane county, HWY 395, HWY 2",N7BFS,Wide Area.,,CSQ,,,Owner has set up to be a passive non bit regen system for Digital Data and Digital Voice. Digital voice and data have priority over analog except in emergency situations.,,,IACC,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,DSTAR and P25 nets available if enough interest is shown.,,,,,,,,,,,N7BFS (C),"jfindu lookup 
    /   dstar-users lookup",,293,
447,-5,100,W7UY,Bedford,WY,OPEN,,251.1,SE,,447,442,100,Lincoln,,,,,,,,,,,,WRCG,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KD7LVE,"Afton, The Narrows",WY,OPEN,,252.1,SE,,146.97,146.37,100,Lincoln,On-Air,,Star Valley ARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,,"Afton, Black Mtn",WY,OPEN,,260.4,SE,,146.61,146.01,100,Lincoln,On-Air,,,,,,,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.62,-0.6,100,K7JAR,"Colville, Monumental Mountain",WA,OPEN,,266,NW,,146.62,146.02,100,Stevens,On-Air,Wide area.,Panorama Land ARC,"E-power, linked.",,,,,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
