Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Nets,Web links,Coordination,Last update,Affiliate,IRLP,Notes,Commands,Links,D-STAR Enabled,Node,Sources,On-air,EchoLink,AllStar,DMR Enabled,Color Code,Wide Network,Grid,Location Photo,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,English,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 310,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,YSF Digital Enabled,DG-ID,Mixed-Mode,WIRES-X,Europe,DCI Bridge,Southwest USA,Feed,Local,P25 Digital Enabled,NAC,Default Reflector,Wyoming,WyLOCAL,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,N. Colorado
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,209.9,E,,927.875,902.875,D114,,Larimer,Off-Air,,WA6IMI,,,,CCARC,,,,Down due to lightning strike. Scheduled to return end of June 2012.,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,210.2,ESE,,449.95,444.95,77,77,Douglas,On-Air,Primarily to the North along I-25 corridor,W9SL Owner,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,114.8,AH2S,Layton,UT,OPEN,IA,210.8,NW,,447.05,442.05,114.8,,Davis,On-Air,,,"IRLP, Allstar",,,UVHFS,,,3515,,,,,,,,,28463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,123,W7DBA,Huntsville,UT,OPEN,,211,NW,,145.21,144.61,123,,Weber,,City of Morgan and surrounding communities.,,4,,http://w7dba.hopto.org/,UVHFS,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,123,W7DBA,Huntsville,UT,OPEN,I,211,NW,,448.025,443.025,123,,Weber,On-Air,,,,,,UVHFS,,,3211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,211.3,ESE,,447.725,442.725,100,100,El Paso,On-Air,Local.,K0NR,30,,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,211.5,SE,,447.175,442.175,88.5,,Pueblo,Off-Air,Wide area: Southeast Colorado.,Pueblo HC,11,,Pueblo Ham Club,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,211.5,SE,,449.625,444.625,107.2,,Custer,On-Air,,,E-power.,,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,211.5,SE,,224.32,222.72,88.5,,Custer,Off-Air,,Pueblo Ham Club,11,,PHC repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,212.7,E,,147.195,147.795,100,,Larimer,On-Air,,Loveland Repeater Assoc,"Closed autopatch, e-power.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,213,ESE,,145.265,144.665,100,100,El Paso,Off-Air,Local. Good coverage of I25 in Colorado Springs.,Pikes Peak FM Association,"Closed autopatch, e-power.",,PPFMA Repeaters,CCARC,,,,Repeater has been moved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,213,E,,927.95,902.95,100,100,Larimer,On-Air,Northern Front Range,K1TJ Repeater System,25,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,123,W7SU,"Ogden, Mt Ogden",UT,OPEN,,213,NW,,448.6,443.6,123,123,Weber,On-Air,"Ogden, Salt Lake city, Huntsville, west toward Nevada, north to Idaho",Ogden ARC,9,Weber Co ARES: Tue at 20:00.,http://www.ogdenarc.org/,UVHFS,,,,"C4FM Yaesu fusion, digital and analog FM repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,213,ESE,,448.8,443.8,100,100,El Paso,Off-Air,,Pikes Peak FM Assoc,,,PPFMA Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,213.1,E,,224.52,222.92,100,100,Larimer,Off-Air,,Northern Colorado ARC,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,213.1,E,,927.825,902.825,100,100,Larimer,On-Air,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",AB0SF,,,,CCARC,,,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,213.1,E,,447.275,442.275,100,100,Larimer,On-Air,Wide area.,Northern Colorado ARC,"Closed autopatch, e-power.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,213.1,E,,145.115,144.515,100,100,Larimer,On-Air,Wide area.,Northern Colorado ARC,7,,,CCARC,,,,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,D122,W7SU,"Ogden, Mt Ogden",UT,OPEN,,213.1,NW,,146.9,146.3,D122,D122,Weber,On-Air,"Huntsville to West desert, Salt Lake to Idaho border",OARC / VHFS,,,http://www.ogdenarc.org,UVHFS,,,,C4FM Yaesu Fusion repeater digital and analog FM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,213.5,ESE,,447.525,442.525,203.5,146.2,Douglas,On-Air,"Denver metropolitan area, front range foothills",EmComm Colorado,,,,CCARC,,Colorado ARES,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,213.6,ESE,,147.345,147.945,107.2,107.2,El Paso,On-Air,Wide area.,,"Closed autopatch, e-power.",,http://www.cmrg.org/,CCARC,,,3854,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,213.6,ESE,,145.16,144.56,107.2,107.2,El Paso,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",Colorado Repeater Association,"Closed autopatch, e-power.",,http://www.w0cra.org/info/cosprgs.html#145160,CCARC,,CRA VHF Link System,3990,Switch to this repeater at mile marker 170 on I-25.,,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,213.6,ESE,,146.76,146.16,107.2,107.2,El Paso,On-Air,,Cheyenne Mountain Repeater Group,"Closed autopatch, e-power.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,213.6,ESE,,448,443,107.2,,El Paso,On-Air,,,,,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,213.6,ESE,,448.1,443.1,107.2,107.2,El Paso,On-Air,Wide area.,,"Closed autopatch, e-power.",,CMRG Repeaters,CCARC,,,,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,213.9,E,,446.75,441.75,,,Larimer,On-Air,,Rocky Mountain Ham Radio,,,http://www.rmham.org,CCARC,,,,See website for complete info on color codes/time slot assignment.,,Full-time to the  Colorado TRBO System .,,,,,,,,7,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,213.9,E,,145.265,144.665,,,Larimer,On-Air,Northern Colorado Front Range Wide Area coverage.,W0DMR - NoCo C-bridge Network,,,http://www.w0dmr.org/,CCARC,,Brandmeister Network,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf","Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,2,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,BrandMeister US,,,,1,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,2
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,214.5,ESE,,927.85,902.85,D114,,Teller,On-Air,,CMRG,9,,http://www.cmrg.org,CCARC,,,,,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,214.5,ESE,,53.13,51.43,107.2,107.2,El Paso,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,,http://www.cmrg.org,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,214.5,ESE,,446.9125,441.9125,,,El Paso,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,214.5,ESE,,145.13,144.53,88.5,123,El Paso,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Colorado Connection,9,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,CCARC,,,,Linked into the Colorado Connection System,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,214.5,ESE,,145.375,144.77,,,El Paso,On-Air,wide area,Cheyenne Mountain Repeater Group (CMRG),,,http://www.cmrg.org,CCARC,,,,,,,,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,214.5,ESE,,445.0625,440.0625,,,El Paso,Off-Air,,Rocky Mountain Ham Radio,The DMR-MARC Worldwide Network,,,CCARC,,,,,,,,,,,,,,1,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,214.7,E,,446.7375,441.7375,,,Larimer,On-Air,Wide area: North Front Range.,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,CCARC,,,,Repeater ID: 310803,,,,,,,,,,2,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,1,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,214.7,E,,447.45,442.45,123,,Larimer,On-Air,,,,,,CCARC,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,214.7,E,,1283.55,1263.55,100,,Larimer,On-Air,Northern Colorado Front Range,K1TJ Repeater System,,,http://www.k1tj.com/,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,214.8,ESE,,448.725,443.725,123,,El Paso,On-Air,,KA0TTF,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,,NJ7J,Syracuse,UT,OPEN,,214.8,NW,,224.96,223.36,,,Davis,,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,,4,,,UVHFS,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KJ7YE,Eden,UT,OPEN,,214.8,NW,,447.6,442.6,,,Weber,,,,,,,UVHFS,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,123,WB7TSQ,"Ogden,  foothills",UT,OPEN,,214.9,NW,,145.41,144.81,123,,Weber,On-Air,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,123,K7HEN,"Ogden,  Promentory Pt",UT,OPEN,,214.9,NW,,145.49,144.89,123,,Weber,On-Air,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,"Amateur Radio, Inc",Autopatch.,MARA: Wed at 2100.,,UVHFS,,Mercury ARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KD7FDH,"Ogden, Weber State University",UT,OPEN,,215,NW,,145.25,144.65,123,123,Weber,On-Air,Ogden and surrounding area,Weber State University Amateur Radio Club,Autopatch.,,Weber State University Amateur Radio Club,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,123,NJ7J,"Clearfield,  civic center",UT,OPEN,I,215.1,NW,,449.95,444.95,123,,Davis,On-Air,Ogden and South Ogden area.,City of Clearfield.,4,,,UVHFS,,,3876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,114.8,KR7K,Clearfield,UT,OPEN,I,215.1,NW,,447.15,442.15,114.8,114.8,Davis,On-Air,North Salt Lake to Tremonton.,,,,,UVHFS,,,3607,,IRLP: No special access codes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,215.1,E,,224.32,222.72,100,100,Larimer,Off-Air,,KN6VV,"Closed autopatch, e-power.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,215.1,E,,449.575,444.575,100,,Larimer,On-Air,,Loveland Rptr Assoc,"Closed autopatch, e-power.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,123,K0NOD,"Clearfield,  city office",UT,OPEN,EI,215.2,NW,,448.825,443.825,123,,Davis,Off-Air,Wasatch Front from North Salt Lake to the Utah/Idaho border.,Community Service Emergency Radio Grp,4,,,UVHFS,,,4654,,"- MUST PROCEED ALL IRLP COMMANDS WITH ""B""   -- Use Bxxxx (where xxxx is desired IRLP node number) to connect to another IRLP node  -- e.g. use B9250 to connect to Western Reflector    - MUST PROCEED ALL EchoLink COMMANDS WITH ""BA""  -- Use BAxxxxxx (where xxxxxx is desired EchoLink node number) to connect to another EchoLink node  -- e.g. use BA263450 to connect to EchoLink node 263450     - Use B73 or 73 to disconnect from either EchoLink or IRLP     The following control codes are operable:  B00 - Current node status  B01 - Reads back last IRLP node connected  B02 - Gives info on recent incoming/outgoing IRLP calls  B03 - Current time  B04 - Connects to a random IRLP node  B05 - Connects to IRLP Western Reflector (Las Vegas, 9250)  B06 - Connects to IRLP Crossroads (Indiana) Reflector (9200)  B07 - Connects to IRLP Hurricane Net (Listen-only, 9206)  B99 - Connects to IRLP Echo Reflector (9990)",,,,,,332144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,215.5,ESE,,448.4,443.4,94.8,,Arapahoe,On-Air,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,215.5,ESE,,448.275,443.275,156.7,,Arapahoe,On-Air,,W0BG,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,215.5,ESE,,448.825,443.825,,,Arapahoe,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,30584,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,215.6,ESE,,448.5,443.5,100,,Denver,On-Air,Greater Denver area.,Castle Rock Repeater Group,E-power.,,,CCARC,,,,,,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,215.7,ESE,,146.91,146.31,151.4,151.4,El Paso,On-Air,,GGARC,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,215.7,ESE,,146.85,146.25,103.5,,El Paso,On-Air,,W0RSH,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,215.7,ESE,,147.39,147.99,103.5,,El Paso,On-Air,,W0MOG,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,215.7,ESE,,147.27,147.87,,,El Paso,On-Air,,TRA,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,215.8,ESE,,447.35,442.35,151.4,,El Paso,On-Air,,GGARC,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,215.8,ESE,,447.475,442.475,107.2,,El Paso,,,Mountain ARC (MARC),"Closed autopatch, e-power.",MARC/PCRC: Tue at 1930.,,CCARC,,,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,215.8,ESE,,448.3,443.3,100,,El Paso,On-Air,,AA0L,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,215.8,ESE,,448.25,443.25,123,,El Paso,On-Air,Colorado Springs,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,215.8,ESE,,447.55,442.55,123,,El Paso,On-Air,,WA6IFI,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,215.8,ESE,,224.06,222.46,,,El Paso,,Wide area.,Pikes Peak FM Association (PPFMA),"E-power, linked.",,,CCARC,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,215.8,ESE,,448.6,443.6,114.8,,El Paso,,,W0MOG,,,,CCARC,,,,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,215.8,ESE,,927.8,902.8,D116,,Teller,On-Air,,,6,,,CCARC,,,,,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,215.8,ESE,,449.575,444.575,,,El Paso,On-Air,,RMHARC,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,215.8,ESE,,447.025,442.025,123,,El Paso,Off-Air,,Colorado Springs ARA,"Closed autopatch, e-power, linked, remote base.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
