Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,Uplink Tone,Downlink Tone,Coverage,Features,Web links,IRLP,EchoLink,AllStar,Commands,YSF Digital Enabled,DG-ID,Mixed-Mode,Nets,Affiliate,Notes,WIRES-X,Links,DMR Enabled,Color Code,Wide Network,Grid,Feed,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,On-air,Worldwide,North America,Local/Cluster,English,TAC 310,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Location Photo,Wyoming,WyLOCAL
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,171.6,WSW,,447.2,442.2,,,,Montrose,On-Air,,CCARC,,107.2,107.2,Delta/Montrose,9,GMRA Repeaters,3710,,,,,,,RACES Net Wed at 1930 Hrs.,Grand Mesa Repeater Assoc,Closed IRLP out - Ask for a control op,,Full-time to the  GMRA Open System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,172,SW,,147.135,146.535,,,,Hinsdale,On-Air,,CCARC,,123,,,E-power (solar),http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,174.5,SW,,449.525,444.525,,,,Mineral,On-Air,N0PKT,,,100,100,,,,,,43265,,,,,,The Fun Machine,,,Full-time to the  The Fun Machine System .,,,,DM67lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,177.5,WSW,,146.79,146.19,,,,Montrose,On-Air,KC0UXX,CCARC,,107.2,107.2,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,177.5,WSW,,146.91,146.31,,,,Montrose,On-Air,,CCARC,,107.2,107.2,,E-Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,178.5,WSW,,446.9125,441.9125,,,,Mesa,On-Air,Bill Frost,,,,,"Grand Junction, I70",,,,,,,,,,,,Brandmeister network,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,179.5,S,,447.375,442.375,,,,Las Animas,On-Air,KG5JL,CCARC,,100,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",E-power (batt).,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,179.5,S,,449.6,444.6,,,,Las Animas,Off-Air,Cheyenne Mtn Rptr Grp,CCARC,,107.2,,Wide area.,E-power.,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,179.5,S,,147.375,147.975,,,,Las Animas,Off-Air,K0BV,CCARC,,100,100,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,180.6,S,,446.775,441.775,,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",Las Animas,On-Air,Cheyenne Mountain Repeater Group (CMRG),CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,180.6,WSW,,449.3,444.3,,,,Mesa,On-Air,,CCARC,,107.2,107.2,Wide Area I-70 West Rifle to Western Utah,e-power Linked to GMRA Open System,http://www.gmra.org/,3710,,,,,,,RACES Wed 1930 hrs,,Closed IRLP out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,184.2,NW,,449.8,444.8,,,,Carbon,,Wyocomm,WRCG,,146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,184.2,NW,,147.39,147.99,,,,Carbon,On-Air,HERC,,,100,,Wide area.,E-power.,,,,,,,,,,N7ZEF (EchoLink).,,,"Full-time to  
        146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY .
 


Full-time to  
        146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,184.2,NW,,146.76,146.16,,,,Carbon,On-Air,CCARS,,,100,,Wide area.,,,,,,,,,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC11,WY7EOC,Rawlins,WY,CLOSED,,184.2,NW,,445.05,440.05,,,,Carbon,On-Air,Laramie County EM,WRCG,,,,Wide area.,,,,,,,,,,,Wyoming DMR Project,,,,,11,,,,,,,,,,,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,1,2
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,184.2,NW,,146.7,146.1,,,,Carbon,On-Air,,WRCG,,162.2,,,,,7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,184.2,NW,,448.3,443.3,,,,Carbon,,,WRCG,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,184.4,ESE,,147.03,147.63,,,,Sherman,Off-Air,Sherman County Amateur Radio Club (SCARE),,,88.5,,I-70,,SCARE on Facebook,3769,,,,,,,,,This is the highest (above sea level) amateur repeater in Kansas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,186.7,SW,,147.27,147.87,,,,Ouray,On-Air,,CCARC,,127.3,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,190.3,SE,,444.6,449.6,,,,Wallace,On-Air,WA0VJR,,,146.2,,"US-40 
   Repeater Coverage Map",,,3148,,,,,,,,,Dial 9335 to access K-Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,191.5,S,,145.43,144.83,,,,Las Animas,On-Air,Cheyenne Mountain Repeater Group,CCARC,,107.2,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,191.8,S,,446.775,441.775,,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Colfax,On-Air,Cheyenne Mountain Repeater Group,NMFCC,,,,,,http://www.cmrg.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,193.3,WSW,,145.175,144.575,,,,Mesa,On-Air,,CCARC,,107.2,,Greater grand Junction area.,"E-power,",,3161,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,194.5,SE,,442.175,447.175,,,,Greeley,On-Air,WKARC,,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,195.6,SW,,147.375,147.975,,,,San Juan,On-Air,,CCARC,,156.7,,Wide area.,13,http://www.sjcham.com,,,,,,,,,,,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,195.7,WSW,,147.105,147.705,,,,Mesa,On-Air,K0SSI,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,195.7,WSW,,146.82,146.22,,,,Mesa,On-Air,,CCARC,,107.2,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,195.7,WSW,,447.5,442.5,,,,Mesa,,KC0ARV,CCARC,,114.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,195.7,WSW,,145.22,144.62,,,,Mesa,,KE0TY,CCARC,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,195.7,WSW,,446.775,441.775,,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",Mesa,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,195.7,WSW,,449,444,,,,Mesa,On-Air,KB0SW,CCARC,,,107.2,,,,,,,,,,,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,195.7,WSW,,449.775,444.775,,,,Mesa,On-Air,,CCARC,,173.8,88.5,,,,7573,7572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,195.7,WSW,,147.39,147.99,,,,Mesa,,KE0TY,CCARC,,107.2,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,196.1,SW,,447.525,442.525,,,,San Juan,On-Air,KB5ITS,CCARC,,127.3,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,196.2,WSW,,448.15,443.15,,,,Mesa,On-Air,,CCARC,,100,,,,,7963,312189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,196.2,SW,,145.325,144.725,,,,San Juan,On-Air,,CCARC,,127.3,,,Solar powered,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,196.2,SW,,444,449,,,,Huerfano,On-Air,,,,67,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,196.7,NNE,,147.015,147.615,,,,Box Butte,On-Air,N2VHZ,,,,,Local.,,,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,196.7,WSW,,147.355,146.755,,,,Mesa,On-Air,Colorado Connection,CCARC,,88.5,123,,,,,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,196.9,E,,146.76,146.16,,,,Keith,On-Air,Charlie Allen,,,123,,,,,7349,751985,,,,,,"Sun at 19:30. 
Wed at 20:00.",,Linked to 146.940 in North Platte and 442.250 south of North Platte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,198.1,NNE,,146.715,146.115,,,,Box Butte,On-Air,TriCity,,,103.5,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,198.2,S,,147.28,147.88,,,,Colfax,On-Air,,NMFCC,,100,,Wide area.,8,,,,,,,,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,200.1,SE,,146.64,146.04,,,,Las Animas,Off-Air,,CCARC,,100,100,Wide area: West BACA and East Las Animas counties.,,KZ0DEM Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,200.8,SW,,449.7,444.7,,,,San Miguel,On-Air,Grand Mesa Repeater Association ( GMRA ),CCARC,,107.2,107.2,Wide Area via links - Western Colorado - Eastern Utah,E-power.,,3710,,,,,,,RACES: Wed at 19:30.,,Closed IRLP out - Ask for a control Op,,Full-time to the  GMRA Open System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,204.4,SE,,444,449,,,,Hamilton,On-Air,SKECT,Kansas Repeater Council,,141.3,141.3,,E-power.,http://skect.org/default.aspx,,,,,,,,,,,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,205.9,WSW,,146.94,146.34,,,,Mesa,On-Air,Western Colorado Amateur Radio Club,CCARC,,107.2,107.2,Grand Junction 30-50 mi,E-power and autopatch for WCARC members,http://w0rrz.org,,,,,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,205.9,SE,,147.33,147.93,,,,Baca,Off-Air,Baca County Amateur Emergency Management,CCARC,,118.8,118.8,,,KZ0DEM Repeaters,7142,97142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,205.9,WSW,,449.575,444.575,,,,Mesa,On-Air,,CCARC,,131.8,131.8,Grand Junction,e-power. Linked to GMRA Open System,GMRA Repeaters,3710,,,,,,,Wed RACES Net 1930 Hrs,Grand Mesa Repeater Assoc,Closed IRLP out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,205.9,SE,,449.2,444.2,,,,Baca,On-Air,Baca County Div of Emerg Mgt Communications,,,118.8,118.8,provides coverage to central Baca County,,,7142,97142,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,205.9,SE,,147.09,147.69,,,,Baca,,BCDEARC,CCARC,,118.8,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,206.6,SSW,,147.22,147.82,,,,Rio Arriba,On-Air,New Mexico Mega Link Assoc,NMFCC,,100,,Wide area.,10,,,,,,,,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,206.6,SSW,,146.76,146.16,,,,Rio Arriba,On-Air,Taos ARC,,,67,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,207.1,SW,,147.27,147.87,,,,San Juan,On-Air,KB5ITT,CCARC,,127.3,,Wide area.,E-power.,,,,,,,,,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,162.2,NV8Q,"Colby, K-Link",KS,OPEN,A,208.4,ESE,,444.75,449.75,,,,Thomas,,,Kansas Repeater Council,,162.2,162.2,"Wide area. 
 Click for coverage map.  50 mi radius.","Linked to K-Link Repeater Network 
E-power (batt) 
Allstar 46010",K-Link Repeater Network,,,46010,,,,,ARES: Sat at 21:00.,K-Link Repeater Network,"Repeater is intermittently off-air, and the Allstar node is currently out of service.",,Full-time to the  K-Link System .,,,,,Listen Live,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,209.7,SSW,,146.61,146.01,,,,Archuleta,On-Air,,CCARC,,123,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,156.7,NW0K,Colby,KS,OPEN,I,210,ESE,,146.82,146.22,,,,Thomas,On-Air,TARC,Kansas Repeater Council,,156.7,156.7,Local,"Closed autopatch, e-power.",,7552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,211,W,,447,442,,,,Garfield,On-Air,,CCARC,,107.2,,Wide area.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,211.7,WSW,,449.4,444.4,,,,Mesa,On-Air,"WA4HND,  Grand Mesa Repeater Association",CCARC,,131.8,131.8,Wide area via links - Western Colorado - Eastern Utah,E-power.,http://www.gmra.org,3710,,,,,,,RACES Wed 1930 Hrs,,Closed IRLP out - Ask for a control op,,Full-time to the  GMRA Open System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,141.3,K0ECT,Colby,KS,OPEN,,211.9,ESE,,444.4,449.4,,,,Thomas,On-Air,,Kansas Repeater Council,,141.3,,,,http://skect.org/default.aspx,,,,,,,,,,"Repeater has zero hang-time, which gives the appearance that it's down.  It does work!",,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,212.3,SE,,146.775,146.175,,,,Hamilton,On-Air,KA0TAO,Kansas Repeater Council,,,,Local. 20 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,213.6,SSW,,147.08,147.68,,,,Rio Arriba,On-Air,SFARC,NMFCC,,162.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,221.8,SW,,146.7,146.1,,,,La Plata,On-Air,Durango ARC,CCARC,,100,100,Local.,9,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,222.3,SSW,,145.43,144.83,,,,Rio Arriba,On-Air,SJC EMCOMM,NMFCC,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,222.8,SW,,445.1375,440.1375,,,,La Plata,On-Air,K2AD,CCARC,,,,,,http://www.rmham.org/,,,,,,,,,Rocky Mountain Ham Radio,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,223.1,SW,,147.345,147.945,,,,La Plata,On-Air,Colorado Connection,CCARC,,88.5,123,Durango and north towards Molas Divide.,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,228.9,SW,,146.67,146.07,,,,La Plata,On-Air,Durango ARC,CCARC,,100,,Wide area.,11,DARC Repeaters,,,,,,,,,,Linked active in the summer months only.,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,230.9,SW,,147.15,147.75,,,,La Plata,On-Air,,CCARC,,100,,Bayfield,E-power.,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,231,SW,,448.625,443.625,,,,La Plata,,KC5EVE,CCARC,,131.8,131.8,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,231,SW,,449.85,444.85,,,,La Plata,On-Air,DARC,CCARC,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,232.7,SW,,147.135,147.735,,,,La Plata,On-Air,,CCARC,,100,100,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,235.3,SW,,145.37,144.77,,,,La Plata,On-Air,,CCARC,,100,100,,E-power.,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,236.1,SE,,146.985,146.385,,,,Kearney,On-Air,N0OMC,Kansas Repeater Council,,156.7,156.7,Local,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,237,SW,,442.375,447.375,,,,Montezuma,On-Air,San Juan Connection,,,100,,,,,,,,,,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,242.5,SW,,145.325,144.725,,,,Montezuma,On-Air,,CCARC,,100,,Wide area.,E-power.,http://www.sjcham.com,,,,,,,,,,Full time to the San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,243.2,SW,,446.7375,441.7375,,,,Montezuma,On-Air,RMHAM,CCARC,,,,,,http://www.rmham.org,,,,,,,,,,,,,,6,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,246,SW,,145.19,144.59,,,,Montezuma,On-Air,,CCARC,,100,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,246,SW,,447.275,442.275,,,,Montezuma,On-Air,,,,100,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,246.3,SE,,147.06,147.66,,,,Grant,On-Air,SKECT,Kansas Repeater Council,,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,247.3,SW,,147.06,147.66,,,,San Juan,On-Air,,NMFCC,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,254.9,SW,,146.79,146.19,,,,Montezuma,On-Air,KD5LWU,CCARC,,127.3,127.3,,,,,24336,29317,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,254.9,SW,,449.175,444.175,,,,Montezuma,Off-Air,KD5LWU,CCARC,,127.3,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,141.3,K0ECT,"Ulysses, Wagon Bed Springs",KS,OPEN,,255.1,SE,,444.525,449.525,,,,Grant,On-Air,SKECT,Kansas Repeater Council,,141.3,141.3,,E-power.,http://skect.org/default.aspx,,,,,,,,,,,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,110.9,KD7PPP,"Lander, airport",WY,OPEN,,269.5,NW,,145.445,144.845,,,,Fremont,On-Air,"KC7CJN, WB7CJT",WRCG,,110.9,,Lander and north to Wind River Canyon and south in the Wind River Mountains.,,,,,,,,,,,FCARS,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,D261,N7HYF,"Lander, Limestone Mountain",WY,PRIVATE,,276,NW,,449.9,444.9,,,,Fremont,On-Air,N7HYF,WRCG,,D261,D261,,,,,,,,,,,,,,,"Full-time to  
        53.03000 (N7HYF) at Lander, WY .
 


Full-time to  
        147.06000 (N7HYF) at Boysen, Boysen Peak, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
