Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Web links,Coordination,Last update,Grid,Coverage,Sponsor,EchoLink,Downlink Tone,Links,Notes,Nets,IRLP,Commands,DMR Enabled,Color Code,Wide Network,Affiliate,On-air,AllStar,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Location Photo,Feed,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Worldwide,North America,Local/Cluster,YSF Digital Enabled,DG-ID,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,English,Mountain Reg USA,Wyoming,WyLOCAL,Worldwide English,DCI Bridge,N. Colorado,TAC 310,Europe,Southwest USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Local
224.88,-1.6,156.7,N7IMF,Orem,UT,CLOSED,,206.9,WNW,,224.88,223.28,156.7,Utah,On-Air,,,UVHFS,,,Wasatch Front from Payson to Tremonton.,Utah High Desert ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,-0.6,103.5,K7JL,"Levan, Levan Peak",UT,OPEN,,207.3,W,,145.27,144.67,103.5,Juab,On-Air,E-power.,http://www.utahvhfs.org/snowlink.html,UVHFS,,,Wide area.,K7JL,,,Full-time to the  Intermountain Intertie System .,8,State RACES: 3rd Thursday of even-numbered months.,,,,,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.23,-0.6,100,NZ6Z,Park City,UT,OPEN,,207.4,WNW,,145.23,144.63,100,Summit,,7,,UVHFS,,,"Park City, Heber, Coalville and other nearby communities.",,,,"Full-time to  
        447.50000 (NZ6Z) at Park City, UT .",,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,,NZ6Z,Park City,UT,OPEN,,207.4,WNW,,447.5,442.5,,Summit,On-Air,7,,UVHFS,,,"Park City, Heber, Coalville and other nearby communities.",,,,"Full-time to  
        145.23000 (NZ6Z) at Park City, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K7UCA,"Orem,  Timpanogos Hospital",UT,OPEN,,207.7,WNW,,447.275,442.275,100,Utah,Off-Air,,,UVHFS,,,Wasatch Front from Payson to Tremonton.,Utah Co ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,162.2,KD7RBR,"Orem, Point of the Mountain",UT,OPEN,,207.8,WNW,,447.6,442.6,162.2,Utah,On-Air,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,88.5,N7RVS,"Gunnison, N7RVS QTH",UT,OPEN,,208.6,W,,447.35,442.35,88.5,San Pete,,,,UVHFS,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,,KA7SHX,"Kemmerer, Quealy Peak",WY,OPEN,,209,NW,,449.825,444.825,,Lincoln,On-Air,,,WRCG,,,,ORARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,,KF7EHE,Kemmerer,WY,OPEN,,209,NW,,449.075,444.075,,Lincoln,Off-Air,220,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,WA7GIE,"Coalville, Lewis Peak",UT,OPEN,,209.1,WNW,,147.36,147.96,100,Summit,On-Air,9,,UVHFS,,,"Wide area: Western side of the Salt Lake valley. Park City, Heber, Coalville and other nearby communities.",,,,,,SCARC: Thu at 2100.,,,,,,Wasatch Back Tri-County ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,WA7GIE,"Coalville,  Lewis Peak",UT,CLOSED,,209.1,WNW,,448.65,443.65,,Summit,On-Air,9,,UVHFS,,,"Wide area: Park City, Heber, Coalville and other nearby communities.",Desert ARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,WA7GIE,"Coalville,  Lewis Peak",UT,OPEN,,209.1,WNW,,449.55,444.55,100,Summit,On-Air,IRLP,,UVHFS,,,"Wide area: Park City, Heber, Coalville and other nearby communities. Western side of the Salt Lake valley.",,,,,PL 131.8? Node usually connected to  5620 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,136.5,K7HEN,"Coalville, Lewis Peak",UT,OPEN,,209.1,WNW,,147.24,147.84,136.5,Summit,On-Air,"Autopatch, 9,304'.",,UVHFS,,,Wide area.,,,,"Full-time to  
        147.16000 (K7HEN) at Heber City, Strawberry Peak, UT .
 


Full-time to  
        147.14000 (K7MLA) at West Jordan, Butterfield Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,,WB7TSQ,"Coalville,  Lewis Peak",UT,OPEN,,209.1,WNW,,448.9,443.9,,Summit,,"Remote base, 9,304'.",,UVHFS,,,"Wide area: Park City, Heber, Coalville and other nearby communities.",,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,K7JL,"Snowbird, Hidden Peak",UT,OPEN,,209.2,WNW,,147.18,147.78,100,Utah,On-Air,E-power.,,UVHFS,,,"Wide area: Northern Utah, extreme Southwestern Wyoming, Southeastern Idaho, spotty coverage into Western Colorado and Eastern Nevada.  Map",K7JL,,,"Full-time to  
        146.94000 (WR7AAA) at Milford, Frisco Peak, UT .
 


Full-time to  
        147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT .
 


Full-time to  
        147.02000 (K7OGM) at Laketown, Bear Lake, UT .
 


Full-time to  
        146.86000 (K7JL) at Evanston, Medicine Butte, WY .
 


Full-time to the  Intermountain Intertie System .",11,UVHFS: Tue at 20:00.,,,,,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,,K8BKT,Pleasant Grove,UT,OPEN,,210,WNW,,449.775,444.775,,Utah,On-Air,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,100,N6QWU,"Payson, West Mountain",UT,OPEN,E,210,WNW,,448.25,443.25,100,Utah,Off-Air,,,UVHFS,,DN40cc,Wide area: Utah County from Alpine to Payson.,,355674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.88,-1.6,156.7,KB7YOT,Pleasant Grove,UT,OPEN,,210,WNW,,223.88,222.28,156.7,Utah,,,,UVHFS,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,100,WA7UAH,"Goshen, West Mountain",UT,OPEN,,210,WNW,,147.02,147.62,100,Utah,On-Air,Autopatch.,,UVHFS,,,Utah County from Alpine to Payson.,ERC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,210,SSE,,146.76,146.16,67,Rio Arriba,On-Air,11,,,,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,210,SSE,,147.22,147.82,100,Rio Arriba,On-Air,10,,NMFCC,,,Wide area.,New Mexico Mega Link Assoc,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,210,SE,,145.355,144.755,100,Huerfano,On-Air,"E-power, linked.",,CCARC,,,,N0JPX,,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,K7UCS,"Goshen, West Mountain",UT,OPEN,,210.1,WNW,,147.34,147.94,100,Utah,On-Air,E-power.,http://www.ucares.org,UVHFS,,DN40cc,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar Valley and its surrounding communities.,Utah Co ARES,,,,,UCARES: Tues at 21:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,WA7FFM,"Goshen,  West Mountain",UT,OPEN,,210.1,WNW,,448.95,443.95,,Utah,,6,,UVHFS,,,Utah County from Alpine to Payson.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,100,KG7VVQ,"Kemmerer, Quealy Peak",WY,OPEN,,210.3,NW,,147.09,147.69,100,Lincoln,On-Air,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,,KB7HAF,"Park City,  Murdock Peak",UT,OPEN,,210.6,WNW,,448.475,443.475,,Summit,On-Air,8,,UVHFS,,,"Park City, Heber, Coalville and other nearby communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,WB7REL,"East Salina, Salina Canyon",UT,OPEN,I,211,W,,146.72,146.12,100,San Pete,On-Air,7,,UVHFS,,,,Skyline,,,,,,3576,,,,,Skyline Repeater System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,211.6,SE,,449.975,444.975,100,Pueblo,On-Air,2,K0JSC dot Com,CCARC,,DM78SA18,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",K0JSC,363976,100,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",7301,,,,,,,28368,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,,NT3ST,"American Fork, KD7BBC QTH",UT,OPEN,,212.6,WNW,,447.975,442.975,,Utah,On-Air,,https://nt3st.zzt.net,UVHFS,,,20,,,,,,,,,,,,,,,,NT3ST (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,131.8,KA7EGC,"American Fork, Utah Lake",UT,OPEN,,213.6,WNW,,449.175,444.175,131.8,Utah,On-Air,,,UVHFS,,,Utah Valley.,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,167.9,KX7VC,"Highland, KX7VC QTH",UT,OPEN,,213.8,WNW,,447.725,442.725,167.9,Utah,On-Air,,,,,DN40ck,,,,167.9,,Normally connected via Allstar to Alaska Morning Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,CC1,KC7WSU,Lehi,UT,OPEN,,216.1,WNW,,447.05,442.05,,Utah,Off-Air,,,,,,,,,,,,,,,,1,,,,,,,,DMR-UTAH,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,2,,,,,,,,,1,2,,,,,,2,,,1,1,1,2,2,2,2,2,2,2,2,2,2,
448.875,-5,,KG7QWU,Lehi,UT,OPEN,,216.1,WNW,,448.875,443.875,,Utah,On-Air,"linked, e-power",,,,,I-15 from Lehi to Nephi. 30 mi radius.,Rick Whittaker,,,,,"CERT, Lehi Cedar Hollow Stake, Saratoga Springs CERT",,,,,,"Lehi Amateur Radio Club, Lehi CERT, LDS Church ERC",,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,217.1,SE,,449.75,444.75,100,Las Animas,On-Air,,The Fun Machine,CCARC,,,,N0ZSN,363976,100,Full-time to the  The Fun Machine System .,,,7301,,,,,The Fun Machine,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,100,KF7RCZ,Saratoga Springs,UT,OPEN,,217.8,WNW,,447.675,442.675,100,Utah,On-Air,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,100,KA7EGC,"Provo, Lake Mountain",UT,OPEN,,217.9,WNW,,447.875,442.875,100,Utah,Off-Air,7,,UVHFS,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,173.8,K7UCS,"Provo, Lake Mountain",UT,CLOSED,,217.9,WNW,,449.675,444.675,173.8,Utah,On-Air,7,,UVHFS,,,Utah County from Alpine to Payson.,Utah Co ARES,,,"Full-time to  
        448.32500 (K7UCS) at Provo, Lake Mountain, UT .",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.475,-5,100,WA7GIE,"Provo, Lake Mountain",UT,OPEN,I,217.9,WNW,,449.475,444.475,100,Utah,On-Air,7,,UVHFS,,,Wide area: Utah County from Alpine to Payson.,,,,"Full-time to  
        449.42500 (WA7GIE) at Salt Lake City, Nelson Peak, UT .",,,5620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,114.8,N7IMF,"Lehi, Lake Mountain",UT,OPEN,,218.5,WNW,,448.7,443.7,114.8,Salt Lake,Off-Air,7,,UVHFS,,,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,,W7SP,"Provo, Lake Mountain",UT,OPEN,EI,218.6,WNW,,146.76,146.16,,Utah,On-Air,Closed autopatch.,http://utaharc.org/rptr/76rpt.html,UVHFS,,DN40ag,"Wide area: Via mobile (50 watts, 1/4 wave or better): This repeater covers the Utah and Salt Lake Valleys, south along I-15 as far south as Filmore (spotty coverage,) portions of the west desert, and points north to the Idaho border. Very spotty coverage eastwards into the Wasatch. Via handie-talkie: Coverage is good in Utah county, marginal in many parts of Salt Lake county, particularly in the southern part of the valley.  Map . 90 mi radius.",Utah ARC,703269,,,7,Wednesday at 19:00,3352,"While anyone may Dial In to this node, only UARC members will be given the ""prefix code"" that will allow them to Dial Out into the IRLP network.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.23,-0.6,131.8,K7UCS,"Provo, Lake Mountain",UT,OPEN,,218.7,WNW,,145.23,144.63,131.8,Utah,On-Air,E-power.,,UVHFS,,,Utah County from Alpine to Payson.,Utah Co ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,131.8,K7UCS,"Provo, Lake Mountain",UT,OPEN,,218.7,WNW,,449.975,444.975,131.8,Utah,On-Air,7,,UVHFS,,,Wide area: Utah County from Alpine to Payson. Utah Valley and Spanish Fork Canyon.,Utah Co ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.56,-1.6,100,K7UVA,"Orem, Lake Mountain",UT,OPEN,E,218.7,WNW,,224.56,222.96,100,Utah,On-Air,10,http://uvarc.club,UVHFS,,,"Utah County, Salt Lake County, Juab County",UVARC (Utah Valley Amateur Radio Club),762028,,"Full-time to  
        448.20000 (K7UVA) at Orem, Lake Mountain, UT .
 


Full-time to  
        146.78000 (K7UVA) at Orem, Lake Mountain, UT .",,Ladies Net: Tue 19:00 Youth Net: Thu 18:30 New Ham Net: Thu 19:00 Family History Net: Sat 20:0,,,,,,UVARC (Utah Valley Amateur Radio Club),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,K7UVA,"Orem, Lake Mountain",UT,OPEN,E,218.7,WNW,,448.2,443.2,100,Utah,On-Air,10,http://uvarc.club,UVHFS,,,"Utah County, Salt Lake County, Juab County",UVARC (Utah Valley Amateur Radio Club),762028,,"Full-time to  
        146.78000 (K7UVA) at Orem, Lake Mountain, UT .
 


Full-time to  
        224.56000 (K7UVA) at Orem, Lake Mountain, UT .",,"Ladies' Net Tue 1900, Youth Net Thu 1830, New Ham Net Thu 1900, Family History Net Sat 20:00",,,,,,UVARC (Utah Valley Amateur Radio Club),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.78,-0.6,100,K7UVA,"Orem, Lake Mountain",UT,OPEN,E,218.7,WNW,,146.78,146.18,100,Utah,On-Air,,http://uvarc.club/,UVHFS,,,"Utah County, Salt Lake County",UVARC (Utah Valley Amateur Radio Club),762028,,"Full-time to  
        448.20000 (K7UVA) at Orem, Lake Mountain, UT .
 


Full-time to  
        224.56000 (K7UVA) at Orem, Lake Mountain, UT .",,Ladies Net: Tue 19:00 Youth Net: Thu 18:30 New Ham Net: Thu 19:00 Family History Net: Sat 20:00,,,,,,UVARC (Utah Valley Amateur Radio Club),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.7,-1.6,107.2,KE7AU,"Provo, Lake Mountain",UT,OPEN,,218.7,WNW,,224.7,223.1,107.2,Utah,Off-Air,7,,UVHFS,,,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar valley and its surrounding communities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,103.5,K7UCS,"Provo, Lake Mountain",UT,CLOSED,,218.7,WNW,,448.325,443.325,103.5,Utah,Off-Air,7,,UVHFS,,,Wide area: Utah County from Alpine to Payson.,Utah Co ARES,,,"Full-time to  
        449.67500 (K7UCS) at Provo, Lake Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.42,-1.6,156.7,W7WJC,"Provo, Lake Mountain",UT,OPEN,,218.7,WNW,,224.42,222.82,156.7,Utah,On-Air,,,UVHFS,,,,Utah County Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,141.3,K7UCS,"Provo, Lake Mountain",UT,OPEN,,218.7,WNW,,147.28,147.88,141.3,Utah,On-Air,E-power.,,UVHFS,,,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar valley and its surrounding communities.,Utah Co ARES,,,"Full-time to  
        449.67500 (K7UCS) at Provo, Lake Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,CC1,KC7WST,Saratoga Springs,UT,OPEN,,219.1,WNW,,447.05,442.05,,Utah,On-Air,,http://www.dmr-utah.net,UVHFS,,,North Utah County,KC7WSU,,,,,,,,,1,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 311  1  311      USA  1  1776      Parrott  1  9998      Audio Test  1  9999      Utah Statewide 2  1  13149      Europe  2  2      TAC 310  2  310      DCI Bridge  2  3100      Utah  2  3149      Mountain Reg USA  2  3177      All TG's Off  2  111111      All TG's On  2  222222      Local  2  314900      Utah  2  314901      Local  2  314902    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,,,,,,,,,,1,2,,,,2,,2,2,,,,1,1,1,2,,,,1,1,2,2,2
447.1,-5,100,KG7EGM,"Draper, Fire Station",UT,OPEN,,219.4,WNW,,447.1,442.1,100,Salt Lake,On-Air,,http://draperhamradio.wordpress.com,,,,Wide area.,DHRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,88.5,KE7QGT,Draper,UT,OPEN,,219.4,WNW,,447,442,88.5,Salt Lake,Off-Air,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,,KC7OXI,"Draper,  South Mountain",UT,OPEN,,219.6,WNW,,448.35,443.35,,Salt Lake,Off-Air,5,,UVHFS,,,Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper.,Rocky Mtn RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.375,-5,100,W7ROY,Sandy,UT,OPEN,,220,WNW,,448.375,443.375,100,Salt Lake,On-Air,4,,UVHFS,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,KA7SLC,Bountiful,UT,CLOSED,,220.1,WNW,,448.8,443.8,88.5,Davis,Off-Air,"Remote base, 5,100'.",,UVHFS,,,North Salt Lake to South Ogden.,Rocky Mtn RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.9,-1.6,156.7,N7IMF,"Draper, Point of the Mountain",UT,CLOSED,,220.3,WNW,,224.9,223.3,156.7,Utah,On-Air,,,UVHFS,,,,UHDARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K7MRS,Salt Lake City,UT,OPEN,,220.3,WNW,,447.25,442.25,100,Salt Lake,On-Air,4,,UVHFS,,,Salt Lake Valley communities from Salt Lake City to Draper.,Salt Lake Co ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,D125,KE7GHK,"Salt Lake, Carrigan Ridge",UT,OPEN,,221.9,WNW,,145.41,144.81,D125,Salt Lake,,,,UVHFS,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,222.6,SE,,146.73,146.13,88.5,Huerfano,On-Air,6,Pueblo Ham Club,CCARC,,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,223.7,WNW,,145.15,144.55,,Salt Lake,On-Air,"E-power, linked to 1298.180 (DV) High Speed Data.",http://www.slcoares.net/,,,,Salt Lake County,Salt Lake County ARES,,,"Full-time to  
        447.95000 (KO7SLC) at Murray, Intermountain Med Ctr, UT .",,146.7,,,,,,ARRL,,,,KO7SLC (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,223.7,WNW,,447.95,442.95,,Salt Lake,On-Air,"E-power, linked to 1298.180 (DV) High Speed Data.",http://www.slcoares.net/,,,,Salt Lake county.,Salt Lake County ARES,,,"Full-time to  
        145.15000 (KO7SLC) at Murray, Intermountain Med Ctr, UT .","No Internet or gateway functions available, yet.",146.7,,,,,,,,,,KO7SLC (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298.75,-20,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,223.7,WNW,,1298.75,1278.75,,Salt Lake,On-Air,"E-power, linked to 1298.180 (DV) High Speed Data.",http://www.slcoares.net/,,,,Salt Lake County,Salt Lake County ARES,,,,,146.7,,,,,,ARRL,,,,KO7SLC (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
