Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Coordination,Last update,On-air,Features,Coverage,AllStar,D-STAR Enabled,Node,Sources,EchoLink,IRLP,Links,Commands,Nets,Web links,Notes,DMR Enabled,Color Code,Wide Network,Grid,Location Photo,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Feed,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Local/Cluster,Mountain Reg USA,YSF Digital Enabled,DG-ID,WIRES-X,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local,Wyoming,WyLOCAL,Worldwide English,N. Colorado
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,97.9,SSW,,146.61,146.01,88.5,,San Juan,On-Air,Sinbad Desert ARC,,UVHFS,,,Remote base.,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,64264,3270,,,,http://www.sdarc.us/repeaters/abajo.html,11.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,97.9,SSW,,223.94,222.34,,,San Juan,,Grand Mesa Rptr Assoc,,UVHFS,,Unknown,11,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,97.9,SSW,,447.1,442.1,107.2,107.2,San Juan,On-Air,Grand Mesa Repeater Association (GMRA),,UVHFS,,,E-power.,Wide area.,,,,,,,Full-time to the  GMRA Open System .,,,http://gmra.org,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,97.9,SSW,,447.4,442.4,,,San Juan,,,Cactus-Intertie,UVHFS,,Unknown,11,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,98.9,SSE,,145.325,144.725,127.3,,San Juan,On-Air,,,CCARC,,,Solar powered,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,98.9,SSE,,447.525,442.525,127.3,,San Juan,On-Air,KB5ITS,,CCARC,,,E-power.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,98.9,SSE,,444,449,67,,Huerfano,On-Air,,,,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,101,SSE,,147.375,147.975,156.7,,San Juan,On-Air,,,CCARC,,,13,Wide area.,,,,,,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,102.6,SSE,,147.27,147.87,127.3,,San Juan,On-Air,KB5ITT,Durango ARC,CCARC,,,E-power.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,103.6,WNW,,449.05,444.05,88.5,,Carbon,On-Air,Sinbad Desert ARC,,UVHFS,,,Remote base.,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",,,,,64264,3270,,,,http://sdarc.us/repeaters/bruin.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,103.6,WNW,,147.32,147.92,88.5,,Carbon,On-Air,Sinbad Desert ARC,,UVHFS,,,Remote base.,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",,,,,64264,3270,,,,http://sdarc.us/repeaters/bruin.html,110,,,,DM49tp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,104.1,WNW,,145.175,144.575,,,Carbon,On-Air,SDARC,Sinbad Desert A.R.C.,,,,,Eastern Utah,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,109.9,S,,447.275,442.275,100,,Montezuma,On-Air,,,,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,109.9,S,,145.19,144.59,100,,Montezuma,On-Air,,,CCARC,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,110.4,W,,448.075,443.075,,,Carbon,Off-Air,Sinbad Desert Amateur Radio Club,,,,,,,,,K7YI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,111.1,W,,448.55,443.55,88.5,,Emery,On-Air,N7QLO,,UVHFS,,,Remote base.,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,,,,,3280,,,,,Stand alone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,111.1,W,,447.125,442.125,100,,Emery,,San Rafael Cactus Assoc,Cactus-Intertie,UVHFS,,Unknown,7,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,111.2,W,,147.14,147.74,88.5,,Emery,On-Air,Sinbad Desert ARC,,UVHFS,,,"Closed autopatch, remote base.","Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,,,,64264,3270,Full-time to the  Sinbad Desert (SDARC) System .,,,http://sdarc.us/repeaters/cedar.html,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,112.5,SE,,447.65,442.65,151.4,151.4,Gunnison,On-Air,KB0YNA,,CCARC,,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",Gunnison valley and along East and west on Highway 50.,,,,,,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,113.6,NNE,,146.97,146.37,88.5,123,Moffat,On-Air,Northwest Colorado Amateur Radio Association,Colorado Connection,CCARC,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,113.6,NNE,,145.265,144.665,107.2,,Moffat,,NW Colorado ARC,,CCARC,,Unknown,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,115,NW,,145.49,144.89,136.5,,Duchesne,On-Air,,Sinbad Desert ARC (SDARC),UVHFS,,,E-power.,"Duchesne, UT area.",,,,,,,,,,http://sdarc.us/repeaters/flat-top.html,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,117.6,SSE,,146.67,146.07,100,,La Plata,On-Air,Durango ARC,,CCARC,,,11,Wide area.,,,,,,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",,,DARC Repeaters,Linked active in the summer months only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,118.5,S,,449.175,444.175,127.3,,Montezuma,Off-Air,KD5LWU,,CCARC,,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,118.5,S,,146.79,146.19,127.3,127.3,Montezuma,On-Air,KD5LWU,,CCARC,,,,,29317,,,,24336,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,119.1,E,,445.075,440.075,,,Eagle,On-Air,K2AD,Rocky Mountain Ham Radio,CCARC,,,,,,,,,,,,,,http://www.rmham.org/,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,119.1,E,,147.345,147.945,88.5,123,Eagle,On-Air,Colorado Connection,,CCARC,,,9,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,,,,,,,Full-time to the  Colorado Connection System .,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,119.4,SE,,449.525,444.525,100,100,Mineral,On-Air,N0PKT,The Fun Machine,,,,,,43265,,,,,,Full-time to the  The Fun Machine System .,,,,,,,,DM67lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,119.6,S,,446.7375,441.7375,,,Montezuma,On-Air,RMHAM,,CCARC,,,,,,,,,,,,,,http://www.rmham.org,,,6,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,119.7,S,,442.375,447.375,100,,Montezuma,On-Air,San Juan Connection,,,,,,,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,121.2,S,,145.325,144.725,100,,Montezuma,On-Air,,,CCARC,,,E-power.,Wide area.,,,,,,,,,,http://www.sjcham.com,Full time to the San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,121.5,SE,,146.925,146.325,,,Mineral,Off-Air,Creede ARC,,CCARC,,,,,,,,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,121.6,ESE,,147.24,147.84,156.7,156.7,Lake,Off-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,122.9,E,,224.8,223.2,,,Eagle,Off-Air,ECHO,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,122.9,E,,449.9,444.9,107.2,107.2,Eagle,Off-Air,ECHO,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,123.1,E,,146.61,146.01,107.2,,Eagle,On-Air,ECHO,,CCARC,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,123.5,SSE,,146.7,146.1,100,100,La Plata,On-Air,Durango ARC,,CCARC,,,9,Local.,,,,,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,123.6,NW,,147.26,147.86,,,Duchesne,On-Air,Borderline ARC,,UVHFS,,,5,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,124.4,SSE,,445.1375,440.1375,,,La Plata,On-Air,K2AD,Rocky Mountain Ham Radio,CCARC,,,,,,,,,,,,,,http://www.rmham.org/,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,124.9,SE,,145.325,144.725,100,,Chaffee,On-Air,Chaffee Lake Amateur Repeater Association,,,,,,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,125.1,SSE,,145.37,144.77,100,100,La Plata,On-Air,,,CCARC,,,E-power.,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,125.8,SSE,,147.345,147.945,88.5,123,La Plata,On-Air,Colorado Connection,,CCARC,,,,Durango and north towards Molas Divide.,,,,,,,Full-time to the  Colorado Connection System .,,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,125.9,NNW,,147.04,147.64,136.5,,Uintah,On-Air,Borderline ARC,,UVHFS,,,E-power.,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,Full-time to the  Sinbad Desert (SDARC) System .,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,126.6,WNW,,448.3,443.3,88.5,,Carbon,,College of Eastern Utah ARC,,UVHFS,,Unknown,,Price.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,126.6,WNW,,145.43,144.83,88.5,,Carbon,,,,UVHFS,,Unknown,5,Price.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,126.6,WNW,,147.2,147.8,88.5,,Carbon,On-Air,,,UVHFS,,,,,,,,,64264,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,126.6,WNW,,224.5,222.9,88.5,,Carbon,,College of Eastern Utah ARC,,UVHFS,,Unknown,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,,K7GX,"Price, Wood Hill",UT,OPEN,EI,126.6,WNW,,448.3,443.3,,,Carbon,,,,UVHFS,,Unknown,,,,,,,64264,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,126.7,NNW,,145.49,144.89,136.5,,Uintah,On-Air,"W7BYU,  Borderline ARC",,UVHFS,,,"Autopatch, 8,506', linked to (147.320).","Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,127.5,ESE,,145.445,144.845,88.5,,Lake,On-Air,Colorado Connection,,CCARC,,,E-power (solar).,,,,,,,,Full-time to the  Colorado Connection System .,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,127.6,ESE,,445.05,440.05,,,Adams,On-Air,K2AD,Rocky Mountain Ham Radio,CCARC,,,,,,,,,,,,,,http://www.rmham.org/,,,7,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,RMHAM,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,128.5,NW,,147.28,147.88,107.2,107.2,Duchesne,On-Air,AD7ZW,,UVHFS,,,Autopatch,,,,,,458414,3205,,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,,http://ad7zwrepeater.xyz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,128.5,NW,,146.74,146.14,100,,Duchesne,Off-Air,,,UVHFS,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,128.7,ESE,,146.745,146.145,100,,Chaffee,Off-Air,CLARA,,CCARC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,128.8,SSE,,448.625,443.625,131.8,131.8,La Plata,,KC5EVE,,CCARC,,Unknown,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,128.8,SSE,,449.85,444.85,100,100,La Plata,On-Air,DARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,129.3,SSE,,147.135,147.735,100,100,La Plata,On-Air,,,CCARC,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,134,NE,,147.165,147.765,88.5,123,Routt,On-Air,Colorado Connection,,,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,134,NE,,449.625,444.625,123,123,Routt,On-Air,"Colorado Connection Repeaters, Inc.",,,,,Statewide Linked System,Local Steamboat Area,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",http://colcon.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,134.1,NE,,147.21,147.81,107.2,107.2,Routt,On-Air,SSARC,,CCARC,,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,134.1,E,,147.075,147.675,88.5,123,Grand,On-Air,Colorado Connection,,CCARC,,,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,,,,,,Full-time to the  Colorado Connection System .,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,Part of the Colorado Connection system of Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,WZ0N,"Fairplay, Sacramento Mountain",CO,OPEN,,137,ESE,,447.125,442.125,103.5,103.5,Park,On-Air,WZ0N,,CCARC,,,,,,,,,,,,,,,Identifies with an 'S' following WZ0N callsign which identifies the site as Sacramento.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.25,-20,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,137.3,W,,1299.25,1279.25,,,Washington,On-Air,,,UVHFS,,,,,,,KF7YIX (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,137.5,E,,146.7,146.1,107.2,,Summit,On-Air,GRARC,,CCARC,,,E-power.,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,K7SDC,"Scofield, Ford Ridge",UT,OPEN,I,138.7,WNW,,145.31,144.71,88.5,,Carbon,On-Air,Sinbad Desert ARC,,UVHFS,,,"Closed autopatch, remote base.",Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,,,,,,3270,,,,http://sdarc.us/repeaters/ford.html,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,123,WX7Y,"Castle Dale, Horn Mountain",UT,OPEN,,139.2,W,,447.7,442.7,123,,Emery,,,,UVHFS,,Unknown,"Closed autopatch, 8,702'.",Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,K7YI,"Castle Dale, Horn Mountain",UT,OPEN,,139.2,W,,447.625,442.625,100,,Emery,On-Air,San Rafael Cactus Assoc,Cactus-Intertie,UVHFS,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,88.5,K7SDC,"Castle Dale, Horn Mountain",UT,OPEN,EI,139.2,W,,147.06,147.66,88.5,,Emery,On-Air,Sinbad Desert ARC,,UVHFS,,,"Closed autopatch, remote base.","Wide area: Most of western Emery County including the towns of Castle Dale, Orangeville, Huntington, Cleveland, Ferron, and further east into the San Rafael desert. It also covers the towns of Sunnyside and East Carbon, UT.",,,,,64264,3270,Full-time to the  Sinbad Desert (SDARC) System .,,,http://sdarc.us/repeaters/horn.html,8,,,,DM49kf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,139.2,WSW,,147.08,147.68,136.5,,Wayne,On-Air,Sinbad Desert ARC,,UVHFS,,,"Closed autopatch, remote base.","Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",,,,,64264,3270,Full-time to the  Sinbad Desert (SDARC) System .,,,http://sdarc.us/repeaters/mt-ellen.html,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
