Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update,Links,Commands,Nets,Web links,Feed,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Notes,EchoLink,IRLP,Affiliate,AllStar,On-air,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,D-STAR Enabled,Node,Sources,Worldwide,North America,Local/Cluster,YSF Digital Enabled,DG-ID,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Location Photo,Wyoming,WyLOCAL
147.27,0.6,,,Colorado Springs,CO,OPEN,,77.3,SE,,147.27,147.87,,,El Paso,On-Air,,TRA,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,77.3,SE,,146.91,146.31,151.4,151.4,El Paso,On-Air,,GGARC,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,77.5,SE,,447.35,442.35,151.4,,El Paso,On-Air,,GGARC,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,77.5,SE,,448.3,443.3,100,,El Paso,On-Air,,AA0L,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,77.5,SE,,447.025,442.025,123,,El Paso,Off-Air,,Colorado Springs ARA,"Closed autopatch, e-power, linked, remote base.",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,77.5,SE,,447.475,442.475,107.2,,El Paso,,,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,77.5,SE,,224.06,222.46,,,El Paso,,Wide area.,Pikes Peak FM Association (PPFMA),"E-power, linked.",CCARC,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,77.5,SE,,448.6,443.6,114.8,,El Paso,,,W0MOG,,CCARC,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,77.5,SE,,449.575,444.575,,,El Paso,On-Air,,RMHARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,77.5,SE,,927.8,902.8,D116,,Teller,On-Air,,,6,CCARC,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,77.5,SE,,447.55,442.55,123,,El Paso,On-Air,,WA6IFI,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,77.5,SE,,448.25,443.25,123,,El Paso,On-Air,Colorado Springs,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,77.8,SE,,147.135,147.735,100,,El Paso,On-Air,,AA0L,6,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,78.9,SSW,,146.745,146.145,100,,Chaffee,Off-Air,,CLARA,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,79.2,SE,,447.2,442.2,,,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",GGARC,,,,,,,,,,,,,,,,,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,79.6,WSW,,146.67,146.07,107.2,,Pitkin,On-Air,Wide area.,Ski Country ARC,Linked.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,79.8,SSE,,448.725,443.725,123,,El Paso,On-Air,,KA0TTF,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,80.7,NW,,147.165,147.765,88.5,123,Routt,On-Air,,Colorado Connection,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,80.7,NW,,449.625,444.625,123,123,Routt,On-Air,Local Steamboat Area,"Colorado Connection Repeaters, Inc.",Statewide Linked System,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",http://colcon.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,80.7,NW,,147.21,147.81,107.2,107.2,Routt,On-Air,,SSARC,"Linked, WX.",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,81.5,SSE,,448,443,107.2,,El Paso,On-Air,,,,CCARC,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,81.5,SSE,,146.76,146.16,107.2,107.2,El Paso,On-Air,,Cheyenne Mountain Repeater Group,"Closed autopatch, e-power.",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,81.5,SSE,,145.13,144.53,88.5,123,El Paso,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Colorado Connection,9,CCARC,,Full-time to the  Colorado Connection System .,,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,Listen Live,,,,,,,,,,Linked into the Colorado Connection System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,81.5,SSE,,448.1,443.1,107.2,107.2,El Paso,On-Air,Wide area.,,"Closed autopatch, e-power.",CCARC,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,81.6,SSE,,927.85,902.85,D114,,Teller,On-Air,,CMRG,9,CCARC,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,81.6,SSE,,147.345,147.945,107.2,107.2,El Paso,On-Air,Wide area.,,"Closed autopatch, e-power.",CCARC,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,http://www.cmrg.org/,,,,,,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,81.6,SSE,,53.13,51.43,107.2,107.2,El Paso,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,81.6,SSE,,145.16,144.56,107.2,107.2,El Paso,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",Colorado Repeater Association,"Closed autopatch, e-power.",CCARC,,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,http://www.w0cra.org/info/cosprgs.html#145160,,,,,,,,,,,Switch to this repeater at mile marker 170 on I-25.,347086,3990,CRA VHF Link System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,81.6,SSE,,145.375,144.77,,,El Paso,On-Air,wide area,Cheyenne Mountain Repeater Group (CMRG),,CCARC,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,81.6,SSE,,445.0625,440.0625,,,El Paso,Off-Air,,Rocky Mountain Ham Radio,The DMR-MARC Worldwide Network,CCARC,,,,,,,,1,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,81.6,SSE,,446.9125,441.9125,,,El Paso,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,81.7,WSW,,447.15,442.15,136.5,,Garfield,On-Air,,,,,,,,,,,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,83.3,SSE,,448.8,443.8,100,100,El Paso,Off-Air,,Pikes Peak FM Assoc,,CCARC,,,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,83.3,SSE,,145.265,144.665,100,100,El Paso,Off-Air,Local. Good coverage of I25 in Colorado Springs.,Pikes Peak FM Association,"Closed autopatch, e-power.",CCARC,,,,,PPFMA Repeaters,,,,,,,,,,,Repeater has been moved.,,,,,,,,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,86.1,S,,449,444,67,67,Fremont,On-Air,,WB0WDF,"E-power (Solar, Wind)",CCARC,,Full-time to the  Mega-Link System .,,,Mega Link,,,,,,,,,,,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,87.4,SSW,,446.8125,441.8125,,,Chaffee,On-Air,,RMHAM,,,,,,,,,,0,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,87.4,SSW,,446.975,441.975,,,Chaffee,On-Air,,Crestone Amateur Radio Emergency Services,,CCARC,,,,,KD0QPG,,,,,,,,,,,,,,Crestone Amateur Radio Emergency Services,,,,,,,,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,90,SE,,147.105,147.705,107.2,107.2,Elbert,On-Air,"I-70, E. Arapahoe, Elbert, Lincoln Counties",ARES of Douglas and Elbert Counties,Linked to CRA 447.150 - Conifer,CCARC,,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,http://www.w0cra.org/,,,,,,,,,,,,,,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,91.5,W,,147.3,147.9,107.2,,Garfield,Off-Air,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",Roaring Fork Amateur Repeater Cooperative,8,CCARC,,,,,,,,,,,,,,,,Single beep courtesy tone when linked and none when unlinked.,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,91.5,W,,447.6,442.6,,,Garfield,,40,Ski Country ARC (SCARC),50,CCARC,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,,,,,,,,,,Link Hub for 146.880.,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,91.5,W,,224.02,222.42,,,Garfield,,,SCARC,,CCARC,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,91.5,W,,449.85,444.85,131.8,131.8,Garfield,On-Air,Glenwood Springs,,e-power  Linked to GMRA Open System,CCARC,,Full-time to the  GMRA Open System .,,Colorado State RACES  Wed 1930 local,http://GMRA.org,,,,,,,,,,,RACES net Wed 1930 Hrs Local,,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,92.4,SSE,,447.25,442.25,100,100,Fremont,On-Air,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,,CCARC,,Full-time to the  The Fun Machine System .,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",K0JSC dot Com,Listen Live,,,,,,,,,,,363976,7301,,28368,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,92.4,SSE,,53.03,51.33,88.5,88.5,Fremont,On-Air,,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",CCARC,,,,,Http://www.qsl.net/rghc,,,,,,,,,,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,92.4,SSE,,447.75,442.75,103.5,103.5,Fremont,On-Air,,RGARC,E-power (Bat),CCARC,,,,,Royal Gorge Amateur Radio Club,,,,,,,,,,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,92.4,SSE,,145.49,144.89,103.5,103.5,Fremont,On-Air,,Royal Gorge Amateur Radio Club,E-power (Bat),CCARC,,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",Royal Gorge Amateur Radio Club,,,,,,,,,,,,,,Colorado ARES Region 5 District 1,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,92.4,SSE,,223.96,222.36,103.5,103.5,Fremont,On-Air,"Wide area. 
   Repeater Coverage Map",RGARC,"E-power (Bat), Remote Base",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,92.4,SSE,,446.7375,441.7375,,,Fremont,On-Air,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",,IPSC Link to the Colorado network on Talk Slot 2.,CCARC,,Full-time to the  Colorado TRBO System .,,,http://www.k0jsc.com,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,DM78ii,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,92.5,SSE,,927.7,902.7,D114,D114,Fremont,On-Air,,Royal Gorge ARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,92.6,SSW,,147.285,147.885,88.5,123,Chaffee,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,11,CCARC,,Full-time to the  Colorado Connection System .,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,92.6,SSW,,145.295,144.695,107.2,,Chaffee,On-Air,Wide area.,Cheyenne Mtn Repeater Group,,CCARC,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,93.1,SSW,,449.65,444.65,107.2,,Chaffee,On-Air,Wide area.,,E-power.,CCARC,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,93.1,SSW,,449.925,444.925,103.5,103.5,Chaffee,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",,E-power (Bat),CCARC,,,,,,,,,,,,,,,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,93.3,WSW,,147.39,147.99,107.2,,Garfield,On-Air,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,93.3,WSW,,449.725,444.725,179.9,,Garfield,On-Air,Wide area.,Roaring Fork Amateur Repeater Cooperative (RFARC),EchoLink.,CCARC,,,,,,,,,,,,,,,,,,3722,,28434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,93.5,SSW,,449.975,444.975,100,100,Chaffee,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,2,CCARC,,Full-time to the  The Fun Machine System .,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",K0JSC.COM,,,,,,,,,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,363976,7301,,28368,,,,,,,,,,,,,,DM68xk,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,93.6,SSW,,447.65,442.65,151.4,151.4,Gunnison,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",CCARC,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,93.8,N,,147.015,147.615,146.2,,Albany,On-Air,Albany County,"Albany County ARES/RACES, University Amateur Radio",,,,,,,http://www.uwyo.edu/uarc/,,,,,,,,,,,,82070,,,,,,,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,93.9,SSE,,449.975,444.975,100,100,Fremont,On-Air,,K0JSC,Simulcast TX / Voted RX with Cedarwood and Salida,CCARC,,Full-time to the  The Fun Machine System .,,,http://www.k0jsc.com,,,,,,,,,,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,94.7,SSE,,447.975,442.975,100,100,Fremont,On-Air,"Canon City area. 
   Repeater Coverage Map",K0JSC,Autopatch.,CCARC,,Full-time to the  The Fun Machine System .,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",http://www.k0jsc.com,Listen Live,,,,,,,,,,,363976,7301,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,95.1,SSW,,145.325,144.725,100,,Chaffee,On-Air,wide area,Chaffee Lake Amateur Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,96.2,WSW,,146.88,146.28,107.2,,Garfield,On-Air,,Ski Country ARC,,CCARC,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,96.2,WSW,,447.1,442.1,107.2,,Garfield,On-Air,,Ski Country ARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,96.2,WSW,,449.6,444.6,107.2,,Garfield,On-Air,Wide area.,,e-power Linked to GMRA open system,CCARC,,,,,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,96.2,WSW,,146.85,146.25,88.5,123,Garfield,On-Air,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",Colorado Connection,70,CCARC,,,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,Part of the Colorado Connection System of Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,97.7,NNE,,449.9375,444.9375,,,Laramie,On-Air,,,,WRCG,,Full-time to the  Rocky Mountain Ham System .,,,https://www.rmham.org/wordpress/,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,98.2,NNE,,448.15,443.15,100,,Laramie,Off-Air,,KB7SWR,,WRCG,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
