Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Downlink Tone,Op Status,Coverage,Affiliate,AllStar,Notes,Nets,Links,Web links,EchoLink,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,IRLP,Worldwide,North America,Local/Cluster,Feed,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Mixed-Mode,Commands,Location Photo,Grid,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,156.5,SSW,,146.76,146.16,67,Rio Arriba,,Taos ARC,11,,,,On-Air,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,156.6,W,,449.5,444.5,107.2,Mesa,,Grand Mesa Repeater Association (GMRA),E-power.,CCARC,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,156.6,W,,447.35,442.35,107.2,Delta,Unknown,Grand Mesa Repeater Assoc (GMRA),,CCARC,,,,,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,158.3,N,,447.225,442.225,,Albany,,Laramie County EM,,WRCG,,,On-Air,Wide area.,Wyoming DMR Project,,,,,,,,11,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,160.9,S,,145.39,144.79,100,Taos,,Taos ARC,"E-power, linked.",NMFCC,,,On-Air,Wide area.,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,161.4,N,,53.03,52.03,,Albany,,K7UWR,8,,,,Off-Air,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,162.1,WSW,,147.375,147.975,156.7,San Juan,,,13,CCARC,,,On-Air,Wide area.,,,,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,162.6,N,,146.82,146.22,114.8,Albany,,Shy-Wy Amateur Radio Club,,WRCG,,,On-Air,Wide area.,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,162.7,N,,146.61,146.01,,Albany,,University ARC,,WRCG,,,On-Air,Laramie Valley  30 mi radius.,,,,,,http://www.uwyo.edu/uarc,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,163.1,WSW,,145.325,144.725,127.3,San Juan,,,Solar powered,CCARC,,,On-Air,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,163.1,WSW,,444,449,67,Huerfano,,,,,,,On-Air,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,163.1,WSW,,447.525,442.525,127.3,San Juan,,KB5ITS,E-power.,CCARC,,,On-Air,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,163.4,WNW,,449.8,444.8,107.2,Garfield,,,8,CCARC,,,On-Air,,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,163.8,SE,,146.64,146.04,100,Las Animas,,,,CCARC,,100,Off-Air,Wide area: West BACA and East Las Animas counties.,,,,,,KZ0DEM Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,165.7,S,,444.35,449.35,100,Colfax,,,,NMFCC,,,On-Air,,,,11,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,166.2,SSW,,147.08,147.68,162.2,Rio Arriba,,SFARC,,NMFCC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,166.8,SW,,146.61,146.01,123,Archuleta,,,,CCARC,,,On-Air,,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,166.9,S,,147.14,147.74,67,Taos,,,11,,,,On-Air,,TaosARC,,,,Full-time to the  Mega-Link System .,http://www.taosarc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,167.1,S,,147.04,147.64,141.3,Colfax,,NMEMA ARC,,NMFCC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,168.1,SSE,,146.85,146.25,100,Union,,Sierra Grande RC,E-power.,NMFCC,,,Off-Air,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,168.1,SSE,,444.8,449.8,77,Union,,Sierra Grande Repeater Club,E-power.,NMFCC,,,Off-Air,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,168.1,SSE,,147.175,147.775,141.3,Union,,NMEMA ARC,,NMFCC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,168.9,NW,,145.265,144.665,107.2,Moffat,Unknown,NW Colorado ARC,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,168.9,NW,,146.97,146.37,88.5,Moffat,,Northwest Colorado Amateur Radio Association,,CCARC,,123,On-Air,,Colorado Connection,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,169.5,S,,444.975,449.975,123,Taos,,N5TSV,,NMFCC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,169.6,SSW,,146.76,146.16,67,Taos,,Taos ARC,11,,,,On-Air,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,169.6,SSW,,145.175,144.575,141.3,Taos,,NMEMA ARC,,NMFCC,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,170.2,W,,446.9125,441.9125,,Mesa,,Bill Frost,,,,,On-Air,"Grand Junction, I70",,,Brandmeister network,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,171.7,W,,449.3,444.3,107.2,Mesa,,,e-power Linked to GMRA Open System,CCARC,,107.2,On-Air,Wide Area I-70 West Rifle to Western Utah,,,Closed IRLP out,RACES Wed 1930 hrs,,http://www.gmra.org/,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,171.8,S,,145.21,144.61,110.9,Colfax,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,NMFCC,,110.9,On-Air,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,172,SE,,147.33,147.93,118.8,Baca,,Baca County Amateur Emergency Management,,CCARC,,118.8,Off-Air,,,,,,,KZ0DEM Repeaters,97142,,,,,,,,,,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,172,SE,,147.09,147.69,118.8,Baca,Unknown,BCDEARC,,CCARC,,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,172,SE,,449.2,444.2,118.8,Baca,,Baca County Div of Emerg Mgt Communications,,,,118.8,On-Air,provides coverage to central Baca County,,,,,,,97142,,,,,,,,,,7142,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,172.2,WSW,,449.7,444.7,107.2,San Miguel,,Grand Mesa Repeater Association ( GMRA ),E-power.,CCARC,,107.2,On-Air,Wide Area via links - Western Colorado - Eastern Utah,,,Closed IRLP out - Ask for a control Op,RACES: Wed at 19:30.,Full-time to the  GMRA Open System .,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,173.7,WSW,,147.27,147.87,127.3,San Juan,,KB5ITT,E-power.,CCARC,,,On-Air,Wide area.,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,175,NNE,,147.165,147.765,114.8,Laramie,,Shy-Wy Amateur Radio Club,E-power.,WRCG,,,On-Air,,,,,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,177.3,SW,,145.43,144.83,136.5,Rio Arriba,,SJC EMCOMM,,NMFCC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,181.7,ESE,,442.175,447.175,156.7,Greeley,,WKARC,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,182.2,S,,147.34,147.94,100,Colfax,,Taos ARC,E-power.,NMFCC,,,On-Air,Wide area.,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,182.9,NE,,146.955,146.355,,Phillips,Unknown,PCARC,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,184.9,W,,448.15,443.15,100,Mesa,,,,CCARC,,,On-Air,,,,,,,,312189,,,,,,,,,,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,185,SW,,146.7,146.1,100,La Plata,,Durango ARC,9,CCARC,,100,On-Air,Local.,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,185.6,NNE,,147,146.4,103.5,Banner,,Tri-City Radio Amateur Club,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,185.9,SW,,147.345,147.945,88.5,La Plata,,Colorado Connection,,CCARC,,123,On-Air,Durango and north towards Molas Divide.,,,,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,186,SW,,445.1375,440.1375,,La Plata,,K2AD,,CCARC,,,On-Air,,Rocky Mountain Ham Radio,,,,,http://www.rmham.org/,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,186.1,ESE,,444.6,449.6,146.2,Wallace,,WA0VJR,,,,,On-Air,"US-40 
   Repeater Coverage Map",,,Dial 9335 to access K-Link,,,,,,,,,,,,,,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,186.1,W,,145.175,144.575,107.2,Mesa,,,"E-power,",CCARC,,,On-Air,Greater grand Junction area.,,,,,,,,,,,,,,,,,3161,,,,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,186.8,SE,,444,449,141.3,Hamilton,,SKECT,E-power.,Kansas Repeater Council,,141.3,On-Air,,,,,,Full-time to the  SKECT System .,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,187.5,W,,146.82,146.22,107.2,Mesa,,,,CCARC,,,On-Air,Wide area: North Western Colorado - South to Montrose and East on I-70.,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,187.5,W,,147.39,147.99,107.2,Mesa,Unknown,KE0TY,Linked.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,187.6,W,,147.105,147.705,,Mesa,,K0SSI,,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,187.6,W,,447.5,442.5,114.8,Mesa,Unknown,KC0ARV,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,187.6,W,,145.22,144.62,107.2,Mesa,Unknown,KE0TY,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,187.6,W,,449,444,,Mesa,,KB0SW,,CCARC,,107.2,On-Air,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,187.6,W,,446.775,441.775,,Mesa,,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,187.6,W,,449.775,444.775,173.8,Mesa,,,,CCARC,,88.5,On-Air,,,,,,,,7572,,,,,,,,,,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,188.3,W,,147.355,146.755,88.5,Mesa,,Colorado Connection,,CCARC,,123,On-Air,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,189.3,ESE,,147.03,147.63,88.5,Sherman,,Sherman County Amateur Radio Club (SCARE),,,,,Off-Air,I-70,,,This is the highest (above sea level) amateur repeater in Kansas.,,,SCARE on Facebook,,,,,,,,,,,3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,191,SW,,147.15,147.75,100,La Plata,,,E-power.,CCARC,,,On-Air,Bayfield,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,191.9,SE,,146.775,146.175,,Hamilton,,KA0TAO,,Kansas Repeater Council,,,On-Air,Local. 20 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,192.6,S,,147.12,147.72,67,Taos,,Taos Amateur Radio Club,E-power.,NMFCC,,,On-Air,Wide area.,ARRL,,,,,http://taosarc.org/,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,192.6,S,,224.4,222.8,225.7,Taos,,Taos ARC,,NMFCC,,,On-Air,,,,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,192.6,S,,449.875,444.875,123,Taos,,Taos ARC,"Linked to 147.34, E-Power.",NMFCC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,192.6,S,,51.5,51.5,100,Taos,,Taos ARC,,,,,On-Air,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,193.9,SW,,448.625,443.625,131.8,La Plata,Unknown,KC5EVE,,CCARC,,131.8,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,194,SW,,449.85,444.85,100,La Plata,,DARC,,CCARC,,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,194,WSW,,146.67,146.07,100,La Plata,,Durango ARC,11,CCARC,,,On-Air,Wide area.,,,Linked active in the summer months only.,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",DARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,195.5,W,,449.4,444.4,131.8,Mesa,,"WA4HND,  Grand Mesa Repeater Association",E-power.,CCARC,,131.8,On-Air,Wide area via links - Western Colorado - Eastern Utah,,,Closed IRLP out - Ask for a control op,RACES Wed 1930 Hrs,Full-time to the  GMRA Open System .,http://www.gmra.org,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,195.7,SW,,147.135,147.735,100,La Plata,,,,CCARC,,100,On-Air,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,198.1,NNW,,147.24,147.84,100,Carbon,,CCARS,,WRCG,,,On-Air,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,198.2,W,,449.575,444.575,131.8,Mesa,,,e-power. Linked to GMRA Open System,CCARC,,131.8,On-Air,Grand Junction,Grand Mesa Repeater Assoc,,Closed IRLP out,Wed RACES Net 1930 Hrs,,GMRA Repeaters,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,198.2,W,,146.94,146.34,107.2,Mesa,,Western Colorado Amateur Radio Club,E-power and autopatch for WCARC members,CCARC,,107.2,On-Air,Grand Junction 30-50 mi,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,http://w0rrz.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,198.4,SSW,,147.18,147.78,100,Rio Arriba,,,,NMFCC,,100,On-Air,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,199.4,SW,,145.37,144.77,100,La Plata,,,E-power.,CCARC,,100,On-Air,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,200.6,NNE,,444.125,449.125,114.8,Scotts Bluff,,SBCEMA,Linked to Albin (147.165) and Cheyenne (146.775),,,,On-Air,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,202.4,WSW,,442.375,447.375,100,Montezuma,,San Juan Connection,,,,,On-Air,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,204.6,SSW,,147.04,147.64,141.3,Rio Arriba,,NMEMA ARC,,NMFCC,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,206.2,SW,,147.36,147.96,100,San Juan,,,,NMFCC,,,On-Air,,,,,,Full-time to the  San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,207.6,SW,,147.06,147.66,100,San Juan,,,,NMFCC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,208.1,WSW,,145.325,144.725,100,Montezuma,,,E-power.,CCARC,,,On-Air,Wide area.,,,Full time to the San Juan Connection,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,209.1,SE,,147.35,147.95,88.5,Cimarron,,CAPROCK / DUST BOWL INTERTIE,,,,88.5,On-Air,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,209.3,WSW,,446.7375,441.7375,,Montezuma,,RMHAM,,CCARC,,,On-Air,,,,,,,http://www.rmham.org,,,6,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,212.2,WNW,,447,442,107.2,Garfield,,,8,CCARC,,,On-Air,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,212.9,NNE,,145.475,144.875,,Scotts Bluff,,RWMC,e-power.,,,,On-Air,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,212.9,NNE,,444.825,449.825,,Scotts Bluff,,W0KAV/KW0R,"Autopatch, e-power.",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
