Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,Downlink Tone,Coverage,Affiliate,Features,Links,IRLP,Notes,Nets,Sponsor,Grid,AllStar,On-air,DMR Enabled,Color Code,Wide Network,Commands,EchoLink,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Denver Regional,Northern Colorado,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,166.3,NNW,,147.1,147.7,136.5,Uintah,On-Air,,UVHFS,,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,"Autopatch, e-power.","Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",3577,8,,""">Borderline ARC",,,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",458414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,167,E,,145.19,144.59,131.8,Douglas,On-Air,,,,131.8,Wide area coverage at 8300' Pueblo to Ft. Collins+,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,N0OBA Owner,,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,167,WNW,,448.075,443.075,,Carbon,Off-Air,,,,,,,,,,,,Sinbad Desert Amateur Radio Club,,,,,,,,,,,,,,K7YI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,167.1,E,,147.135,147.735,100,El Paso,On-Air,,CCARC,,,,,6,,,,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,167.3,WNW,,447.125,442.125,100,Emery,,,UVHFS,,,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",Cactus-Intertie,7,,,,,San Rafael Cactus Assoc,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,167.3,WNW,,448.55,443.55,88.5,Emery,On-Air,,UVHFS,,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,Remote base.,,3280,Stand alone.,,N7QLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,167.4,WNW,,147.14,147.74,88.5,Emery,On-Air,http://sdarc.us/repeaters/cedar.html,UVHFS,,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,"Closed autopatch, remote base.",Full-time to the  Sinbad Desert (SDARC) System .,3270,7,,Sinbad Desert ARC,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,167.6,SSW,,147.22,147.82,67,McKinley,On-Air,,NMFCC,,,Wide area.,,"Closed autopatch, e-power.",Full-time to the  Mega-Link System .,,,,New Mexico Mega Link Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,167.6,SSW,,448.2,443.2,100,McKinley,On-Air,,NMFCC,,,,McKinley County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,167.8,SE,,145.25,144.65,123,Taos,On-Air,Taos Amateur Radio Club,NMFCC,,,,,,,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,168.2,E,,224.72,223.12,103.5,El Paso,On-Air,,,,103.5,Local,,,,,,,w0mog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,168.7,E,,447.725,442.725,100,El Paso,On-Air,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,,100,Local.,,30,,,,,K0NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,168.8,NE,,146.64,146.04,100,Jefferson,On-Air,DRL Repeaters,CCARC,,,"Wide area. 
   Repeater Coverage Map",,E-power.,,,8,,Denver Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,168.8,NE,,449.525,444.525,CSQ,Jefferson,On-Air,Intermountain Repeater Group,CCARC,,,,,E-power.,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,KE0SJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,168.8,NE,,146.985,146.385,100,Denver,On-Air,,CCARC,,100,,,E-power.,,3346,,RADOPS: Sun at 19:00.,El Jebel RADOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,168.8,NE,,145.28,144.68,100,Jefferson,On-Air,Intermountain Repeater Group,CCARC,,,Wide area.,,"Closed autopatch, e-power, linked.","Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,168.8,NE,,448.625,443.625,100,Jefferson,On-Air,DRC Repeaters,CCARC,,100,Denver metro area.,,E-power.,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,DRC: Sun at 20:30.,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,168.9,E,,449.6,444.6,100,Jefferson,On-Air,DRL Repeaters,CCARC,,,,,,,3345,,,Denver Radio League,,,,,,,,690473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,168.9,E,,146.88,146.28,100,Jefferson,On-Air,DRL Repeaters,CCARC,,,Wide area: Denver.  Map,,E-power.,,,6,,Denver Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,169,NE,,927.8375,902.025,,Jefferson,On-Air,,CCARC,,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,,The offset is -25.8125,,,,45770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,169,NE,,446.7875,441.7875,,Jefferson,On-Air,http://www.w0tx.org/,CCARC,,,,Brandmeister Network,,,,,,Denver Radio Club,,,,,1,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,169.1,SE,,147.14,147.74,67,Taos,On-Air,http://www.taosarc.com/,,,,,TaosARC,11,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,170.1,NW,,147.32,147.92,88.5,Carbon,On-Air,http://sdarc.us/repeaters/bruin.html,UVHFS,,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",,Remote base.,,3270,110,,Sinbad Desert ARC,DM49tp,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,170.1,NW,,449.05,444.05,88.5,Carbon,On-Air,http://sdarc.us/repeaters/bruin.html,UVHFS,,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",,Remote base.,,3270,,,Sinbad Desert ARC,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,170.6,NW,,145.175,144.575,,Carbon,On-Air,,,,,Eastern Utah,Sinbad Desert A.R.C.,,,,,,SDARC,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,170.6,NE,,224.6,223,100,Gilpin,,,CCARC,,,,,,,,,,W0RM,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,171.1,NE,,448.85,443.85,88.5,Jefferson,On-Air,ARA Repeaters,CCARC,,88.5,"Denver metro, central front range",,e-power.,,,,ARA: Wed at 20:00.,Aurora Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,171.1,NE,,145.22,144.62,103.5,Jefferson,On-Air,Repeater,CCARC,,103.5,Wide area.,,8,,,Talk-Group of $FFFF.,,Rocky Mtn Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,293,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,171.1,NE,,224,222.4,103.5,Jefferson,On-Air,Repeater,CCARC,,103.5,,,8,,,,,Rocky Mountain Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,171.1,NE,,147.15,147.75,100,Jefferson,On-Air,ARA Repeaters,CCARC,,100,"Denver metro, central front range",,e-power,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,ARA: Wed at 20:00.,Aurora Repeater Assoc (ARA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,171.1,NE,,224.74,223.14,88.5,Jefferson,On-Air,ARA Repeaters,CCARC,,88.5,,,e-power,,,,ARA: Wed at 2000.,Aurora Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,171.1,NE,,449.75,444.75,103.5,Jefferson,On-Air,Repeater,CCARC,,103.5,,,8,,,,,Rocky Mtn Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,171.4,NE,,447.875,442.875,107.2,Jefferson,On-Air,,CCARC,,107.2,"I-70,I-76,I-25,I-225",N6LXX,,Full-time to the  N6LXX System .,,,,N6LXX,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,171.4,NE,,53.17,51.47,107.2,Jefferson,On-Air,,CCARC,,CSQ,"I-70,I-76,I-25,I-225",N6LXX,,Full-time to the  N6LXX System .,,,,N6LXX,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,171.6,ESE,,147,147.6,,Pueblo,On-Air,,CCARC,,,,,,,,,,Carl Higbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,172,ESE,,147.24,147.84,103.5,Pueblo,Off-Air,,CCARC,,CSQ,Pueblo and Fremont Counties,,,,,,,TARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,172,ESE,,447.275,442.275,100,Pueblo,On-Air,The Fun Machine,CCARC,,100,,The Fun Machine,,Full-time to the  The Fun Machine System .,,"Moved to Pueblo.  Now called ""Pueblo Metro""","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,172,ESE,,446.9875,441.9875,,Pueblo,Off-Air,Rocky Mountain Ham Radio,CCARC,,,,RMHAM,,Full-time to the  Colorado TRBO System .,,,,,,,,,6,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,172.1,ESE,,449.725,444.725,100,El Paso,On-Air,,CCARC,,,,,,,3043,,,N0PWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,172.1,ESE,,447.7,442.7,210.7,Pueblo,Off-Air,,CCARC,,210.7,,,,,7389,,,,,29228,,,0,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,172.1,ESE,,145.115,144.515,88.5,Pueblo,Off-Air,,CCARC,,,,,E-power.,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,172.1,ESE,,146.88,146.28,88.5,Pueblo,On-Air,,CCARC,,CSQ,Wide area.,,E-power.,,,,,Pueblo HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,172.1,NE,,145.31,144.71,88.5,Gilpin,On-Air,,CCARC,,123,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",,10,Full-time to the  Colorado Connection System .,,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX","Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,172.1,ESE,,146.655,146.055,123,Pueblo,On-Air,,CCARC,,CSQ,,,,,,,,K0ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,172.1,NE,,449.225,444.225,141.3,Gilpin,On-Air,,CCARC,,141.3,Wide area.,,Emergency Power,,,"Emcomm Affiliated, Open repeater",,Rocky Mountain Ham Radio (RMHR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,172.2,SE,,444.975,449.975,123,Taos,On-Air,,NMFCC,,,,,,,,,,N5TSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,172.7,SSE,,145.41,144.81,100,Santa Fe,Off-Air,,NMFCC,,,,,,,,,,W5HO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,172.8,SE,,147.18,147.78,100,Rio Arriba,On-Air,,NMFCC,,100,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,172.9,NE,,449.625,444.625,141.3,Jefferson,On-Air,,CCARC,,141.3,,,E-power,,3750,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,173.1,NE,,446.8375,441.8375,,Jefferson,On-Air,,CCARC,,,,,200,Full-time to the  Colorado TRBO System .,,See website for more info on CC/TS/TG programming.  www.rmham.org,,WA2YZT,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,173.1,NE,,145.25,144.65,,Jefferson,On-Air,Colorado D-Star,CCARC,,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,173.1,NE,,1283.9625,1263.9625,,Jefferson,On-Air,Colorado D-Star,CCARC,,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,173.1,NE,,1299.9,1299.9,,Jefferson,On-Air,Colorado D-Star,,,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,173.1,NE,,446.9625,441.9625,,Jefferson,On-Air,Colorado D-Star,CCARC,,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,173.1,NE,,145.37,144.77,,Jefferson,On-Air,Rocky Mountain Ham Radio,CCARC,,,,,,,,See the website for programming information.,,Rocky Mountain Ham Radio,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,174.2,NE,,53.09,51.39,107.2,Jefferson,On-Air,DRC Repeaters,CCARC,,,Metro Denver area.,,E-power.,,,,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,174.7,NE,,448.125,443.125,107.2,Jefferson,On-Air,,CCARC,,,,,,,,,,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,174.7,NE,,448.975,443.975,123,Jefferson,On-Air,,CCARC,,,Wide area.,,Linkable VHF/UHF Remote Base,,,,,FRG,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,174.7,NE,,927.7875,902.7875,156.7,Jefferson,On-Air,,,,,Golden and Denver.,,,,,,,N0PYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,175,NE,,224.38,222.78,100,Jefferson,On-Air,DRC Repeaters,CCARC,,100,,,,,,,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,175,NE,,147.33,147.93,100,Jefferson,On-Air,DRC Repeaters,CCARC,,,Metro Denver and the foothills.,,E-power.,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,175,NE,,449.775,444.775,100,Jefferson,On-Air,Denver Radio Club,CCARC,,100,Metro Denver,,,,,,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,175.4,ESE,,447.95,442.95,88.5,Pueblo,On-Air,Pueblo Ham Club,CCARC,,,Wide area.,,E-power.,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,175.4,ESE,,146.79,146.19,88.5,Pueblo,On-Air,Pueblo Ham Club,CCARC,,CSQ,Wide area.,,E-power.,,,,,Pueblo HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,175.4,ESE,,224.26,222.66,88.5,Pueblo,Off-Air,PHC repeaters,CCARC,,CSQ,Wide area.,,E-power.,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,176.1,NE,,446.975,441.975,,Jefferson,On-Air,http://www.w0dmr.org/,,,,Denver Metro Area,,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",W0DMR,,,,,0,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,141.3,AB0BX,"Highlands Ranch, STEM School",CO,OPEN,EA,176.7,E,,447.225,442.225,141.3,Douglas,Off-Air,,CCARC,,141.3,8,,"AllStar, EchoLink, 25ft",,,,Amateur Satellite net 7PM MST thursday,,,41967,,,,,,373051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,176.7,SSE,,145.19,144.59,162.2,Los Alamos,On-Air,,NMFCC,,,Wide Area,,E-power (solar).,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,Northern New Mexico Amateur Radio Net: Mon at 20:30.,SFARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,176.8,NE,,448.75,443.75,100,Jefferson,On-Air,,CCARC,,100,Local.,N0ELY,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,176.9,NE,,447.825,442.825,D073,Jefferson,On-Air,,CCARC,,D073,,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,177.3,SSE,,223.94,222.34,CSQ,Los Alamos,On-Air,,NMFCC,,CSQ,,,E-power.,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
