Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,County,Op Status,Sponsor,Last update,D-STAR Enabled,Node,Sources,Affiliate,Web links,Coordination,Grid,Coverage,Downlink Tone,Features,Links,Nets,Notes,EchoLink,IRLP,AllStar,Denver Regional,Location Photo,Feed,Commands,On-air,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Europe,Southwest USA,Wyoming,WyLOCAL
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,99.9,NW,string,147.3,147.9,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",undefined,8,undefined,undefined,Single beep courtesy tone when linked and none when unlinked.,266359,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,string,99.9,NW,string,449.85,444.85,131.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Garfield,On-Air,undefined,string,undefined,undefined,undefined,Grand Mesa Repeater Assoc,http://GMRA.org,CCARC,undefined,Glenwood Springs,131.8,e-power  Linked to GMRA Open System,Full-time to the  GMRA Open System .,Colorado State RACES  Wed 1930 local,RACES net Wed 1930 Hrs Local,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,string,100.2,NE,string,145.4,144.6,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Arapahoe,On-Air,Castle Rock Repeater Group,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,Greater Denver area.,undefined,"Autopatch, e-power.","Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,100.3,NNE,string,447.175,442.175,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Denver,On-Air,W0JRL,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,100,undefined,undefined,undefined,undefined,201712,undefined,29997,undefined,undefined,undefined,Standard AllStar Link access commands.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,100.7,NE,string,145.19,144.59,151.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Arapahoe,On-Air,N0OBA,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",131.8,Autopatch (please contact trustee).,undefined,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)","Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",10079,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,101.2,NE,string,449.425,444.425,D023,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Arapahoe,Off-Air,K0PWO,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,D023,undefined,undefined,undefined,Colorado SNP (Shared non-protected pair),undefined,undefined,29791,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,string,101.6,W,string,146.79,146.19,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Montrose,On-Air,KC0UXX,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,107.2,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,string,101.6,W,string,146.91,146.31,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Montrose,On-Air,undefined,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,107.2,E-Power,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,string,102.3,WSW,string,147.375,147.975,156.7,undefined,undefined,undefined,undefined,undefined,undefined,undefined,San Juan,On-Air,undefined,string,undefined,undefined,undefined,undefined,http://www.sjcham.com,CCARC,undefined,Wide area.,undefined,13,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,string,102.5,NE,string,449.15,444.15,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Arapahoe,On-Air,Colorado Amateur Repeater Network (CARN),string,string,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,string,103.3,WSW,string,447.525,442.525,127.3,undefined,undefined,undefined,undefined,undefined,undefined,undefined,San Juan,On-Air,KB5ITS,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,Wide area.,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,string,103.4,WSW,string,145.325,144.725,127.3,undefined,undefined,undefined,undefined,undefined,undefined,undefined,San Juan,On-Air,undefined,string,undefined,undefined,undefined,undefined,http://www.sjcham.com,CCARC,undefined,undefined,undefined,Solar powered,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,string,103.4,WSW,string,444,449,67,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Huerfano,On-Air,undefined,string,undefined,undefined,undefined,undefined,http://www.sjcham.com,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,string,103.5,NE,string,927.8375,902.025,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Douglas,On-Air,undefined,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,undefined,undefined,undefined,undefined,"Offset is -25.8125 
In Nac 294 Out Nac 293",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,294,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,string,103.6,NE,string,448.4,443.4,94.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Arapahoe,On-Air,undefined,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.825,-5,string,WN7ANT,Aurora,CO,OPEN,W,103.6,NE,string,448.825,443.825,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Arapahoe,On-Air,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,undefined,undefined,undefined,undefined,undefined,undefined,undefined,30584,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,string,103.6,NE,string,448.275,443.275,156.7,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Arapahoe,On-Air,W0BG,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,string,103.6,NE,string,448.5,443.5,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Denver,On-Air,Castle Rock Repeater Group,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,Greater Denver area.,undefined,E-power.,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,103.7,NNE,string,449.3,444.3,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Adams,On-Air,N1UPS,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,43699,3699,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,string,106.9,NNE,string,146.7,146.1,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Boulder,On-Air,Boulder Co ARC,string,undefined,undefined,undefined,undefined,BARC Repeaters,CCARC,undefined,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",undefined,6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,string,106.9,WNW,string,147.195,147.795,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Delta,undefined,undefined,string,undefined,undefined,undefined,Colorado District 25 ARES,undefined,undefined,undefined,Local.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,string,106.9,WNW,string,449.825,444.825,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Delta,undefined,W0ALC,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,string,106.9,WNW,string,147.36,147.96,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Delta,undefined,W0ALC,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,string,107,NNE,string,448.9,443.9,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Boulder,On-Air,Boulder ARC,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",undefined,6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,107,NNE,string,146.61,146.01,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Boulder,Off-Air,Boulder Amateur Radio Club,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,7007,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,string,107.2,N,string,446.875,441.875,string,string,string,string,undefined,undefined,undefined,undefined,Clear Creek,On-Air,undefined,string,undefined,undefined,undefined,RMHAM,http://www.rmham.org,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,string,107.2,N,string,146.82,146.22,123,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Grand,undefined,GCARA,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,string,107.3,N,string,147.075,147.675,88.5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Grand,On-Air,Colorado Connection,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,123,undefined,Full-time to the  Colorado Connection System .,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Part of the Colorado Connection system of Repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,string,107.5,NNE,string,449.825,444.825,103.5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Boulder,On-Air,Rocky Mountain Radio League,string,undefined,undefined,undefined,undefined,Repeater,CCARC,undefined,Along the foothills and into Boulder where the 94 repeater is shadowed.,undefined,6,undefined,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,string,107.5,NNE,string,448.925,443.925,131.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Boulder,On-Air,W0LMA,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,string,107.9,NNE,string,147.045,147.645,123,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Adams,On-Air,Northglenn RA,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,CSQ,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.8625,-5,string,KC0DS,Boulder,CO,OPEN,string,109.4,NNE,string,446.8625,441.8625,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Boulder,On-Air,Boulder County ARES,string,string,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1299.5,-20,string,W0DK,Boulder,CO,OPEN,string,109.4,NNE,string,1299.5,1279.5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Boulder,On-Air,Boulder County ARES,string,string,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,CCARC,undefined,undefined,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,string,109.4,NNE,string,446.8,441.8,string,string,7,string,undefined,undefined,undefined,undefined,Boulder,On-Air,Rocky Mountain Ham Radio,string,undefined,undefined,undefined,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,CCARC,undefined,Wide area.,undefined,undefined,Full-time to the  Colorado TRBO System .,undefined,See website for complete information regarding timeslot/colorcode/talkgroup programming.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,109.5,NNE,string,449.55,444.55,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Boulder,On-Air,Rocky Mtn VHF Soc,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,Denver metro area.,undefined,8,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",undefined,undefined,217336,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,string,109.5,NNE,string,449.4,444.4,91.5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Boulder,Off-Air,BARC,string,undefined,undefined,undefined,undefined,http://www.ked-wireless.com/products1.htm,CCARC,undefined,undefined,undefined,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,110,NE,string,448.15,443.15,141.3,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Denver,On-Air,K0GUR,string,undefined,undefined,undefined,undefined,k0jsc.com,CCARC,DM79pt,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",141.3,E-power (batt).  2 meter and 70cm channel steerable remote bases.,Full-time to the  The Fun Machine System .,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,24340,undefined,29436,undefined,undefined,Listen Live,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,string,110.2,NNE,string,146.91,147.51,123,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Boulder,On-Air,undefined,string,undefined,undefined,undefined,"Town of Gold Hill, Colorado",http://goldhilltown.com/,undefined,undefined,"East of Gold Hill, The Indian Peaks, Denver, Boulder",127.3,undefined,undefined,"Summer Tue at 19:30P, Winter 19:00.",There is a MOU With BCARES for repeater use.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,string,110.5,SSW,string,146.61,146.01,123,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Archuleta,On-Air,undefined,string,undefined,undefined,undefined,undefined,http://durangoarc.org/,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,string,110.6,WNW,string,145.355,144.755,88.5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Mesa,On-Air,Colorado Connection,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,"Rifle to the east, several miles east of Green River, Utah to the west.",123,E-power.,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Colorado Connection system of repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
