Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Links,Last update,Coverage,Features,Nets,Web links,Coordination,Notes,On-air,Affiliate,YSF Digital Enabled,DG-ID,Mixed-Mode,EchoLink,DMR Enabled,Color Code,Wide Network,IRLP,Talkgroup Network,Talkgroups,Wyoming,WyLOCAL,Commands,Colorado,Northern Colorado,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,AllStar,Worldwide,English,TAC 310,D-STAR Enabled,Node,Sources,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Southern Colorado,Denver Regional,Feed,Mountain Reg USA,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Location Photo
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,109.3,E,,449.9375,444.9375,,,Laramie,On-Air,,Full-time to the  Rocky Mountain Ham System .,,,,,https://www.rmham.org/wordpress/,WRCG,,,,,,,,,7,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,110.1,SE,,446.975,441.975,,,Jefferson,On-Air,W0DMR,,,Denver Metro Area,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",http://www.w0dmr.org/,,,,,,,,,,0,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,110.8,SE,,448.925,443.925,131.8,,Boulder,On-Air,W0LMA,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,110.8,SE,,449.825,444.825,103.5,,Boulder,On-Air,Rocky Mountain Radio League,,,Along the foothills and into Boulder where the 94 repeater is shadowed.,6,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Repeater,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,111,SE,,448.975,443.975,123,,Jefferson,On-Air,FRG,,,Wide area.,Linkable VHF/UHF Remote Base,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,111,SE,,927.7875,902.7875,156.7,,Jefferson,On-Air,N0PYY,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,111,SE,,448.125,443.125,107.2,,Jefferson,On-Air,Denver PD EEB,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,111.2,SE,,449.625,444.625,141.3,141.3,Jefferson,On-Air,Rocky Mountain Ham Radio,,,,E-power,,,CCARC,,,,,,,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,111.6,SE,,145.25,144.65,,,Jefferson,On-Air,Colorado D-Star,,,,,,Colorado D-Star,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,111.6,SE,,446.9625,441.9625,,,Jefferson,On-Air,Colorado D-Star,,,,,,Colorado D-Star,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,111.6,SE,,145.37,144.77,,,Jefferson,On-Air,Rocky Mountain Ham Radio,,,,,,Rocky Mountain Ham Radio,CCARC,See the website for programming information.,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,111.6,SE,,1283.9625,1263.9625,,,Jefferson,On-Air,Colorado D-Star,,,,,,Colorado D-Star,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,111.6,SE,,446.8375,441.8375,,,Jefferson,On-Air,WA2YZT,Full-time to the  Colorado TRBO System .,,,200,,,CCARC,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,111.6,SE,,1299.9,1299.9,,,Jefferson,On-Air,Colorado D-Star,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,112.4,SE,,145.175,144.575,D073,D073,Clear Creek,Off-Air,Rocky Mountain Ham Radio,,,,,,Rocky Mountain Ham Radio,CCARC,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,,,,,Yes; analog capable.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,112.4,SE,,145.34,144.74,103.5,127.3,Jefferson,On-Air,Rocky Mtn Radio League,,,Wide area.,E-power.,,Repeater,CCARC,,,,,,,,,,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,WZ0N,"Fairplay, Sacramento Mountain",CO,OPEN,,113.3,SSE,,447.125,442.125,103.5,103.5,Park,On-Air,WZ0N,,,,,,,CCARC,Identifies with an 'S' following WZ0N callsign which identifies the site as Sacramento.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,113.4,E,,146.775,146.175,114.8,,Laramie,On-Air,Shy-Wy Amateur Radio Club,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,"E-power, WX.","Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,,N7EMA,Cheyenne,WY,OPEN,,113.4,E,,447.025,442.025,,,Laramie,,,,,,,,,WRCG,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,113.6,E,,449.9,444.9,100,100,Laramie,On-Air,N7JJY,,,From 5 miles to 25 miles,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,113.6,E,,147.105,147.705,114.8,,Laramie,On-Air,,,,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,151.4,KC7DHF,Cheyenne,WY,OPEN,,113.6,E,,448.95,443.95,151.4,,Laramie,On-Air,,,,Local,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,113.6,E,,145.235,144.635,114.8,,Laramie,On-Air,N7GT,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,Local: Cheyenne.,,,,WRCG,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,114.7,SE,,447.875,442.875,107.2,107.2,Jefferson,On-Air,N6LXX,Full-time to the  N6LXX System .,,"I-70,I-76,I-25,I-225",,,,CCARC,,,N6LXX,,,,,,,,,,,,,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,114.7,SE,,53.17,51.47,107.2,CSQ,Jefferson,On-Air,N6LXX,Full-time to the  N6LXX System .,,"I-70,I-76,I-25,I-225",,,,CCARC,,,N6LXX,,,,,,,,,,,,,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,115.2,SE,,53.09,51.39,107.2,,Jefferson,On-Air,Denver Radio Club,,,Metro Denver area.,E-power.,,DRC Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,115.3,SSW,,449.5,444.5,107.2,,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),,,,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,115.5,SE,,147.21,147.81,100,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,,,,DVARC: Thu at 15:30. The net allows DWARC members the ability to test the radio capabilities as well as policies and procedures. This NET is a work in progress and has a good possibility to change times and locations.,,,,,,,23,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,116,SE,,449.3,444.3,100,,Adams,On-Air,N1UPS,,,,,,,CCARC,,,,,,,43699,,,,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,116.3,SE,,53.05,51.35,107.2,107.2,Jefferson,Off-Air,Colorado Repeater Association (CRA),,,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",10,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,116.5,SE,,147.045,147.645,123,CSQ,Adams,On-Air,Northglenn RA,,,,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,116.5,SE,,447.825,442.825,D073,D073,Jefferson,On-Air,Denver Radio Club,,,,,,,CCARC,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,116.7,SE,,147.12,147.72,88.5,88.5,Jefferson,On-Air,Aurora Repeater Association,,,Denver metro and east.,E-power.,,http://www.n0ara.org,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,117.3,SE,,448.75,443.75,100,100,Jefferson,On-Air,,,,Local.,E-power.,,,CCARC,,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,117.4,SE,,224.38,222.78,100,100,Jefferson,On-Air,Denver Radio Club,,,,,,DRC Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,117.4,SE,,147.33,147.93,100,,Jefferson,On-Air,Denver Radio Club,,,Metro Denver and the foothills.,E-power.,SATERN: Thu at 19:30.,DRC Repeaters,CCARC,Not recommeded to use tone squelch on this repeater.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,117.4,SE,,449.775,444.775,100,100,Jefferson,On-Air,Denver Radio Club,,,Metro Denver,,,Denver Radio Club,CCARC,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,117.6,ESE,,147,147.6,100,100,Weld,On-Air,Weld ARS,,,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,CCARC,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,117.6,ESE,,449.325,444.325,,,Weld,On-Air,Colorado Amateur Repeater Network (CARN),,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,117.6,ESE,,448.475,443.475,100,,Weld,On-Air,Weld Amateur Radio Society (WARS),,,,,,http://www.warsco.org/,CCARC,,,,,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,118,SE,,146.895,146.295,100,100,Park,On-Air,AB0RR,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,285,25,Wed at 19:30.,Park County Radio Club (PCRC),CCARC,,,,,,,,,,,,,,,,,,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,118.2,ESE,,449.725,444.725,127.3,,Weld,On-Air,K0OJ,,,,"Autopatch, WX.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,118.2,SE,,1287.9,1267.9,CSQ,,Jefferson,Off-Air,Colorado Repeater Association (CRA),,,Fort Collins to Colorado Springs.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,118.2,SE,,224.98,223.38,107.2,107.2,Jefferson,Off-Air,Colorado Repeater Association,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,Wide area. Denver.,"Closed autopatch, e-power.",,,CCARC,,,,,,,347086,,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,118.2,SE,,447.15,442.15,107.2,107.2,Jefferson,Off-Air,Colorado Repeater Association (CRA),,,Wide area: Denver.,"Closed autopatch, e-power.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,118.4,ESE,,146.85,146.25,100,100,Weld,On-Air,Northern Colorado ARC,,,,"E-power, WX.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,118.8,SE,,224.96,223.36,CSQ,,Weld,On-Air,AC0KC,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,119.4,W,,147.1,147.7,136.5,,Uintah,On-Air,""">Borderline ARC","Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Autopatch, e-power.",,,UVHFS,8,,,,,,458414,,,,3577,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,119.4,W,,449.7,444.7,136.5,,Uintah,,W7BYU,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",8,,,UVHFS,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,119.5,W,,146.92,146.32,136.5,,Duchesne,Off-Air,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",E-power.,,,UVHFS,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,121.2,SE,,447.175,442.175,100,100,Denver,On-Air,W0JRL,,,,,,,CCARC,,,,,,,201712,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,29997,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Brighton,CO,OPEN,,121.2,SE,,449.925,444.925,114.8,114.8,Adams,On-Air,KD0RG,,,,,,,CCARC,,,K0UPS Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,121.5,SE,,447.3,442.3,107.2,,Weld,On-Air,,,,,,,,CCARC,,,,,,,405804,,,,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,122,SE,,449.675,444.675,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,,,,,,CCARC,,,,,,,,,,,7708,,,,,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,122,SE,,145.475,144.875,100,,Jefferson,On-Air,Intermountain Repeater Group,,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",E-power.,,Intermountain Repeater Group,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,122,SE,,448.55,443.55,82.5,,Denver,Off-Air,HPRA,,,,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,122,SE,,447.9,442.9,CSQ,,Denver,Off-Air,WB0TPT,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,122,SE,,449.65,444.65,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,122,SE,,146.715,146.115,123,123,Denver,On-Air,EARS,,,,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,122,SE,,448.075,443.075,123,,Denver,On-Air,W0IG,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,122,SE,,447.925,442.925,100,100,Denver,On-Air,RADOPS El Jebel Shriners,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,124.7,SE,,447.5,442.5,88.5,88.5,Jefferson,On-Air,Aurora Repeater Association,,,Wide area.,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,E,124.7,ESE,,449.3,444.3,131.8,,Laramie,On-Air,WU7G,,,,,,,,,,,,,,140284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,125,WNW,,146.61,146.01,100,,Sweetwater,On-Air,Sweetwater RACES,,,Wide area: SW Wyoming,Autopatch.,Sun at 19:30.,http://wy7u.angelfire.com,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,125,WNW,,146.94,146.34,100,,Sweetwater,On-Air,Sweetwater ARC,Full-time to the  HERC System .,,Wide area.,,,,WRCG,,,,,,,357388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222.4,1.6,123,K7DRA,"Rock Springs, Aspen Mtn",WY,OPEN,E,125.1,WNW,,222.4,224,123,,Sweetwater,On-Air,DRAWZM,,,Wide Area,,,,,,,Mountain West Radio Group,,,,824055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,125.4,SSW,,449.65,444.65,151.4,151.4,Mesa,On-Air,Keri Washburn,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,Wide area coverage,NWS weather alert system.,,,CCARC,,,,,,,,,,,8162,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,125.4,SSW,,145.355,144.755,88.5,123,Mesa,On-Air,Colorado Connection,Full-time to the  Colorado Connection System .,,"Rifle to the east, several miles east of Green River, Utah to the west.",E-power.,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,CCARC,Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,125.6,SE,,447.625,442.625,100,,Adams,On-Air,Intermountain Repeater Group,,,Local/North Metro,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,125.9,SE,,449.6,444.6,100,,Jefferson,On-Air,Denver Radio League,,,,,,DRL Repeaters,CCARC,,,,,,,690473,,,,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,125.9,SE,,146.88,146.28,100,,Jefferson,On-Air,Denver Radio League,,,Wide area: Denver.  Map,E-power.,,DRL Repeaters,CCARC,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,127.4,SSE,,446.7625,441.7625,,,Park,On-Air,K7PFJ,,,,,,,,,,RMHAM,,,,,,0,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
447.225,-5,141.3,AB0BX,"Highlands Ranch, STEM School",CO,OPEN,EA,128.9,SE,,447.225,442.225,141.3,141.3,Douglas,Off-Air,,,,8,"AllStar, EchoLink, 25ft",Amateur Satellite net 7PM MST thursday,,CCARC,,,,,,,373051,,,,,,,,,,,,,,,,,41967,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,129.1,SE,,448.4,443.4,94.8,,Arapahoe,On-Air,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,129.1,SE,,448.825,443.825,,,Arapahoe,On-Air,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30584,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,129.1,SE,,448.275,443.275,156.7,,Arapahoe,On-Air,W0BG,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,129.2,SE,,448.5,443.5,100,,Denver,On-Air,Castle Rock Repeater Group,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,Greater Denver area.,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,130.6,SE,,448.15,443.15,141.3,141.3,Denver,On-Air,K0GUR,Full-time to the  The Fun Machine System .,,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",E-power (batt).  2 meter and 70cm channel steerable remote bases.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",k0jsc.com,CCARC,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,,,,,,24340,,,,,,,,,,,,,,,,,29436,,,,,,,DM79pt,,,,,,,,Listen Live,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,130.8,SSW,,447.35,442.35,107.2,,Delta,,Grand Mesa Repeater Assoc (GMRA),,,,,,GMRA Repeaters,CCARC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
