Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Links,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Denver Regional,Sponsor,Affiliate,Features,Notes,IRLP,Web links,Commands,Nets,Southern Colorado,Northern Colorado,D-STAR Enabled,Node,Sources,Grid,On-air,EchoLink,AllStar,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,65.8,NNE,,145.28,144.68,100,,Jefferson,On-Air,Wide area.,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",CCARC,,,,,,,,,,,"Closed autopatch, e-power, linked.","PL is usually off, allowing use by older transceivers.",,Intermountain Repeater Group,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,65.8,NNE,,448.625,443.625,100,100,Jefferson,On-Air,Denver metro area.,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",CCARC,,,,,,,,,Denver Radio Club,,E-power.,,,DRC Repeaters,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,66.4,NNE,,446.7875,441.7875,,,Jefferson,On-Air,,,CCARC,,,1,,,,,,Denver Radio Club,Brandmeister Network,,,,http://www.w0tx.org/,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,66.4,NNE,,927.8375,902.025,,,Jefferson,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,CCARC,,,,,,,,,,,,The offset is -25.8125,,,,,,,,,,,,,45770,,,,,,,,,,293,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,67.4,N,,147.285,147.885,88.5,123,Grand,On-Air,,Full-time to the  Colorado Connection System .,CCARC,,,,,,,,,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,141.3,AB0BX,"Highlands Ranch, STEM School",CO,OPEN,EA,67.7,NE,,447.225,442.225,141.3,141.3,Douglas,Off-Air,8,,CCARC,,,,,,,,,,,"AllStar, EchoLink, 25ft",,,,,Amateur Satellite net 7PM MST thursday,,,,,,,,373051,41967,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,68.1,NNE,,224,222.4,103.5,103.5,Jefferson,On-Air,,,CCARC,,,,,,,,,Rocky Mountain Radio League,,8,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,68.1,NE,,449.625,444.625,141.3,141.3,Jefferson,On-Air,,,CCARC,,,,,,,,,Rocky Mountain Ham Radio,,E-power,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,68.1,NNE,,449.75,444.75,103.5,103.5,Jefferson,On-Air,,,CCARC,,,,,,,,,Rocky Mtn Radio League,,8,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,68.1,NNE,,448.85,443.85,88.5,88.5,Jefferson,On-Air,"Denver metro, central front range",,CCARC,,,,,,,,,Aurora Repeater Assoc,,e-power.,,,ARA Repeaters,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,68.1,NE,,1299.9,1299.9,,,Jefferson,On-Air,,,,,,,,,,,,Colorado D-Star,,,,,Colorado D-Star,,,,,,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,68.1,NE,,145.37,144.77,,,Jefferson,On-Air,,,CCARC,,,7,,,,,,Rocky Mountain Ham Radio,,,See the website for programming information.,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,68.1,NE,,1283.9625,1263.9625,,,Jefferson,On-Air,,,CCARC,,,,,,,,,Colorado D-Star,,,,,Colorado D-Star,,,,,,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,68.1,NNE,,224.74,223.14,88.5,88.5,Jefferson,On-Air,,,CCARC,,,,,,,,,Aurora Repeater Assoc,,e-power,,,ARA Repeaters,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,68.1,NE,,446.9625,441.9625,,,Jefferson,On-Air,,,CCARC,,,,,,,,,Colorado D-Star,,,,,Colorado D-Star,,,,,,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,68.1,NNE,,145.22,144.62,103.5,103.5,Jefferson,On-Air,Wide area.,,CCARC,,,,,,,,,Rocky Mtn Radio League,,8,Talk-Group of $FFFF.,,Repeater,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,293,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,68.1,NNE,,147.15,147.75,100,100,Jefferson,On-Air,"Denver metro, central front range","Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",CCARC,,,,,,,,,Aurora Repeater Assoc (ARA),,e-power,,,ARA Repeaters,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,68.1,NE,,145.25,144.65,,,Jefferson,On-Air,,,CCARC,,,,,,,,,Colorado D-Star,,,,,Colorado D-Star,,,,,,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,68.2,NE,,446.8375,441.8375,,,Jefferson,On-Air,,Full-time to the  Colorado TRBO System .,CCARC,,,7,,,,,,WA2YZT,,200,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,68.2,NE,,53.09,51.39,107.2,,Jefferson,On-Air,Metro Denver area.,,CCARC,,,,,,,,,Denver Radio Club,,E-power.,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,68.4,NE,,147.33,147.93,100,,Jefferson,On-Air,Metro Denver and the foothills.,,CCARC,,,,,,,,,Denver Radio Club,,E-power.,Not recommeded to use tone squelch on this repeater.,,DRC Repeaters,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,68.4,NE,,224.38,222.78,100,100,Jefferson,On-Air,,,CCARC,,,,,,,,,Denver Radio Club,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,68.4,NE,,449.775,444.775,100,100,Jefferson,On-Air,Metro Denver,,CCARC,,,,,,,,,Denver Radio Club,,,,,Denver Radio Club,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,68.7,NE,,449.95,444.95,77,77,Douglas,On-Air,Primarily to the North along I-25 corridor,,CCARC,,,,,,,,,W9SL Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,69.8,WNW,,447.15,442.15,136.5,,Garfield,On-Air,,,,,,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,69.9,NE,,448.975,443.975,123,,Jefferson,On-Air,Wide area.,,CCARC,,,,,,,,,FRG,,Linkable VHF/UHF Remote Base,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,69.9,NE,,927.7875,902.7875,156.7,,Jefferson,On-Air,Golden and Denver.,,,,,,,,,,,N0PYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,69.9,NE,,448.125,443.125,107.2,,Jefferson,On-Air,,,CCARC,,,,,,,,,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,70.3,NE,,448.75,443.75,100,100,Jefferson,On-Air,Local.,,CCARC,,,,,,,,,,N0ELY,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,70.7,NE,,447.825,442.825,D073,D073,Jefferson,On-Air,,,CCARC,,,,,,,,,Denver Radio Club,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,71.3,N,,447.45,442.45,103.5,,Grand,On-Air,,,CCARC,,,,,,,,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,71.7,NNE,,446.975,441.975,,,Jefferson,On-Air,Denver Metro Area,,,,,0,,,,,,W0DMR,,,,,http://www.w0dmr.org/,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local","Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,72.2,E,,447.525,442.525,203.5,146.2,Douglas,On-Air,"Denver metropolitan area, front range foothills",,CCARC,,,,,,,,,EmComm Colorado,Colorado ARES,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,72.6,NNE,,449.225,444.225,141.3,141.3,Gilpin,On-Air,Wide area.,,CCARC,,,,,,,,,Rocky Mountain Ham Radio (RMHR),,Emergency Power,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,72.6,NNE,,145.31,144.71,88.5,123,Gilpin,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Full-time to the  Colorado Connection System .,CCARC,,,,,,,,,Colorado Connection,,10,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,72.7,NE,,147.21,147.81,100,100,Jefferson,On-Air,,,,,,,,,,,,Denver Water Amateur Radio Club,,,,,,,DVARC: Thu at 15:30. The net allows DWARC members the ability to test the radio capabilities as well as policies and procedures. This NET is a work in progress and has a good possibility to change times and locations.,,,,,,,,,,,,,23,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,72.9,ESE,,447.2,442.2,,,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,,GGARC,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,73,NNE,,224.6,223,100,,Gilpin,,,,CCARC,,,,,,,,,W0RM,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,73.4,ESE,,447.625,442.625,100,100,El Paso,On-Air,,Full-time to the  The Fun Machine System .,,,,,,,,,,KD0MDP,The Fun Machine,Linked.,,7301,,,,,,,,,,,363976,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,74.1,SE,,449.625,444.625,107.2,,Custer,On-Air,,,CCARC,,,,,,,,,,,E-power.,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,74.1,SE,,447.175,442.175,88.5,,Pueblo,Off-Air,Wide area: Southeast Colorado.,,CCARC,,,,,,,,,Pueblo HC,,11,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,74.1,SE,,224.32,222.72,88.5,,Custer,Off-Air,,,CCARC,,,,,,,,,Pueblo Ham Club,,11,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,76.4,E,,446.85,441.85,,,Douglas,On-Air,,,CCARC,,,,,,,,,Parker Radio Association,,D-Star B module,,,http://parkerradio.org,,,,,,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,I,76.5,NE,,448.7,443.7,146.2,,Douglas,On-Air,Local North Parker only,,,,,,,,,,,,,,,3415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,76.9,NE,,447.925,442.925,100,100,Denver,On-Air,,,CCARC,,,,,,,,,RADOPS El Jebel Shriners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,76.9,NE,,449.675,444.675,,,Denver,On-Air,,,CCARC,,,,,,,,,Colorado Amateur Repeater Network (CARN),,,,7708,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,76.9,NE,,447.9,442.9,CSQ,,Denver,Off-Air,,,CCARC,,,,,,,,,WB0TPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,76.9,NE,,449.65,444.65,,,Denver,On-Air,,,CCARC,,,,,,,,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,77,NE,,448.55,443.55,82.5,,Denver,Off-Air,,,CCARC,,,,,,,,,HPRA,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,77,NE,,448.075,443.075,123,,Denver,On-Air,,,CCARC,,,,,,,,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,77,NE,,145.475,144.875,100,,Jefferson,On-Air,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,CCARC,,,,,,,,,Intermountain Repeater Group,,E-power.,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,77,NE,,146.715,146.115,123,123,Denver,On-Air,,,CCARC,,,,,,,,,EARS,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,77.7,NE,,447.175,442.175,100,100,Denver,On-Air,,,CCARC,,,,,,,,,W0JRL,,,,,,Standard AllStar Link access commands.,,,,,,,,,201712,29997,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,79.1,SE,,448.975,443.975,100,100,Pueblo,On-Air,,Full-time to the  The Fun Machine System .,CCARC,,,,,,,,,,,,Off air.  Will return to service,7301,http://www.k0jsc.com,,,,,,,,,,363976,28368,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,79.5,WNW,,449.725,444.725,179.9,,Garfield,On-Air,Wide area.,,CCARC,,,,,,,,,Roaring Fork Amateur Repeater Cooperative (RFARC),,EchoLink.,,3722,,,,,,,,,,,,28434,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,79.5,WNW,,147.39,147.99,107.2,,Garfield,On-Air,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,80.3,NE,,449.3,444.3,100,,Adams,On-Air,,,CCARC,,,,,,,,,N1UPS,,,,3699,,,,,,,,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,80.4,N,,446.875,441.875,,,Clear Creek,On-Air,,,,,,,,,,,,,RMHAM,,,,http://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,80.4,N,,146.82,146.22,123,,Grand,,,,CCARC,,,,,,,,,GCARA,,E-power.,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,80.8,NE,,145.4,144.6,100,,Arapahoe,On-Air,Greater Denver area.,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",CCARC,,,,,,,,,Castle Rock Repeater Group,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,80.9,NE,,145.19,144.59,151.4,131.8,Arapahoe,On-Air,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,,,,,,,,,,N0OBA,,Autopatch (please contact trustee).,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,81.2,S,,146.64,146.04,77,77,Rio Grande,On-Air,Low level local coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,81.5,S,,447.1,442.1,77,,Saguache,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,81.5,NNE,,146.7,146.1,100,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,CCARC,,,,,,,,,Boulder Co ARC,,6,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,81.6,NNW,,147.075,147.675,88.5,123,Grand,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,Full-time to the  Colorado Connection System .,CCARC,,,,,,,,,Colorado Connection,,,Part of the Colorado Connection system of Repeaters,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,81.6,NNE,,448.9,443.9,100,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,CCARC,,,,,,,,,Boulder ARC,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,81.7,NE,,449.15,444.15,,,Arapahoe,On-Air,,,CCARC,,,,,,,,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,81.7,NE,,449.425,444.425,D023,D023,Arapahoe,Off-Air,,,,,,,,,,,,K0PWO,,,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,,29791,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,81.7,NNE,,146.61,146.01,100,,Boulder,Off-Air,,,CCARC,,,,,,,,,Boulder Amateur Radio Club,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,82.3,NE,,448.825,443.825,,,Arapahoe,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,30584,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,82.3,NE,,448.5,443.5,100,,Denver,On-Air,Greater Denver area.,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",CCARC,,,,,,,,,Castle Rock Repeater Group,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,82.3,NE,,448.275,443.275,156.7,,Arapahoe,On-Air,,,CCARC,,,,,,,,,W0BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,82.3,NE,,448.4,443.4,94.8,,Arapahoe,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,83.4,NE,,448.925,443.925,131.8,,Boulder,On-Air,,,CCARC,,,,,,,,,W0LMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,83.4,NE,,449.825,444.825,103.5,,Boulder,On-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,,CCARC,,,,,,,,,Rocky Mountain Radio League,,6,,,Repeater,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,83.4,WNW,,449.6,444.6,107.2,,Garfield,On-Air,Wide area.,,CCARC,,,,,,,,,,,e-power Linked to GMRA open system,,,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,83.4,WNW,,146.88,146.28,107.2,,Garfield,On-Air,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",CCARC,,,,,,,,,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,83.4,WNW,,447.1,442.1,107.2,,Garfield,On-Air,,,CCARC,,,,,,,,,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
