Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,Features,Downlink Tone,Coverage,Links,Web links,Affiliate,IRLP,Notes,Nets,Grid,EchoLink,AllStar,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Commands,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,English,Europe,TAC 310,DCI Bridge,Southwest USA,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA,Wyoming,WyLOCAL
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,120.2,NE,,53.17,51.47,107.2,Jefferson,,N6LXX,CCARC,,On-Air,,CSQ,"I-70,I-76,I-25,I-225",Full-time to the  N6LXX System .,,N6LXX,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,120.2,NE,,447.875,442.875,107.2,Jefferson,,N6LXX,CCARC,,On-Air,,107.2,"I-70,I-76,I-25,I-225",Full-time to the  N6LXX System .,,N6LXX,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,120.6,NE,,448.85,443.85,88.5,Jefferson,,Aurora Repeater Assoc,CCARC,,On-Air,e-power.,88.5,"Denver metro, central front range",,ARA Repeaters,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,120.6,NE,,224,222.4,103.5,Jefferson,,Rocky Mountain Radio League,CCARC,,On-Air,8,103.5,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,120.6,NE,,147.15,147.75,100,Jefferson,,Aurora Repeater Assoc (ARA),CCARC,,On-Air,e-power,100,"Denver metro, central front range","Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",ARA Repeaters,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,120.7,NE,,145.22,144.62,103.5,Jefferson,,Rocky Mtn Radio League,CCARC,,On-Air,8,103.5,Wide area.,,Repeater,,,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,293,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,120.7,NE,,224.74,223.14,88.5,Jefferson,,Aurora Repeater Assoc,CCARC,,On-Air,e-power,88.5,,,ARA Repeaters,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,120.7,NE,,449.75,444.75,103.5,Jefferson,,Rocky Mtn Radio League,CCARC,,On-Air,8,103.5,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,121.3,SSW,,147.06,147.66,100,San Juan,,,NMFCC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,121.6,NE,,224.6,223,100,Gilpin,Unknown,W0RM,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,122,NE,,449.625,444.625,141.3,Jefferson,,Rocky Mountain Ham Radio,CCARC,,On-Air,E-power,141.3,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,122.2,NE,,446.8375,441.8375,,Jefferson,,WA2YZT,CCARC,,On-Air,200,,,Full-time to the  Colorado TRBO System .,,,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,122.2,NE,,1283.9625,1263.9625,,Jefferson,,Colorado D-Star,CCARC,,On-Air,,,,,Colorado D-Star,,,,,,,,,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,122.2,NE,,145.37,144.77,,Jefferson,,Rocky Mountain Ham Radio,CCARC,,On-Air,,,,,Rocky Mountain Ham Radio,,,See the website for programming information.,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,122.2,NE,,446.9625,441.9625,,Jefferson,,Colorado D-Star,CCARC,,On-Air,,,,,Colorado D-Star,,,,,,,,,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,122.2,NE,,145.25,144.65,,Jefferson,,Colorado D-Star,CCARC,,On-Air,,,,,Colorado D-Star,,,,,,,,,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,122.2,NE,,1299.9,1299.9,,Jefferson,,Colorado D-Star,,,On-Air,,,,,Colorado D-Star,,,,,,,,,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,122.5,SW,,146.79,146.19,127.3,Montezuma,,KD5LWU,CCARC,,On-Air,,127.3,,,,,,,4,,24336,29317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,122.5,SW,,449.175,444.175,127.3,Montezuma,,KD5LWU,CCARC,,Off-Air,,,,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,122.6,NE,,449.225,444.225,141.3,Gilpin,,Rocky Mountain Ham Radio (RMHR),CCARC,,On-Air,Emergency Power,141.3,Wide area.,,,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,122.6,NE,,145.31,144.71,88.5,Gilpin,,Colorado Connection,CCARC,,On-Air,10,123,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Full-time to the  Colorado Connection System .,,,,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX","Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,123,NE,,53.09,51.39,107.2,Jefferson,,Denver Radio Club,CCARC,,On-Air,E-power.,,Metro Denver area.,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,123.7,NE,,449.775,444.775,100,Jefferson,,Denver Radio Club,CCARC,,On-Air,,100,Metro Denver,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,123.7,NE,,147.33,147.93,100,Jefferson,,Denver Radio Club,CCARC,,On-Air,E-power.,,Metro Denver and the foothills.,,DRC Repeaters,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,123.7,NE,,224.38,222.78,100,Jefferson,,Denver Radio Club,CCARC,,On-Air,,100,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,123.8,NE,,448.125,443.125,107.2,Jefferson,,Denver PD EEB,CCARC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,123.8,NE,,927.7875,902.7875,156.7,Jefferson,,N0PYY,,,On-Air,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,123.8,NE,,448.975,443.975,123,Jefferson,,FRG,CCARC,,On-Air,Linkable VHF/UHF Remote Base,,Wide area.,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,141.3,AB0BX,"Highlands Ranch, STEM School",CO,OPEN,EA,124.8,NE,,447.225,442.225,141.3,Douglas,,,CCARC,,Off-Air,"AllStar, EchoLink, 25ft",141.3,8,,,,,,Amateur Satellite net 7PM MST thursday,,373051,41967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,125.3,NE,,446.975,441.975,,Jefferson,,W0DMR,,,On-Air,,,Denver Metro Area,,http://www.w0dmr.org/,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,,0,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,125.5,NE,,448.75,443.75,100,Jefferson,,,CCARC,,On-Air,E-power.,100,Local.,,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,125.7,NE,,447.825,442.825,D073,Jefferson,,Denver Radio Club,CCARC,,On-Air,,D073,,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,125.9,ESE,,147,147.6,,Pueblo,,Carl Higbee,CCARC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,126.4,E,,449.95,444.95,77,Douglas,,W9SL Owner,CCARC,,On-Air,,77,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,126.5,SSW,,147.36,147.96,100,San Juan,,,NMFCC,,On-Air,,,,Full-time to the  San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,126.6,SSE,,147.22,147.82,100,Rio Arriba,,New Mexico Mega Link Assoc,NMFCC,,On-Air,10,,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,126.6,SSE,,146.76,146.16,67,Rio Arriba,,Taos ARC,,,On-Air,11,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,126.8,SE,,145.355,144.755,100,Huerfano,,N0JPX,CCARC,,On-Air,"E-power, linked.",,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,127,ESE,,146.88,146.28,88.5,Pueblo,,Pueblo HC,CCARC,,On-Air,E-power.,CSQ,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,127,ESE,,146.655,146.055,123,Pueblo,,K0ST,CCARC,,On-Air,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,127,ESE,,449.725,444.725,100,El Paso,,N0PWZ,CCARC,,On-Air,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,127,ESE,,447.7,442.7,210.7,Pueblo,,,CCARC,,Off-Air,,210.7,,,,,7389,,,,,29228,,,,,0,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,127,ESE,,145.115,144.515,88.5,Pueblo,,Pueblo Ham Club,CCARC,,Off-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,127.2,ESE,,447.275,442.275,100,Pueblo,,,CCARC,,On-Air,,100,,Full-time to the  The Fun Machine System .,The Fun Machine,The Fun Machine,,"Moved to Pueblo.  Now called ""Pueblo Metro""","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,127.2,ESE,,147.24,147.84,103.5,Pueblo,,TARA,CCARC,,Off-Air,,CSQ,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,127.2,ESE,,446.9875,441.9875,,Pueblo,,,CCARC,,Off-Air,,,,Full-time to the  Colorado TRBO System .,Rocky Mountain Ham Radio,RMHAM,,,,,,,,,,,6,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,127.5,NE,,147.21,147.81,100,Jefferson,,Denver Water Amateur Radio Club,,,On-Air,,100,,,,,,,DVARC: Thu at 15:30. The net allows DWARC members the ability to test the radio capabilities as well as policies and procedures. This NET is a work in progress and has a good possibility to change times and locations.,,,,,,,,,,,,,,,,,,,,23,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,127.7,E,,447.2,442.2,,El Paso,,GGARC,,,Testing,,,"Falcon, Black Forest, Peyton Areas",,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,128.7,ESE,,447.95,442.95,88.5,Pueblo,,Pueblo Ham Club,CCARC,,On-Air,E-power.,,Wide area.,,Pueblo Ham Club,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,128.7,ESE,,224.26,222.66,88.5,Pueblo,,Pueblo Ham Club,CCARC,,Off-Air,E-power.,CSQ,Wide area.,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,128.7,ESE,,146.79,146.19,88.5,Pueblo,,Pueblo HC,CCARC,,On-Air,E-power.,CSQ,Wide area.,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,129.4,E,,447.625,442.625,100,El Paso,,KD0MDP,,,On-Air,Linked.,100,,Full-time to the  The Fun Machine System .,,The Fun Machine,7301,,,,363976,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,129.5,W,,146.76,146.16,88.5,Grand,,Sinbad Desert ARC,UVHFS,,On-Air,,,Moab and immediate surroundings.,,http://www.sdarc.us/repeaters/bald.html,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,129.7,W,,449.1,444.1,107.2,Grand,,Grand Mesa Repeater Association (GMRA),UVHFS,,On-Air,8,107.2,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,GMRA Repeaters,,,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,129.9,E,,447.525,442.525,203.5,Douglas,,EmComm Colorado,CCARC,,On-Air,,146.2,"Denver metropolitan area, front range foothills",,,Colorado ARES,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,130.2,NW,,447,442,107.2,Garfield,,,CCARC,,On-Air,8,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,132.4,NE,,146.7,146.1,100,Boulder,,Boulder Co ARC,CCARC,,On-Air,6,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,132.5,NE,,146.91,147.51,123,Boulder,,,,,On-Air,,127.3,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,http://goldhilltown.com/,"Town of Gold Hill, Colorado",,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,132.6,NE,,449.65,444.65,,Denver,,Colorado Amateur Repeater Network (CARN),CCARC,,On-Air,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,132.6,NE,,449.675,444.675,,Denver,,Colorado Amateur Repeater Network (CARN),CCARC,,On-Air,,,,,,,7708,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,132.6,SSW,,442.25,447.25,,San Juan,,,NMFCC,,On-Air,,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,,1,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,,,,,1,2,2,2,2,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,132.6,NE,,447.925,442.925,100,Denver,,RADOPS El Jebel Shriners,CCARC,,On-Air,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,132.6,NE,,146.61,146.01,100,Boulder,,Boulder Amateur Radio Club,CCARC,,Off-Air,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,132.6,SSW,,447.45,442.45,107.2,San Juan,,KB5ITS,NMFCC,,On-Air,"E-power, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,132.6,NE,,447.9,442.9,CSQ,Denver,,WB0TPT,CCARC,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,132.6,NE,,448.9,443.9,100,Boulder,,Boulder ARC,CCARC,,On-Air,6,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,132.6,SSW,,146.74,146.14,100,San Juan,,Totah ARC,NMFCC,,On-Air,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,132.6,SSW,,146.88,146.28,100,San Juan,,,NMFCC,,On-Air,,,,Full-time to the  San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,132.7,NE,,145.475,144.875,100,Jefferson,,Intermountain Repeater Group,CCARC,,On-Air,E-power.,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,132.7,NE,,448.075,443.075,123,Denver,,W0IG,CCARC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,132.7,NE,,448.55,443.55,82.5,Denver,,HPRA,CCARC,,Off-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,132.7,NE,,146.715,146.115,123,Denver,,EARS,CCARC,,On-Air,E-power.,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,132.9,SE,,449.75,444.75,100,Las Animas,,N0ZSN,CCARC,,On-Air,,100,,Full-time to the  The Fun Machine System .,The Fun Machine,The Fun Machine,7301,,,,363976,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,133.3,NE,,447.175,442.175,100,Denver,,W0JRL,CCARC,,On-Air,,100,,,,,,,,,201712,29997,,,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,I,134,E,,448.7,443.7,146.2,Douglas,,,,,On-Air,,,Local North Parker only,,,,3415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,134.1,N,,449.625,444.625,123,Routt,,"Colorado Connection Repeaters, Inc.",,,On-Air,Statewide Linked System,123,Local Steamboat Area,,http://colcon.org,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,134.1,N,,147.21,147.81,107.2,Routt,,SSARC,CCARC,,On-Air,"Linked, WX.",107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,134.1,N,,147.165,147.765,88.5,Routt,,Colorado Connection,,,On-Air,,123,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
