Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,EchoLink,Notes,Coordination,Last update,On-air,Links,Downlink Tone,Affiliate,Nets,Web links,IRLP,AllStar,Grid,Commands,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,D-STAR Enabled,Node,Sources,Feed,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Worldwide,North America,Local/Cluster,YSF Digital Enabled,DG-ID,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,DCI Bridge,N. Colorado,Location Photo,English,TAC 310,WIRES-X,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,60.4,SW,string,449.3,444.3,107.2,Mesa,On-Air,Wide Area I-70 West Rifle to Western Utah,undefined,e-power Linked to GMRA Open System,undefined,Closed IRLP out,CCARC,string,undefined,undefined,107.2,undefined,RACES Wed 1930 hrs,http://www.gmra.org/,3710,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,string,60.9,NE,string,147.075,147.675,88.5,Grand,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,Colorado Connection,undefined,undefined,Part of the Colorado Connection system of Repeaters,CCARC,string,undefined,Full-time to the  Colorado Connection System .,123,undefined,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,string,63.6,SE,string,145.445,144.845,88.5,Lake,On-Air,string,Colorado Connection,E-power (solar).,undefined,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",CCARC,string,undefined,Full-time to the  Colorado Connection System .,undefined,undefined,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,string,64.1,SE,string,445.05,440.05,string,Adams,On-Air,undefined,K2AD,undefined,undefined,undefined,CCARC,string,undefined,undefined,undefined,Rocky Mountain Ham Radio,undefined,http://www.rmham.org/,undefined,undefined,undefined,undefined,string,7,string,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,2,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,string,67.7,N,string,146.97,146.37,88.5,Moffat,On-Air,undefined,Northwest Colorado Amateur Radio Association,undefined,undefined,undefined,CCARC,string,undefined,Full-time to the  Colorado Connection System .,123,Colorado Connection,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,string,67.7,N,string,145.265,144.665,107.2,Moffat,undefined,undefined,NW Colorado ARC,E-power.,undefined,undefined,CCARC,string,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,68.8,ESE,string,146.7,146.1,107.2,Summit,On-Air,undefined,GRARC,E-power.,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,3972,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,string,69.6,NNE,string,449.625,444.625,123,Routt,On-Air,Local Steamboat Area,"Colorado Connection Repeaters, Inc.",Statewide Linked System,undefined,undefined,undefined,string,undefined,undefined,123,undefined,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",http://colcon.org,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,string,69.6,NNE,string,147.165,147.765,88.5,Routt,On-Air,undefined,Colorado Connection,undefined,undefined,undefined,undefined,string,undefined,Full-time to the  Colorado Connection System .,123,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,string,69.7,NNE,string,147.21,147.81,107.2,Routt,On-Air,undefined,SSARC,"Linked, WX.",undefined,undefined,CCARC,string,undefined,undefined,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,70.6,WSW,string,145.175,144.575,107.2,Mesa,On-Air,Greater grand Junction area.,undefined,"E-power,",undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,3161,undefined,undefined,Standard IRLP node commands.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,string,72,ESE,string,445.0875,440.0875,string,Fremont,On-Air,undefined,K2AD,undefined,undefined,undefined,undefined,string,undefined,undefined,undefined,Rocky Mountain Ham Radio,undefined,http://www.rmham.org/,undefined,undefined,undefined,undefined,string,7,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.12,0.6,string,W0VTL,Gunnison,CO,OPEN,string,72.7,SSE,string,147.12,147.72,string,Gunnison,On-Air,undefined,W0VTL,E-power.,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,string,72.7,ESE,string,147.39,147.99,88.5,Summit,On-Air,Wide area.,Colorado Connection,12,undefined,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx",CCARC,string,undefined,Full-time to the  Colorado Connection System .,123,undefined,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Breckenridge Repeater,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.95,-5,string,K5GF,Gunnison,CO,OPEN,string,72.7,SSE,string,449.95,444.95,string,Gunnison,undefined,undefined,K5GF,undefined,undefined,undefined,CCARC,string,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,73.6,WSW,string,146.82,146.22,107.2,Mesa,On-Air,Wide area: North Western Colorado - South to Montrose and East on I-70.,undefined,undefined,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,28515,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,string,73.6,WSW,string,147.39,147.99,107.2,Mesa,undefined,undefined,KE0TY,Linked.,undefined,undefined,CCARC,string,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449,-5,string,KB0SW,Grand Junction,CO,CLOSED,string,73.7,WSW,string,449,444,string,Mesa,On-Air,undefined,KB0SW,undefined,undefined,undefined,CCARC,string,undefined,undefined,107.2,Grand Mesa Repeater Assoc,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.105,0.6,string,K0SSI,Grand Junction,CO,OPEN,string,73.7,WSW,string,147.105,147.705,string,Mesa,On-Air,undefined,K0SSI,undefined,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,73.7,WSW,string,449.775,444.775,173.8,Mesa,On-Air,undefined,undefined,undefined,7572,undefined,CCARC,string,undefined,undefined,88.5,undefined,undefined,undefined,7573,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.775,-5,string,KD0RED,Grand Junction,CO,OPEN,string,73.7,WSW,string,446.775,441.775,undefined,Mesa,On-Air,undefined,undefined,undefined,undefined,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,string,73.7,WSW,string,447.5,442.5,114.8,Mesa,undefined,undefined,KC0ARV,undefined,undefined,undefined,CCARC,string,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,string,73.7,WSW,string,145.22,144.62,107.2,Mesa,undefined,undefined,KE0TY,undefined,undefined,undefined,CCARC,string,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.125,-5,103.5,WZ0N,"Fairplay, Sacramento Mountain",CO,OPEN,string,74.1,SE,string,447.125,442.125,103.5,Park,On-Air,undefined,WZ0N,undefined,undefined,Identifies with an 'S' following WZ0N callsign which identifies the site as Sacramento.,CCARC,string,undefined,undefined,103.5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,string,74.7,WSW,string,147.355,146.755,88.5,Mesa,On-Air,undefined,Colorado Connection,undefined,undefined,undefined,CCARC,string,undefined,Full-time to the  Colorado Connection System .,123,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,string,77.2,SSE,string,447.65,442.65,151.4,Gunnison,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",undefined,undefined,CCARC,string,undefined,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",151.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,77.2,SW,string,448.15,443.15,100,Mesa,On-Air,undefined,undefined,undefined,312189,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,7963,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,string,79.8,SSW,string,146.91,146.31,107.2,Montrose,On-Air,undefined,undefined,E-Power,undefined,undefined,CCARC,string,undefined,undefined,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,string,79.8,SSW,string,146.79,146.19,107.2,Montrose,On-Air,undefined,KC0UXX,E-power.,undefined,undefined,CCARC,string,undefined,undefined,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,string,82.3,E,string,446.875,441.875,string,Clear Creek,On-Air,undefined,undefined,undefined,undefined,undefined,undefined,string,undefined,undefined,undefined,RMHAM,undefined,http://www.rmham.org,undefined,undefined,undefined,undefined,string,string,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,string,82.3,E,string,146.82,146.22,123,Grand,undefined,undefined,GCARA,E-power.,undefined,undefined,CCARC,string,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
