Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Last update,Coordination,Sponsor,EchoLink,Downlink Tone,AllStar,Nets,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Coverage,Features,Notes,Links,On-air,Affiliate,IRLP,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,Grid,Commands,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,Denver Regional,Northern Colorado,Location Photo,Feed,YSF Digital Enabled,DG-ID,Local/Cluster,WIRES-X,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,188.3,SSE,,223.9,222.3,,Bernalillo,Off-Air,,,,,87120,,,,,,,,,,,,"E-power (solar), Autopatch, Remote base.",,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,188.3,SE,,447.775,442.775,100,Santa Fe,On-Air,,,,,,,,,,,,,,,,Santa Fe,,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,188.5,SE,,444.575,449.575,,Santa Fe,On-Air,,,,W5SF,,,,,,,,,,,,Local Santa Fe,,Soon to move to a better location,,,Santa Fe Amateur Radio CLub,,,,,,,,,,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,188.5,SE,,145.21,144.61,,Santa Fe,On-Air,,,,W5SF,,,,,,,,,,,,Local Santa Fe,,Soon to move to a better location.,,,Santa Fe Amateur Radio Club,,,,,,,,,,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,188.8,NE,,449.9,444.9,107.2,Eagle,Off-Air,,,CCARC,ECHO,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,188.8,NE,,224.8,223.2,,Eagle,,,,CCARC,ECHO,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,189.4,SE,,444.35,449.35,100,Colfax,On-Air,,,NMFCC,,,,,,,,,,,,,,,11,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,N5BGC,"Santa Fe, St Vincent Hospital",NM,OPEN,,189.4,SE,,147.2,147.8,162.2,Santa Fe,On-Air,SFARC Repeaters,,NMFCC,Santa Fe ARC,,,,,,,,,,,,,E-power. Full time link to Tesuque Peak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.25,-20,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,189.6,NW,,1299.25,1279.25,,Washington,On-Air,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,KF7YIX (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,190.1,E,,447.975,442.975,100,Fremont,On-Air,http://www.k0jsc.com,,CCARC,K0JSC,363976,100,28368,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,"Canon City area. 
   Repeater Coverage Map",Autopatch.,,Full-time to the  The Fun Machine System .,,,7301,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,190.8,SE,,147.02,147.62,141.3,Santa Fe,On-Air,,,NMFCC,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,190.8,SE,,146.82,146.22,162.2,Santa Fe,On-Air,SFARC Repeaters,,NMFCC,Santa Fe ARC,,,,,,,,,,,,Wide area.,"Autopatch, e-power.",,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,190.8,SE,,442.825,447.825,131.8,Santa Fe,On-Air,,,NMFCC,Santa Fe ARC,,,,,,,,,,,,,Autopatch.,,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,191.2,ESE,,449.75,444.75,100,Las Animas,On-Air,The Fun Machine,,CCARC,N0ZSN,363976,100,28368,,,,,,,,,,,,Full-time to the  The Fun Machine System .,,The Fun Machine,7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,191.7,ESE,,145.355,144.755,100,Huerfano,On-Air,,,CCARC,N0JPX,,,,,,,,,,,,,"E-power, linked.",,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,192.4,E,,449.975,444.975,100,Fremont,On-Air,http://www.k0jsc.com,,CCARC,K0JSC,,100,,,,,,,,,,,Simulcast TX / Voted RX with Cedarwood and Salida,,Full-time to the  The Fun Machine System .,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,192.5,NE,,146.7,146.1,107.2,Summit,On-Air,,,CCARC,GRARC,,,,,,,,,,,,,E-power.,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.48,-1.6,100,K6LIE,"Albuquerque, Northeast Heights area",NM,OPEN,I,192.5,SE,,224.48,222.88,100,Bernalillo,On-Air,,,NMFCC,K6LIE,,,,,,,,,,,,Entire Albuquerque Area,,Moved to new location and added PL,,,High Desert ARC of New Mexico,3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,192.6,SE,,147.04,147.64,141.3,Colfax,On-Air,,,NMFCC,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,WA5IHL,Albuquerque,NM,OPEN,,192.7,SSE,,442.25,447.25,,Bernalillo,On-Air,http://www.aztrbonet.com/MinimalNetwatch,,NMFCC,,,,,,,1,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Albuquerque,,,,,,,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,193.2,NE,,147.39,147.99,88.5,Summit,On-Air,Breckenridge Repeater,,CCARC,Colorado Connection,,123,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,Wide area.,12,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx",Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.85,5,103.5,KC0QIZ,Albuquerque,NM,OPEN,EI,193.2,SE,,443.85,448.85,103.5,Bernalillo,On-Air,,,NMFCC,KC0QIZ,881226,,,,,,,,,,,,,,,,,3818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,193.2,SE,,443.75,448.75,100,Bernalillo,Off-Air,,,NMFCC,"WA6CCB, K5RKE",,,,Bosque Youth Amateur Radio Net: M-F at 17:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,193.3,NW,,448.3,443.3,88.5,Carbon,,,,UVHFS,College of Eastern Utah ARC,,,,,,,,,,,,Price.,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,193.3,NW,,145.43,144.83,88.5,Carbon,,,,UVHFS,,,,,,,,,,,,,Price.,5,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,,K7GX,"Price, Wood Hill",UT,OPEN,EI,193.3,NW,,448.3,443.3,,Carbon,,,,UVHFS,,64264,,,,,,,,,,,,,,,Unknown,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,193.3,NW,,224.5,222.9,88.5,Carbon,,,,UVHFS,College of Eastern Utah ARC,,,,,,,,,,,,,5,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,193.3,NW,,147.2,147.8,88.5,Carbon,,,,UVHFS,,64264,,,,,,,,,,,,,,,Unknown,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.3,5,CC1,K5KRE,"Albuquerque, Sandia Crest",NM,OPEN,,193.4,SE,,443.3,448.3,,Bernalillo,Testing,http://brandmeister.network/?page=repeater&amp;id=313510,,NMFCC,K5RKE,,,,,,1,,,,,,Wide area.,A Motorola SLR5700 on the BrandMeister worldwide network,Timeslot 1 3135 (New Mexico) 31302 (MPRG 2) Timeslot 2 31301 (MPRG 1),,,Mac Pass Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,193.4,SE,,51.7,50.7,156.7,Bernalillo,Off-Air,,,NMFCC,K5RKE,,,,,,,,,,,,,,Off the air until spring 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,CC7,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,,193.5,SE,,442.9,447.9,,Bernalillo,On-Air,http://www.rmham.org/wordpress/mototrbo-radio-site-information,,NMFCC,"Rocky Mountain Ham Radio, NM",,,,,,7,,,,,,,,"Colorado Wide: CC 7, TS 1, TG 700 Colorado South: CC 7, TS 2, TG 719",Full-time to the  Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,193.6,NE,,445.0875,440.0875,,Fremont,On-Air,http://www.rmham.org/,,,K2AD,,,,,,7,,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,,W5MPZ,"Albuquerque, Sandia Crest",NM,OPEN,,193.7,SE,,443.8,448.825,,Bernalillo,On-Air,,,NMFCC,Sandia National Laboratories ARC,,,,,,,,,,,,Wide area;,,,,,,,,,,,,,,,W5MPZ (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,193.9,SE,,444.325,449.325,100,Bernalillo,On-Air,,,NMFCC,,,,,,,,,,,,,Wide area.,10,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,K5FSB,"Albuquerque, Sandia Peak",NM,OPEN,,193.9,SE,,442.6,447.6,100,Bernalillo,On-Air,http://www.urfmsi.org/wp/repeaters/analog/gary-diamond-repeater,,NMFCC,URFMSI,,,,,,,,,,,,Wide area.,Closed autopatch.,"Voting receiver. 10,680'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,193.9,SE,,145.33,144.73,100,Bernalillo,On-Air,http://caravanradio.org/,,NMFCC,Amateur Radio Caravan Club of New Mexico,,,,AACC: Sun at 0900.,,,,,,,,Wide area.,E-power.,,"Full-time to  
        444.00000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,162.2,K5BIQ,"Albuquerque, BCFD Fire Station 35",NM,OPEN,,193.9,SE,,145.13,144.53,162.2,Bernalillo,On-Air,http://bc-ares.org/wordpress/,,NMFCC,BERNCO OEM,,162.2,,,,,,,,,,,,,"Full-time to  
        145.15000 (K5BIQ) at Tijeras, Cedro Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,193.9,SE,,145.29,144.69,100,Bernalillo,On-Air,http://nm5ml.com/,,NMFCC,New Mexico Mega Link Assoc,,,,,,,,,,,,,10,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,193.9,SE,,444,449,100,Bernalillo,On-Air,http://www.caravanradio.org,,NMFCC,Amateur Radio Caravan Club of New Mexico,,,,AACC: Sun at 0900.,,,,,,,,Wide area.,E-power.,,"Full-time to  
        145.33000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,193.9,SE,,442.75,447.75,162.2,Bernalillo,On-Air,,,,,,,,,,,,,,,,,10,,,,,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,193.9,SE,,442.1,447.1,162.2,Bernalillo,On-Air,,,,Albuquerque Gas Balloon Assoc,,,,,,,,,,,,Wide area.,E-power.,,,,,3676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,162.2,K5BIQ,"Albuquerque, West Mesa",NM,OPEN,A,194.3,SSE,,442.05,447.05,162.2,Bernalillo,On-Air,http://bc-ares.org/wordpress/,,NMFCC,BERNCO OEM,,162.2,28828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.525,5,100,K5PRN,"Albuquerque, UNM Campus",NM,OPEN,,195.4,SSE,,442.525,447.525,100,Bernalillo,On-Air,,,NMFCC,KE5LOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,195.4,NE,,146.685,146.085,107.2,Park,On-Air,,,CCARC,Mountain ARC (MARC),,107.2,,MARC/PCRC: Tue at 19:30.,,,,,,,,,"Closed autopatch, e-power.",,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,195.4,NE,,147.36,147.96,107.2,Park,On-Air,CMRG Repeaters,,CCARC,,,107.2,,,,,,,,,,Wide area.,E-power.,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.58,-1.6,100,KH6JTM,Albuquerque,NM,OPEN,,196.3,SE,,224.58,222.98,100,Bernalillo,On-Air,,,NMFCC,KH6JTM,,,,,,,,,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,146.2,KD5MHQ,Albuquerque,NM,OPEN,,196.6,SE,,146.74,146.14,146.2,Bernalillo,On-Air,,,NMFCC,KD5MHQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,100,K5LXP,Albuquerque,NM,OPEN,,196.7,SE,,147.32,147.92,100,Bernalillo,On-Air,K5LXP Repeters,,NMFCC,K5LXP,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.465,0,88.5,W5MHG,Albuquerque,NM,OPEN,EA,197.1,SE,,147.465,147.465,88.5,Bernalillo,On-Air,http://www.w5mhg.com,,,,465010,,28239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,197.6,SE,,147.34,147.94,100,Colfax,On-Air,Taos Amateur Radio Club,,NMFCC,Taos ARC,,,,,,,,,,,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5XE,Albuquerque,NM,OPEN,,198,SE,,147.36,147.96,100,Bernalillo,Off-Air,,,NMFCC,KB5XE,,,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,71.9,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,198.2,SSE,,449.55,444.55,71.9,Bernalillo,On-Air,,,NMFCC,Upper Rio FM Soc,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,,W5URR,"Albuquerque, Op Center",NM,OPEN,,198.2,SSE,,449.45,444.45,,Bernalillo,On-Air,http://www.urfmsi.org,,NMFCC,The Upper Rio FM Society,,,,,,,,,,,,,,,,,,,,,,,,,,,W5URR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,67,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,198.2,SSE,,449.8,444.8,67,Bernalillo,On-Air,,,NMFCC,Upper Rio FM Soc,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,198.2,SSE,,146.9,146.3,67,Bernalillo,On-Air,,,NMFCC,Upper Rio FM Society,,,,,,,,,,,,Wide area.,5,,"Full-time to  
        147.06000 (K5FIQ) at Clines Corners, Tapia Mesa, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,210.7,WB5EZO,Albuquerque,NM,OPEN,,199.3,SE,,927.7,902.7,210.7,Bernalillo,Off-Air,,,,,,,,,,,,,,,,Wide area.,"Closed autopatch, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,N5GU,Albuquerque,NM,OPEN,,199.7,SE,,147.38,147.98,,Bernalillo,On-Air,,,NMFCC,ED&amp;DREW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,,W5AOX,Sandia Park,NM,OPEN,E,199.7,SE,,224.94,223.34,,Bernalillo,On-Air,http://www.qsl.net/w5aox/,,NMFCC,W5AOX,3061,,,,,,,,,,,,Remote base.,,"Full-time to  
        444.15000 (W5AOX) at Sandia park, NM .",,,,,,,,,,,,,,,"CB58 (this selects mem 58, or 146.58.. Enter B and the desired memory number, then unkey) 
VFO Freq Entry CD14*275D (example is to enter 14.275 MHz) 
Step Freq UP 1 KHz 
C2 Step Freq DOWN 1 Khz C1 Select/Toggle through Modes  
C8 Read Back Current Mode  C0 (Zero) Read Current Freq in CW C4 Activate Remote Base 
Transmit 587 Remote Base Receive Only 
576 Toggle RX Preamp 
C5 Toggle RX 20dB Attenuator 
C3 Select 80/40M Dipole 
*1A Select Triband (10-15-20-6M) Beam 
*1B Select Ringo Ranger 2M vert ant 
*2A Select 2M + 432 horiz beams 
*2B Scan Start CA (MUST be in monitor-only mode (576) to scan, Starts from current freq) Scan Stop PTT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,100,W5AOX,Sandia park,NM,OPEN,E,199.7,SE,,444.15,449.15,100,Bernalillo,On-Air,,,NMFCC,W5AOX,3061,,,,,,,,,,,,,,"Full-time to  
        224.94000 (W5AOX) at Sandia Park, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.65,-25,151.4,KC5ZXW,Albuquerque,NM,OPEN,,199.8,SE,,927.65,902.65,151.4,Bernalillo,Off-Air,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,CC1,N5GU,"Albuquerque, Southeast",NM,OPEN,,199.9,SE,,444.6,449.6,,Bernalillo,On-Air,http://brandmeister.network/?page=repeater&amp;id=313509,,NMFCC,Drew J. Riedle,,,,,,1,,,,,,Albuquerque area,TS 1 Talk Groups *91 World wide *93 North America *3100 USA Nation wide TS 2 Talk Groups *310 TAC 310 *3135 New Mexico State wide *3176 Southwest Region USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,200,E,,449.7,444.7,107.2,Park,,,,CCARC,CMRG,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,100,KC5ZXW,"Albuquerque, Southeast",NM,OPEN,,200.1,SE,,444.1,449.1,100,Bernalillo,On-Air,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.68,-0.6,,KA7ARZ,Holbrook,AZ,OPEN,,200.2,SSW,,146.68,146.08,,Navajo,On-Air,,,ARCA,NCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,201.1,E,,224.94,223.34,67,Teller,Testing,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,201.1,E,,447.4,442.4,67,Teller,On-Air,,,CCARC,WB0WDF,,,,,,,,,,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,201.1,E,,1287.7,1267.7,67,Teller,Testing,,,CCARC,WB0WDF,,,,,,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,201.1,E,,147.015,147.615,107.2,Teller,On-Air,,,CCARC,Mountain ARC,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,E-power.,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,201.1,E,,145.46,144.86,67,Teller,On-Air,,,CCARC,WB0WDF,,,,,,,,,,,,,"E-power, 100% Solar",,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,201.5,SE,,53.2,52.2,107.2,Santa Fe,Off-Air,,,NMFCC,N9PGQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,201.5,SE,,146.84,146.24,107.2,Santa Fe,,,,NMFCC,N9PGQ,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,201.5,SE,,442.125,447.125,107.2,Santa Fe,,,,NMFCC,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,201.7,SE,,147.26,147.86,67,San Miguel,On-Air,,,NMFCC,,,,,,,,,,,,,Wide area.,11,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
