Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Notes,Web links,Coordination,Last update,Downlink Tone,Features,Links,IRLP,Nets,EchoLink,On-air,Affiliate,D-STAR Enabled,Node,Sources,AllStar,Commands,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Grid,Location Photo,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Denver Regional,Northern Colorado,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Local,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,N. Colorado,Wyoming,WyLOCAL
447.35,-5,107.2,string,"Cedaredge, Grand Mesa",CO,OPEN,string,68.8,NE,string,447.35,442.35,107.2,Delta,undefined,undefined,Grand Mesa Repeater Assoc (GMRA),undefined,GMRA Repeaters,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,69.9,ESE,string,447.2,442.2,107.2,Montrose,On-Air,Delta/Montrose,undefined,Closed IRLP out - Ask for a control op,GMRA Repeaters,CCARC,string,107.2,9,Full-time to the  GMRA Open System .,3710,RACES Net Wed at 1930 Hrs.,undefined,undefined,Grand Mesa Repeater Assoc,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.65,-5,string,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,string,69.9,ESE,string,448.65,443.65,string,Montrose,On-Air,Wide area.,KB0YNA,undefined,undefined,undefined,string,151.4,undefined,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,73.4,NE,string,449.65,444.65,151.4,Mesa,On-Air,Wide area coverage,Keri Washburn,undefined,undefined,CCARC,string,151.4,NWS weather alert system.,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",8162,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,11,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,73.4,SSE,string,146.79,146.19,127.3,Montezuma,On-Air,undefined,KD5LWU,undefined,undefined,CCARC,string,127.3,undefined,undefined,undefined,4,24336,undefined,undefined,undefined,undefined,undefined,29317,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,73.4,SSE,string,449.175,444.175,127.3,Montezuma,Off-Air,undefined,KD5LWU,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,24336,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,string,73.5,NE,string,145.355,144.755,88.5,Mesa,On-Air,"Rifle to the east, several miles east of Green River, Utah to the west.",Colorado Connection,Colorado Connection system of repeaters,undefined,CCARC,string,123,E-power.,Full-time to the  Colorado Connection System .,undefined,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,string,74.2,SE,string,147.27,147.87,127.3,Ouray,On-Air,undefined,undefined,undefined,http://www.sjcham.com,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,string,78.2,SE,string,147.27,147.87,127.3,San Juan,On-Air,Wide area.,KB5ITT,undefined,undefined,CCARC,string,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,Durango ARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,string,79.7,SSE,string,446.7375,441.7375,string,Montezuma,On-Air,undefined,RMHAM,undefined,http://www.rmham.org,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,6,string,string,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,string,80.4,SE,string,145.325,144.725,127.3,San Juan,On-Air,undefined,undefined,undefined,http://www.sjcham.com,CCARC,string,undefined,Solar powered,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,string,80.4,SE,string,444,449,67,Huerfano,On-Air,undefined,undefined,undefined,http://www.sjcham.com,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,string,80.5,SE,string,447.525,442.525,127.3,San Juan,On-Air,Wide area.,KB5ITS,undefined,undefined,CCARC,string,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,string,80.9,NE,string,449.5,444.5,107.2,Mesa,Off-Air,undefined,Grand Mesa Repeater Association (GMRA),undefined,undefined,CCARC,string,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,string,81.7,E,string,147.33,147.93,107.2,Delta,On-Air,Wide area.,North Fork Repeater Assoc.,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,string,82,SSE,string,145.325,144.725,100,Montezuma,On-Air,Wide area.,undefined,Full time to the San Juan Connection,http://www.sjcham.com,CCARC,string,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,string,82.6,SSE,string,442.375,447.375,100,Montezuma,On-Air,undefined,San Juan Connection,undefined,undefined,undefined,string,undefined,undefined,Full-time to the  San Juan Connection System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,string,82.8,SE,string,147.375,147.975,156.7,San Juan,On-Air,Wide area.,undefined,undefined,http://www.sjcham.com,CCARC,string,undefined,13,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,string,83.8,N,string,447,442,107.2,Garfield,On-Air,Wide area.,undefined,undefined,undefined,CCARC,string,undefined,8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,string,83.9,SE,string,146.67,146.07,100,La Plata,On-Air,Wide area.,Durango ARC,Linked active in the summer months only.,DARC Repeaters,CCARC,string,undefined,11,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,string,89.5,NNE,string,449.8,444.8,107.2,Garfield,On-Air,undefined,undefined,undefined,GMRA Repeaters,CCARC,string,undefined,8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,string,89.8,SE,string,145.37,144.77,100,La Plata,On-Air,undefined,undefined,undefined,http://www.sjcham.com,CCARC,string,100,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
