Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,IRLP,Last update,Downlink Tone,Sponsor,Affiliate,Notes,Coordination,Features,Links,AllStar,EchoLink,Nets,D-STAR Enabled,Node,Sources,Web links,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,WIRES-X,Grid,Feed,Commands,Mixed-Mode,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Southern Colorado,Denver Regional,Colorado,Northern Colorado,On-air,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,Local/Cluster,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,English,Worldwide English,Location Photo,Wyoming,WyLOCAL,Europe,Southwest USA
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,73.9,NNW,,446.75,441.75,,Larimer,On-Air,,,,,Rocky Mountain Ham Radio,,See website for complete info on color codes/time slot assignment.,CCARC,,Full-time to the  Colorado TRBO System .,,,,,,,http://www.rmham.org,,,,,,,,,,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,1,2,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,73.9,NNW,,145.265,144.665,,Larimer,On-Air,Northern Colorado Front Range Wide Area coverage.,,,,W0DMR - NoCo C-bridge Network,Brandmeister Network,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",CCARC,,,,,,,,,http://www.w0dmr.org/,,,,,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,2,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,2,,,,,,,,,1,2,,1,2,,,1,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,74.2,NNW,,447.275,442.275,100,Larimer,On-Air,Wide area.,,,100,Northern Colorado ARC,,,CCARC,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,74.2,NNW,,927.95,902.95,100,Larimer,On-Air,Northern Front Range,,,100,K1TJ Repeater System,,,CCARC,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,74.2,NNW,,145.115,144.515,100,Larimer,On-Air,Wide area.,,,100,Northern Colorado ARC,,,CCARC,7,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,74.2,NNW,,224.52,222.92,100,Larimer,Off-Air,,,,100,Northern Colorado ARC,,,CCARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,74.2,NNW,,927.825,902.825,100,Larimer,On-Air,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,100,AB0SF,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,74.6,NNW,,147.36,147.96,100,Larimer,On-Air,Map,,,100,CO State Univ ARC,,,CCARC,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,74.7,SSW,,449,444,67,Fremont,On-Air,,,,67,WB0WDF,,North of the Royal Gorge Bridge.,CCARC,"E-power (Solar, Wind)",Full-time to the  Mega-Link System .,,,,,,,Mega Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,74.8,N,,446.775,441.775,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",,,,W0DMR - NoCo C-bridge Network,Brandmeister Network,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",CCARC,,,,,,,,,W0DMR,,,,,,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,2,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,2,,,,,,,,,1,2,,1,2,,,1,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,75.2,NNW,,446.8125,441.8125,,Larimer,On-Air,Fort Collins Local Area,,,,W0QEY CSU,,Free Star,CCARC,D-Star Gateway,,,,,,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,75.7,NNW,,449.85,444.85,100,Larimer,On-Air,Map,,,100,CO State Univ ARC,,,CCARC,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,75.7,NNW,,447.725,442.725,131.8,Larimer,On-Air,,,,,W7RF,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.925,-25,D114,W7RF,Fort Collins,CO,OPEN,,75.7,NNW,,927.925,902.925,D114,Larimer,Testing,"Fort Collins, Loveland, Northern Colorado",,,D114,W7RF,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,76.6,SW,,448.575,443.575,103.5,Park,Off-Air,Western Park County,,,103.5,,,,CCARC,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,77.5,SSW,,449.975,444.975,100,Fremont,On-Air,,,,100,K0JSC,The Fun Machine,,CCARC,Simulcast TX / Voted RX with Cedarwood and Salida,Full-time to the  The Fun Machine System .,,,,,,,http://www.k0jsc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,77.8,WSW,,145.445,144.845,88.5,Lake,On-Air,,,,,Colorado Connection,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",CCARC,E-power (solar).,Full-time to the  Colorado Connection System .,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,77.8,WSW,,445.05,440.05,,Adams,On-Air,,,,,K2AD,Rocky Mountain Ham Radio,,CCARC,,,,,,,,,http://www.rmham.org/,,,,,,,,,,,,7,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,2,1,2,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,78.1,NNW,,927.875,902.875,D114,Larimer,Off-Air,,,,,WA6IMI,,Down due to lightning strike. Scheduled to return end of June 2012.,CCARC,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,78.1,NNW,,449.425,444.425,94.8,Larimer,On-Air,,,,,,,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,78.6,S,,146.79,146.19,88.5,Pueblo,On-Air,Wide area.,,,CSQ,Pueblo HC,,,CCARC,E-power.,,,,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,78.6,S,,224.26,222.66,88.5,Pueblo,Off-Air,Wide area.,,,CSQ,Pueblo Ham Club,,,CCARC,E-power.,,,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,78.6,S,,447.95,442.95,88.5,Pueblo,On-Air,Wide area.,,,,Pueblo Ham Club,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,CCARC,E-power.,,,,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,78.8,SSW,,447.75,442.75,103.5,Fremont,On-Air,,3081,,103.5,RGARC,,,CCARC,E-power (Bat),,,,,,,,Royal Gorge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,78.8,SSW,,447.25,442.25,100,Fremont,On-Air,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",7301,,100,,,,CCARC,,Full-time to the  The Fun Machine System .,28368,363976,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,K0JSC dot Com,,,,,,,DM78ik,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,78.8,SSW,,145.49,144.89,103.5,Fremont,On-Air,,,,103.5,Royal Gorge Amateur Radio Club,Colorado ARES Region 5 District 1,,CCARC,E-power (Bat),,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,,,Royal Gorge Amateur Radio Club,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,78.8,SSW,,446.7375,441.7375,,Fremont,On-Air,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",,,,,Rocky Mountain Ham Radio,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,CCARC,IPSC Link to the Colorado network on Talk Slot 2.,Full-time to the  Colorado TRBO System .,,,,,,,http://www.k0jsc.com,,,,,,,DM78ii,,,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,1,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,78.8,SSW,,223.96,222.36,103.5,Fremont,On-Air,"Wide area. 
   Repeater Coverage Map",,,103.5,RGARC,,,CCARC,"E-power (Bat), Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,78.8,SSW,,927.7,902.7,D114,Fremont,On-Air,,,,D114,Royal Gorge ARC,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,78.8,SSW,,53.03,51.33,88.5,Fremont,On-Air,,,,88.5,WB0WDF,RGARC,Split site Fremont peak transmitter and 8 mile mountain reciever.,CCARC,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,,,,,,Http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,79.3,SSW,,447.975,442.975,100,Fremont,On-Air,"Canon City area. 
   Repeater Coverage Map",7301,,100,K0JSC,,,CCARC,Autopatch.,Full-time to the  The Fun Machine System .,28368,363976,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,http://www.k0jsc.com,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,81.1,NNW,,447.7,442.7,100,Larimer,On-Air,Wide Area Coverage,,,100,Northern Colorado Amateur Radio Club,,,,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,81.6,NNW,,146.625,146.025,100,Larimer,On-Air,Wide area: Northern front range.,,,100,Northern Colorado ARC,,,CCARC,E-power.,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,81.6,NNW,,224.84,223.24,100,Larimer,On-Air,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,,100,Northern Colorado ARC,,,,"E-power, 25 watts.","Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,82.9,N,,448.325,443.325,110.9,Larimer,On-Air,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,83.9,WSW,,147.24,147.84,156.7,Lake,Off-Air,,,,156.7,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,84,S,,448.975,443.975,100,Pueblo,On-Air,,7301,,100,,,Off air.  Will return to service,CCARC,,Full-time to the  The Fun Machine System .,28368,363976,,,,,http://www.k0jsc.com,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,84.1,S,,147,147.6,,Pueblo,On-Air,,,,,Carl Higbee,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,85.2,W,,146.61,146.01,107.2,Eagle,On-Air,,,,,ECHO,,,CCARC,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,86.3,W,,224.8,223.2,,Eagle,,,,,,ECHO,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,86.3,W,,449.9,444.9,107.2,Eagle,Off-Air,,,,107.2,ECHO,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,87.7,S,,146.88,146.28,88.5,Pueblo,On-Air,Wide area.,,,CSQ,Pueblo HC,,,CCARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,87.7,S,,145.115,144.515,88.5,Pueblo,Off-Air,,,,,Pueblo Ham Club,,,CCARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,87.7,S,,449.725,444.725,100,El Paso,On-Air,,3043,,,N0PWZ,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,87.7,S,,146.655,146.055,123,Pueblo,On-Air,,,,CSQ,K0ST,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,87.7,S,,447.7,442.7,210.7,Pueblo,Off-Air,,7389,,210.7,,,,CCARC,,,29228,,,,,,,,,,,,,,,,Yes; analog capable.,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,89.4,S,,147.24,147.84,103.5,Pueblo,Off-Air,Pueblo and Fremont Counties,,,CSQ,TARA,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,89.4,S,,446.9875,441.9875,,Pueblo,Off-Air,,,,,,RMHAM,,CCARC,,Full-time to the  Colorado TRBO System .,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,6,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,1,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,89.4,S,,447.275,442.275,100,Pueblo,On-Air,,,,100,,The Fun Machine,"Moved to Pueblo.  Now called ""Pueblo Metro""",CCARC,,Full-time to the  The Fun Machine System .,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,The Fun Machine,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,90.1,W,,445.075,440.075,,Eagle,On-Air,,,,,K2AD,Rocky Mountain Ham Radio,,CCARC,,,,,,,,,http://www.rmham.org/,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,90.8,W,,147.345,147.945,88.5,Eagle,On-Air,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,,,123,Colorado Connection,,,CCARC,9,Full-time to the  Colorado Connection System .,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,88.5,KB0VJJ,Akron,CO,OPEN,,93.3,E,,145.4,144.6,88.5,Washington,On-Air,Northeastern plains of Colorado.,,,123,Colorado Connection,,Part of the Colorado Connection system of repeaters,CCARC,,Full-time to the  Colorado Connection System .,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,93.3,E,,448.175,443.175,,Morgan,On-Air,,,,,W0FT,Rocky Mountain Ham Radio,,CCARC,,,,,,,,,http://www.rmham.org/,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,94.1,WNW,,147.075,147.675,88.5,Grand,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,,123,Colorado Connection,,Part of the Colorado Connection system of Repeaters,CCARC,,Full-time to the  Colorado Connection System .,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,95,SW,,446.975,441.975,,Chaffee,On-Air,,,,,Crestone Amateur Radio Emergency Services,Crestone Amateur Radio Emergency Services,,CCARC,,,,,,,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",KD0QPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,95,SW,,446.8125,441.8125,,Chaffee,On-Air,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,0,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,1,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,95.1,SW,,146.745,146.145,100,Chaffee,Off-Air,,,,,CLARA,,,CCARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,99.3,SW,,147.285,147.885,88.5,Chaffee,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",,,123,Colorado Connection,,,CCARC,11,Full-time to the  Colorado Connection System .,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,99.3,SW,,145.295,144.695,107.2,Chaffee,On-Air,Wide area.,,,,Cheyenne Mtn Repeater Group,,,CCARC,,,,,,,,,CMRG Repeaters,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,99.9,SW,,449.925,444.925,103.5,Chaffee,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",,,103.5,,Colorado ARES,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,CCARC,E-power (Bat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,99.9,SW,,449.65,444.65,107.2,Chaffee,On-Air,Wide area.,,,,,,,CCARC,E-power.,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,100,SW,,449.975,444.975,100,Chaffee,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,7301,,100,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,CCARC,2,Full-time to the  The Fun Machine System .,28368,363976,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,K0JSC.COM,,,,,,,DM68xk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
