Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update,Affiliate,Web links,Notes,EchoLink,Downlink Tone,Mixed-Mode,D-STAR Enabled,Node,Sources,Nets,AllStar,IRLP,Grid,Feed,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Commands,YSF Digital Enabled,DG-ID,P25 Digital Enabled,NAC,Default Reflector,On-air,Worldwide,North America,Local/Cluster,Denver Regional,Talkgroup Network,Northern Colorado,English,Europe,TAC 310,DCI Bridge,Southwest USA,WIRES-X
449.575,-5,,,Colorado Springs,CO,CLOSED,,137.1,NNE,yes,449.575,444.575,,El Paso,On-Air,,RMHARC,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,137.4,NNE,yes,147.27,147.87,,El Paso,On-Air,,TRA,E-power.,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,148.8,NNE,yes,447.2,442.2,,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",GGARC,,,,yes,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,169.2,NW,yes,447.35,442.35,107.2,Delta,,,Grand Mesa Repeater Assoc (GMRA),,,CCARC,yes,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,195.3,ESE,yes,147.35,147.95,88.5,Cimarron,On-Air,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",CAPROCK / DUST BOWL INTERTIE,,,,yes,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,98.8,WNW,yes,146.7,146.1,100,La Plata,On-Air,Local.,Durango ARC,9,,CCARC,yes,,http://durangoarc.org/,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,103.2,W,yes,449.85,444.85,100,La Plata,On-Air,,DARC,,,CCARC,yes,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,111.9,WNW,yes,146.67,146.07,100,La Plata,On-Air,Wide area.,Durango ARC,11,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",CCARC,yes,,DARC Repeaters,Linked active in the summer months only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,99,WNW,yes,445.1375,440.1375,,La Plata,On-Air,,K2AD,,,CCARC,yes,Rocky Mountain Ham Radio,http://www.rmham.org/,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,,,,,,,,,yes,7,yes,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,99.9,N,yes,446.8125,441.8125,,Chaffee,On-Air,,RMHAM,,,,yes,,,,,,,,,,,,,,,yes,0,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,130.7,NNE,yes,445.0625,440.0625,,El Paso,Off-Air,,Rocky Mountain Ham Radio,The DMR-MARC Worldwide Network,,CCARC,yes,,,,,,,,,,,,,,,yes,1,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,2,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,135.6,N,yes,446.7625,441.7625,,Park,On-Air,,K7PFJ,,,,yes,RMHAM,,,,,,,,,,,,,,yes,0,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,2,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,150,NNE,yes,446.875,441.875,,Douglas,On-Air,,W0VG,,Full-time to the  Colorado TRBO System .,CCARC,yes,RMHAM,http://www.rmham.org,,,,,,,,,,,,,yes,6,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,2,RMHAM,2,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,150.7,N,yes,445.05,440.05,,Lake,On-Air,,K2AD,,,CCARC,yes,Rocky Mountain Ham Radio,http://www.rmham.org/,,,,,,,,,,,,,yes,7,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,2,RMHAM,2,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,163.8,N,yes,445.0875,440.0875,,Fremont,On-Air,,K2AD,,,,yes,Rocky Mountain Ham Radio,http://www.rmham.org/,,,,,,,,,,,,,yes,7,yes,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,177.5,N,yes,445.075,440.075,,Eagle,On-Air,,K2AD,,,CCARC,yes,Rocky Mountain Ham Radio,http://www.rmham.org/,,,,,,,,,,,,,yes,7,yes,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,179.9,NNE,yes,145.175,144.575,D073,Clear Creek,Off-Air,,Rocky Mountain Ham Radio,,,CCARC,yes,,Rocky Mountain Ham Radio,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,,D073,Yes; analog capable.,,,,,,,,,yes,1,yes,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,181.3,N,yes,446.9375,441.9375,,Clear Creek,On-Air,,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,CCARC,yes,,Rocky Mountain Ham Radio,See the website for programming information.,,,,,,,,,,,,yes,7,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,2,RMHAM,2,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,181.3,N,yes,448.225,443.225,141.3,Clear Creek,On-Air,,Rocky Mountain Ham Radio,E-power(gen).,,CCARC,yes,,,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,187.5,NNE,yes,145.37,144.77,,Jefferson,On-Air,,Rocky Mountain Ham Radio,,,CCARC,yes,,Rocky Mountain Ham Radio,See the website for programming information.,,,,,,,,,,,,yes,7,yes,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,196,N,yes,449.225,444.225,141.3,Gilpin,On-Air,Wide area.,Rocky Mountain Ham Radio (RMHR),Emergency Power,,CCARC,yes,,,"Emcomm Affiliated, Open repeater",,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,99.3,S,yes,449.275,444.275,146.2,Santa Fe,On-Air,,Fred Homuth,,,,yes,,,,,,,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,99.5,S,yes,447.775,442.775,100,Santa Fe,On-Air,Santa Fe,,,,,yes,,,,,,,,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,99.6,N,yes,145.325,144.725,100,Chaffee,On-Air,wide area,Chaffee Lake Amateur Repeater Association,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,99.9,N,yes,446.975,441.975,,Chaffee,On-Air,,Crestone Amateur Radio Emergency Services,,,CCARC,yes,Crestone Amateur Radio Emergency Services,KD0QPG,,,,,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,102.4,NNE,yes,53.03,51.33,88.5,Fremont,On-Air,,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,CCARC,yes,RGARC,Http://www.qsl.net/rghc,Split site Fremont peak transmitter and 8 mile mountain reciever.,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,106.7,NNE,yes,449,444,67,Fremont,On-Air,,WB0WDF,"E-power (Solar, Wind)",Full-time to the  Mega-Link System .,CCARC,yes,,Mega Link,North of the Royal Gorge Bridge.,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,123.4,NNE,yes,1287.7,1267.7,67,Teller,Testing,,WB0WDF,,,CCARC,yes,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,123.4,NNE,yes,145.46,144.86,67,Teller,On-Air,,WB0WDF,"E-power, 100% Solar",,CCARC,yes,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,123.4,NNE,yes,224.94,223.34,67,Teller,Testing,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,123.4,NNE,yes,447.4,442.4,67,Teller,On-Air,,WB0WDF,"E-power, Solar, Remote Base",,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,102.4,NNE,yes,145.49,144.89,103.5,Fremont,On-Air,,Royal Gorge Amateur Radio Club,E-power (Bat),,CCARC,yes,Colorado ARES Region 5 District 1,Royal Gorge Amateur Radio Club,,,103.5,,,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,,DM78ik,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,102.4,NNE,yes,223.96,222.36,103.5,Fremont,On-Air,"Wide area. 
   Repeater Coverage Map",RGARC,"E-power (Bat), Remote Base",,CCARC,yes,,,,,103.5,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,102.4,NNE,yes,447.75,442.75,103.5,Fremont,On-Air,,RGARC,E-power (Bat),,CCARC,yes,,Royal Gorge Amateur Radio Club,,,103.5,,,,,,,3081,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,102.5,WSW,yes,1292.3,1272.3,,San Juan,On-Air,,San Juan County,,,NMFCC,yes,,,,,,,yes,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,103.2,W,yes,448.625,443.625,131.8,La Plata,On-Air,Wide area.,KC5EVE,,,CCARC,yes,,,,,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,104.3,SE,yes,444.4,449.4,100,Mora,Off-Air,,Mora ARC,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,104.7,S,yes,53.2,52.2,107.2,Santa Fe,Off-Air,,N9PGQ,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,104.7,S,yes,146.84,146.24,107.2,Santa Fe,,,N9PGQ,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,104.7,S,yes,442.125,447.125,107.2,Santa Fe,,,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,106.7,WNW,yes,147.27,147.87,127.3,San Juan,On-Air,Wide area.,KB5ITT,E-power.,,CCARC,yes,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,106.9,SSW,yes,443.1,448.1,100,Sandoval,On-Air,Wide area - NW NM.,Sandoval County ARES,"Linked, e-power.",,NMFCC,yes,ARRL,http://nmscares.org/,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",,,,,,,Sandoval County ARES: Mon at 19:30.,27748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,125.4,SSW,yes,147.08,147.68,100,Sandoval,On-Air,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",Sandoval County ARES,"Linked, e-power.",,NMFCC,yes,ARRL,http://www.nmscares.org,25,,,,,,,Sandoval County ARES: Mon at 19:30.,28176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,109.1,NNW,yes,447.65,442.65,151.4,Gunnison,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.","Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",CCARC,yes,,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,123.8,WNW,yes,449.7,444.7,107.2,San Miguel,On-Air,Wide Area via links - Western Colorado - Eastern Utah,Grand Mesa Repeater Association ( GMRA ),E-power.,Full-time to the  GMRA Open System .,CCARC,yes,,,Closed IRLP out - Ask for a control Op,,107.2,,,,,RACES: Wed at 19:30.,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,127.4,NW,yes,448.65,443.65,,Montrose,On-Air,Wide area.,KB0YNA,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,yes,,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,171.9,NW,yes,449.65,444.65,151.4,Mesa,On-Air,Wide area coverage,Keri Washburn,NWS weather alert system.,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",CCARC,yes,,,,,151.4,,,,,,,8162,,,,,,,,,,11,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,176.4,NW,yes,449.4,444.4,131.8,Mesa,On-Air,Wide area via links - Western Colorado - Eastern Utah,"WA4HND,  Grand Mesa Repeater Association",E-power.,Full-time to the  GMRA Open System .,CCARC,yes,,http://www.gmra.org,Closed IRLP out - Ask for a control op,,131.8,,,,,RACES Wed 1930 Hrs,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,110.3,NE,yes,147.24,147.84,103.5,Pueblo,Off-Air,Pueblo and Fremont Counties,TARA,,,CCARC,yes,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,110.5,W,yes,442.25,447.25,,San Juan,On-Air,,,,,NMFCC,yes,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,,,yes,1,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,,,AZ-TrboNet,,1,2,2,2,2,
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,124,W,yes,442.325,447.325,,San Juan,On-Air,,,AZ-TRBONET,,NMFCC,yes,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,,,yes,1,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,,,AZ-TrboNet,,1,2,2,2,2,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,126.1,W,yes,446.7375,441.7375,,Montezuma,On-Air,,RMHAM,,,CCARC,yes,,http://www.rmham.org,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,,,,,,,,,yes,6,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,110.7,W,yes,1291.1,1271.1,,Bernalillo,On-Air,,San Juan County,DV only,,NMFCC,yes,,,,,,,yes,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,110.9,W,yes,145.115,144.515,,San Juan,On-Air,,,,,,yes,,,,,,,yes,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,111.5,NE,yes,146.655,146.055,123,Pueblo,On-Air,,K0ST,,,CCARC,yes,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,111.5,W,yes,145.37,144.77,100,La Plata,On-Air,,,E-power.,,CCARC,yes,,http://www.sjcham.com,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,111.5,NE,yes,447.7,442.7,210.7,Pueblo,Off-Air,,,,,CCARC,yes,,,,,210.7,Yes; analog capable.,,,,,29228,7389,,,yes,0,yes,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,111.5,NE,yes,449.725,444.725,100,El Paso,On-Air,,N0PWZ,,,CCARC,yes,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,111.6,WSW,yes,146.92,146.32,100,San Juan,On-Air,,San Juan County OEM,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,124,W,yes,146.85,146.25,100,San Juan,On-Air,,Totah ARC,Closed autopatch.,,NMFCC,yes,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,112.2,NNW,yes,449.95,444.95,,Gunnison,,,K5GF,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,112.2,NNW,yes,147.12,147.72,,Gunnison,On-Air,,W0VTL,E-power.,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,112.4,SSE,yes,145.45,144.85,,San Miguel,Off-Air,Wide area.,KB5WEZ,"E-power, linked.",,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,112.7,N,yes,146.745,146.145,100,Chaffee,Off-Air,,CLARA,E-power.,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,113.8,NE,yes,147,147.6,,Pueblo,On-Air,,Carl Higbee,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,119,SSW,yes,443,448,100,Sandoval,On-Air,,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,122.8,ESE,yes,146.85,146.25,100,Union,Off-Air,Wide area.,Sierra Grande RC,E-power.,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,122.8,ESE,yes,444.8,449.8,77,Union,Off-Air,Wide area.,Sierra Grande Repeater Club,E-power.,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,123.4,NNE,yes,147.015,147.615,107.2,Teller,On-Air,,Mountain ARC,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",CCARC,yes,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,137.1,NNE,yes,447.475,442.475,107.2,El Paso,,,Mountain ARC (MARC),"Closed autopatch, e-power.","Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",CCARC,yes,,,,,,,,,,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,138.3,NNE,yes,146.685,146.085,107.2,Park,On-Air,,Mountain ARC (MARC),"Closed autopatch, e-power.","Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",CCARC,yes,,,,,107.2,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,141.7,NNE,yes,146.82,146.22,107.2,Teller,On-Air,,Mountain ARC,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",CCARC,yes,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
