Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,IRLP,Uplink Tone,Downlink Tone,YSF Digital Enabled,DG-ID,Coverage,Features,Mixed-Mode,Web links,EchoLink,Links,DMR Enabled,Color Code,Wide Network,Talkgroups,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Nets,Talkgroup Network,Worldwide English,North America,Colorado,Affiliate,Commands,Notes,Worldwide,English,Northern Colorado,Southern Colorado,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Feed,Local Network,Denver Regional,AllStar,WIRES-X,On-air,P25 Digital Enabled,NAC,Default Reflector,Wyoming,WyLOCAL,Location Photo
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,116.9,S,yes,147.345,147.945,,,,El Paso,On-Air,,CCARC,yes,3854,107.2,107.2,,,Wide area.,"Closed autopatch, e-power.",,http://www.cmrg.org/,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,116.9,S,yes,448,443,,,,El Paso,On-Air,,CCARC,yes,,107.2,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,116.9,S,yes,448.1,443.1,,,,El Paso,On-Air,,CCARC,yes,,107.2,107.2,,,Wide area.,"Closed autopatch, e-power.",,CMRG Repeaters,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,152.4,SSW,yes,145.295,144.695,,,,Chaffee,On-Air,Cheyenne Mtn Repeater Group,CCARC,yes,,107.2,,,,Wide area.,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,153,SSW,yes,449.65,444.65,,,,Chaffee,On-Air,,CCARC,yes,,107.2,,,,Wide area.,E-power.,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,166.6,S,yes,449.625,444.625,,,,Custer,On-Air,,CCARC,yes,,107.2,,,,,E-power.,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,105.4,S,yes,224.72,223.12,,,,El Paso,On-Air,w0mog,,yes,,103.5,103.5,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,109.7,S,yes,147.39,147.99,,,,El Paso,On-Air,W0MOG,CCARC,yes,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,110,S,yes,448.6,443.6,,,,El Paso,,W0MOG,CCARC,yes,,114.8,,,,,,,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,110,S,yes,927.8,902.8,,,,Teller,On-Air,,CCARC,yes,,D116,,,,,6,,,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,109.5,S,yes,147.135,147.735,,,,El Paso,On-Air,AA0L,CCARC,yes,,100,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,110,S,yes,448.3,443.3,,,,El Paso,On-Air,AA0L,CCARC,yes,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,109.7,S,yes,146.91,146.31,,,,El Paso,On-Air,GGARC,CCARC,yes,,151.4,151.4,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,110,S,yes,447.35,442.35,,,,El Paso,On-Air,GGARC,CCARC,yes,,151.4,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,109.7,S,yes,146.85,146.25,,,,El Paso,On-Air,W0RSH,CCARC,yes,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,110,S,yes,224.06,222.46,,,,El Paso,,Pikes Peak FM Association (PPFMA),CCARC,yes,,,,,,Wide area.,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,110.8,S,yes,146.97,146.37,,,,El Paso,On-Air,Pikes Peak FM Assoc,CCARC,yes,,100,123,,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.","Closed autopatch, e-power.",,PPFMA Repeaters,,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,110.8,S,yes,448.45,443.45,,,,El Paso,On-Air,Pikes Pk FM Assoc,CCARC,yes,,100,,,,Wide area.,E-power.,,PPFMA Repeaters,,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,119.5,S,yes,145.265,144.665,,,,El Paso,Off-Air,Pikes Peak FM Association,CCARC,yes,,100,100,yes,Open ↑ / Open ↓,Local. Good coverage of I25 in Colorado Springs.,"Closed autopatch, e-power.",Yes; analog capable.,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,Repeater has been moved.,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,119.5,S,yes,448.8,443.8,,,,El Paso,Off-Air,Pikes Peak FM Assoc,CCARC,yes,,100,100,yes,Open ↑ / Open ↓,,,Yes; analog capable.,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,110,S,yes,447.55,442.55,,,,El Paso,On-Air,WA6IFI,CCARC,yes,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,115,S,yes,927.725,902.725,,,,Teller,On-Air,WA6IFI,CCARC,yes,,D114,D114,,,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",12,,Yahoo Group,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,116.2,S,yes,53.13,51.43,,,,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),CCARC,yes,,107.2,107.2,,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,110,S,yes,447.025,442.025,,,,El Paso,Off-Air,Colorado Springs ARA,CCARC,yes,,123,,,,,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,110,S,yes,448.25,443.25,,,,El Paso,Off-Air,,CCARC,yes,,123,,,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,111.2,SW,yes,447.125,442.125,,,,Park,On-Air,KC0UFO,CCARC,yes,,103.5,103.5,,,"Covers Fairplay, Alma, and western South Park.",Emergency automatic generator.,,,,,,,,,,,,,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,"Park County Radio Club, AB0PC",,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,,,,DM69wf,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,111.6,W,yes,147.21,147.81,,,,Routt,On-Air,SSARC,CCARC,yes,,107.2,107.2,,,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,113.4,N,yes,146.88,146.28,,,,Platte,On-Air,GPARA,WRCG,yes,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,113.4,N,yes,449.625,444.625,,,,Platte,On-Air,,,yes,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,113.4,N,yes,224.68,223.08,,,,Platte,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,113.8,S,yes,448.725,443.725,,,,El Paso,On-Air,KA0TTF,CCARC,yes,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,114.8,NNE,yes,145.475,144.875,,,,Scotts Bluff,On-Air,RWMC,,yes,,,,,,20,e-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,115.7,NNE,yes,445.1,445.1,,,,Scotts Bluff,On-Air,,,yes,3942,100,100,,,,,,,,,,,,,,,,,,,,,,,,,This is a simplex IRLP node.,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,114.8,NNE,yes,444.825,449.825,,,,Scotts Bluff,On-Air,W0KAV/KW0R,,yes,,,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,114.9,SE,yes,447,442,,,,Lincoln,On-Air,Delbert Noakes (KC0VJD),,yes,,103.5,,yes,Open ↑ / Open ↓,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",APRS repeater &amp; I-Gate / Weather station,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,DM89gb,,,,,,,,,,30534,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,115.1,S,yes,147.18,147.78,,,,El Paso,On-Air,AA0SP,CCARC,yes,,100,,,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",E-power (solar).,,,,,,,,,,,,,,,,,,,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,116.7,SW,yes,147.24,147.84,,,,Lake,Off-Air,,CCARC,yes,,156.7,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,118.5,SSW,yes,1287.7,1267.7,,,,Teller,Testing,WB0WDF,CCARC,yes,,67,,,,,,,,,,,,,,,,,,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,118.5,SSW,yes,145.46,144.86,,,,Teller,On-Air,WB0WDF,CCARC,yes,,67,,,,,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,118.5,SSW,yes,224.94,223.34,,,,Teller,Testing,,CCARC,yes,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,118.5,SSW,yes,447.4,442.4,,,,Teller,On-Air,WB0WDF,CCARC,yes,,67,,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,134.6,SSW,yes,449,444,,,,Fremont,On-Air,WB0WDF,CCARC,yes,,67,67,,,,"E-power (Solar, Wind)",,Mega Link,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,139.5,SSW,yes,53.03,51.33,,,,Fremont,On-Air,WB0WDF,CCARC,yes,,88.5,88.5,,,,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,Http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,RGARC,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,118.5,NNE,yes,146.445,146.445,,,,Scotts Bluff,On-Air,,,yes,3055,88.5,88.5,,,,,,http://garymcduffie.com,,,,,,,,,,,,,,,,,,Access pre-fix = 5,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,121.1,SSE,yes,449.9,444.9,,,,Lincoln,On-Air,,CCARC,yes,,107.2,,,,,,,,,,,,,,,,,,,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,124.7,SSW,yes,448.575,443.575,,,,Park,Off-Air,,CCARC,yes,,103.5,103.5,,,Western Park County,,,,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,153,SSW,yes,449.925,444.925,,,,Chaffee,On-Air,,CCARC,yes,,103.5,103.5,,,"Upper Arkansas and Platte Rivers, and the SLV",E-power (Bat),,,,,,,,,,,,,,,,,,,Colorado ARES,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,126.3,NW,yes,147.24,147.84,,,,Carbon,On-Air,CCARS,WRCG,yes,,100,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,126.9,ESE,yes,146.955,146.355,,,,Phillips,,PCARC,CCARC,yes,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,139.5,SSW,yes,927.7,902.7,,,,Fremont,On-Air,Royal Gorge ARC,CCARC,yes,,D114,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,163.2,SSW,yes,147.06,147.66,,,,Custer,On-Air,http://www.qsl.net/rghc,CCARC,yes,,77,77,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,163.2,SSW,yes,448.15,443.15,,,,Custer,On-Air,Royal George ARC,CCARC,yes,,103.5,103.5,,,,E-power.,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,163.2,SSW,yes,927.775,902.775,,,,Custer,On-Air,Royal Gorge Amateur Radio Club,CCARC,yes,,D116,D116,,,,,,,,,,,,,,,,,,,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,139.5,SSW,yes,145.49,144.89,,,,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,yes,,103.5,103.5,,,,E-power (Bat),,Royal Gorge Amateur Radio Club,,,,,,,,,,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,,,,Colorado ARES Region 5 District 1,,,,,,,DM78ik,,,,,,,,,,,,,,,,,yes
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,139.5,SSW,yes,223.96,222.36,,,,Fremont,On-Air,RGARC,CCARC,yes,,103.5,103.5,,,"Wide area. 
   Repeater Coverage Map","E-power (Bat), Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,139.5,SSW,yes,447.75,442.75,,,,Fremont,On-Air,RGARC,CCARC,yes,3081,103.5,103.5,,,,E-power (Bat),,Royal Gorge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,140.6,S,yes,146.79,146.19,,,,Pueblo,On-Air,Pueblo HC,CCARC,yes,,88.5,CSQ,,,Wide area.,E-power.,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,140.6,S,yes,224.26,222.66,,,,Pueblo,Off-Air,Pueblo Ham Club,CCARC,yes,,88.5,CSQ,,,Wide area.,E-power.,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,140.6,S,yes,447.95,442.95,,,,Pueblo,On-Air,Pueblo Ham Club,CCARC,yes,,88.5,,,,Wide area.,E-power.,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,150,S,yes,145.115,144.515,,,,Pueblo,Off-Air,Pueblo Ham Club,CCARC,yes,,88.5,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,150,S,yes,146.88,146.28,,,,Pueblo,On-Air,Pueblo HC,CCARC,yes,,88.5,CSQ,,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,163.2,SSW,yes,919.1,894.1,,,,Pueblo,Off-Air,Pueblo HC,CCARC,yes,,88.5,CSQ,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,166.6,S,yes,224.32,222.72,,,,Custer,Off-Air,Pueblo Ham Club,CCARC,yes,,88.5,,,,,11,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,166.6,S,yes,447.175,442.175,,,,Pueblo,Off-Air,Pueblo HC,CCARC,yes,,88.5,,,,Wide area: Southeast Colorado.,11,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,183.7,S,yes,146.73,146.13,,,,Huerfano,On-Air,Pueblo Ham Club,CCARC,yes,,88.5,,,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",6,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,141.7,SW,yes,447.05,442.05,,,,Pitkin,On-Air,Roaring Fork Amateur Repeater Cooperative,CCARC,yes,,136.5,136.5,,,Aspen-Snowmass areas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,144.1,WSW,yes,447.15,442.15,,,,Garfield,On-Air,,,yes,,136.5,,,,,,,,8150,,,,,,,,,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,151,WSW,yes,147.3,147.9,,,,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,CCARC,yes,,107.2,,,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",8,,,266359,,,,,,,,,,,,,,,,,,Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,142.4,SW,yes,146.745,146.145,,,,Chaffee,Off-Air,CLARA,CCARC,yes,,100,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,144.8,SW,yes,146.67,146.07,,,,Pitkin,On-Air,Ski Country ARC,CCARC,yes,,107.2,,,,Wide area.,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,146.3,S,yes,147,147.6,,,,Pueblo,On-Air,Carl Higbee,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,147.5,SSW,yes,446.975,441.975,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",Chaffee,On-Air,Crestone Amateur Radio Emergency Services,CCARC,yes,,,,,,,,,KD0QPG,,,,,,,,,,,,,,,,,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,149.2,W,yes,145.265,144.665,,,,Moffat,,NW Colorado ARC,CCARC,yes,,107.2,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,149.8,NE,yes,147.015,147.615,,,,Box Butte,On-Air,N2VHZ,,yes,,,,,,Local.,,,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,150,S,yes,146.655,146.055,,,,Pueblo,On-Air,K0ST,CCARC,yes,,123,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,150,S,yes,447.7,442.7,,,,Pueblo,Off-Air,,CCARC,yes,7389,210.7,210.7,,,,,Yes; analog capable.,,,,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29228,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,150,S,yes,449.725,444.725,,,,El Paso,On-Air,N0PWZ,CCARC,yes,3043,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,151,WSW,yes,224.02,222.42,,,,Garfield,,SCARC,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,151,WSW,yes,447.6,442.6,,,,Garfield,,Ski Country ARC (SCARC),CCARC,yes,,,,,,40,50,,,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,,,,,,,,,,,,,Link Hub for 146.880.,,,,,,,,,,,,,,,,Unknown,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,157.4,WSW,yes,146.88,146.28,,,,Garfield,On-Air,Ski Country ARC,CCARC,yes,,107.2,,,,,,,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
