Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Links,Notes,Web links,Mixed-Mode,Affiliate,Local Network,IRLP,Worldwide,North America,Local/Cluster,Commands,Nets,Feed,EchoLink,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,AllStar,On-air,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,DCI Bridge,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Grid,WIRES-X,Location Photo,English,TAC 310,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,117.5,SSE,yes,447.275,442.275,100,100,Pueblo,On-Air,,,,CCARC,yes,,,,,,,,,,Full-time to the  The Fun Machine System .,"Moved to Pueblo.  Now called ""Pueblo Metro""",The Fun Machine,,The Fun Machine,,,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,132.6,SSE,yes,449.975,444.975,100,100,Pueblo,On-Air,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",K0JSC,2,CCARC,yes,,,,,,,,,,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,K0JSC dot Com,,,,7301,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",Listen Live,363976,,,,,,28368,,,,,,,,,,,,,DM78SA18,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,51.8,ESE,yes,449.425,444.425,D023,D023,Arapahoe,Off-Air,,K0PWO,,,yes,,,,,,,,,,,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,,,,,,,29791,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,53.1,E,yes,447.3,442.3,107.2,,Weld,On-Air,,,,CCARC,yes,,,,,,,,,,,,,,,,3887,,,,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,53.7,E,yes,224.96,223.36,CSQ,,Weld,On-Air,,AC0KC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,53.4,SSE,yes,449.7,444.7,107.2,,Park,,,CMRG,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,76.1,SE,yes,147.27,147.87,,,El Paso,On-Air,,TRA,E-power.,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,76.4,SE,yes,449.575,444.575,,,El Paso,On-Air,,RMHARC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,79,SE,yes,447.2,442.2,,,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",GGARC,,,yes,,,,,,,,,,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,131.1,WSW,yes,447.35,442.35,107.2,,Delta,,,Grand Mesa Repeater Assoc (GMRA),,CCARC,yes,,,,,,,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,55.9,SE,yes,445.075,440.075,,,Douglas,On-Air,,Parker Radio Association,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,CCARC,yes,yes,1,,,,,,,,,Mixed Mode,http://www.parkerradio.org,,,,,,,,,Mondays 20:30 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,58.6,SE,yes,446.85,441.85,,,Douglas,On-Air,,Parker Radio Association,D-Star B module,CCARC,yes,,,,,,,,,,,,http://parkerradio.org,,,,,,,,,,,,,,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,56.6,NNE,yes,147.195,147.795,100,,Larimer,On-Air,,Loveland Repeater Assoc,"Closed autopatch, e-power.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,58.1,NE,yes,449.575,444.575,100,,Larimer,On-Air,,Loveland Rptr Assoc,"Closed autopatch, e-power.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,56.9,SE,yes,145.19,144.59,131.8,131.8,Douglas,On-Air,Wide area coverage at 8300,N0OBA Owner,,,yes,,,,,,,,,,,,,,,,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,58.1,NE,yes,224.32,222.72,100,100,Larimer,Off-Air,,KN6VV,"Closed autopatch, e-power.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,58.2,SSW,yes,448.575,443.575,103.5,103.5,Park,Off-Air,Western Park County,,,CCARC,yes,,,,,,,,,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,88.3,SSW,yes,449.925,444.925,103.5,103.5,Chaffee,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",,E-power (Bat),CCARC,yes,,,,,,,,,,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,59.9,SE,yes,447.675,442.675,179.9,179.9,Teller,On-Air,,Mountain Amateur Radio Club (MARC),E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,59.9,SE,yes,927.9,902.9,D205,D205,Teller,On-Air,,MARC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,60,SE,yes,145.415,144.815,179.9,,Teller,,,MARC,"Closed autopatch, e-power.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,60,SE,yes,449.025,444.025,141.3,,Teller,,,Mountain Amateur Radio Club (MARC),Linked.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,59.9,SE,yes,449.325,444.325,103.5,103.5,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",KA4EPS,E-power. Allstar Node 27976,CCARC,yes,,,,,,,,,,,Node # 27976,,,Amateur Radio Motorcycle Club,,,,,,,"Sunday 1500 MST
Tuesday 1730 MST",,,,,,,,27976,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,60,E,yes,449.925,444.925,114.8,114.8,Weld,On-Air,,KD0RG,,CCARC,yes,,,,,,,,,,,,,,K0UPS Club,,,,,,,,,448035,,,,,,,,,,,,,,,,,,,DN70,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,61.2,SE,yes,447.725,442.725,100,100,El Paso,On-Air,Local.,K0NR,30,CCARC,yes,,,,,,,,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,63,NNE,yes,1283.55,1263.55,100,,Larimer,On-Air,Northern Colorado Front Range,K1TJ Repeater System,,CCARC,yes,,,,,,,,,,,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,63.4,NNE,yes,927.95,902.95,100,100,Larimer,On-Air,Northern Front Range,K1TJ Repeater System,25,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,63,NNE,yes,447.45,442.45,123,,Larimer,On-Air,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,63,NNE,yes,446.7375,441.7375,,,Larimer,On-Air,Wide area: North Front Range.,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,CCARC,yes,yes,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,Repeater ID: 310803,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,,,,1,1,2,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,,,,,,,,,,,,,2,,,,,,,,,1,1,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,63.3,NE,yes,448.025,443.025,100,100,Larimer,On-Air,,Northern Colorado ARC,,CCARC,yes,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,63.4,NNE,yes,145.115,144.515,100,100,Larimer,On-Air,Wide area.,Northern Colorado ARC,7,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,63.4,NNE,yes,224.52,222.92,100,100,Larimer,Off-Air,,Northern Colorado ARC,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,63.4,NNE,yes,447.275,442.275,100,100,Larimer,On-Air,Wide area.,Northern Colorado ARC,"Closed autopatch, e-power.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,65.6,NNE,yes,447.7,442.7,100,100,Larimer,On-Air,Wide Area Coverage,Northern Colorado Amateur Radio Club,,,yes,,,,,,,,,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,65.9,NNE,yes,146.625,146.025,100,100,Larimer,On-Air,Wide area: Northern front range.,Northern Colorado ARC,E-power.,CCARC,yes,,,,,,,,,,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,65.9,NNE,yes,224.84,223.24,100,100,Larimer,On-Air,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",Northern Colorado ARC,"E-power, 25 watts.",,yes,,,,,,,,,,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,71.5,NE,yes,146.85,146.25,100,100,Weld,On-Air,,Northern Colorado ARC,"E-power, WX.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,63.4,NNE,yes,927.825,902.825,100,100,Larimer,On-Air,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",AB0SF,,CCARC,yes,,,,,,,,,,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,63.6,NNE,yes,447.725,442.725,131.8,,Larimer,On-Air,,W7RF,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,68.1,NNE,yes,147.36,147.96,100,100,Larimer,On-Air,Map,CO State Univ ARC,Closed autopatch.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,68.2,NNE,yes,446.8125,441.8125,,,Larimer,On-Air,Fort Collins Local Area,W0QEY CSU,D-Star Gateway,CCARC,yes,,,,,,,,,,,Free Star,,,,,,,,,,,,,,,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,68.8,NNE,yes,449.85,444.85,100,100,Larimer,On-Air,Map,CO State Univ ARC,Closed autopatch.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,69.3,SSE,yes,146.97,146.37,100,123,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,"Closed autopatch, e-power.",CCARC,yes,,,,,,,,,,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,PPFMA Repeaters,,,,,,,,,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,69.3,SSE,yes,448.45,443.45,100,,El Paso,On-Air,Wide area.,Pikes Pk FM Assoc,E-power.,CCARC,yes,,,,,,,,,,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,76.4,SE,yes,224.06,222.46,,,El Paso,,Wide area.,Pikes Peak FM Association (PPFMA),"E-power, linked.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,81.6,SSE,yes,145.265,144.665,100,100,El Paso,Off-Air,Local. Good coverage of I25 in Colorado Springs.,Pikes Peak FM Association,"Closed autopatch, e-power.",CCARC,yes,,,,,,,,,,,Repeater has been moved.,PPFMA Repeaters,Yes; analog capable.,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,81.6,SSE,yes,448.8,443.8,100,100,El Paso,Off-Air,,Pikes Peak FM Assoc,,CCARC,yes,,,,,,,,,,,,PPFMA Repeaters,Yes; analog capable.,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,70.3,NE,yes,147.39,147.99,,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",KT0L - NoCo C-Bridge Network,,CCARC,yes,yes,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,Documentation,,,,,,,2,,Tac 310 Net: Sun at 18:00.,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,73.6,NNE,yes,446.775,441.775,,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",W0DMR - NoCo C-bridge Network,,CCARC,yes,yes,2,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",W0DMR,,Brandmeister Network,,,,1,2,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,70.6,WSW,yes,447.05,442.05,136.5,136.5,Pitkin,On-Air,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,77,WSW,yes,447.15,442.15,136.5,,Garfield,On-Air,,,,,yes,,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,87.2,W,yes,147.3,147.9,107.2,,Garfield,Off-Air,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",Roaring Fork Amateur Repeater Cooperative,8,CCARC,yes,,,,,,,,,,,Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,71.3,NE,yes,449.725,444.725,127.3,,Weld,On-Air,,K0OJ,"Autopatch, WX.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,71.9,SSE,yes,1287.7,1267.7,67,,Teller,Testing,,WB0WDF,,CCARC,yes,,,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,71.9,SSE,yes,145.46,144.86,67,,Teller,On-Air,,WB0WDF,"E-power, 100% Solar",CCARC,yes,,,,,,,,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,71.9,SSE,yes,224.94,223.34,67,,Teller,Testing,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,71.9,SSE,yes,447.4,442.4,67,,Teller,On-Air,,WB0WDF,"E-power, Solar, Remote Base",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,82.8,SSE,yes,449,444,67,67,Fremont,On-Air,,WB0WDF,"E-power (Solar, Wind)",CCARC,yes,,,,,,,,,,Full-time to the  Mega-Link System .,North of the Royal Gorge Bridge.,Mega Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,89.2,SSE,yes,53.03,51.33,88.5,88.5,Fremont,On-Air,,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",CCARC,yes,,,,,,,,,,,Split site Fremont peak transmitter and 8 mile mountain reciever.,Http://www.qsl.net/rghc,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,72,NE,yes,147,147.6,100,100,Weld,On-Air,,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",CCARC,yes,,,,,,,,,,,,,Yes; analog capable.,,,3839,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,72,NE,yes,448.475,443.475,100,,Weld,On-Air,,Weld Amateur Radio Society (WARS),,CCARC,yes,,,,,,,,,,,,http://www.warsco.org/,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,73.5,SE,yes,224.72,223.12,103.5,103.5,El Paso,On-Air,Local,w0mog,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,76.1,SE,yes,147.39,147.99,103.5,,El Paso,On-Air,,W0MOG,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,76.4,SE,yes,448.6,443.6,114.8,,El Paso,,,W0MOG,,CCARC,yes,,,,,,,,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,76.4,SE,yes,927.8,902.8,D116,,Teller,On-Air,,,6,CCARC,yes,,,,,,,,,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,73.5,NE,yes,447.2,442.2,82.5,,Weld,On-Air,,N6RFI,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,73.7,SSW,yes,146.745,146.145,100,,Chaffee,Off-Air,,CLARA,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,74,SE,yes,447.625,442.625,100,100,El Paso,On-Air,,KD0MDP,Linked.,,yes,,,,,,,,,,Full-time to the  The Fun Machine System .,,,,The Fun Machine,,7301,,,,,,,363976,,,,,,28299,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,74.4,WSW,yes,146.67,146.07,107.2,,Pitkin,On-Air,Wide area.,Ski Country ARC,Linked.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
