Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update,D-STAR Enabled,Node,Sources,Notes,Web links,EchoLink,DMR Enabled,Color Code,Wide Network,Talkgroups,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Nets,Colorado,Northern Colorado,Links,Affiliate,Southern Colorado,Talkgroup Network,Worldwide English,DCI Bridge,Commands,YSF Digital Enabled,DG-ID,Mixed-Mode,Mountain Reg USA,IRLP,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Grid,Local Network,Denver Regional,Feed,Wyoming,WyLOCAL,On-air,AllStar,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Location Photo,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,68.4,SSE,yes,145.19,144.59,151.4,131.8,Arapahoe,On-Air,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",N0OBA,Autopatch (please contact trustee).,,yes,,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,10079,,,,,,,,,,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,69.3,SSE,yes,449.425,444.425,D023,D023,Arapahoe,Off-Air,,K0PWO,,,yes,,,,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29791,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,71.4,SE,yes,448.2,443.2,,,Morgan,On-Air,,,Mixed Mode,CCARC,yes,,,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",Rocky Mountain Ham Radio,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,1,2,Full-time to the  Colorado TRBO System .,NEAHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,102.7,SE,yes,448.175,443.175,,,Morgan,On-Air,,W0FT,,CCARC,yes,,,,,http://www.rmham.org/,,yes,7,,,,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,72.6,SSE,yes,448.7,443.7,146.2,,Douglas,On-Air,Local North Parker only,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,75.3,S,yes,147.12,147.72,88.5,88.5,Jefferson,On-Air,Denver metro and east.,Aurora Repeater Association,E-power.,CCARC,yes,,,,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,76.5,S,yes,447.525,442.525,203.5,146.2,Douglas,On-Air,"Denver metropolitan area, front range foothills",EmComm Colorado,,CCARC,yes,,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,91.2,S,yes,446.925,441.925,,,Douglas,On-Air,,,,CCARC,yes,,,,See the website for programming info.,Rocky Mountain Ham Radio,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,Full-time to the  Colorado TRBO System .,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,91.2,S,yes,447.525,442.525,146.2,146.2,Douglas,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,,CCARC,yes,,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,77.3,S,yes,447.5,442.5,88.5,88.5,Jefferson,On-Air,Wide area.,Aurora Repeater Association,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,77.6,S,yes,449.95,444.95,77,77,Douglas,On-Air,Primarily to the North along I-25 corridor,W9SL Owner,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,81.1,SSE,yes,445.075,440.075,,,Douglas,On-Air,,Parker Radio Association,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,CCARC,yes,,,,Mixed Mode,http://www.parkerradio.org,,yes,1,,,,,,,,,Mondays 20:30 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,85.1,SSE,yes,446.85,441.85,,,Douglas,On-Air,,Parker Radio Association,D-Star B module,CCARC,yes,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,http://parkerradio.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,84.1,SSW,yes,146.895,146.295,100,100,Park,On-Air,285,AB0RR,25,CCARC,yes,,,,,Park County Radio Club (PCRC),,,,,,,,,,,,Wed at 19:30.,,,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,,,,,,,,,,,,,,,,,,,,,,,45835,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,91.4,SW,yes,146.7,146.1,107.2,,Summit,On-Air,,GRARC,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,92,W,yes,147.21,147.81,107.2,107.2,Routt,On-Air,,SSARC,"Linked, WX.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,93.3,NE,yes,147,146.4,103.5,,Banner,On-Air,,Tri-City Radio Amateur Club,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,119.5,NE,yes,147.075,147.675,,,Scotts Bluff,On-Air,,Tri-City Radio Amateur Club,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,156.2,NE,yes,146.715,146.115,103.5,103.5,Box Butte,On-Air,,TriCity,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,94.4,SW,yes,224.8,223.2,,,Eagle,Off-Air,,ECHO,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,94.4,SW,yes,449.9,444.9,107.2,107.2,Eagle,Off-Air,,ECHO,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,95.4,SW,yes,146.61,146.01,107.2,,Eagle,On-Air,,ECHO,11,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,97.5,S,yes,449.975,444.975,100,100,Douglas,On-Air,,K0JSC,Simulcast and Voted with Cedarwood and Methodist.,CCARC,yes,,,,"Can be linked to Allstar, Echolink and others by a Sysop",The Fun Machine,,,,,,,,,,,,,,,Full-time to the  The Fun Machine System .,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,147.6,S,yes,446.7375,441.7375,,,Fremont,On-Air,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",,IPSC Link to the Colorado network on Talk Slot 2.,CCARC,yes,,,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,http://www.k0jsc.com,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,1,,Full-time to the  Colorado TRBO System .,Rocky Mountain Ham Radio,2,,,,,,,,,,,,,,,DM78ii,,,,,,,,,,,,yes,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,147.6,S,yes,447.25,442.25,100,100,Fremont,On-Air,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,,CCARC,yes,,,,,K0JSC dot Com,363976,,,,,,,,,,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,Full-time to the  The Fun Machine System .,,,,,,,,,,,7301,,,,,,DM78ik,,,Listen Live,,,,28368,,,,,yes,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,147.7,S,yes,449.975,444.975,100,100,Fremont,On-Air,,K0JSC,Simulcast TX / Voted RX with Cedarwood and Salida,CCARC,yes,,,,,http://www.k0jsc.com,,,,,,,,,,,,,,,Full-time to the  The Fun Machine System .,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,149.1,S,yes,447.975,442.975,100,100,Fremont,On-Air,"Canon City area. 
   Repeater Coverage Map",K0JSC,Autopatch.,CCARC,yes,,,,,http://www.k0jsc.com,363976,,,,,,,,,,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,Full-time to the  The Fun Machine System .,,,,,,,,,,,7301,,,,,,,,,Listen Live,,,,28368,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,155.8,SSW,yes,449.975,444.975,100,100,Chaffee,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,2,CCARC,yes,,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,K0JSC.COM,363976,,,,,,,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,Full-time to the  The Fun Machine System .,,,,,,,,,,,7301,,,,,,DM68xk,,,,,,,28368,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,158.8,S,yes,448.975,443.975,100,100,Pueblo,On-Air,,,,CCARC,yes,,,,Off air.  Will return to service,http://www.k0jsc.com,363976,,,,,,,,,,,,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,7301,,,,,,,,,Listen Live,,,,28368,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,164.6,S,yes,446.9875,441.9875,,,Pueblo,Off-Air,,,,CCARC,yes,,,,,Rocky Mountain Ham Radio,,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,1,,Full-time to the  Colorado TRBO System .,RMHAM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,164.6,S,yes,447.275,442.275,100,100,Pueblo,On-Air,,,,CCARC,yes,,,,"Moved to Pueblo.  Now called ""Pueblo Metro""",The Fun Machine,,,,,,,,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,Full-time to the  The Fun Machine System .,The Fun Machine,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,170.5,S,yes,448.325,443.325,100,100,Custer,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,Full-time to the  The Fun Machine System .,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,179.1,S,yes,449.975,444.975,100,100,Pueblo,On-Air,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",K0JSC,2,CCARC,yes,,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,K0JSC dot Com,363976,,,,,,,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",,,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",,,,,,,,,,,7301,,,,,,DM78SA18,,,Listen Live,,,,28368,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,98.5,ESE,yes,145.295,144.695,,,Logan,On-Air,Wide area,NECARA,"Autopatch, e-power.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,100.5,S,yes,145.19,144.59,131.8,131.8,Douglas,On-Air,Wide area coverage at 8300,N0OBA Owner,,,yes,,,,,,10079,,,,,,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,101.7,N,yes,146.88,146.28,100,100,Platte,On-Air,,GPARA,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,101.7,N,yes,449.625,444.625,151.4,,Platte,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,101.7,N,yes,224.68,223.08,,,Platte,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,103.8,S,yes,447.725,442.725,100,100,El Paso,On-Air,Local.,K0NR,30,CCARC,yes,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,104.3,NW,yes,147.24,147.84,100,,Carbon,On-Air,Wide area.,CCARS,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,107.6,SSE,yes,147.105,147.705,107.2,107.2,Elbert,On-Air,"I-70, E. Arapahoe, Elbert, Lincoln Counties",ARES of Douglas and Elbert Counties,Linked to CRA 447.150 - Conifer,CCARC,yes,,,,,http://www.w0cra.org/,,,,,,,,,,,,,,,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,108,SE,yes,449.25,444.25,123,123,Elbert,On-Air,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,Full duplex node.,CCARC,yes,,,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,3349,,,,,,,,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,3349,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,108.5,SSW,yes,147.36,147.96,107.2,107.2,Park,On-Air,Wide area.,,E-power.,CCARC,yes,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,127.7,S,yes,145.375,144.77,,,El Paso,Off-Air,wide area,Cheyenne Mountain Repeater Group (CMRG),,CCARC,yes,yes,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",Repeater off air for now.,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,127.7,S,yes,446.9125,441.9125,,,El Paso,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,,yes,yes,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,127.7,S,yes,927.85,902.85,D114,,Teller,On-Air,,CMRG,9,CCARC,yes,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,128.1,S,yes,146.76,146.16,107.2,107.2,El Paso,On-Air,,Cheyenne Mountain Repeater Group,"Closed autopatch, e-power.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,128.1,S,yes,448,443,107.2,,El Paso,On-Air,,,,CCARC,yes,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,128.1,S,yes,448.1,443.1,107.2,107.2,El Paso,On-Air,Wide area.,,"Closed autopatch, e-power.",CCARC,yes,,,,,CMRG Repeaters,,,,,,,,,,,,,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,128.2,S,yes,147.345,147.945,107.2,107.2,El Paso,On-Air,Wide area.,,"Closed autopatch, e-power.",CCARC,yes,,,,,http://www.cmrg.org/,,,,,,,,,,,,,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,154.9,SSW,yes,145.295,144.695,107.2,,Chaffee,On-Air,Wide area.,Cheyenne Mtn Repeater Group,,CCARC,yes,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,155.5,SSW,yes,449.65,444.65,107.2,,Chaffee,On-Air,Wide area.,,E-power.,CCARC,yes,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,175.9,S,yes,449.625,444.625,107.2,,Custer,On-Air,,,E-power.,CCARC,yes,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,108.5,SSW,yes,146.685,146.085,107.2,107.2,Park,On-Air,,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,yes,,,,,,,,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,110,S,yes,146.82,146.22,107.2,,Teller,On-Air,,Mountain ARC,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,110,S,yes,448.65,443.65,107.2,,Teller,On-Air,,Mountain ARC (MARC),E-power.,CCARC,yes,,,,,,,,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,121.8,S,yes,447.475,442.475,107.2,,El Paso,,,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,yes,,,,,,,,,,,,,,,,,MARC/PCRC: Tue at 1930.,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,127.1,S,yes,147.015,147.615,107.2,,Teller,On-Air,,Mountain ARC,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,108.9,SSW,yes,447.125,442.125,103.5,103.5,Park,On-Air,"Covers Fairplay, Alma, and western South Park.",KC0UFO,Emergency automatic generator.,CCARC,yes,,,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,,,,,,,,,,,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,"Park County Radio Club, AB0PC",,,,,,,,,,,,,,,,DM69wf,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,109.5,SSE,yes,447.625,442.625,100,100,El Paso,On-Air,,KD0MDP,Linked.,,yes,,,,,,363976,,,,,,,,,,,,,,Full-time to the  The Fun Machine System .,The Fun Machine,,,,,,,,,,7301,,,,,,,,,,,,,28299,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,110,S,yes,145.415,144.815,179.9,,Teller,,,MARC,"Closed autopatch, e-power.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
