Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,Features,Downlink Tone,Coverage,Links,IRLP,Commands,Notes,Nets,Web links,Affiliate,EchoLink,Grid,D-STAR Enabled,Node,Sources,Feed,AllStar,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,Local/Cluster,Mixed-Mode,Local Network,YSF Digital Enabled,DG-ID,English,Europe,TAC 310,DCI Bridge,Southwest USA,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Mountain Reg USA,Wyoming,WyLOCAL
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,110,NE,yes,1287.9,1267.9,CSQ,Jefferson,,Colorado Repeater Association (CRA),CCARC,yes,Off-Air,,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,110,NE,yes,224.98,223.38,107.2,Jefferson,,Colorado Repeater Association,CCARC,yes,Off-Air,"Closed autopatch, e-power.",107.2,Wide area. Denver.,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",3990,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,110,NE,yes,447.15,442.15,107.2,Jefferson,,Colorado Repeater Association (CRA),CCARC,yes,Off-Air,"Closed autopatch, e-power.",107.2,Wide area: Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,110.7,E,yes,147.225,147.825,107.2,Douglas,,Colorado Repeater Association (CRA),CCARC,yes,On-Air,Closed autopatch,107.2,Wide area,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",3990,,,"CRA Net, Sunday 9AM",Colorado Repeater Association,CRA VHF Link System,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,110.7,E,yes,448.425,443.425,107.2,Douglas,,Colorado Repeater Association (CRA),,yes,On-Air,,107.2,Wide area,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,,,,http://www.w0cra.org,ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,111.2,ESE,yes,145.16,144.56,107.2,El Paso,,Colorado Repeater Association,CCARC,yes,On-Air,"Closed autopatch, e-power.",107.2,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.","Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",3990,,Switch to this repeater at mile marker 170 on I-25.,,http://www.w0cra.org/info/cosprgs.html#145160,CRA VHF Link System,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,134.8,NE,yes,145.46,144.86,107.2,Boulder,,Colorado Repeater Association (CRA),CCARC,yes,On-Air,"Closed autopatch, e-power.",107.2,Boulder/Denver Metro,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",3990,Member-only IRLP and Echolink node,,,,CRA VHF Link System,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,134.8,NE,yes,447.975,442.975,107.2,Boulder,,Colorado Repeater Association (CRA),CCARC,yes,On-Air,Closed autopatch.,107.2,Wide area: Boulder/Longmont area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,107.7,NE,yes,147.12,147.72,88.5,Jefferson,,Aurora Repeater Association,CCARC,yes,On-Air,E-power.,88.5,Denver metro and east.,,,,,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,109.3,E,yes,446.925,441.925,,Douglas,,,CCARC,yes,On-Air,,,,Full-time to the  Colorado TRBO System .,,,See the website for programming info.,,Rocky Mountain Ham Radio,,,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,109.3,E,yes,447.525,442.525,146.2,Douglas,,EmComm Colorado,CCARC,yes,On-Air,,146.2,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,129.9,E,yes,447.525,442.525,203.5,Douglas,,EmComm Colorado,CCARC,yes,On-Air,,146.2,"Denver metropolitan area, front range foothills",,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,109.7,NE,yes,145.49,144.89,100,Jefferson,,"KB0VIU,  Denver Radio Club",CCARC,yes,On-Air,E-power.,100,,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,DRC: Sun at 20:30.,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,109.7,NE,yes,449.35,444.35,100,Clear Creek,,Denver Radio Club,CCARC,yes,On-Air,11,100,Wide area.,,,,,,DRC Repeaters,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,118.3,NE,yes,448.625,443.625,100,Jefferson,,Denver Radio Club,CCARC,yes,On-Air,E-power.,100,Denver metro area.,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,DRC: Sun at 20:30.,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,118.7,NE,yes,446.7875,441.7875,,Jefferson,,Denver Radio Club,CCARC,yes,On-Air,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,http://www.w0tx.org/,Brandmeister Network,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,123,NE,yes,53.09,51.39,107.2,Jefferson,,Denver Radio Club,CCARC,yes,On-Air,E-power.,,Metro Denver area.,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,123.7,NE,yes,147.33,147.93,100,Jefferson,,Denver Radio Club,CCARC,yes,On-Air,E-power.,,Metro Denver and the foothills.,,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,123.7,NE,yes,224.38,222.78,100,Jefferson,,Denver Radio Club,CCARC,yes,On-Air,,100,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,123.7,NE,yes,449.775,444.775,100,Jefferson,,Denver Radio Club,CCARC,yes,On-Air,,100,Metro Denver,,,,,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,125.7,NE,yes,447.825,442.825,D073,Jefferson,,Denver Radio Club,CCARC,yes,On-Air,,D073,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,109.7,NE,yes,146.67,146.07,100,Clear Creek,,Castle Rock Repeater Group,CCARC,yes,On-Air,11,100,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,138.2,E,yes,145.4,144.6,100,Arapahoe,,Castle Rock Repeater Group,CCARC,yes,On-Air,"Autopatch, e-power.",,Greater Denver area.,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,138.9,NE,yes,448.5,443.5,100,Denver,,Castle Rock Repeater Group,CCARC,yes,On-Air,E-power.,,Greater Denver area.,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,109.7,NE,yes,146.94,146.34,103.5,Clear Creek,,Rocky Mtn Radio League,CCARC,yes,On-Air,11,103.5,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.","Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,Autopatch: 911* / Off 0*.,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Repeater,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,136.8,NE,yes,449.825,444.825,103.5,Boulder,,Rocky Mountain Radio League,CCARC,yes,On-Air,6,,Along the foothills and into Boulder where the 94 repeater is shadowed.,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,109.7,NE,yes,449.45,444.45,103.5,Clear Creek,,Rocky Mountain Radio League,CCARC,yes,On-Air,11,127.3,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",,,,,RMRL: Mon at 20:30.,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,109.8,NE,yes,147.3,147.9,103.5,Clear Creek,,Denver PD EEB,CCARC,yes,On-Air,,103.5,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,123.8,NE,yes,448.125,443.125,107.2,Jefferson,,Denver PD EEB,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,123.8,NE,yes,927.7875,902.7875,156.7,Jefferson,,N0PYY,,yes,On-Air,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,109.8,NE,yes,448.675,443.675,100,Denver,,W0CFI,CCARC,yes,On-Air,,100,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,109.9,NE,yes,449,444,136.5,Clear Creek,,CARN,CCARC,yes,On-Air,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,132.6,NE,yes,449.65,444.65,,Denver,,Colorado Amateur Repeater Network (CARN),CCARC,yes,On-Air,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,132.6,NE,yes,449.675,444.675,,Denver,,Colorado Amateur Repeater Network (CARN),CCARC,yes,On-Air,,,,,7708,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,138.5,NE,yes,449.15,444.15,,Arapahoe,,Colorado Amateur Repeater Network (CARN),CCARC,yes,On-Air,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,175.5,NE,yes,449.325,444.325,,Weld,,Colorado Amateur Repeater Network (CARN),CCARC,yes,On-Air,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,111.4,SW,yes,446.7375,441.7375,,Montezuma,,RMHAM,CCARC,yes,On-Air,,,,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,http://www.rmham.org,,,,,,,,,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,132.6,SSW,yes,442.25,447.25,,San Juan,,,NMFCC,yes,On-Air,,,,,,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,AZ-TrboNet,,,1,1,,,,,,1,2,2,2,2,,,,,,,,,,,,,,
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,144.2,SSW,yes,442.325,447.325,,San Juan,,,NMFCC,yes,On-Air,AZ-TRBONET,,,,,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,AZ-TrboNet,,,1,1,,,,,,1,2,2,2,2,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,111.5,S,yes,145.43,144.83,136.5,Rio Arriba,,SJC EMCOMM,NMFCC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,121.3,SSW,yes,147.06,147.66,100,San Juan,,,NMFCC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,132.6,SSW,yes,146.74,146.14,100,San Juan,,Totah ARC,NMFCC,yes,On-Air,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,163.6,SSW,yes,145.49,144.89,100,Rio Arriba,,Totah ARC,NMFCC,yes,On-Air,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,186.8,SW,yes,146.82,146.22,100,Apache,,Totah ARC,ARCA,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,112,NE,yes,449.05,444.05,107.2,Denver,,WG0N,CCARC,yes,On-Air,E-power.,107.2,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,112.6,NE,yes,447.5,442.5,88.5,Jefferson,,Aurora Repeater Association,CCARC,yes,On-Air,E-power.,88.5,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,113.1,ESE,yes,448.725,443.725,123,El Paso,,KA0TTF,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,113.6,NE,yes,447.85,442.85,141.3,Clear Creek,,AC0KQ,CCARC,yes,On-Air,AllStar node repeater providing wide area coverage along the Front Range,141.3,Wide area at 9500',,,,,,,Rocky Mountain Ham Radio,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,114.2,NNE,yes,447.45,442.45,103.5,Grand,,W0IG,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,114.4,NE,yes,145.34,144.74,103.5,Jefferson,,Rocky Mtn Radio League,CCARC,yes,On-Air,E-power.,127.3,Wide area.,,3350,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,114.6,S,yes,147.08,147.68,162.2,Rio Arriba,,SFARC,NMFCC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,185.9,S,yes,145.19,144.59,,Los Alamos,,SFARC,NMFCC,yes,On-Air,,,Wide Area,,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,,yes,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,200.9,SSE,yes,146.82,146.22,162.2,Santa Fe,,Santa Fe ARC,NMFCC,yes,On-Air,"Autopatch, e-power.",,Wide area.,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,,,,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,204.9,SSE,yes,145.21,144.61,,Santa Fe,,W5SF,,yes,On-Air,,,Local Santa Fe,,,,Soon to move to a better location.,,,Santa Fe Amateur Radio Club,,,yes,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,204.9,SSE,yes,444.575,449.575,,Santa Fe,,W5SF,,yes,On-Air,,,Local Santa Fe,,,,Soon to move to a better location,,,Santa Fe Amateur Radio CLub,,,yes,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,206.3,SSE,yes,147.3,147.9,162.2,San Miguel,,Santa Fe ARC,NMFCC,yes,On-Air,"E-power, linked.",,Wide area.,,,,,,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,206.6,SSE,yes,147.2,147.8,162.2,Santa Fe,,Santa Fe ARC,NMFCC,yes,On-Air,E-power. Full time link to Tesuque Peak.,,,,,,,,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,115,E,yes,145.19,144.59,131.8,Douglas,,N0OBA Owner,,yes,On-Air,,131.8,Wide area coverage at 8300,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,115.2,ESE,yes,448.6,443.6,114.8,El Paso,Unknown,W0MOG,CCARC,yes,,,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,115.2,ESE,yes,927.8,902.8,D116,Teller,,,CCARC,yes,On-Air,6,,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,115.3,ESE,yes,147.39,147.99,103.5,El Paso,,W0MOG,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,117.1,E,yes,224.72,223.12,103.5,El Paso,,w0mog,,yes,On-Air,,103.5,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,115.2,ESE,yes,448.3,443.3,100,El Paso,,AA0L,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,116.4,ESE,yes,147.135,147.735,100,El Paso,,AA0L,CCARC,yes,On-Air,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,115.2,ESE,yes,447.35,442.35,151.4,El Paso,,GGARC,CCARC,yes,On-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,115.3,ESE,yes,146.91,146.31,151.4,El Paso,,GGARC,CCARC,yes,On-Air,E-power.,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,115.2,ESE,yes,447.025,442.025,123,El Paso,,Colorado Springs ARA,CCARC,yes,Off-Air,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,115.2,ESE,yes,448.25,443.25,123,El Paso,,,CCARC,yes,Off-Air,,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,115.3,ESE,yes,146.85,146.25,103.5,El Paso,,W0RSH,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
