Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Links,Coordination,Last update,Coverage,Features,Notes,Nets,Web links,Feed,On-air,Grid,EchoLink,IRLP,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Local Network,Mixed-Mode,Worldwide,North America,Local/Cluster,AllStar,Commands,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,Wyoming,WyLOCAL,English,Mountain Reg USA,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,DCI Bridge,N. Colorado,TAC 310,WIRES-X,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Europe,Local
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,188,E,yes,449.3,444.3,,,Laramie,On-Air,WU7G,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,189,SE,yes,447.625,442.625,100,100,El Paso,On-Air,KD0MDP,The Fun Machine,Full-time to the  The Fun Machine System .,,yes,,Linked.,,,,,,,363976,7301,,,,,,,,,,,,,,,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,189.2,S,yes,145.37,144.77,100,100,La Plata,On-Air,,,,CCARC,yes,,E-power.,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,189.3,,yes,146.79,146.19,127.3,127.3,Montezuma,On-Air,KD5LWU,,,CCARC,yes,,,,4,,,,,24336,,,,,,,,,,,,,,,,29317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,189.3,,yes,449.175,444.175,127.3,,Montezuma,Off-Air,KD5LWU,,,CCARC,yes,,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,N7ZOI,Midway,UT,OPEN,,190.9,W,yes,449.95,444.95,,,Wasatch,On-Air,,,,UVHFS,yes,Heber city and surrounding communities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,N7ZOI,"Midway, Wilson Peak",UT,OPEN,,191.2,WNW,yes,147.2,147.8,88.5,,Wasatch,On-Air,,High Valley ARC,"Full-time to  
        449.52500 (K7JL) at Brighton, Scott's Peak, UT .",UVHFS,yes,Heber city and surrounding communities.,8,,HVARC: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,190.9,S,yes,448.625,443.625,131.8,131.8,La Plata,On-Air,KC5EVE,,,CCARC,yes,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.8,-0.6,100,N6EZO,Mapleton,UT,OPEN,,193.9,W,yes,146.8,146.2,100,,Utah,On-Air,,ERC CERT,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.325,-5,114.8,N7KYY,Springville,UT,OPEN,,193.9,W,yes,447.325,442.325,114.8,,Utah,On-Air,,,,UVHFS,yes,Utah County from Alpine to Payson.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,WB7REL,"Indianola, Indianola Peak",UT,OPEN,I,194.2,WSW,yes,146.72,146.12,100,,Sanpete,On-Air,W7REL and Sanpete County,Skyline Radio Club,Full-time to the  Skyline Repeater System .,UVHFS,yes,Northern San Pete County,,,,,,,,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,88.5,WB7REL,"Salina, Beesting Peak",UT,OPEN,,198.9,W,yes,449.3,444.3,88.5,,Sevier,Off-Air,W7DHH,,,UVHFS,yes,Wide area.,"Remote base, 10,020'.",,,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,131.8,WB7REL,"Starling, Sterling",UT,OPEN,,209.4,WSW,yes,145.29,144.69,131.8,,Sanpete,On-Air,,,,UVHFS,yes,Sanpete and Sevier Valleys.,Autopatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,131.8,WB7REL,Sterling,UT,OPEN,,209.4,WSW,yes,447.85,442.85,131.8,,Sanpete,On-Air,wb7rel,,,UVHFS,yes,Fairview North to Richfield to the South.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,131.8,WB7REL,"Sterling, Salina Canyon",UT,OPEN,,211.1,WSW,yes,449.25,444.25,131.8,,Sevier,,,,,UVHFS,yes,"Wide area: The general area of Salina, including Scipio, Manti, and south of Richfield, and coverage east into Emery, Ferron, and the San Rafael Desert.",,,,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,WB7REL,"East Salina, Salina Canyon",UT,OPEN,I,221.6,WSW,yes,146.72,146.12,100,,Sanpete,On-Air,Skyline,Skyline Repeater System,,UVHFS,yes,,7,,,,,,,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.64,-1.6,,N7IMF,"Ephraim,  Horseshoe",UT,OPEN,,194.2,WSW,yes,224.64,223.04,,,Sanpete,,,,,UVHFS,yes,Wasatch Front from Payson to Tremonton.,E-power.,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.88,-1.6,156.7,N7IMF,Orem,UT,CLOSED,,200.6,W,yes,224.88,223.28,156.7,,Utah,On-Air,Utah High Desert ARC,,,UVHFS,yes,Wasatch Front from Payson to Tremonton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.9,-1.6,156.7,N7IMF,"Draper, Point of the Mountain",UT,CLOSED,,212.7,W,yes,224.9,223.3,156.7,,Utah,On-Air,UHDARC,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,W7DHH,"Ephraim, Horseshoe",UT,OPEN,I,194.2,WSW,yes,146.66,146.06,100,,Sanpete,On-Air,Skyline Repeater System,,,UVHFS,yes,Wide area: Provo to Salina.,"Autopatch, 10,350'.",,,,,,,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,K7UVA,"Provo, Sundance",UT,OPEN,,195.2,W,yes,145.25,144.65,100,,Utah,On-Air,Utah Valley Amateur Radio Club,Utah Valley Amateur Radio Club,"Full-time to  
        147.22000 (WA7YZR) at Provo, Edgemont SC, UT .",UVHFS,yes,Utah County from Alpine to Payson and Heber,,,,https://uvarc.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,100,K7UVA,"Alpine, Silver Lake Flat",UT,OPEN,,199.4,W,yes,448.225,443.225,100,,Utah,On-Air,UTAH VALLEY AMATEUR RADIO CLUB,,,,yes,,e-power,10,,https://uvarc.club/repeaters/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,186.2,WD7N,Springville,UT,OPEN,,195.2,W,yes,447.475,442.475,186.2,,Utah,On-Air,,,,UVHFS,yes,Utah County from Alpine to Payson.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.23,-0.6,100,NZ6Z,Park City,UT,OPEN,,195.5,WNW,yes,145.23,144.63,100,,Summit,,,,"Full-time to  
        447.50000 (NZ6Z) at Park City, UT .",UVHFS,yes,"Park City, Heber, Coalville and other nearby communities.",7,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,,NZ6Z,Park City,UT,OPEN,,195.5,WNW,yes,447.5,442.5,,,Summit,On-Air,,,"Full-time to  
        145.23000 (NZ6Z) at Park City, UT .",UVHFS,yes,"Park City, Heber, Coalville and other nearby communities.",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,,WB7TSQ,"Coalville,  Lewis Peak",UT,OPEN,,195.9,WNW,yes,448.9,443.9,,,Summit,,,,,UVHFS,yes,"Wide area: Park City, Heber, Coalville and other nearby communities.","Remote base, 9,304'.",,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,167.9,KB7YOT,Provo,UT,OPEN,,196.7,W,yes,449.825,444.825,167.9,,Utah,Off-Air,,,,UVHFS,yes,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.88,-1.6,156.7,KB7YOT,Pleasant Grove,UT,OPEN,,203.1,W,yes,223.88,222.28,156.7,,Utah,,,,,UVHFS,yes,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,77,WB7RPF,Woodland Hills,UT,OPEN,,197.6,W,yes,447.3,442.3,77,,Utah,On-Air,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-1,CC1,KC7WST,Woodland Hills,UT,OPEN,,197.7,W,yes,449.8,448.8,,,Utah,On-Air,KC7WSU,Yeahmon Amateur Radio Club (YARC),,UVHFS,yes,Utah County,,,,http://www.dmr-utah.net,,,,,,yes,1,,DMR-UTAH,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,,
447.05,-5,CC1,KC7WST,Saratoga Springs,UT,OPEN,,212.3,W,yes,447.05,442.05,,,Utah,On-Air,KC7WSU,,,UVHFS,yes,North Utah County,,,,http://www.dmr-utah.net,,,,,,yes,1,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 311  1  311      USA  1  1776      Parrott  1  9998      Audio Test  1  9999      Utah Statewide 2  1  13149      Europe  2  2      TAC 310  2  310      DCI Bridge  2  3100      Utah  2  3149      Mountain Reg USA  2  3177      All TG's Off  2  111111      All TG's On  2  222222      Local  2  314900      Utah  2  314901      Local  2  314902    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,1,,,,,,,,,,,1,2,,,,,,,,,,,2,,2,,,,1,1,1,2,,,,1,1,2,2,2,2
145.33,-0.6,100,N7BYU,"Provo, BYU",UT,OPEN,E,197.7,W,yes,145.33,144.73,100,,Utah,On-Air,"KI7TD,  BYU ARC",,,UVHFS,yes,Utah County from Alpine to Payson.,"Closed autopatch, linked.",,BYU ARC: Thu at 21:00.,BYU Repeaters,,,,96806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,167.9,N7BYU,"Provo, BYU",UT,OPEN,E,197.7,W,yes,449.075,444.075,167.9,,Utah,On-Air,"KI7TD,  BYU ARC",,,UVHFS,yes,Utah County from Alpine to Payson.,4,,,BYU Repeaters,,,,96806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.425,-5,,N7EVC,Provo,UT,OPEN,,198.3,W,yes,447.425,442.425,,,Utah,Off-Air,,,,UVHFS,yes,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,,WA7YZR,"Provo, Edgemont SC",UT,OPEN,,198.3,W,yes,147.22,147.82,,,Utah,Off-Air,"KR7D, ARC of Utah Valley",,"Full-time to  
        145.25000 (K7UVA) at Provo, Sundance, UT .",UVHFS,yes,Utah County from Alpine to Payson.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,146.2,WA7FFM,"Provo, UVRMC",UT,OPEN,,198.7,W,yes,449.85,444.85,146.2,,Utah,On-Air,Utah Valley Regional Medical Center,,,UVHFS,yes,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,WA7FFM,"Goshen,  West Mountain",UT,OPEN,,206.7,W,yes,448.95,443.95,,,Utah,,,,,UVHFS,yes,Utah County from Alpine to Payson.,6,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.075,-5,131.8,N7FQ,Salem,UT,OPEN,,198.9,W,yes,447.075,442.075,131.8,,Utah,Off-Air,,,,UVHFS,yes,Utah County from Alpine to Payson.,,,,http://www.n7fq.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.47,-0.6,100,N7BSA,"Orem, QTH AC7DM",UT,OPEN,E,199.5,W,yes,145.47,144.87,100,,Utah,,Explorer Post 1973,,,UVHFS,yes,Utah County from Alpine to Payson.,Autopatch.,,,,,Unknown,,46049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,,KB7HAF,"Park City,  Murdock Peak",UT,OPEN,,199.6,WNW,yes,448.475,443.475,,,Summit,On-Air,,,,UVHFS,yes,"Park City, Heber, Coalville and other nearby communities.",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7UCA,"Payson, Mountain View Hospital",UT,OPEN,,201,W,yes,447.125,442.125,100,,Utah,Off-Air,Utah Co ARES,UCARES,,UVHFS,yes,Wasatch Front from Payson to Tremonton.,4,,,http://ucares.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K7UCA,"Orem,  Timpanogos Hospital",UT,OPEN,,201.5,W,yes,447.275,442.275,100,,Utah,Off-Air,Utah Co ARES,,,UVHFS,yes,Wasatch Front from Payson to Tremonton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,201.4,SSE,yes,146.61,146.01,123,,Archuleta,On-Air,,,,CCARC,yes,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,100,NV7V,Payson,UT,OPEN,,201.4,W,yes,447,442,100,100,Utah,On-Air,,,147.4,UVHFS,yes,Metro Utah County,WX.,"Bulletins from ARRL, Amateur Radio Newsline, Rain Report, Handiham and QSO today are transmitted all day Saturdays.",Mountain View Stake net: Sun at 20:00.,http://nv7v.org,,,,,,,,,,,,,,,,,,,,,"ABC time 
AAAA voice test records your voice and then replays it.  Start speaking when the repeater says ""ready"". 
Send CC followed by whatever tone you wish to test.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,162.2,KD7RBR,"Orem, Point of the Mountain",UT,OPEN,,201.7,W,yes,447.6,442.6,162.2,,Utah,On-Air,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KC7BJY,"Big Piney,  The Hogsback",WY,OPEN,,201.8,NW,yes,146.88,146.28,100,,Sublette,On-Air,"Sublette Co ARC """,,,WRCG,yes,,,9,SCARC: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,100,KC7BJY,Marbleton,WY,OPEN,,207.9,NNW,yes,145.145,144.545,100,,Sublette,On-Air,Sublette Co ARC,,,WRCG,yes,"Marbleton, Big Piney, Pinedale and Boulder areas.",,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,100,KC7BJY,"Pinedale, Mt Airy",WY,OPEN,,220.1,NNW,yes,448.1,443.1,100,,Sublette,Off-Air,Sublette Co ARC,,"Full-time to  
        146.77500 (W7YP) at Pinedale, Mt Airy, WY .",WRCG,yes,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,KB7M,Payson,UT,OPEN,I,202.2,W,yes,448.025,443.025,100,,Utah,On-Air,,,,UVHFS,yes,Utah County from Alpine to Payson.,Remote base.,,,,,,,,4482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,,K8BKT,Pleasant Grove,UT,OPEN,,203.1,W,yes,449.775,444.775,,,Utah,On-Air,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,110.9,K7PLA,"Casper, Casper Mountain",WY,OPEN,,204.1,NNE,yes,145.46,144.86,110.9,110.9,Natrona,On-Air,W7QQA,"Buffalo Radio Club, Casper Radio Club",,WRCG,yes,"Wide area: East to Douglas, South to Saratoga, Rawlings. West to Moneta, Jeffery city/muddy gap, independence rock.North to Buffalo",,,"Buffalo roll call, Tuesday night",http://wyoham.com,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,131.8,N7YFZ,Manti,UT,OPEN,,205,WSW,yes,449.75,444.75,131.8,,Sanpete,,,,,UVHFS,yes,"Manti and surroundings, as well as Nephi and Fairview to the north and Richfield to the south.",Closed autopatch.,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,205.1,NNE,yes,146.94,146.34,123,123,Natrona,On-Air,Casper ARC,,"Full-time to  
        147.39000 (KD7BN) at Rawlins, WY .
 


Full-time to the  Wyocom System .",WRCG,yes,Wide area.,E-power.,,RACES/ARES: Sun at 20:00.,http://casperarc.net/wiki/index.php/146.940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,173.8,W7VNJ,"Casper, Wyoming Med Center",WY,OPEN,I,211.2,NNE,yes,449.575,444.575,173.8,173.8,Natrona,On-Air,CDK Net,,,WRCG,yes,Wide area: Casper Metro and large parts of Natrona county.,E-power.,,,Casper ARC,,,,,7707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,D032,W7VNJ,Casper,WY,OPEN,,211.3,NNE,yes,147.28,147.88,D032,D032,Natrona,On-Air,Casper Amateur Radio Club,,,WRCG,yes,Local Casper coverage.,E-power.,,,http://casperarc.net/wiki/index.php/Main_Page,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.98,-1,141.3,W7VNJ,Casper,WY,OPEN,,212.3,NNE,yes,52.98,51.98,141.3,,Natrona,Off-Air,CARC,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,173.8,KD7AGA,"Casper, Casper Mountain",WY,OPEN,,205.1,NNE,yes,146.64,146.04,173.8,,Natrona,Off-Air,CDK Net,,"Full-time to  
        449.57500 (W7VNJ) at Casper, Wyoming Med Center, WY .",WRCG,yes,Regional.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,,N7RRB,"Casper, Casper Mountain",WY,OPEN,W,205.1,NNE,yes,449.9,444.9,,,Natrona,On-Air,Casper Amateur Radio Club,,,WRCG,yes,Metro area.,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,11941,,,,,,,,,,,,,,,
447.975,-5,,NT3ST,"American Fork, KD7BBC QTH",UT,OPEN,,205.6,W,yes,447.975,442.975,,,Utah,On-Air,,,,UVHFS,yes,20,,,,https://nt3st.zzt.net,,,,,,,,,,,,,,,,,,,,,,,,yes,NT3ST (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,167.9,KX7VC,"Highland, KX7VC QTH",UT,OPEN,,206.3,W,yes,447.725,442.725,167.9,167.9,Utah,On-Air,,,,,yes,,,Normally connected via Allstar to Alaska Morning Net,,,,,DN40ck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,100,NB7I,"Casper, Casper Mtn.",WY,OPEN,,206.4,NNE,yes,449.5,444.5,100,,Natrona,On-Air,Versatel,,,,yes,"Wide area, linked to 147.390 Rawlins",Solar Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,131.8,KA7EGC,"American Fork, Utah Lake",UT,OPEN,,206.5,W,yes,449.175,444.175,131.8,,Utah,On-Air,,,,UVHFS,yes,Utah Valley.,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,100,N6QWU,"Payson, West Mountain",UT,OPEN,E,206.7,W,yes,448.25,443.25,100,,Utah,Off-Air,,,,UVHFS,yes,Wide area: Utah County from Alpine to Payson.,,,,,,,DN40cc,355674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,100,WA7UAH,"Goshen, West Mountain",UT,OPEN,,206.7,W,yes,147.02,147.62,100,,Utah,On-Air,ERC,,,UVHFS,yes,Utah County from Alpine to Payson.,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,K7UCS,"Goshen, West Mountain",UT,OPEN,,206.8,W,yes,147.34,147.94,100,,Utah,On-Air,Utah Co ARES,,,UVHFS,yes,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar Valley and its surrounding communities.,E-power.,,UCARES: Tues at 21:00.,http://www.ucares.org,,,DN40cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,207.9,NE,yes,146.88,146.28,100,100,Platte,On-Air,GPARA,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,207.9,NE,yes,449.625,444.625,151.4,,Platte,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,207.9,NE,yes,224.68,223.08,,,Platte,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,123,KB7ZCL,"Morgan, TV Site.",UT,OPEN,,209.2,WNW,yes,147.1,147.7,123,,Morgan,On-Air,,,,UVHFS,yes,City of Morgan and surrounding communities.,,5,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,CC1,KC7WSU,Lehi,UT,OPEN,,209.2,W,yes,447.05,442.05,,,Utah,Off-Air,,,,,yes,,,,,,,,,,,yes,1,,DMR-UTAH,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,,
