Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Links,Last update,Coverage,Features,Nets,Web links,Notes,Coordination,Affiliate,Feed,On-air,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Northern Colorado,Southern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,EchoLink,Local Network,IRLP,Talkgroup Network,Denver Regional,Worldwide,North America,Local/Cluster,Commands,AllStar,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Grid,Worldwide English,DCI Bridge,N. Colorado,D-STAR Enabled,Node,Sources,English,TAC 310,Wyoming,WyLOCAL,P25 Digital Enabled,NAC,Default Reflector,Mountain Reg USA,WIRES-X,Location Photo
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,101.3,ESE,yes,447.2,442.2,82.5,,Weld,On-Air,N6RFI,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,102.1,SE,yes,53.17,51.47,107.2,CSQ,Jefferson,On-Air,N6LXX,Full-time to the  N6LXX System .,yes,"I-70,I-76,I-25,I-225",,,,,CCARC,N6LXX,,,,,,,,,,,,,,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,102.1,SE,yes,447.875,442.875,107.2,107.2,Jefferson,On-Air,N6LXX,Full-time to the  N6LXX System .,yes,"I-70,I-76,I-25,I-225",,,,,CCARC,N6LXX,,,,,,,,,,,,,,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,103,SE,yes,147.12,147.72,88.5,88.5,Jefferson,On-Air,Aurora Repeater Association,,yes,Denver metro and east.,E-power.,,http://www.n0ara.org,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,103.6,SE,yes,147.21,147.81,100,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,yes,,,,http://www.dwarc.com,,,,,,,,,,,,,,,Yes; analog capable.,,,3241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,103.6,SE,yes,448.35,443.35,,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),,yes,Denver Metro and surrounding,,,http://www.DWARC.com,,CCARC,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,103.6,SE,yes,146.895,146.295,100,100,Park,On-Air,AB0RR,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",yes,285,25,Wed at 19:30.,Park County Radio Club (PCRC),,CCARC,,,,,,,,,,,,,,,,,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,104.8,SW,yes,449.5,444.5,107.2,,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),,yes,,E-power.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,128.3,WSW,yes,447,442,107.2,,Garfield,On-Air,,,yes,Wide area.,8,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,134.1,SW,yes,449,444,,107.2,Mesa,On-Air,KB0SW,,yes,,,,,,CCARC,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,104.8,SE,yes,449.3,444.3,100,,Adams,On-Air,N1UPS,,yes,,,,,,CCARC,,,,,,,,,,,,,,43699,,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,105.2,SE,yes,448.75,443.75,100,100,Jefferson,On-Air,,,yes,Local.,E-power.,,,,CCARC,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,105.8,SE,yes,147.045,147.645,123,CSQ,Adams,On-Air,Northglenn RA,,yes,,E-power.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,109.7,SE,yes,447.175,442.175,100,100,Denver,On-Air,W0JRL,,yes,,,,,,CCARC,,,,,,,,,,,,,,201712,,,,,,,,Standard AllStar Link access commands.,29997,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,109.9,SE,yes,224.96,223.36,CSQ,,Weld,On-Air,AC0KC,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,112.2,SE,yes,447.3,442.3,107.2,,Weld,On-Air,,,yes,,,,,,CCARC,,,,,,,,,,,,,,405804,,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,110.4,SE,yes,146.715,146.115,123,123,Denver,On-Air,EARS,,yes,,E-power.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,110.4,SE,yes,448.075,443.075,123,,Denver,On-Air,W0IG,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,110.4,SE,yes,448.55,443.55,82.5,,Denver,Off-Air,HPRA,,yes,,E-power.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,110.4,SE,yes,447.9,442.9,CSQ,,Denver,Off-Air,WB0TPT,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,111.3,SE,yes,447.5,442.5,88.5,88.5,Jefferson,On-Air,Aurora Repeater Association,,yes,Wide area.,E-power.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,111.7,ESE,yes,147,147.6,100,100,Weld,On-Air,Weld ARS,,yes,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,,CCARC,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,111.7,ESE,yes,448.475,443.475,100,,Weld,On-Air,Weld Amateur Radio Society (WARS),,yes,,,,http://www.warsco.org/,,CCARC,,,,,,,,,,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,112.1,ESE,yes,449.725,444.725,127.3,,Weld,On-Air,K0OJ,,yes,,"Autopatch, WX.",,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,114.2,SSW,yes,449.65,444.65,151.4,151.4,Mesa,On-Air,Keri Washburn,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",yes,Wide area coverage,NWS weather alert system.,,,,CCARC,,,,,,,,,,,,,,,,8162,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,130.3,S,yes,447.65,442.65,151.4,151.4,Gunnison,On-Air,KB0YNA,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",yes,Gunnison valley and along East and west on Highway 50.,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,151.7,SSW,yes,448.65,443.65,,151.4,Montrose,On-Air,KB0YNA,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",yes,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,163.5,SW,yes,449.4,444.4,131.8,131.8,Mesa,On-Air,"WA4HND,  Grand Mesa Repeater Association",Full-time to the  GMRA Open System .,yes,Wide area via links - Western Colorado - Eastern Utah,E-power.,RACES Wed 1930 Hrs,http://www.gmra.org,Closed IRLP out - Ask for a control op,CCARC,,,,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,182.8,SSW,yes,449.7,444.7,107.2,107.2,San Miguel,On-Air,Grand Mesa Repeater Association ( GMRA ),Full-time to the  GMRA Open System .,yes,Wide Area via links - Western Colorado - Eastern Utah,E-power.,RACES: Wed at 19:30.,,Closed IRLP out - Ask for a control Op,CCARC,,,,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,114.5,E,yes,449.9,444.9,100,100,Laramie,On-Air,N7JJY,,yes,From 5 miles to 25 miles,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,115,E,yes,448.95,443.95,151.4,151.4,Laramie,On-Air,,,yes,Local,,,,Brandmiester and analog.,WRCG,,,,yes,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,117.9,SE,yes,448.275,443.275,156.7,,Arapahoe,On-Air,W0BG,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,117.9,SE,yes,448.825,443.825,,,Arapahoe,On-Air,,,yes,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30584,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,118.8,SSW,yes,147.33,147.93,107.2,,Delta,On-Air,North Fork Repeater Assoc.,,yes,Wide area.,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,119.5,SSW,yes,447.35,442.35,107.2,,Delta,,Grand Mesa Repeater Assoc (GMRA),,yes,,,,GMRA Repeaters,,CCARC,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,130.2,SE,yes,449.7,444.7,107.2,,Park,,CMRG,,yes,,,,,,CCARC,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,156.2,SE,yes,147.27,147.87,,,El Paso,On-Air,TRA,,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,156.4,SE,yes,449.575,444.575,,,El Paso,On-Air,RMHARC,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,159.5,SE,yes,447.2,442.2,,,El Paso,Testing,GGARC,,yes,"Falcon, Black Forest, Peyton Areas",,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,,,"Lusk, 77 Hill",WY,OPEN,,199.7,NE,yes,147.33,147.93,,CSQ,Niobrara,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.3,0,CSQ,,Chadron,NE,OPEN,,255.6,NE,yes,446.3,446.3,CSQ,CSQ,Dawes,On-Air,,,yes,,,,,Simplex link for the 147.360 in Chadron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,119.8,SE,yes,449.925,444.925,114.8,114.8,Weld,On-Air,KD0RG,,yes,,,,,,CCARC,K0UPS Club,,,,,,,,,,,,,448035,,,,,,,,,,,,,,,DN70,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,119.9,SE,yes,448.15,443.15,141.3,141.3,Denver,On-Air,K0GUR,Full-time to the  The Fun Machine System .,yes,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",E-power (batt).  2 meter and 70cm channel steerable remote bases.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",k0jsc.com,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,CCARC,,Listen Live,,,,,,,,,,,,24340,,,,,,,,,29436,,,,,,DM79pt,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,120.5,SSE,yes,448.575,443.575,103.5,103.5,Park,Off-Air,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",yes,Western Park County,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,147,SSE,yes,449.925,444.925,103.5,103.5,Chaffee,On-Air,,,yes,"Upper Arkansas and Platte Rivers, and the SLV",E-power (Bat),,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,CCARC,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,121.4,SE,yes,146.685,146.085,107.2,107.2,Park,On-Air,Mountain ARC (MARC),"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",yes,,"Closed autopatch, e-power.",MARC/PCRC: Tue at 19:30.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,139.7,SE,yes,146.82,146.22,107.2,,Teller,On-Air,Mountain ARC,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",yes,,E-power.,MARC/PCRC: Tue at 19:30.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,139.7,SE,yes,448.65,443.65,107.2,,Teller,On-Air,Mountain ARC (MARC),"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",yes,,E-power.,MARC/PCRC: Tue at 19:30.,,,CCARC,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,148.9,SE,yes,147.015,147.615,107.2,,Teller,On-Air,Mountain ARC,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",yes,,E-power.,MARC/PCRC: Tue at 19:30.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,156.4,SE,yes,447.475,442.475,107.2,,El Paso,,Mountain ARC (MARC),"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",yes,,"Closed autopatch, e-power.",MARC/PCRC: Tue at 1930.,,,CCARC,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,121.5,SE,yes,147.36,147.96,107.2,107.2,Park,On-Air,,,yes,Wide area.,E-power.,,CMRG Repeaters,,CCARC,,,,,,,,,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,146.6,SSE,yes,145.295,144.695,107.2,,Chaffee,On-Air,Cheyenne Mtn Repeater Group,,yes,Wide area.,,,CMRG Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,147,SSE,yes,449.65,444.65,107.2,,Chaffee,On-Air,,,yes,Wide area.,E-power.,,CMRG Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,159.3,SE,yes,146.76,146.16,107.2,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group,,yes,,"Closed autopatch, e-power.",,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,159.3,SE,yes,147.345,147.945,107.2,107.2,El Paso,On-Air,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",yes,Wide area.,"Closed autopatch, e-power.",,http://www.cmrg.org/,,CCARC,,,,,,,,,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,159.3,SE,yes,448,443,107.2,,El Paso,On-Air,,,yes,,,,CMRG Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,159.3,SE,yes,448.1,443.1,107.2,107.2,El Paso,On-Air,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",yes,Wide area.,"Closed autopatch, e-power.",,CMRG Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,159.5,SE,yes,145.375,144.77,,,El Paso,Off-Air,Cheyenne Mountain Repeater Group (CMRG),,yes,wide area,,,http://www.cmrg.org,Repeater off air for now.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,159.5,SE,yes,446.9125,441.9125,,,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,yes,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,159.5,SE,yes,927.85,902.85,D114,,Teller,On-Air,CMRG,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",yes,,9,,http://www.cmrg.org,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,190.4,SSE,yes,449.625,444.625,107.2,,Custer,On-Air,,,yes,,E-power.,,CMRG Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,121.6,SW,yes,446.9125,441.9125,,,Mesa,On-Air,Bill Frost,,yes,"Grand Junction, I70",,,,Brandmeister network,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,122.1,W,yes,147.1,147.7,136.5,,Uintah,On-Air,""">Borderline ARC","Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",yes,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Autopatch, e-power.",,,8,UVHFS,,,,,,,,,,,,,,458414,,3577,,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,136.7,W,yes,449.9,444.9,136.5,,Uintah,,Borderline Amateur Radio Club,,yes,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,Unknown,,,,,,,,,,,,,7705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,140.2,W,yes,147.04,147.64,136.5,,Uintah,On-Air,Borderline ARC,Full-time to the  Sinbad Desert (SDARC) System .,yes,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",E-power.,,,8,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,122.1,W,yes,449.7,444.7,136.5,,Uintah,,W7BYU,,yes,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",8,,,,UVHFS,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,122.2,W,yes,146.92,146.32,136.5,,Duchesne,Off-Air,,,yes,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",E-power.,,,,UVHFS,,,,,,,,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,173.2,W,yes,145.49,144.89,136.5,,Duchesne,On-Air,,,yes,"Duchesne, UT area.",E-power.,,http://sdarc.us/repeaters/flat-top.html,5,UVHFS,Sinbad Desert ARC (SDARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,123.9,SSW,yes,147.36,147.96,100,,Delta,,W0ALC,,yes,,,,,,CCARC,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,123.9,SSW,yes,449.825,444.825,100,,Delta,,W0ALC,,yes,,,,,,CCARC,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,123.9,E,yes,449.3,444.3,,,Laramie,On-Air,WU7G,,yes,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,184.3,E,yes,444.125,449.125,114.8,,Scotts Bluff,On-Air,SBCEMA,,yes,Wide area,Linked to Albin (147.165) and Cheyenne (146.775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,123.9,SSW,yes,147.195,147.795,107.2,,Delta,,,,yes,Local.,,,,,,Colorado District 25 ARES,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,124.1,SE,yes,446.925,441.925,,,Douglas,On-Air,,Full-time to the  Colorado TRBO System .,yes,,,,Rocky Mountain Ham Radio,See the website for programming info.,CCARC,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
