Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,County,Op Status,Sponsor,Last update,Denver Regional,Affiliate,Talkgroup Network,Northern Colorado,Web links,Coordination,Links,Worldwide,North America,Local/Cluster,Features,Notes,Downlink Tone,Mixed-Mode,Coverage,Local Network,IRLP,D-STAR Enabled,Node,Sources,Nets,Feed,Grid,EchoLink,AllStar,Location Photo,Commands,On-air,YSF Digital Enabled,DG-ID,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,DCI Bridge,N. Colorado,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,Europe,Southwest USA,Mountain Reg USA,Wyoming,WyLOCAL
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,56.7,E,yes,927.725,902.725,D114,,,,,,,Teller,On-Air,WA6IFI,yes,,,,,Yahoo Group,CCARC,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,12,,D114,,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,63.1,E,yes,53.13,51.43,107.2,,,,,,,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),yes,,,,,http://www.cmrg.org,CCARC,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,66.8,E,yes,447.55,442.55,123,,,,,,,El Paso,On-Air,WA6IFI,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,135.2,SE,yes,145.43,144.83,107.2,,,,,,,Las Animas,On-Air,Cheyenne Mountain Repeater Group,yes,,,,,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,56.7,E,yes,147.18,147.78,100,,,,,,,El Paso,On-Air,AA0SP,yes,,,,,,CCARC,,,,,E-power (solar).,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,59.8,E,yes,447.675,442.675,179.9,,,,,,,Teller,On-Air,Mountain Amateur Radio Club (MARC),yes,,,,,,CCARC,,,,,E-power.,,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,59.8,E,yes,927.9,902.9,D205,,,,,,,Teller,On-Air,MARC,yes,,,,,,CCARC,,,,,,,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,59.9,E,yes,145.415,144.815,179.9,,,,,,,Teller,,MARC,yes,,,,,,CCARC,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,59.9,E,yes,449.025,444.025,141.3,,,,,,,Teller,,Mountain Amateur Radio Club (MARC),yes,,,,,,CCARC,,,,,Linked.,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,59.8,E,yes,449.325,444.325,103.5,,,,,,,Teller,On-Air,KA4EPS,yes,,Amateur Radio Motorcycle Club,,,,CCARC,,,,,E-power. Allstar Node 27976,Node # 27976,103.5,,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",,,,,,"Sunday 1500 MST
Tuesday 1730 MST",,,,27976,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,62,E,yes,145.16,144.56,107.2,,,,,,,El Paso,On-Air,Colorado Repeater Association,yes,,CRA VHF Link System,,,http://www.w0cra.org/info/cosprgs.html#145160,CCARC,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,"Closed autopatch, e-power.",Switch to this repeater at mile marker 170 on I-25.,107.2,,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",,3990,,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,68.2,NE,yes,147.225,147.825,107.2,,,,,,,Douglas,On-Air,Colorado Repeater Association (CRA),yes,,CRA VHF Link System,,,Colorado Repeater Association,CCARC,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,,,Closed autopatch,,107.2,,Wide area,,3990,,,,"CRA Net, Sunday 9AM",,,347086,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,68.2,NE,yes,448.425,443.425,107.2,,,,,,,Douglas,On-Air,Colorado Repeater Association (CRA),yes,,ARESDEC,,,http://www.w0cra.org,,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,,,,,107.2,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,76.2,NNE,yes,53.05,51.35,107.2,,,,,,,Jefferson,Off-Air,Colorado Repeater Association (CRA),yes,,,,,,CCARC,,,,,10,,107.2,,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,77.7,NNE,yes,1287.9,1267.9,CSQ,,,,,,,Jefferson,Off-Air,Colorado Repeater Association (CRA),yes,,,,,,CCARC,,,,,,,,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,77.7,NNE,yes,224.98,223.38,107.2,,,,,,,Jefferson,Off-Air,Colorado Repeater Association,yes,,,,,,CCARC,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,"Closed autopatch, e-power.",,107.2,,Wide area. Denver.,,3990,,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,77.7,NNE,yes,447.15,442.15,107.2,,,,,,,Jefferson,Off-Air,Colorado Repeater Association (CRA),yes,,,,,,CCARC,,,,,"Closed autopatch, e-power.",,107.2,,Wide area: Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,83.6,NNE,yes,145.145,144.545,107.2,,,,,,,Clear Creek,On-Air,Colorado Repeater Assoc,yes,,,,,http://www.w0cra.org/info/squaw.html#145145,CCARC,,,,,E-power.,,107.2,,Wide area. Denver metro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,83.6,NNE,yes,447.575,442.575,107.2,,,,,,,Clear Creek,On-Air,Colorado Repeater Association (CRA),yes,,,,,http://www.w0cra.org,CCARC,,,,,,,107.2,,Wide area: Denver metro.,,3291,,,,,,,347088,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,111.7,NNE,yes,145.46,144.86,107.2,,,,,,,Boulder,On-Air,Colorado Repeater Association (CRA),yes,,CRA VHF Link System,,,,CCARC,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,"Closed autopatch, e-power.",,107.2,,Boulder/Denver Metro,,3990,,,,,,,347086,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,111.7,NNE,yes,447.975,442.975,107.2,,,,,,,Boulder,On-Air,Colorado Repeater Association (CRA),yes,,,,,,CCARC,,,,,Closed autopatch.,,107.2,,Wide area: Boulder/Longmont area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,62.9,NW,yes,447.05,442.05,136.5,,,,,,,Pitkin,On-Air,Roaring Fork Amateur Repeater Cooperative,yes,,,,,,CCARC,,,,,,,136.5,,Aspen-Snowmass areas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,85.2,NW,yes,447.15,442.15,136.5,,,,,,,Garfield,On-Air,,yes,,,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,99.9,NW,yes,147.3,147.9,107.2,,,,,,,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,yes,,,,,,CCARC,,,,,8,Single beep courtesy tone when linked and none when unlinked.,,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,,,,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,64.3,E,yes,448.725,443.725,123,,,,,,,El Paso,On-Air,KA0TTF,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,65.5,N,yes,146.7,146.1,107.2,,,,,,,Summit,On-Air,GRARC,yes,,,,,,CCARC,,,,,E-power.,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,66.5,NNE,yes,146.895,146.295,100,,,,,,,Park,On-Air,AB0RR,yes,,,,,Park County Radio Club (PCRC),CCARC,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,,,25,,100,,285,,,,,,Wed at 19:30.,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,66.8,E,yes,448.6,443.6,114.8,,,,,,,El Paso,,W0MOG,yes,,,,,,CCARC,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,66.8,E,yes,927.8,902.8,D116,,,,,,,Teller,On-Air,,yes,,,,,,CCARC,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,66.9,E,yes,147.39,147.99,103.5,,,,,,,El Paso,On-Air,W0MOG,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,69.4,E,yes,224.72,223.12,103.5,,,,,,,El Paso,On-Air,w0mog,yes,,,,,,,,,,,,,103.5,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,66.8,E,yes,448.3,443.3,100,,,,,,,El Paso,On-Air,AA0L,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,68,E,yes,147.135,147.735,100,,,,,,,El Paso,On-Air,AA0L,yes,,,,,,CCARC,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,66.8,E,yes,447.35,442.35,151.4,,,,,,,El Paso,On-Air,GGARC,yes,,,,,,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,66.9,E,yes,146.91,146.31,151.4,,,,,,,El Paso,On-Air,GGARC,yes,,,,,,CCARC,,,,,E-power.,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,66.8,E,yes,447.025,442.025,123,,,,,,,El Paso,Off-Air,Colorado Springs ARA,yes,,,,,,CCARC,,,,,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,66.8,E,yes,448.25,443.25,123,,,,,,,El Paso,Off-Air,,yes,,,,,,CCARC,,,,,,,,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,66.9,E,yes,146.85,146.25,103.5,,,,,,,El Paso,On-Air,W0RSH,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,68.9,NW,yes,146.67,146.07,107.2,,,,,,,Pitkin,On-Air,Ski Country ARC,yes,,,,,,CCARC,,,,,Linked.,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,69.1,SW,yes,146.925,146.325,,,,,,,,Mineral,Off-Air,Creede ARC,yes,,,,,,CCARC,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,69.3,NE,yes,446.925,441.925,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,Douglas,On-Air,,yes,2,,,,Rocky Mountain Ham Radio,CCARC,Full-time to the  Colorado TRBO System .,,,,,See the website for programming info.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,69.3,NE,yes,447.525,442.525,146.2,,,,,,,Douglas,On-Air,EmComm Colorado,yes,,Colorado ARES,,,,CCARC,,,,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",146.2,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,91.1,NE,yes,447.525,442.525,203.5,,,,,,,Douglas,On-Air,EmComm Colorado,yes,,Colorado ARES,,,,CCARC,,,,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",146.2,,"Denver metropolitan area, front range foothills",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,71.1,NE,yes,145.19,144.59,131.8,,,,,,,Douglas,On-Air,N0OBA Owner,yes,,,,,,,,,,,,,131.8,,Wide area coverage at 8300,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,71.8,E,yes,447.725,442.725,100,,,,,,,El Paso,On-Air,K0NR,yes,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,,,,,30,,100,,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,76.1,NNE,yes,147.12,147.72,88.5,,,,,,,Jefferson,On-Air,Aurora Repeater Association,yes,,,,,http://www.n0ara.org,CCARC,,,,,E-power.,,88.5,,Denver metro and east.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,76.3,SE,yes,147,147.6,,,,,,,,Pueblo,On-Air,Carl Higbee,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,76.5,NNW,yes,146.61,146.01,107.2,,,,,,,Eagle,On-Air,ECHO,yes,,,,,,CCARC,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,76.9,SW,yes,449.525,444.525,100,,,,,,,Mineral,On-Air,N0PKT,yes,,The Fun Machine,,,,,Full-time to the  The Fun Machine System .,,,,,,100,,,,,,,,,,DM67lt,,43265,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,77.6,NNE,yes,447.5,442.5,88.5,,,,,,,Jefferson,On-Air,Aurora Repeater Association,yes,,,,,,CCARC,,,,,E-power.,,88.5,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,77.7,SE,yes,146.655,146.055,123,,,,,,,Pueblo,On-Air,K0ST,yes,,,,,,CCARC,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,77.7,SE,yes,447.7,442.7,210.7,yes,0,,,,,Pueblo,Off-Air,,yes,,,,,,CCARC,,,,,,,210.7,Yes; analog capable.,,,7389,,,,,,,,29228,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,77.7,SE,yes,449.725,444.725,100,,,,,,,El Paso,On-Air,N0PWZ,yes,,,,,,CCARC,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,78.1,SE,yes,147.24,147.84,103.5,,,,,,,Pueblo,Off-Air,TARA,yes,,,,,,CCARC,,,,,,,CSQ,,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,79,NNW,yes,224.8,223.2,,,,,,,,Eagle,Off-Air,ECHO,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,79,NNW,yes,449.9,444.9,107.2,,,,,,,Eagle,Off-Air,ECHO,yes,,,,,,CCARC,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,79.4,WSW,yes,147.135,146.535,123,,,,,,,Hinsdale,On-Air,,yes,,,,,http://www.sjcham.com,CCARC,,,,,E-power (solar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,97.3,WSW,yes,147.27,147.87,127.3,,,,,,,Ouray,On-Air,,yes,,,,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,102.3,WSW,yes,147.375,147.975,156.7,,,,,,,San Juan,On-Air,,yes,,,,,http://www.sjcham.com,CCARC,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,13,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,103.3,WSW,yes,447.525,442.525,127.3,,,,,,,San Juan,On-Air,KB5ITS,yes,,,,,,CCARC,,,,,E-power.,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,103.4,WSW,yes,145.325,144.725,127.3,,,,,,,San Juan,On-Air,,yes,,,,,http://www.sjcham.com,CCARC,,,,,Solar powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,103.4,WSW,yes,444,449,67,,,,,,,San Juan,On-Air,,yes,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,132.6,SW,yes,147.15,147.75,100,,,,,,,La Plata,On-Air,,yes,,,,,http://www.sjcham.com,CCARC,,,,,E-power.,,,,Bayfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,136.2,SW,yes,147.135,147.735,100,,,,,,,La Plata,On-Air,,yes,,,,,http://www.sjcham.com,CCARC,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,142.6,SW,yes,442.375,447.375,100,,,,,,,Montezuma,On-Air,San Juan Connection,yes,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,148.3,WSW,yes,145.325,144.725,100,,,,,,,Montezuma,On-Air,,yes,,,,,http://www.sjcham.com,CCARC,,,,,E-power.,Full time to the San Juan Connection,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,149.1,SW,yes,147.36,147.96,100,,,,,,,San Juan,On-Air,,yes,,,,,http://www.sjcham.com,NMFCC,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,154.9,WSW,yes,145.19,144.59,100,,,,,,,Montezuma,On-Air,,yes,,,,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,154.9,WSW,yes,447.275,442.275,100,,,,,,,Montezuma,On-Air,,yes,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,160.9,SW,yes,146.88,146.28,100,,,,,,,San Juan,On-Air,,yes,,,,,http://www.sjcham.com,NMFCC,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,160.9,SW,yes,447.45,442.45,107.2,,,,,,,San Juan,On-Air,KB5ITS,yes,,,,,,NMFCC,,,,,"E-power, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,165.9,SW,yes,147.1,147.7,100,,,,,,,San Juan,On-Air,San Juan connection,yes,,,,,http://www.sjcham.com,NMFCC,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,166.4,SW,yes,448.65,443.65,127.3,,,,,,,San Juan,On-Air,,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,174.1,SW,yes,53.01,52.01,131.8,,,,,,,San Juan,On-Air,KB5ITS,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,174.1,SW,yes,146.76,146.16,100,,,,,,,San Juan,On-Air,,yes,,,,,http://www.sjcham.com,NMFCC,Full-time to the  San Juan Connection System .,,,,"Closed autopatch, e-power.",,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,174.1,SW,yes,147,147.6,100,,,,,,,San Juan,On-Air,,yes,,,,,,NMFCC,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,222.1,SW,yes,145.25,144.65,100,,,,,,,Apache,On-Air,San Juan Connection,yes,,,,,,ARCA,Full-time to the  San Juan Connection System .,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
