Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Northern Colorado,County,Op Status,Affiliate,Features,Links,Notes,Web links,Coordination,Last update,Sponsor,Downlink Tone,Coverage,Nets,Feed,Grid,EchoLink,YSF Digital Enabled,DG-ID,Mixed-Mode,D-STAR Enabled,Node,Sources,IRLP,AllStar,Commands,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Denver Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,English,Southern Colorado,Local Network,On-air,Location Photo,Wyoming,WyLOCAL
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,118.4,SSW,yes,445.0625,440.0625,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,El Paso,Off-Air,,The DMR-MARC Worldwide Network,,,,CCARC,yes,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,1,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,127.9,WSW,yes,445.0875,440.0875,,yes,7,,,,,Fremont,On-Air,Rocky Mountain Ham Radio,,,,http://www.rmham.org/,,yes,K2AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,138,SW,yes,446.7625,441.7625,,yes,0,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,Park,On-Air,RMHAM,,,,,,yes,K7PFJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,143.7,WSW,yes,445.05,440.05,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,Lake,On-Air,Rocky Mountain Ham Radio,,,,http://www.rmham.org/,CCARC,yes,K2AD,,,,,,,,,,,,,,,,,,,,,RMHAM,,,,,,,2,,,,,,,,2,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,146.5,WSW,yes,445.075,440.075,,yes,7,,,,,Eagle,On-Air,Rocky Mountain Ham Radio,,,,http://www.rmham.org/,CCARC,yes,K2AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,166.8,SW,yes,446.8125,441.8125,,yes,0,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,Chaffee,On-Air,,,,,,,yes,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,292.7,SW,yes,445.1375,440.1375,,yes,7,,,,,La Plata,On-Air,Rocky Mountain Ham Radio,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,http://www.rmham.org/,CCARC,yes,K2AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,79.4,WSW,yes,1299.5,1279.5,,,,,,,,Boulder,On-Air,,E-power.,,,,CCARC,yes,Boulder County ARES,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,80.2,WSW,yes,146.61,146.01,100,,,,,,,Boulder,Off-Air,,,,,,CCARC,yes,Boulder Amateur Radio Club,,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,80.2,WSW,yes,448.9,443.9,100,,,,,,,Boulder,On-Air,,6,,,,CCARC,yes,Boulder ARC,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,80.4,WSW,yes,146.7,146.1,100,,,,,,,Boulder,On-Air,,6,,,BARC Repeaters,CCARC,yes,Boulder Co ARC,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,79.5,WSW,yes,447.825,442.825,D073,,,,,,,Jefferson,On-Air,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,CCARC,yes,Denver Radio Club,D073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,81.2,WSW,yes,147.33,147.93,100,,,,,,,Jefferson,On-Air,,E-power.,,Not recommeded to use tone squelch on this repeater.,DRC Repeaters,CCARC,yes,Denver Radio Club,,Metro Denver and the foothills.,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,81.2,WSW,yes,224.38,222.78,100,,,,,,,Jefferson,On-Air,,,,,DRC Repeaters,CCARC,yes,Denver Radio Club,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,81.2,WSW,yes,449.775,444.775,100,,,,,,,Jefferson,On-Air,,,,,Denver Radio Club,CCARC,yes,Denver Radio Club,100,Metro Denver,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,82.2,WSW,yes,53.09,51.39,107.2,,,,,,,Jefferson,On-Air,,E-power.,,,DRC Repeaters,CCARC,yes,Denver Radio Club,,Metro Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,89.3,WSW,yes,448.625,443.625,100,,,,,,,Jefferson,On-Air,,E-power.,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,DRC Repeaters,CCARC,yes,Denver Radio Club,100,Denver metro area.,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,89.4,WSW,yes,446.7875,441.7875,,yes,1,,,,,Jefferson,On-Air,Brandmeister Network,,,,http://www.w0tx.org/,CCARC,yes,Denver Radio Club,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,97.9,WSW,yes,145.49,144.89,100,,,,,,,Jefferson,On-Air,,E-power.,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,DRC Repeaters,CCARC,yes,"KB0VIU,  Denver Radio Club",100,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,97.9,WSW,yes,449.35,444.35,100,,,,,,,Clear Creek,On-Air,,11,,,DRC Repeaters,CCARC,yes,Denver Radio Club,100,Wide area.,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,79.5,WSW,yes,448.75,443.75,100,,,,,,,Jefferson,On-Air,N0ELY,E-power.,,,,CCARC,yes,,100,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,80.6,NW,yes,146.775,146.175,114.8,,,,,,,Laramie,On-Air,,"E-power, WX.","Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,WRCG,yes,Shy-Wy Amateur Radio Club,,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,81.5,NW,yes,147.105,147.705,114.8,,,,,,,Laramie,On-Air,,,,,,WRCG,yes,ShyWyArc,91.5,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,82.2,N,yes,147.165,147.765,114.8,,,,,,,Laramie,On-Air,,E-power.,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,WRCG,yes,Shy-Wy Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,119,NW,yes,146.82,146.22,114.8,,,,,,,Albany,On-Air,,,,,,WRCG,yes,Shy-Wy Amateur Radio Club,,Wide area.,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,81.5,NW,yes,145.235,144.635,114.8,,,,,,,Laramie,On-Air,,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",25,,WRCG,yes,N7GT,,Local: Cheyenne.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,97.1,NW,yes,448.15,443.15,100,,,,,,,Laramie,Off-Air,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,WRCG,yes,KB7SWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,81.5,NW,yes,449.9,444.9,100,,,,,,,Laramie,On-Air,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,yes,N7JJY,100,From 5 miles to 25 miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,82.1,NW,yes,448.95,443.95,151.4,yes,15,,,,,Laramie,On-Air,,,,Brandmiester and analog.,,WRCG,yes,,151.4,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,82.1,E,yes,146.955,146.355,,,,,,,,Phillips,,,E-power.,,,,CCARC,yes,PCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,82.6,WSW,yes,448.125,443.125,107.2,,,,,,,Jefferson,On-Air,,,,,,CCARC,yes,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,82.6,WSW,yes,927.7875,902.7875,156.7,,,,,,,Jefferson,On-Air,,,,,,,yes,N0PYY,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,97.7,WSW,yes,147.3,147.9,103.5,,,,,,,Clear Creek,On-Air,,,,,,CCARC,yes,Denver PD EEB,103.5,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,82.6,WSW,yes,448.975,443.975,123,,,,,,,Jefferson,On-Air,,Linkable VHF/UHF Remote Base,,,,CCARC,yes,FRG,,Wide area.,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,83,W,yes,145.46,144.86,107.2,,,,,,,Boulder,On-Air,CRA VHF Link System,"Closed autopatch, e-power.","Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,CCARC,yes,Colorado Repeater Association (CRA),107.2,Boulder/Denver Metro,,,,347086,,,,,,,3990,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,83,W,yes,447.975,442.975,107.2,,,,,,,Boulder,On-Air,,Closed autopatch.,,,,CCARC,yes,Colorado Repeater Association (CRA),107.2,Wide area: Boulder/Longmont area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,94.4,WSW,yes,1287.9,1267.9,CSQ,,,,,,,Jefferson,Off-Air,,,,,,CCARC,yes,Colorado Repeater Association (CRA),,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,94.4,WSW,yes,224.98,223.38,107.2,,,,,,,Jefferson,Off-Air,,"Closed autopatch, e-power.","Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,CCARC,yes,Colorado Repeater Association,107.2,Wide area. Denver.,,,,347086,,,,,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,94.4,WSW,yes,447.15,442.15,107.2,,,,,,,Jefferson,Off-Air,,"Closed autopatch, e-power.",,,,CCARC,yes,Colorado Repeater Association (CRA),107.2,Wide area: Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,96.9,WSW,yes,53.05,51.35,107.2,,,,,,,Jefferson,Off-Air,,10,,,,CCARC,yes,Colorado Repeater Association (CRA),107.2,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,97.9,WSW,yes,145.145,144.545,107.2,,,,,,,Clear Creek,On-Air,,E-power.,,,http://www.w0cra.org/info/squaw.html#145145,CCARC,yes,Colorado Repeater Assoc,107.2,Wide area. Denver metro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,97.9,WSW,yes,447.575,442.575,107.2,,,,,,,Clear Creek,On-Air,,,,,http://www.w0cra.org,CCARC,yes,Colorado Repeater Association (CRA),107.2,Wide area: Denver metro.,,,,347088,,,,,,,3291,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,99.1,SW,yes,147.225,147.825,107.2,,,,,,,Douglas,On-Air,CRA VHF Link System,Closed autopatch,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,Colorado Repeater Association,CCARC,yes,Colorado Repeater Association (CRA),107.2,Wide area,"CRA Net, Sunday 9AM",,,347086,,,,,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,99.1,SW,yes,448.425,443.425,107.2,,,,,,,Douglas,On-Air,ARESDEC,,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,http://www.w0cra.org,,yes,Colorado Repeater Association (CRA),107.2,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,119.4,SSW,yes,145.16,144.56,107.2,,,,,,,El Paso,On-Air,CRA VHF Link System,"Closed autopatch, e-power.","Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",Switch to this repeater at mile marker 170 on I-25.,http://www.w0cra.org/info/cosprgs.html#145160,CCARC,yes,Colorado Repeater Association,107.2,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",,,,347086,,,,,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,83.9,WSW,yes,1283.9625,1263.9625,,,,,,,,Jefferson,On-Air,,,,,Colorado D-Star,CCARC,yes,Colorado D-Star,,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,83.9,WSW,yes,1299.9,1299.9,,,,,,,,Jefferson,On-Air,,,,,Colorado D-Star,,yes,Colorado D-Star,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,83.9,WSW,yes,145.25,144.65,,,,,,,,Jefferson,On-Air,,,,,Colorado D-Star,CCARC,yes,Colorado D-Star,,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,83.9,WSW,yes,446.9625,441.9625,,,,,,,,Jefferson,On-Air,,,,,Colorado D-Star,CCARC,yes,Colorado D-Star,,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,83.9,WSW,yes,446.8375,441.8375,,yes,7,,,,,Jefferson,On-Air,,200,Full-time to the  Colorado TRBO System .,See website for more info on CC/TS/TG programming.  www.rmham.org,,CCARC,yes,WA2YZT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,84.1,WSW,yes,449.625,444.625,141.3,,,,,,,Jefferson,On-Air,,E-power,,,,CCARC,yes,Rocky Mountain Ham Radio,141.3,,,,,,,,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,84.4,SSE,yes,447,442,103.5,,,,,,,Lincoln,On-Air,,APRS repeater &amp; I-Gate / Weather station,,,,,yes,Delbert Noakes (KC0VJD),,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,DM89gb,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,30534,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,85,WSW,yes,53.17,51.47,107.2,,,,,,,Jefferson,On-Air,N6LXX,,Full-time to the  N6LXX System .,,,CCARC,yes,N6LXX,CSQ,"I-70,I-76,I-25,I-225",,,,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,85,WSW,yes,447.875,442.875,107.2,,,,,,,Jefferson,On-Air,N6LXX,,Full-time to the  N6LXX System .,,,CCARC,yes,N6LXX,107.2,"I-70,I-76,I-25,I-225",,,,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,85.7,N,yes,147,146.4,103.5,,,,,,,Banner,On-Air,,,,,,,yes,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,117,N,yes,147.075,147.675,,,,,,,,Scotts Bluff,On-Air,,,,,,,yes,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,137.7,NNE,yes,146.715,146.115,103.5,,,,,,,Box Butte,On-Air,,,,,,,yes,TriCity,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,86,W,yes,146.91,147.51,123,,,,,,,Boulder,On-Air,"Town of Gold Hill, Colorado",,,There is a MOU With BCARES for repeater use.,http://goldhilltown.com/,,yes,,127.3,"East of Gold Hill, The Indian Peaks, Denver, Boulder","Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,87.2,WSW,yes,449.75,444.75,103.5,,,,,,,Jefferson,On-Air,,8,,,Repeater,CCARC,yes,Rocky Mtn Radio League,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,87.2,WSW,yes,224.74,223.14,88.5,,,,,,,Jefferson,On-Air,,e-power,,,ARA Repeaters,CCARC,yes,Aurora Repeater Assoc,88.5,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,87.2,WSW,yes,145.22,144.62,103.5,,,,,,,Jefferson,On-Air,,8,,Talk-Group of $FFFF.,Repeater,CCARC,yes,Rocky Mtn Radio League,103.5,Wide area.,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,87.3,SW,yes,146.88,146.28,100,,,,,,,Jefferson,On-Air,,E-power.,,6,DRL Repeaters,CCARC,yes,Denver Radio League,,Wide Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,87.3,SW,yes,449.6,444.6,100,,,,,,,Jefferson,On-Air,,,,,DRL Repeaters,CCARC,yes,Denver Radio League,,,,,,690473,,,,,,,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,89.4,WSW,yes,146.64,146.04,100,,,,,,,Jefferson,On-Air,,E-power.,,8,DRL Repeaters,CCARC,yes,Denver Radio League,,"Wide area. 
   Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,87.3,W,yes,146.685,146.085,123,,,,,,,Larimer,On-Air,,E-power.,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,CCARC,yes,Estes Valley ARC,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),ARES D-10: Thu at 19:00.,,,625757,,,,,,,7268,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,91.1,W,yes,449.8,444.8,123,,,,,,,Larimer,On-Air,,E-Power,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,CCARC,yes,Estes Valley ARC,,,ARES D-10: Thu at 19:00.,,,625757,,,,,,,7268,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,87.3,WSW,yes,448.85,443.85,88.5,,,,,,,Jefferson,On-Air,,e-power.,,,ARA Repeaters,CCARC,yes,Aurora Repeater Assoc,88.5,"Denver metro, central front range",ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,87.3,WSW,yes,224,222.4,103.5,,,,,,,Jefferson,On-Air,,8,,,Repeater,CCARC,yes,Rocky Mountain Radio League,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
