Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Affiliate,Links,Last update,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Grid,Coverage,Features,Notes,Web links,Coordination,EchoLink,IRLP,AllStar,Nets,Feed,Sponsor,D-STAR Enabled,Node,Sources,Worldwide,North America,Local/Cluster,Denver Regional,Talkgroup Network,Northern Colorado,Mixed-Mode,Local Network,On-air,Commands,YSF Digital Enabled,DG-ID,WIRES-X,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,DCI Bridge,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,Europe,TAC 310,Southwest USA,Mountain Reg USA,Texas,COMM 1,Texas/Oklahoma Regional USA
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,111.9,N,yes,146.64,146.04,100,,Jefferson,On-Air,,,yes,,,,,,,,,"Wide area. 
   Repeater Coverage Map",E-power.,8,DRL Repeaters,CCARC,,,,,,Denver Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,96.8,NNE,yes,446.85,441.85,,,Douglas,On-Air,,,yes,,,,,,,,,,D-Star B module,,http://parkerradio.org,CCARC,,,,,,Parker Radio Association,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,99.7,NNE,yes,445.075,440.075,,,Douglas,On-Air,,,yes,yes,1,,,,,,,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,Mixed Mode,http://www.parkerradio.org,CCARC,,,,Mondays 20:30 MST,,Parker Radio Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,97.4,NNE,yes,449.95,444.95,77,77,Douglas,On-Air,,,yes,,,,,,,,,Primarily to the North along I-25 corridor,,,,CCARC,,,,,,W9SL Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,98,NNW,yes,146.7,146.1,107.2,,Summit,On-Air,,,yes,,,,,,,,,,E-power.,,,CCARC,,3972,,,,GRARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,100.8,W,yes,147.135,146.535,123,,Hinsdale,On-Air,,,yes,,,,,,,,,,E-power (solar),,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,120.2,W,yes,147.27,147.87,127.3,,Ouray,On-Air,,,yes,,,,,,,,,,,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,120.2,W,yes,147.375,147.975,156.7,,San Juan,On-Air,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",yes,,,,,,,,,Wide area.,13,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,121.8,W,yes,145.325,144.725,127.3,,San Juan,On-Air,,,yes,,,,,,,,,,Solar powered,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,121.8,W,yes,444,449,67,,San Juan,On-Air,,,yes,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,121.8,W,yes,447.525,442.525,127.3,,San Juan,On-Air,,,yes,,,,,,,,,Wide area.,E-power.,,,CCARC,,,,,,KB5ITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,137.9,WSW,yes,147.15,147.75,100,,La Plata,On-Air,,,yes,,,,,,,,,Bayfield,E-power.,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,146.4,WSW,yes,147.135,147.735,100,100,La Plata,On-Air,,,yes,,,,,,,,,,,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,149.9,SW,yes,147.36,147.96,100,,San Juan,On-Air,,Full-time to the  San Juan Connection System .,yes,,,,,,,,,,,,http://www.sjcham.com,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,156.1,WSW,yes,442.375,447.375,100,,Montezuma,On-Air,,Full-time to the  San Juan Connection System .,yes,,,,,,,,,,,,,,,,,,,San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,162,WSW,yes,145.325,144.725,100,,Montezuma,On-Air,,,yes,,,,,,,,,Wide area.,E-power.,Full time to the San Juan Connection,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,165.5,WSW,yes,447.45,442.45,107.2,,San Juan,On-Air,,,yes,,,,,,,,,,"E-power, remote base.",,,NMFCC,,,,,,KB5ITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,165.6,WSW,yes,146.88,146.28,100,,San Juan,On-Air,,Full-time to the  San Juan Connection System .,yes,,,,,,,,,,,,http://www.sjcham.com,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,166.3,SW,yes,147.1,147.7,100,,San Juan,On-Air,,Full-time to the  San Juan Connection System .,yes,,,,,,,,,,,,http://www.sjcham.com,NMFCC,,,,,,San Juan connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,169.6,SW,yes,448.65,443.65,127.3,,San Juan,On-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,172.1,WSW,yes,145.19,144.59,100,,Montezuma,On-Air,,,yes,,,,,,,,,,,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,172.1,WSW,yes,447.275,442.275,100,,Montezuma,On-Air,,,yes,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,179.6,WSW,yes,53.01,52.01,131.8,,San Juan,On-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,KB5ITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,179.6,WSW,yes,146.76,146.16,100,100,San Juan,On-Air,,Full-time to the  San Juan Connection System .,yes,,,,,,,,,,"Closed autopatch, e-power.",,http://www.sjcham.com,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,179.6,WSW,yes,147,147.6,100,,San Juan,On-Air,,,yes,,,,,,,,,,"Autopatch, e-power.",,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,230.6,WSW,yes,145.25,144.65,100,,Apache,On-Air,,Full-time to the  San Juan Connection System .,yes,,,,,,,,,,"E-power, linked.",,,ARCA,,,,,,San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,102.9,NW,yes,447.05,442.05,136.5,136.5,Pitkin,On-Air,,,yes,,,,,,,,,Aspen-Snowmass areas.,,,,CCARC,,,,,,Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,125.1,NW,yes,447.15,442.15,136.5,,Garfield,On-Air,,,yes,,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,139.9,NW,yes,147.3,147.9,107.2,,Garfield,Off-Air,,,yes,,,,,,,,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",8,Single beep courtesy tone when linked and none when unlinked.,,CCARC,266359,,,,,Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,103.9,N,yes,145.34,144.74,103.5,127.3,Jefferson,On-Air,,,yes,,,,,,,,,Wide area.,E-power.,,Repeater,CCARC,,3350,,,,Rocky Mtn Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,104.3,SW,yes,147.08,147.68,162.2,,Rio Arriba,On-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,SFARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,163.3,S,yes,146.82,146.22,162.2,,Santa Fe,On-Air,,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",yes,,,,,,,,,Wide area.,"Autopatch, e-power.",,SFARC Repeaters,NMFCC,,,,,,Santa Fe ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,163.6,SSW,yes,145.19,144.59,,,Los Alamos,On-Air,,,yes,,,,,,,,,Wide Area,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,,NMFCC,,,,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,SFARC,yes,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,163.7,S,yes,147.3,147.9,162.2,,San Miguel,On-Air,,,yes,,,,,,,,,Wide area.,"E-power, linked.",,SFARC Repeaters,NMFCC,,,,,,Santa Fe ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,171.1,S,yes,145.21,144.61,,,Santa Fe,On-Air,Santa Fe Amateur Radio Club,,yes,,,,,,,,,Local Santa Fe,,Soon to move to a better location.,,,,,,,,W5SF,yes,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,171.1,S,yes,444.575,449.575,,,Santa Fe,On-Air,Santa Fe Amateur Radio CLub,,yes,,,,,,,,,Local Santa Fe,,Soon to move to a better location,,,,,,,,W5SF,yes,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,173.1,S,yes,147.2,147.8,162.2,,Santa Fe,On-Air,,,yes,,,,,,,,,,E-power. Full time link to Tesuque Peak.,,SFARC Repeaters,NMFCC,,,,,,Santa Fe ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,104.8,NNE,yes,448.7,443.7,146.2,,Douglas,On-Air,,,yes,,,,,,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,105.8,ESE,yes,147.36,147.96,,123,Otero,On-Air,KC0ITF,,yes,,,,,,,,,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,E-power,Digital Wires-X,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,11360,,,,,,,,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,105.8,ESE,yes,446.75,441.75,,,Otero,On-Air,KC0ITF,,yes,yes,0,,,,,,,La Junta,E-power.,Please use Busy Channel LockOut,,,,,,,,,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,105.8,NE,yes,147.105,147.705,107.2,107.2,Elbert,On-Air,Colorado Repeater Association,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",yes,,,,,,,,,"I-70, E. Arapahoe, Elbert, Lincoln Counties",Linked to CRA 447.150 - Conifer,,http://www.w0cra.org/,CCARC,,,,,,ARES of Douglas and Elbert Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,106.3,N,yes,449,444,136.5,136.5,Clear Creek,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,CARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,113.5,NNE,yes,449.15,444.15,,,Arapahoe,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,Colorado Amateur Repeater Network (CARN),yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,113.7,NNE,yes,449.65,444.65,,,Denver,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,Colorado Amateur Repeater Network (CARN),yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,113.7,NNE,yes,449.675,444.675,,,Denver,On-Air,,,yes,,,,,,,,,,,,,CCARC,,7708,,,,Colorado Amateur Repeater Network (CARN),yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,163.2,NNE,yes,449.325,444.325,,,Weld,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,Colorado Amateur Repeater Network (CARN),yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,106.4,SSW,yes,145.175,144.575,141.3,,Taos,Off-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,108.6,S,yes,147.04,147.64,141.3,,Colfax,On-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,130.5,SE,yes,147.175,147.775,141.3,,Union,On-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,141.2,SSW,yes,147.04,147.64,141.3,,Rio Arriba,Off-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,151.8,SSE,yes,145.37,144.77,141.3,,Mora,Off-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,163.3,S,yes,147.02,147.62,141.3,,Santa Fe,On-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,167.5,SSW,yes,145.175,144.575,141.3,,Sandoval,Off-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.98,-0.6,141.3,NM5EM,"Grants, Mt Taylor",NM,OPEN,,231.5,SSW,yes,146.98,146.38,141.3,141.3,Cibola,On-Air,,,yes,,,,,,,,,,,Located inside the state of NM radio building.,,,,,,,,New Mexico Emergency Management Association Amateur Radio Club,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,106.6,N,yes,147.3,147.9,103.5,103.5,Clear Creek,On-Air,,,yes,,,,,,,,,Wide area.,,,,CCARC,,,,,,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,112.8,N,yes,448.125,443.125,107.2,,Jefferson,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,112.8,N,yes,927.7875,902.7875,156.7,,Jefferson,On-Air,,,yes,,,,,,,,,Golden and Denver.,,,,,,,,,,N0PYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,106.6,N,yes,448.675,443.675,100,100,Denver,On-Air,,,yes,,,,,,,,,Wide area.,,,,CCARC,,,,,,W0CFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,106.7,N,yes,145.49,144.89,100,100,Jefferson,On-Air,,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",yes,,,,,,,,,,E-power.,,DRC Repeaters,CCARC,,,,DRC: Sun at 20:30.,,"KB0VIU,  Denver Radio Club",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,106.7,N,yes,449.35,444.35,100,100,Clear Creek,On-Air,,,yes,,,,,,,,,Wide area.,11,,DRC Repeaters,CCARC,4140,,,,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,108.3,N,yes,147.33,147.93,100,,Jefferson,On-Air,,,yes,,,,,,,,,Metro Denver and the foothills.,E-power.,Not recommeded to use tone squelch on this repeater.,DRC Repeaters,CCARC,,,,SATERN: Thu at 19:30.,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,108.3,N,yes,224.38,222.78,100,100,Jefferson,On-Air,,,yes,,,,,,,,,,,,DRC Repeaters,CCARC,,,,,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,108.3,N,yes,449.775,444.775,100,100,Jefferson,On-Air,,,yes,,,,,,,,,Metro Denver,,,Denver Radio Club,CCARC,,,,,,Denver Radio Club,,,,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,109.3,N,yes,53.09,51.39,107.2,,Jefferson,On-Air,,,yes,,,,,,,,,Metro Denver area.,E-power.,,DRC Repeaters,CCARC,,,,,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,110.8,N,yes,447.825,442.825,D073,D073,Jefferson,On-Air,,,yes,,,,,,,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,CCARC,,,,,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,111.9,N,yes,448.625,443.625,100,100,Jefferson,On-Air,,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",yes,,,,,,,,,Denver metro area.,E-power.,,DRC Repeaters,CCARC,,,,DRC: Sun at 20:30.,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,112.8,N,yes,446.7875,441.7875,,,Jefferson,On-Air,Brandmeister Network,,yes,yes,1,,,,,,,,,,http://www.w0tx.org/,CCARC,,,,,,Denver Radio Club,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,106.7,N,yes,146.67,146.07,100,100,Clear Creek,On-Air,,,yes,,,,,,,,,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",11,,,CCARC,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,Castle Rock Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,109,NNE,yes,145.4,144.6,100,,Arapahoe,On-Air,,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",yes,,,,,,,,,Greater Denver area.,"Autopatch, e-power.",,,CCARC,,,,,,Castle Rock Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,115.3,NNE,yes,448.5,443.5,100,,Denver,On-Air,,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",yes,,,,,,,,,Greater Denver area.,E-power.,,,CCARC,,,,,,Castle Rock Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,106.7,N,yes,449.45,444.45,103.5,127.3,Clear Creek,On-Air,,,yes,,,,,,,,,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",11,,Repeater,CCARC,,,,RMRL: Mon at 20:30.,,Rocky Mountain Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,106.8,N,yes,146.94,146.34,103.5,103.5,Clear Creek,On-Air,,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",yes,,,,,,,,,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",11,,Repeater,CCARC,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Listen Live,Rocky Mtn Radio League,,,,,,,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,125.1,N,yes,449.825,444.825,103.5,,Boulder,On-Air,,,yes,,,,,,,,,Along the foothills and into Boulder where the 94 repeater is shadowed.,6,,Repeater,CCARC,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,Rocky Mountain Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,107.1,N,yes,53.17,51.47,107.2,CSQ,Jefferson,On-Air,N6LXX,Full-time to the  N6LXX System .,yes,,,,,,,,,"I-70,I-76,I-25,I-225",,,,CCARC,,,29883,,,N6LXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,107.1,N,yes,447.875,442.875,107.2,107.2,Jefferson,On-Air,N6LXX,Full-time to the  N6LXX System .,yes,,,,,,,,,"I-70,I-76,I-25,I-225",,,,CCARC,,,29913,,,N6LXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,107.6,E,yes,449.9,444.9,107.2,,Lincoln,On-Air,BSAR,,yes,,,,,,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
