Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,Features,Coverage,Sponsor,Links,Notes,Downlink Tone,Nets,Affiliate,Feed,Grid,IRLP,EchoLink,Location Photo,AllStar,Commands,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Mixed-Mode
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,182.6,ESE,yes,145.46,144.86,67,Teller,On-Air,,CCARC,yes,"E-power, 100% Solar",,WB0WDF,,,,,RGARC,,,,,,,,,,,,,
447.775,-5,123,N7TOP,"Ogden,  Powder Mountain",UT,OPEN,,232.7,NW,yes,447.775,442.775,123,Weber,On-Air,,UVHFS,yes,Linked.,Wide area: Cache and Morgan valleys.,,,,,,,,,,,,,,,,,,,
449.775,-5,123,N7TOP,West Haven,UT,OPEN,,236.7,NW,yes,449.775,444.775,123,Weber,On-Air,,UVHFS,yes,Remote base.,,,"Full-time to  
        146.92000 (N7TOP) at Corinne, Promontory Point, UT .
 


Full-time to  
        448.77500 (N7TOP) at West Haven, UT .",,,,,,,,,,,,,,,,,
448.775,-5,123,N7TOP,West Haven,UT,OPEN,,236.7,NW,yes,448.775,443.775,123,Weber,On-Air,,UVHFS,yes,4,Wasatch Front from Ogden to the Utah/Idaho border.,,"Full-time to  
        449.77500 (N7TOP) at West Haven, UT .",,,,,,,,,,,,,,,,,
146.92,-0.6,123,N7TOP,"Corinne, Promontory Point",UT,OPEN,,255.3,NW,yes,146.92,146.32,123,Weber,On-Air,,UVHFS,yes,,Wasatch Front from Ogden to the Utah/Idaho border.,,"Full-time to  
        449.77500 (N7TOP) at West Haven, UT .",6,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,174.6,SSE,yes,147.28,147.88,67,San Juan,On-Air,,NMFCC,yes,6,Wide area.,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,205.5,SE,yes,147.22,147.82,100,Rio Arriba,On-Air,,NMFCC,yes,10,Wide area.,New Mexico Mega Link Assoc,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,240.3,SE,yes,147.14,147.74,67,Taos,On-Air,http://www.taosarc.com/,,yes,11,,,Full-time to the  Mega-Link System .,,,,TaosARC,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,247.8,SE,yes,444.35,449.35,100,Colfax,On-Air,,NMFCC,yes,,,,Full-time to the  Mega-Link System .,11,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7UB,Brigham City,UT,OPEN,,248,NW,yes,145.29,144.69,123,Box Elder,On-Air,http://www.ubetarc.org/clubinfo.html,UVHFS,yes,E-power.,Wasatch Front from Ogden to the Utah/Idaho border.,GSARC,"Full-time to  
        147.22000 (K7UB) at Riverside, UT .
 


Full-time to  
        145.43000 (K7UB) at Howell, Blue Springs Hill, UT .
 


Full-time to  
        448.30000 (K7UB) at Howell, Blue Springs Hill, UT .",,,"Box Elder Emergency Training: Sun at 19:30. 
GSARC Business: Wed at 20:00.",,,,,,,,,,,,,,
147.22,0.6,123,K7UB,Riverside,UT,OPEN,EI,267.6,NW,yes,147.22,147.82,123,Box Elder,On-Air,UBETARC,UVHFS,yes,5,"Riverside, Garland, Tremonton and surrounding areas.",GSARC,"Full-time to  
        145.43000 (K7UB) at Howell, Blue Springs Hill, UT .
 


Full-time to  
        448.30000 (K7UB) at Howell, Blue Springs Hill, UT .
 


Full-time to  
        145.29000 (K7UB) at Brigham City, UT .",Dial '*' before Echolink and '#' before IRLP.,,"Willard/Perry Sun at 19:00 (MST). 
Box Elder Emergency Training: Sun at 19:30. 
GSARC Business - Wed at 20:00.",,,,7172,645522,,,,,,,,,
145.43,-0.6,123,K7UB,"Howell, Blue Springs Hill",UT,OPEN,,269,NW,yes,145.43,144.83,123,Box Elder,On-Air,http://www.ubetarc.org/clubinfo.html,UVHFS,yes,E-power,Wasatch Front from Ogden to the Utah/Idaho border. North Salt Lake to South Ogden.,GSARC,"Full-time to  
        147.22000 (K7UB) at Riverside, UT .
 


Full-time to  
        448.30000 (K7UB) at Howell, Blue Springs Hill, UT .
 


Full-time to  
        145.29000 (K7UB) at Brigham City, UT .",,,"Willard/Perry Sun at 19:00 9MST). 
Box Elder Emergency Training: Sun at 19:30. 
GSARC Business - Wed at 20:00.",,,,,,,,,,,,,,
448.3,-5,123,K7UB,"Howell, Blue Springs Hill",UT,OPEN,,269,NW,yes,448.3,443.3,123,Box Elder,On-Air,http://www.ubetarc.org/clubinfo.html,UVHFS,yes,,Wasatch Front from Ogden to the Utah/Idaho border.,GSARC,"Full-time to  
        147.22000 (K7UB) at Riverside, UT .
 


Full-time to  
        145.43000 (K7UB) at Howell, Blue Springs Hill, UT .
 


Full-time to  
        145.29000 (K7UB) at Brigham City, UT .",,,"Willard/Perry Sun at 19:00 (MST). 
Box Elder Emergency Training: Sun at 19:30. 
GSARC Business: Wed at 20:00.",,,,,,,,,,,,,,
145.31,-0.6,103.5,WA7KMF,Red Spur,UT,OPEN,,233.2,NW,yes,145.31,144.71,103.5,Cache,On-Air,BARC Repeaters,UVHFS,yes,"Autopatch, 5,700'.",Wide area: Logan and immediately surrounding communities.,Bridgerland ARC,"Full-time to  
        146.72000 (WA7KMF) at Logan, Mt Logan, UT .",,,,,,,,,,,,,,,,,
146.72,-0.6,103.5,WA7KMF,"Logan, Mt Logan",UT,OPEN,,247.5,NW,yes,146.72,146.12,103.5,Cache,On-Air,BARC Repeaters,UVHFS,yes,"Closed autopatch, 9,713'.","Wide area: Cache County, including Logan, from Richmond to Avon.",BARC,"Full-time to  
        145.31000 (WA7KMF) at Red Spur, UT .
 


Full-time to  
        147.20000 (AC7O) at Logan, WA7KMF QTH, UT .
 


Full-time to  
        147.26000 (AC7O) at Ogden, Promontory Pt, UT .
 


Full-time to  
        449.62500 (AC7O) at Logan, Mt Logan, UT .",,,BARC: Tue at 21:00.,Utah VHF Soc,,,,,,,,,,,,,
449.8,-5,103.5,WA7KMF,"Mantua,  Murrays Hill",UT,OPEN,,251.1,NW,yes,449.8,444.8,103.5,Cache,On-Air,,UVHFS,yes,,Logan and immediately surrounding communities.,Bridgerland ARS,,5,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,192.3,ESE,yes,927.725,902.725,D114,Teller,On-Air,Yahoo Group,CCARC,yes,12,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",WA6IFI,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,D114,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,199.5,ESE,yes,53.13,51.43,107.2,El Paso,On-Air,http://www.cmrg.org,CCARC,yes,,,Cheyenne Mountain Repeater Group (CMRG),,,107.2,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,201,ESE,yes,447.55,442.55,123,El Paso,On-Air,,CCARC,yes,,,WA6IFI,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,201,ESE,yes,147.39,147.99,103.5,El Paso,On-Air,,CCARC,yes,,,W0MOG,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,201,ESE,yes,927.8,902.8,D116,Teller,On-Air,,CCARC,yes,6,,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,201.7,ESE,yes,224.72,223.12,103.5,El Paso,On-Air,,,yes,,Local,w0mog,,,103.5,,,,,,,,,,,,,,,
147.02,0.6,100,WA7UAH,"Goshen, West Mountain",UT,OPEN,,188,WNW,yes,147.02,147.62,100,Utah,On-Air,,UVHFS,yes,Autopatch.,Utah County from Alpine to Payson.,ERC,,,,,,,,,,,,,,,,,,
449.725,-5,151.4,WA7UAH,"West Jordan, Butterfield Pk",UT,OPEN,,215.4,WNW,yes,449.725,444.725,151.4,Salt Lake,On-Air,,UVHFS,yes,9,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,ERC Repeater System,,,,,,,,,,,,,,,,,,
145.45,-0.6,100,WA7UAH,"West Jordan, Butterfield Peak",UT,OPEN,,215.4,WNW,yes,145.45,144.85,100,Salt Lake,On-Air,,UVHFS,yes,9,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,ERC Repeater System,,,CSQ,,,,,,,,,,,,,,,
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,186.6,SW,yes,448.6,443.6,100,San Juan,On-Air,http://utahvhfs.org/snowlink.html,UVHFS,yes,,Wide Area.,Utah VHF Society,"Full-time to  
        448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ .
 


Full-time to the  Intermountain Intertie System .",,,UVHFS: Tue at 20:00.,Intermountain Intertie,,,,,,,,,,,,,
146.84,-0.6,100,WA7VHF,"Richfield, Monroe Peak",UT,OPEN,,191,W,yes,146.84,146.24,100,Sevier,On-Air,,UVHFS,yes,,Wide area: 100 mi radius.,UVHFS,Full-time to the  Intermountain Intertie System .,,,Tue at 20:00.,Intermountain Intertie,,,,,,,,,,,,,
449.275,-5,88.5,WA7VHF,"Salt Lake City, Ensign Peak",UT,OPEN,I,214,NW,yes,449.275,444.275,88.5,Salt Lake,On-Air,,UVHFS,yes,Linked.,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,3407,,,,,,,,,,
145.19,-0.6,123,W7IHC,"Salt Lake City, Intermountain Ridge",UT,OPEN,,214.5,WNW,yes,145.19,144.59,123,Salt Lake,On-Air,,UVHFS,yes,,Wide area.,IHCRC,,8,,,,,,,,,,,,,,,,
448.55,-5,100,W7IHC,"Salt Lake City,  IHC",UT,OPEN,I,215.5,WNW,yes,448.55,443.55,100,Salt Lake,On-Air,,UVHFS,yes,,,IHCRC,,,,,,,,3078,,,,,,,,,,
448.4,-5,,W7IHC,"Salt Lake City, Intermountain Ridge",UT,OPEN,I,222.6,WNW,yes,448.4,443.4,,Salt Lake,On-Air,,UVHFS,yes,9,Wide area.,IHC.,,,,,,,,3407,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,126.7,NNW,yes,145.49,144.89,136.5,Uintah,On-Air,,UVHFS,yes,"Autopatch, 8,506', linked to (147.320).","Vernal, Roosevelt, Duchesne and other Uintah basin communities.","W7BYU,  Borderline ARC",,,,,,,,,,,,,,,,,,
147.24,0.6,136.5,K7HEN,"Coalville, Lewis Peak",UT,OPEN,,198.5,NW,yes,147.24,147.84,136.5,Summit,On-Air,,UVHFS,yes,"Autopatch, 9,304'.",Wide area.,,"Full-time to  
        147.16000 (K7HEN) at Heber City, Strawberry Peak, UT .
 


Full-time to  
        147.14000 (K7MLA) at West Jordan, Butterfield Peak, UT .",,,,,,,,,,,,,,,,,
145.49,-0.6,123,K7HEN,"Ogden,  Promentory Pt",UT,OPEN,,231.5,NW,yes,145.49,144.89,123,Weber,On-Air,,UVHFS,yes,Autopatch.,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,"Amateur Radio, Inc",Full-time to the  Intermountain Intertie System .,,,MARA: Wed at 2100.,Mercury ARA,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,117.6,SSE,yes,146.67,146.07,100,La Plata,On-Air,DARC Repeaters,CCARC,yes,11,Wide area.,Durango ARC,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",Linked active in the summer months only.,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,123.5,SSE,yes,146.7,146.1,100,La Plata,On-Air,http://durangoarc.org/,CCARC,yes,9,Local.,Durango ARC,,,100,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,128.8,SSE,yes,449.85,444.85,100,La Plata,On-Air,,CCARC,yes,,,DARC,,,100,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,183.9,E,yes,224.02,222.42,,Boulder,On-Air,RMVHS repeaters,CCARC,yes,8,Denver metro area.,Rocky Mtn VHF Soc,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,,,,,,217336,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,186.7,E,yes,449.55,444.55,100,Boulder,On-Air,,CCARC,yes,8,Denver metro area.,Rocky Mtn VHF Soc,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,217336,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,193.3,E,yes,146.76,146.16,100,Boulder,On-Air,,CCARC,yes,5,Wide area.,Rocky Mtn VHF Soc,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,Boulder County ARES,,,,,,,,Tone,single beep,single beep,double beep,double beep,
145.39,-0.6,100,W7EO,"Vernon, Black Crook Peak",UT,OPEN,,221.9,WNW,yes,145.39,144.79,100,Tooele,On-Air,,UVHFS,yes,"Autopatch, 9,274'.",West-central Utah around Delta. Tooele Valley and communities from Grantsville down toward Vernon.,"Tooele County ARES, West Desert ARC","Full-time to  
        146.98000 (W7EO) at Tooele, Black Mountain, UT .",,,,,,,,,,,,,,,,,
147.3,0.6,100,W7EO,"Tooele, South Mountain",UT,OPEN,,226.5,WNW,yes,147.3,147.9,100,Tooele,On-Air,,UVHFS,yes,,Wasatch Front from Payson to the Utah/Idaho border.,West Desert ARC,,,,,,,,,,,,,,,,,,
449.35,-5,100,W7EO,"Tooele,  South Mountain",UT,OPEN,,226.5,WNW,yes,449.35,444.35,100,Tooele,On-Air,,UVHFS,yes,,Tooele Valley and communities from Grantsville down toward Vernon.,"Tooele Co ARS, West Desert ARC",,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,180.6,SE,yes,145.49,144.89,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,yes,E-power (Bat),,Royal Gorge Amateur Radio Club,,,103.5,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",Colorado ARES Region 5 District 1,,DM78ik,,,yes,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,180.6,SE,yes,447.75,442.75,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,yes,E-power (Bat),,RGARC,,,103.5,,,,,3081,,yes,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,180.6,SE,yes,223.96,222.36,103.5,Fremont,On-Air,,CCARC,yes,"E-power (Bat), Remote Base","Wide area. 
   Repeater Coverage Map",RGARC,,,103.5,,,,,,,yes,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,168.8,E,yes,146.67,146.07,100,Clear Creek,On-Air,,CCARC,yes,11,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,,,100,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,203.8,E,yes,448.5,443.5,100,Denver,On-Air,,CCARC,yes,E-power.,Greater Denver area.,Castle Rock Repeater Group,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,207,E,yes,145.4,144.6,100,Arapahoe,On-Air,,CCARC,yes,"Autopatch, e-power.",Greater Denver area.,Castle Rock Repeater Group,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,169,E,yes,147.3,147.9,103.5,Clear Creek,On-Air,,CCARC,yes,,Wide area.,Denver PD EEB,,,103.5,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,184,E,yes,448.125,443.125,107.2,Jefferson,On-Air,,CCARC,yes,,,Denver PD EEB,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,184,E,yes,927.7875,902.7875,156.7,Jefferson,On-Air,,,yes,,Golden and Denver.,N0PYY,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,220.2,NE,yes,146.82,146.22,114.8,Albany,On-Air,,WRCG,yes,,Wide area.,Shy-Wy Amateur Radio Club,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,243.2,NE,yes,146.775,146.175,114.8,Laramie,On-Air,,WRCG,yes,"E-power, WX.",,Shy-Wy Amateur Radio Club,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,243.8,NE,yes,147.105,147.705,114.8,Laramie,On-Air,,WRCG,yes,,,ShyWyArc,,,91.5,,,,DN71,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,219.9,SE,yes,146.88,146.28,88.5,Pueblo,On-Air,,CCARC,yes,E-power.,Wide area.,Pueblo HC,,,CSQ,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,220.3,ESE,yes,447.95,442.95,88.5,Pueblo,On-Air,Pueblo Ham Club,CCARC,yes,E-power.,Wide area.,Pueblo Ham Club,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,220.3,ESE,yes,146.79,146.19,88.5,Pueblo,On-Air,Pueblo Ham Club,CCARC,yes,E-power.,Wide area.,Pueblo HC,,,CSQ,,,,,,,,,,,,,,,
449.625,-5,103.5,AC7O,"Logan, Mt Logan",UT,OPEN,,247.5,NW,yes,449.625,444.625,103.5,Cache,On-Air,BARC Repeaters,UVHFS,yes,,"Wide area: Cache County, including Logan, from Richmond to Avon.",Bridgerland ARC,"Full-time to  
        146.72000 (WA7KMF) at Logan, Mt Logan, UT .",9,,,,,,,,,,,,,,,,
147.2,0.6,103.5,AC7O,"Logan, WA7KMF QTH",UT,OPEN,EI,252.7,NW,yes,147.2,147.8,103.5,Cache,On-Air,BARC Repeaters,UVHFS,yes,,"Cache County, including Logan, from Richmond to Avon.",,"Full-time to  
        146.72000 (WA7KMF) at Logan, Mt Logan, UT .",,,State RACES: 3rd Thu of even-numbered months.,,,,3381,495125,,,,,,,,,
147.26,0.6,103.5,AC7O,"Ogden, Promontory Pt",UT,OPEN,,255.3,NW,yes,147.26,147.86,103.5,Salt Lake,On-Air,BARC Repeaters,UVHFS,yes,Closed autopatch.,Wide area: Wasatch Front from Ogden to the Utah/Idaho border. Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,Bridgerland ARC,"Full-time to  
        147.26000 (AC7O) at Ogden, Promontory Pt, UT .
 


Full-time to  
        146.72000 (WA7KMF) at Logan, Mt Logan, UT .",,,Tuesdays at 9 pm,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,176.9,E,yes,146.64,146.04,100,Jefferson,On-Air,DRL Repeaters,CCARC,yes,E-power.,"Wide area. 
   Repeater Coverage Map",Denver Radio League,,8,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,185.5,ESE,yes,449.6,444.6,100,Jefferson,On-Air,DRL Repeaters,CCARC,yes,,,Denver Radio League,,,,,,,,3345,690473,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,185.5,ESE,yes,146.88,146.28,100,Jefferson,On-Air,DRL Repeaters,CCARC,yes,E-power.,Wide Area,Denver Radio League,,6,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,168.8,E,yes,448.225,443.225,141.3,Clear Creek,On-Air,,CCARC,yes,E-power(gen).,,Rocky Mountain Ham Radio,,,141.3,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,176.1,E,yes,449.225,444.225,141.3,Gilpin,On-Air,,CCARC,yes,Emergency Power,Wide area.,Rocky Mountain Ham Radio (RMHR),,"Emcomm Affiliated, Open repeater",141.3,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,183.9,E,yes,447.75,442.75,141.3,Boulder,On-Air,,CCARC,yes,,,Rocky Mountain Ham Radio,,,141.3,,,,,3450,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,187.6,ESE,yes,447.675,442.675,179.9,Teller,On-Air,,CCARC,yes,E-power.,,Mountain Amateur Radio Club (MARC),,,179.9,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,187.6,ESE,yes,927.9,902.9,D205,Teller,On-Air,,CCARC,yes,,,MARC,,,D205,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,176.9,E,yes,146.985,146.385,100,Denver,On-Air,,CCARC,yes,E-power.,,El Jebel RADOPS,,,100,RADOPS: Sun at 19:00.,,,,3346,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,196,E,yes,447.925,442.925,100,Denver,On-Air,,CCARC,yes,,,RADOPS El Jebel Shriners,,,100,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,81.7,E,yes,447.15,442.15,136.5,Garfield,On-Air,,,yes,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,8150,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,92.6,ESE,yes,447.05,442.05,136.5,Pitkin,On-Air,,CCARC,yes,,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,,136.5,,,,,,,,,,,,,,,
147.3,0.6,100,N7YSE,"Jacob Lake, Jacob Lake Inn",AZ,OPEN,,256.3,SW,yes,147.3,147.9,100,Coconino,On-Air,AB7UT,ARCA,yes,,"Kanab and Fredonia, to Long Valley Junction and Escalante toward the north, East of Page, Vermillion Cliffs and Lee's Ferry in Arizona. 45 mi radius.",KC Amateur Radio Club,,,,Kane County ARES net: Mon at 08:00.,AB7UT,,DM36vr,,,,,,,,,,,
449.1,-5,100,N7YSE,"Kanab, TV Site",AZ,OPEN,,257.2,WSW,yes,449.1,444.1,100,Coconino,On-Air,,ARCA,yes,2,Covers Kanab and Fredonia and along the Utah/Arizona border from Johnson Canyon to Pipe Springs,KC Amateur Radio Club,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,94.8,NNW,yes,147.1,147.7,136.5,Uintah,On-Air,,UVHFS,yes,"Autopatch, e-power.","Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",""">Borderline ARC","Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",8,,,,,,3577,458414,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,125.9,NNW,yes,147.04,147.64,136.5,Uintah,On-Air,,UVHFS,yes,E-power.,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Borderline ARC,Full-time to the  Sinbad Desert (SDARC) System .,8,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,168.8,E,yes,146.94,146.34,103.5,Clear Creek,On-Air,Repeater,CCARC,yes,11,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,103.5,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,Listen Live,,,,,,Autopatch: 911* / Off 0*.,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,194,E,yes,449.825,444.825,103.5,Boulder,On-Air,Repeater,CCARC,yes,6,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,182.9,E,yes,447.875,442.875,107.2,Jefferson,On-Air,,CCARC,yes,,"I-70,I-76,I-25,I-225",N6LXX,Full-time to the  N6LXX System .,,107.2,,N6LXX,,,,,,29913,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,182.9,E,yes,53.17,51.47,107.2,Jefferson,On-Air,,CCARC,yes,,"I-70,I-76,I-25,I-225",N6LXX,Full-time to the  N6LXX System .,,CSQ,,N6LXX,,,,,,29883,,,,,,,
449.075,-5,167.9,N7BYU,"Provo, BYU",UT,OPEN,E,183.9,WNW,yes,449.075,444.075,167.9,Utah,On-Air,BYU Repeaters,UVHFS,yes,4,Utah County from Alpine to Payson.,"KI7TD,  BYU ARC",,,,,,,,,96806,,,,,,,,,
145.33,-0.6,100,N7BYU,"Provo, BYU",UT,OPEN,E,183.9,WNW,yes,145.33,144.73,100,Utah,On-Air,BYU Repeaters,UVHFS,yes,"Closed autopatch, linked.",Utah County from Alpine to Payson.,"KI7TD,  BYU ARC",,,,BYU ARC: Thu at 21:00.,,,,,96806,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,104.1,WNW,yes,145.175,144.575,,Carbon,On-Air,,,yes,,Eastern Utah,SDARC,,,,,Sinbad Desert A.R.C.,,,,,,,United States,,,,,,
